year,suis_VERB en_ADP,suis_VERB tant_ADV
1838,2.1764333268947667e-06,1.1614378081503673e-07
1839,2.4756814127613325e-06,8.669429263363782e-08
1840,2.0058148493262706e-06,5.796416857606346e-08
1841,1.957625272552832e-06,1.2841097429827641e-07
1842,2.347221879972494e-06,1.1404050326291326e-07
1843,2.4667260731803253e-06,4.016699506337318e-08
1844,2.0302188659115927e-06,9.495210662180398e-08
1845,1.9140181848342763e-06,4.464182268293371e-08
1846,2.2112451460998273e-06,5.093416177714971e-08
1847,1.6427759419457288e-06,7.766242049456196e-08
1848,2.071644530587946e-06,3.057184372323718e-08
1849,1.7823015241447138e-06,1.6758828991214614e-08
1850,2.071322796837194e-06,3.8018377779280854e-08
1851,1.960629333552788e-06,5.159551008659946e-08
1852,2.1810326416016323e-06,5.6641745516117226e-08
1853,2.081218326566159e-06,5.4941772020811186e-08
1854,2.2933663785806857e-06,7.949366676029967e-08
1855,2.624811031637364e-06,1.003011078637428e-07
1856,2.3375009732262697e-06,7.972871429728912e-08
1857,2.328968093934236e-06,6.980557998303993e-08
1858,2.7399692044127733e-06,1.0766087399360913e-07
1859,2.4717410269659013e-06,7.332729978770658e-08
1860,2.4794605906208744e-06,6.31651388971477e-08
1861,2.984733555422281e-06,9.526246458335663e-08
1862,3.1910537927615223e-06,6.641440108978713e-08
1863,2.757530182861956e-06,6.393114659886123e-08
1864,2.561823066571378e-06,6.616724590458034e-08
1865,2.7233802484261105e-06,5.45993934508715e-08
1866,2.640081675053807e-06,7.055138695477581e-08
1867,2.4991979898913996e-06,7.715970440358433e-08
1868,2.305439238625695e-06,5.977247496957716e-08
1869,2.5858234948827885e-06,6.446245492952585e-08
1870,2.488003701728303e-06,5.8487298559839473e-08
1871,2.369584535699687e-06,1.0302542108320267e-07
1872,2.7134410629514605e-06,8.163907949665372e-08
1873,2.5925385216396535e-06,1.3528369890991598e-07
1874,2.315758592885686e-06,6.631815807622843e-08
1875,3.1531335480394773e-06,7.666846357778923e-08
1876,2.8410222512320615e-06,1.0822366647289527e-07
1877,2.8351196306175552e-06,7.669171964153065e-08
1878,2.302100710949162e-06,5.072834596830944e-08
1879,2.556752633608994e-06,8.736335388448424e-08
1880,2.9823731892975047e-06,8.407378260244514e-08
1881,2.8392050808179192e-06,4.9504802035471585e-08
1882,2.804579253279371e-06,6.788492612486152e-08
1883,2.4942430627561407e-06,8.02556030521373e-08
1884,2.3647278339922195e-06,6.667713847718915e-08
1885,2.272731080665835e-06,7.605849816627597e-08
1886,2.019288785959361e-06,5.485444276587259e-08
1887,2.349107035115594e-06,7.116528166761782e-08
1888,2.113326900143875e-06,5.960177773545183e-08
1889,2.242918981210096e-06,8.332632006613494e-08
1890,1.9387875909160357e-06,6.751017878059429e-08
1891,1.8963304455610341e-06,5.16311828846483e-08
1892,2.084280367853353e-06,3.761107336686109e-08
1893,1.8875546174967894e-06,4.618812354806323e-08
1894,2.2049086965125753e-06,7.309785843290229e-08
1895,2.086051836158731e-06,7.884384700673763e-08
1896,1.9996825812995667e-06,7.960989023558795e-08
1897,2.0649872567446437e-06,5.2440423559119154e-08
1898,1.9447766135272104e-06,5.4320206999136644e-08
1899,2.3326381324295653e-06,4.919544949189003e-08
1900,1.9928452275053132e-06,7.423206227485935e-08
1901,1.8006917343882378e-06,6.147612907625444e-08
1902,1.7485521084381617e-06,5.008489623037349e-08
1903,1.87873661161575e-06,4.3741785304973746e-08
1904,2.21112077269936e-06,6.019580212068831e-08
1905,2.1195237422944047e-06,3.251278357652154e-08
1906,2.089053396048257e-06,5.2985100751357095e-08
1907,2.1358227968448773e-06,6.891410464504588e-08
1908,2.054434162346297e-06,4.665819730576004e-08
1909,2.2862086552777328e-06,4.510806661528477e-08
1910,2.4823580133670475e-06,6.733630186772643e-08
1911,2.1701805508200778e-06,4.9479478292369095e-08
1912,2.1874359390494647e-06,5.053138707467042e-08
1913,2.070817572530359e-06,5.7272288245258096e-08
1914,2.0244256120349746e-06,7.098548593376108e-08
1915,1.880209651972109e-06,6.125996065975414e-08
1916,1.9063246554651414e-06,7.801097723358907e-08
1917,2.1307762381184148e-06,5.263883906536648e-08
1918,2.1743710476584965e-06,8.385054428572403e-08
1919,2.053350272035459e-06,6.353415216153735e-08
1920,1.9702947611222044e-06,5.7548959375708364e-08
1921,2.102194684994174e-06,8.254294669995943e-08
1922,2.4310297703777906e-06,4.574319945049865e-08
1923,2.488378186171758e-06,1.0297469543729676e-07
1924,2.431360371701885e-06,5.414482373566898e-08
1925,2.6329637421440566e-06,1.055825080698014e-07
1926,2.502308007024112e-06,7.913758537370086e-08
1927,2.846397137545864e-06,1.1260716803462856e-07
1928,2.2052258827898186e-06,6.284322751071159e-08
1929,2.708232841541758e-06,7.464072382390441e-08
1930,2.376965539951925e-06,4.20144132817768e-08
1931,2.2411525151255773e-06,4.790249619190945e-08
1932,2.243417156932992e-06,5.589363638591749e-08
1933,2.0463660348468693e-06,4.473558234963093e-08
1934,2.1291268694767496e-06,3.714289675826876e-08
1935,2.3302250156120863e-06,6.582556011380802e-08
1936,2.131524752257974e-06,5.8198629915295896e-08
1937,2.3394297841150546e-06,6.925115059175369e-08
1938,2.1807491066283546e-06,6.482607517455108e-08
1939,2.135049498974695e-06,4.7411557346777045e-08
1940,1.7344755178783089e-06,9.889553354014424e-08
1941,2.632740233821096e-06,1.2986610897769424e-07
1942,2.333308884772123e-06,6.675266206457309e-08
1943,2.2761364562029485e-06,1.1903264152124393e-07
1944,2.416315965092508e-06,1.0924833304670756e-07
1945,2.620740360725904e-06,4.357008265287732e-08
1946,2.8092788397771074e-06,9.048717686255259e-08
1947,3.1912170470604906e-06,7.629357412497484e-08
1948,2.6581765268929303e-06,7.066726936955092e-08
1949,2.4032035526033724e-06,6.47922533403289e-08
1950,2.870483967853943e-06,5.8494489252325366e-08
1951,2.7922210392716806e-06,8.315893040844458e-08
1952,2.505445308997878e-06,7.27591498161928e-08
1953,2.8216654754942283e-06,6.464296120611834e-08
1954,2.6112215891771484e-06,8.502106396690579e-08
1955,2.4824933007039363e-06,4.129667274810345e-08
1956,2.7855326152348425e-06,7.238547539145657e-08
1957,2.438470346532995e-06,3.710716001137371e-08
1958,2.3551076537842164e-06,5.046068451974861e-08
1959,2.6709076337283477e-06,6.820658171591276e-08
1960,2.742726337601198e-06,6.159541499073384e-08
1961,2.8341542019916233e-06,6.531269747256374e-08
1962,2.8373913210089086e-06,5.7077606641087186e-08
1963,2.74160652224964e-06,6.466053292797369e-08
1964,2.958025334010017e-06,7.726639950078606e-08
1965,2.7431353828433203e-06,8.262785655688276e-08
1966,2.720239535847213e-06,6.480717473777986e-08
1967,2.7885978397534927e-06,7.001076340884538e-08
1968,2.80893141280103e-06,7.815063440830272e-08
1969,2.642394747454091e-06,7.085142073037787e-08
1970,2.71370754489908e-06,6.392227902551895e-08
1971,3.038334398297593e-06,6.320228607137324e-08
1972,2.541987669246737e-06,5.284051241005727e-08
1973,2.55261329584755e-06,6.891504966688444e-08
1974,2.3441757548425812e-06,4.500457251310763e-08
1975,2.379973693678039e-06,4.283610266497817e-08
1976,2.642506160555058e-06,4.399415587386102e-08
1977,2.433575446048053e-06,4.2900506258547466e-08
1978,2.543167056501261e-06,4.217819693508318e-08
1979,2.7223379674978787e-06,5.383815349091492e-08
1980,2.8226772883499507e-06,5.230338473438678e-08
1981,2.8642089091590606e-06,4.680906684484398e-08
1982,2.803308007059968e-06,4.779776929808577e-08
1983,3.030088691957644e-06,6.125856799599205e-08
1984,2.824697048708913e-06,3.653375202361531e-08
1985,2.847765244951006e-06,5.7749357296188464e-08
1986,3.161491576975095e-06,7.553051517561471e-08
1987,2.872083996408037e-06,6.049708645150531e-08
1988,2.7362275432096794e-06,4.077656612366809e-08
1989,3.310984084237134e-06,4.390497565509577e-08
1990,2.9989375889272196e-06,4.5223803368799054e-08
1991,3.1698803013568977e-06,6.213153369571955e-08
1992,2.8822516924265074e-06,5.4548447536717504e-08
1993,3.23157360071491e-06,5.040678630052753e-08
1994,3.2857517453521723e-06,6.066165525453471e-08
1995,3.15207057610678e-06,4.771756678678685e-08
1996,3.1900437988952035e-06,4.3238546965085334e-08
1997,3.2471025406266563e-06,4.794894437054609e-08
1998,3.2399439078290015e-06,5.292623583841305e-08
1999,3.270435854574316e-06,4.798711117359744e-08
2000,3.3855376386782154e-06,4.9923755796044134e-08
2001,3.540457328199409e-06,5.607951081287865e-08
2002,3.5133014080201974e-06,5.257465929275895e-08
2003,3.863570782414172e-06,4.458607349988597e-08
2004,3.9405263123626355e-06,4.404791198453495e-08
2005,3.920063591067446e-06,5.899912025597587e-08
2006,4.24636800744338e-06,4.8591100920702957e-08
2007,5.011474058846943e-06,4.7134857794617346e-08
2008,5.119571142131463e-06,5.61982034241737e-08
2009,5.678440629708348e-06,5.3880576444953476e-08
2010,7.386122888419777e-06,6.235406857513226e-08
2011,8.125175554596353e-06,6.462512658345076e-08
2012,8.752333997108508e-06,5.719144624549699e-08
2013,9.762774425325915e-06,7.391181355842491e-08
2014,1.0413626114313956e-05,7.968838389160737e-08
2015,1.0481076969881542e-05,8.755473146493387e-08
2016,1.092486854759045e-05,9.403883893810416e-08
2017,1.3383806617639493e-05,7.571990323640421e-08
2018,1.385215000482276e-05,8.957689345834297e-08
2019,1.3548040442401543e-05,9.107026244237204e-08
