year,aurions_VERB en_PRON,aurions_VERB tant_ADV
1800,0.0,3.144164484325529e-09
1801,0.0,2.3811825400343878e-08
1802,2.2378401354217203e-09,1.7902721083373763e-08
1803,5.851017448321727e-09,0.0
1804,2.4718509461507665e-09,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,1.7081731584767113e-08
1808,0.0,1.5862518409903714e-08
1809,0.0,2.259030518203531e-09
1810,0.0,1.1700633351097167e-08
1811,5.0141535368197765e-09,0.0
1812,0.0,3.200649700829672e-08
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,1.0788894222457657e-08
1816,2.3176038865813098e-09,2.0858434979231788e-08
1817,3.113746815941454e-09,0.0
1818,0.0,5.960588467246453e-09
1819,1.035105001712111e-09,9.315945348475907e-09
1820,2.3732962262101864e-09,1.4239777357261119e-08
1821,9.86148829262845e-10,7.88919063410276e-09
1822,1.0025615893027862e-09,1.2030739071633434e-08
1823,1.9765373782121287e-09,2.668325471688604e-08
1824,1.6842225392110777e-09,3.3684450784221553e-09
1825,2.641632912414593e-09,9.68598712347557e-09
1826,2.642395191543301e-09,7.927186018719112e-09
1827,0.0,0.0
1828,1.3758452155343548e-08,1.559291185060374e-08
1829,0.0,1.714635211591542e-09
1830,4.174734336004349e-09,6.262101504006523e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,1.0823975493678972e-08
1833,2.3167257001688313e-09,1.1583628500844156e-09
1834,0.0,9.334531370086552e-09
1835,1.5126175867408165e-09,1.8151411040889798e-08
1836,1.3441500135158435e-09,1.344150035720304e-08
1837,0.0,1.8090515752078318e-08
1838,7.574594285131298e-09,5.680945491803868e-09
1839,1.3982950353153e-09,1.11863602825224e-08
1840,1.9109065441114126e-09,5.732719632334238e-09
1841,5.1364388298225094e-09,3.274479709602929e-08
1842,0.0,8.049918065466954e-09
1843,5.906911071384968e-10,2.5990408047960045e-08
1844,1.6465684371524958e-09,1.5367971784030487e-08
1845,1.1160455892778032e-09,1.2834524554250493e-08
1846,2.3418005312692003e-09,2.3418005312692003e-08
1847,7.011190739092399e-09,6.47186837454683e-09
1848,8.04522137798358e-09,9.65426583121598e-09
1849,1.6758829879393033e-09,1.4245005175439474e-08
1850,2.7155984128057753e-09,1.4935791270431764e-08
1851,1.9348316282474798e-09,1.9993260380601896e-08
1852,2.6042181744401205e-09,5.208436348880241e-09
1853,2.388772735173461e-09,1.0749477752369785e-08
1854,2.5978321716024766e-09,1.0910895298366086e-08
1855,1.5920811335945473e-09,1.4859423913549108e-08
1856,4.141751386299575e-09,1.4496129630003907e-08
1857,9.763018171682347e-10,1.0739319655783675e-08
1858,3.4255731584664773e-09,7.829881631948865e-09
1859,3.5645213447565993e-09,1.323965115318515e-08
1860,5.492620580582752e-09,1.830873586072812e-08
1861,4.715963619617014e-09,1.1789909493131745e-08
1862,5.873382225018986e-09,2.710791768834042e-08
1863,3.496234635136375e-09,5.494082966350788e-09
1864,5.274200631788517e-09,9.589456340108882e-09
1865,3.294791106611683e-09,8.943004559114343e-09
1866,5.352174259343201e-09,2.3841502994059738e-08
1867,5.82337378318698e-09,1.358787216076962e-08
1868,8.397785578040384e-09,5.433861360870651e-09
1869,4.395167341186834e-09,2.7347706321734222e-08
1870,2.2936195165357276e-09,1.1468097582678638e-08
1871,1.1683295220166201e-08,5.3105884134652115e-09
1872,9.071008832961525e-09,2.237515595027162e-08
1873,1.1972008939764578e-09,1.616221290134945e-08
1874,1.0156835372754358e-08,1.8521287614703397e-08
1875,4.005069165202713e-09,1.602027666081085e-08
1876,6.04601479992084e-09,1.874264654588842e-08
1877,1.8554447978047506e-09,2.5976227391311113e-08
1878,5.435179861734696e-09,1.5701630218245555e-08
1879,6.109325489944695e-09,1.588424503040642e-08
1880,5.134277003548959e-09,7.059631101924424e-09
1881,7.669758161910067e-09,2.1614773970668466e-08
1882,3.3276925659464496e-09,2.9283693692150337e-08
1883,6.951272890631799e-09,8.21514056781325e-09
1884,7.2618666635548834e-09,1.7164412113856997e-08
1885,5.80107206715752e-09,2.6427105837001363e-08
1886,5.162771099520569e-09,1.5488312854472497e-08
1887,7.834709769838355e-09,1.0446279397058333e-08
1888,1.9021844099853524e-09,1.9021843655764314e-08
1889,1.0650732740202784e-08,2.0674951528576457e-08
1890,5.243509182406569e-09,1.7041404731799048e-08
1891,5.099376032546843e-09,7.0116419337296065e-09
1892,7.522214851007902e-09,7.522214851007902e-09
1893,2.463366621796581e-09,1.23168328869383e-08
1894,8.192000855444803e-09,7.561847148451761e-09
1895,3.611168697403855e-09,1.8055843042930064e-08
1896,2.948514543632541e-09,1.8870492723976895e-08
1897,3.4960281336537946e-09,1.5732126712464378e-08
1898,5.092519295146758e-09,5.6583546736987955e-09
1899,7.185851913504848e-09,1.2160672469008205e-08
1900,2.595526460424935e-09,1.453494924419374e-08
1901,7.824234593556412e-09,1.0618603774048552e-08
1902,4.419255628107521e-09,1.2275709337927765e-08
1903,3.2401321625741275e-09,8.100330184390714e-09
1904,1.6123875568041512e-09,1.289910045443321e-08
1905,4.1286072338664326e-09,2.2707340008309984e-08
1906,3.600929110447737e-09,2.36632491379396e-08
1907,8.742834012309686e-09,2.108565766434367e-08
1908,4.4202499438483756e-09,1.7189861978295085e-08
1909,7.151278680339601e-09,1.1001967337165297e-08
1910,5.878565634276356e-09,1.2291546447329438e-08
1911,4.788336838146279e-09,1.8621308939259507e-08
1912,3.646594803896619e-09,2.031674206648404e-08
1913,6.363587878865928e-09,2.5454351515463713e-08
1914,4.018046340092951e-09,2.9465672568562695e-08
1915,9.424609537234119e-09,4.2410743361642744e-08
1916,7.69122365795738e-09,2.7468654906215306e-08
1917,1.315970976634162e-08,1.0966424213165737e-08
1918,2.2972752589112133e-09,2.2972752589112133e-08
1919,3.6831393490643904e-09,8.287063479883727e-09
1920,3.786115865267448e-09,4.619061400035207e-08
1921,5.300923255902035e-09,2.499006690470651e-08
1922,7.377935595798135e-09,1.8444838545406128e-08
1923,2.1231896241147297e-09,1.4862327368803108e-08
1924,3.867487219366694e-09,1.804827398643738e-08
1925,0.0,3.409435223034052e-08
1926,5.57306911730393e-09,1.3375366592072169e-08
1927,2.2298449753321847e-09,1.6723836537835268e-08
1928,0.0,1.0283437212876834e-08
1929,0.0,2.1166771446701205e-08
1930,2.100720708497761e-09,1.05036033204442e-08
1931,1.1405356659111021e-09,7.983749661377715e-09
1932,5.4797681947604815e-09,6.575722188983946e-09
1933,3.4411986593596566e-09,1.3764794637438627e-08
1934,2.3963160344919743e-09,2.516131836216573e-08
1935,2.393656828303392e-09,2.8723881939640705e-08
1936,0.0,3.273672888326473e-08
1937,0.0,8.813782592653752e-09
1938,0.0,1.6854778905894818e-08
1939,1.5294050470515685e-09,2.4470480752825097e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,2.9515025090631752e-08
1942,0.0,6.068423541449874e-09
1943,0.0,2.0322646676618206e-08
1944,6.4263723231761105e-09,1.927911696952833e-08
1945,0.0,2.6142048525912287e-08
1946,1.3921104269343232e-09,1.6705325123211878e-08
1947,2.3841741914054637e-09,1.0728784083369192e-08
1948,0.0,1.7395020535104777e-08
1949,0.0,1.9634017078828947e-08
1950,1.0635361480382244e-09,1.701657836861159e-08
1951,9.595261474260042e-09,2.1322803078760444e-08
1952,0.0,1.0544804140977249e-08
1953,1.0773827385790469e-09,2.2625037843226892e-08
1954,1.9545072227344917e-09,2.7363100230104465e-08
1955,0.0,1.595553378308523e-08
1956,0.0,1.2209598665435806e-08
1957,0.0,7.951533653738352e-09
1958,4.1361216673863055e-09,1.4062814024384807e-08
1959,0.0,1.0851047171911432e-08
1960,2.076250060767393e-09,1.038124963770315e-08
1961,0.0,9.72742331128984e-09
1962,0.0,1.1415521861124489e-08
1963,0.0,1.6165133231993423e-08
1964,0.0,1.8860301764789256e-08
1965,1.0944086747954884e-09,1.9699356812452606e-08
1966,5.539074754423723e-10,1.38476865529924e-08
1967,1.4791006197611978e-09,1.1832804958089582e-08
1968,2.245707841908029e-09,2.2906220920049236e-08
1969,4.087581828571274e-09,1.1808570121729645e-08
1970,1.3796175313274261e-09,1.103694025061941e-08
1971,3.083038491169532e-09,1.5415192677892264e-08
1972,1.5390440033513642e-09,1.539044092169206e-08
1973,3.859242703185828e-09,1.8193572870472963e-08
1974,2.2502286700643026e-09,2.3627400480563665e-08
1975,5.711480177694739e-10,3.998036124386317e-09
1976,1.142705374768127e-09,1.199840671262109e-08
1977,2.938390863960194e-09,8.22749424145286e-09
1978,3.5643548113029055e-09,6.534650598410963e-09
1979,1.7555920051037788e-09,9.363157360553487e-09
1980,1.1370301367108482e-09,1.762396628635088e-08
1981,1.2651099057237047e-09,8.223214109648325e-09
1982,2.483000915987077e-09,1.6139505731871395e-08
1983,2.5261264191556165e-09,9.47297440490047e-09
1984,1.739702604197646e-09,1.1018116197192285e-08
1985,6.015558051686298e-10,7.820225356169885e-09
1986,0.0,1.4386765556650971e-08
1987,0.0,1.0388388815840699e-08
1988,0.0,8.395175221664886e-09
1989,0.0,1.2073869015694072e-08
1990,2.724325431913144e-09,1.3076762783725826e-08
1991,1.7584396161396398e-09,1.1136783939491579e-08
1992,1.65298330578878e-09,9.366905473484621e-09
1993,1.1078414852150331e-09,1.3294098266669607e-08
1994,0.0,1.3714808844156323e-08
1995,1.626735190995987e-09,1.138714633697191e-08
1996,2.135236876199542e-09,1.4412848692302305e-08
1997,2.3974471297094624e-09,1.054876808126437e-08
1998,2.3840645013706308e-09,9.536258005482523e-09
1999,2.285100553223174e-09,9.140402212892695e-09
2000,4.4180314962005696e-10,9.719669513685858e-09
2001,2.6287270138425356e-09,1.3143635513301888e-08
2002,4.38122149670761e-10,1.4896152755738967e-08
2003,1.2500769308587678e-09,1.4167538253673229e-08
2004,1.7619165015858584e-09,1.805964444656638e-08
2005,1.3511248786457486e-09,1.8014997493764895e-08
2006,4.1178899179428186e-10,1.070651389767363e-08
2007,3.994479469415779e-10,1.4779574009082808e-08
2008,4.257439678578834e-10,1.4049550856043425e-08
2009,2.860915504498962e-09,1.8595951445377068e-08
2010,9.447586046817946e-10,1.7005655550406118e-08
2011,7.64794394481072e-10,2.0267052036615496e-08
2012,3.404252713057332e-10,1.599998711299122e-08
2013,8.367375126105969e-10,1.5061274893923837e-08
2014,6.496335691608124e-10,1.9489005964601347e-08
2015,8.866301581811342e-10,2.3052384889865607e-08
2016,2.0713400439298368e-10,1.7399257146166747e-08
2017,7.54683426862357e-10,1.735771881783421e-08
2018,5.162933414126769e-10,1.9619147195726327e-08
2019,2.04079020349468e-09,1.403043281555938e-08
