year,deux_DET humeurs_NOUN,deux_DET tumeurs_NOUN
1885,5.80107206715752e-09,1.1924426290832457e-07
1886,0.0,1.490750118904316e-07
1887,6.528924623161458e-10,1.0642147252326595e-07
1888,6.340614699951175e-10,1.3695727307805328e-07
1889,3.132568426877924e-09,1.1402548683037139e-07
1890,6.554386366985909e-09,1.2518877934297734e-07
1891,6.374220040683554e-10,1.0772432190719883e-07
1892,0.0,1.1283322187694012e-07
1893,4.926733243593162e-09,1.4287526628464775e-07
1894,0.0,1.3296247303173914e-07
1895,0.0,1.6912306133320953e-07
1896,1.7691086373616827e-09,1.232479034385392e-07
1897,4.661370844871726e-09,1.0895954449807732e-07
1898,1.6975064687230201e-09,1.2731298393298118e-07
1899,0.0,1.1884293549258018e-07
1900,1.038210628578895e-09,1.2406616844984342e-07
1901,3.353243460679778e-09,1.2015788630748148e-07
1902,0.0,1.07044187735994e-07
1903,5.400220270956879e-09,1.1826482504417868e-07
1904,1.0749250378694342e-09,1.0211787593306099e-07
1905,3.096455536422127e-09,1.2230998791551428e-07
1906,4.115347618238729e-09,1.5226785521349484e-07
1907,4.114274698707732e-09,9.308546466968437e-08
1908,4.911389073214423e-10,1.2082017342152085e-07
1909,0.0,1.5677802878144576e-07
1910,1.068830135508847e-09,1.4910179801930212e-07
1911,5.320374141248863e-10,9.629877473216197e-08
1912,2.0837684910901544e-09,1.0158371210877704e-07
1913,1.060597942803554e-09,1.1825666756948294e-07
1914,4.018046340092951e-09,9.24150622694242e-08
1915,8.246533234057551e-09,3.887651356393462e-08
1916,1.0987462051303964e-09,3.5159877675994267e-08
1917,1.0966424435210342e-09,9.8697816586224e-09
1918,6.89182577673364e-09,2.06754764420225e-08
1919,0.0,5.8009443582029974e-08
1920,0.0,7.496509235593862e-08
1921,7.572747429129834e-10,6.739745039840983e-08
1922,2.2133805899215986e-09,9.88643371613307e-08
1923,0.0,9.023555636034075e-08
1924,6.445812328337297e-09,7.606058627374068e-08
1925,4.399271169575059e-09,9.458433369857744e-08
1926,0.0,1.0365908953424707e-07
1927,4.4596899506643695e-09,1.081474829689455e-07
1928,0.0,9.483614160643583e-08
1929,2.2280812750352652e-09,1.0249173731935457e-07
1930,2.100720708497761e-09,1.1028783930555619e-07
1931,6.843213995466613e-09,7.413481828422164e-08
1932,1.753525857850491e-08,7.014103653446568e-08
1933,6.882397318719313e-09,1.0897128754905339e-07
1934,0.0,6.709685074213212e-08
1935,5.98414207075848e-09,6.22350775358882e-08
1936,1.2124714565686645e-09,9.336030570850085e-08
1937,6.295559185076627e-09,9.821072444182732e-08
1938,1.2965214457594243e-09,8.297737519313841e-08
1939,0.0,9.023489777604254e-08
1940,0.0,6.846613587185857e-08
1941,0.0,4.427253941230447e-08
1942,0.0,9.4060562672027e-08
1943,5.806470415592457e-09,6.967764498710949e-08
1944,3.2131861615880553e-09,7.711646787811333e-08
1945,2.178504043826024e-09,5.8819608739213436e-08
1946,2.7842208538686464e-09,6.82134135843171e-08
1947,0.0,3.337843779149807e-08
1948,9.784699273041042e-09,3.696441863709765e-08
1949,1.9634016634739737e-09,4.613993764834845e-08
1950,4.2541445921528975e-09,6.168509525394938e-08
1951,2.1322803522849654e-09,3.9447187294427977e-08
1952,2.1089607837865287e-09,3.5852332658237174e-08
1953,0.0,4.3095310431340295e-08
1954,4.886268278880834e-09,5.96124705154466e-08
1955,9.385607846468247e-10,3.4726748143754094e-08
1956,6.104799332717903e-09,4.971050859836623e-08
1957,4.417518795207798e-09,4.064117509194887e-08
1958,8.272243445794913e-10,4.3015666140178155e-08
1959,6.975672928177801e-09,3.1778066844623254e-08
1960,8.305000243069571e-09,4.983000101432822e-08
1961,7.64297514166401e-09,3.613042975914027e-08
1962,4.43936931660005e-09,3.2343978606519386e-08
1963,1.939815863494232e-09,3.2330265131719216e-08
1964,6.083968440151466e-09,4.137098463807831e-08
1965,4.377634699181954e-09,3.447387264543522e-08
1966,7.200797291773142e-09,2.6587559043278475e-08
1967,2.9582012395223956e-09,3.993571850990918e-08
1968,3.5931326802796093e-09,2.8745061442236874e-08
1969,3.1792304344691047e-09,1.044604303057639e-08
1970,1.4256047897731605e-08,1.8854773076171227e-08
1971,5.138397263237948e-09,1.49013525962971e-08
1972,2.0520587451500205e-09,1.6929484925043425e-08
1973,2.7566018356850464e-09,1.1577727720979425e-08
1974,3.3753431161187564e-09,1.575160024636091e-08
1975,3.998036124386317e-09,9.138367840222372e-09
1976,2.856763492431469e-09,1.3141112087389217e-08
1977,5.289103821581875e-09,1.7042666666799988e-08
1978,2.970295565063452e-09,5.346532327976661e-09
1979,1.2289143924704149e-08,7.022368020415115e-09
1980,1.1370301367108482e-09,1.0801786243241907e-08
1981,1.8976647808699454e-08,1.581387387705746e-08
1982,4.966001831974154e-09,1.6760256515979677e-08
1983,8.209910973278056e-09,1.2630632095778083e-08
1984,3.479405208395292e-09,9.858314442556804e-09
1985,4.210890747202711e-09,5.4140022465176685e-09
1986,2.3977941854269602e-09,1.558566170567488e-08
1987,4.277571630240118e-09,2.4443267410134695e-09
1988,3.597932174415064e-09,5.396898372644898e-09
1989,1.6464366536794728e-09,9.329807704183679e-09
1990,6.538381391862913e-09,4.90378582185258e-09
1991,4.10302547493302e-09,6.447611888837912e-09
1992,6.060938417817852e-09,3.305966445044106e-09
1993,2.2156829704300662e-09,3.323524566667402e-09
1994,3.164955852952289e-09,3.164955852952289e-09
1995,4.880205572987961e-09,7.59143092832204e-09
1996,6.939520069693117e-09,5.871901187504136e-09
1997,9.58978851883785e-09,4.315405033317177e-09
1998,3.337690568372409e-09,3.3376904573501065e-09
1999,3.1991407301035224e-09,3.656160929565999e-09
2000,4.418031274155965e-09,6.627047355323157e-09
2001,9.20054432640427e-09,6.133696439647451e-09
2002,3.9430991805033955e-09,5.257465740537981e-09
2003,7.500461585152607e-09,1.6667691671301554e-09
2004,1.189293641346012e-08,5.285749449246424e-09
2005,1.4862373554080932e-08,5.854874363109275e-09
2006,8.64756888319107e-09,4.529679020759403e-09
2007,7.589511241690161e-09,5.991719037590215e-09
2008,5.960415716543821e-09,3.405951742863067e-09
2009,1.2874119548200724e-08,4.76819250749827e-09
2010,1.0392344762522043e-08,6.613310343794865e-09
2011,6.500752380844688e-09,7.265546830836911e-09
2012,6.127654827992046e-09,5.106378986319271e-09
2013,3.904775169871755e-09,8.36737512610597e-09
2014,5.630157673408576e-09,6.496335386296792e-09
2015,5.984753581600444e-09,3.32486305154589e-09
2016,5.3854840587064245e-09,4.7640821287942e-09
2017,8.049956257139002e-09,5.7859059765519305e-09
2018,4.904786798931582e-09,6.7118134383648e-09
2019,5.867272001580659e-09,3.5713827450933877e-09
