year,mais_CONJ elle_PRON,mais_CONJ telle_ADJ
1933,4.645388708013343e-05,1.927071267004976e-07
1934,4.568935946736019e-05,1.7493106696520044e-07
1935,4.637111669580918e-05,1.867052290549509e-07
1936,4.583263307722518e-05,1.7217094949728562e-07
1937,4.611622807715321e-05,2.1908545733140272e-07
1938,4.704039110947633e-05,1.58175609499267e-07
1939,4.7221908971550874e-05,2.554106544039314e-07
1940,4.092753715667641e-05,1.8257636469343197e-07
1941,4.783205258718226e-05,1.8299316195680149e-07
1942,4.5710399717791006e-05,2.548737967345005e-07
1943,4.998790336685488e-05,2.7000088209661044e-07
1944,4.824920415558154e-05,2.1528347105004286e-07
1945,5.123405753693078e-05,2.4617095562007307e-07
1946,5.068256541562732e-05,1.9071913470725121e-07
1947,5.1331268878129777e-05,2.634512554777757e-07
1948,4.862560672336258e-05,2.4135591303320325e-07
1949,4.766059555549873e-05,1.924133670172523e-07
1950,4.906411413685419e-05,2.531215983481161e-07
1951,4.8838814109331e-05,1.9830206809956508e-07
1952,4.618096772901481e-05,1.8242511146127072e-07
1953,4.7372517656185664e-05,1.9500627956858807e-07
1954,4.850109507970046e-05,2.0424599966872847e-07
1955,4.5730436795565765e-05,2.064833708459446e-07
1956,4.817907483811723e-05,1.70062264714943e-07
1957,4.685308704210911e-05,1.8906980869815015e-07
1958,4.719149274023948e-05,1.5965429867037528e-07
1959,4.7665548663644586e-05,2.425984106935175e-07
1960,4.752605491376016e-05,1.972437502217872e-07
1961,4.87684346808237e-05,1.8273659208034587e-07
1962,4.7048436499608215e-05,2.0991875260278903e-07
1963,4.825744872505311e-05,1.888087552970319e-07
1964,4.6089103307167534e-05,1.8495263276463447e-07
1965,4.5840950406272896e-05,2.1286248852447898e-07
1966,4.773962245963048e-05,1.7558867426714642e-07
1967,4.7305583393608686e-05,2.1446959408422117e-07
1968,4.731796525447862e-05,2.0885084239807838e-07
1969,4.493842334341025e-05,2.0528745636738677e-07
1970,4.440620796231087e-05,2.0418339374828065e-07
1971,4.411468580656219e-05,1.7573319865960002e-07
1972,4.2603305701049976e-05,1.99562720126778e-07
1973,4.176251695753308e-05,1.8193572515201595e-07
1974,3.9928057049110066e-05,1.7045482536559575e-07
1975,3.8900891922821756e-05,1.547811123714382e-07
1976,4.1051120206248015e-05,1.3655329667017213e-07
1977,4.128028012928553e-05,1.3281526634045804e-07
1978,4.222037659928901e-05,1.7049497813559356e-07
1979,4.4303534195933025e-05,1.8960393788347574e-07
1980,4.247830747772241e-05,2.006858252912025e-07
1981,4.3150368583155796e-05,1.2145055450218933e-07
1982,4.431784236658132e-05,1.8994957429185888e-07
1983,4.339569295552792e-05,1.648297498491047e-07
1984,4.329829698690446e-05,1.5657322904871762e-07
1985,4.2825358832487836e-05,1.1549871459237693e-07
1986,4.347680533101084e-05,1.5885386517311417e-07
1987,4.3908665247727185e-05,1.5338150660682004e-07
1988,4.438709129317431e-05,1.4811487858423789e-07
1989,4.358392379799625e-05,1.613507905062761e-07
1990,4.4602657908399124e-05,1.4493411271132572e-07
1991,4.434550010046223e-05,1.5415653820127773e-07
1992,4.4227221223991364e-05,1.504214779401991e-07
1993,4.4989997149968985e-05,1.490046841468029e-07
1994,4.521825485426234e-05,1.440054973045335e-07
1995,4.4394148062565364e-05,1.2905433166565672e-07
1996,4.453463498066412e-05,1.227761217137413e-07
1997,4.5241269617690705e-05,1.2946215477427359e-07
1998,4.579692904371768e-05,1.3779893492937845e-07
1999,4.619010906026233e-05,1.7138254548854093e-07
2000,4.710372468252899e-05,1.267975022756218e-07
2001,4.6255082452262286e-05,1.3537944454355966e-07
2002,4.730974251287989e-05,1.4414218441061166e-07
2003,4.871466353506548e-05,1.2959130302192534e-07
2004,4.7834711949690245e-05,1.387509271921772e-07
2005,4.924444783682702e-05,1.2475386412802436e-07
2006,5.095024062029552e-05,1.2188954556791032e-07
2007,6.246287193789613e-05,1.234294195739949e-07
2008,6.442528137995396e-05,1.2602021826069176e-07
2009,6.967092303966638e-05,1.2158890783098286e-07
2010,8.153928138199262e-05,1.3510047836007288e-07
2011,8.434955634584185e-05,1.1586635295657288e-07
2012,9.419090383744333e-05,1.2459564757705266e-07
2013,0.00010103633576363791,1.4698689199121873e-07
2014,0.00010669278344721533,1.6760546373006946e-07
2015,0.00010457735879754182,1.8087255426735283e-07
2016,0.00010775524970085826,2.1438369657289513e-07
2017,0.00010529292558203451,1.2150402639576896e-07
2018,0.0001105120772990631,1.4895062605546627e-07
2019,0.0001055022221407853,1.5280416931773289e-07
