year,diverses_ADJ erreurs_NOUN,diverses_ADJ terreurs_NOUN
1800,7.545995117652637e-08,0.0
1801,2.1430643926123594e-08,9.524730337773235e-09
1802,7.832440473976021e-08,0.0
1803,9.55666195068261e-08,0.0
1804,5.438072037122765e-08,0.0
1805,3.1271653710973624e-08,0.0
1806,7.204172902675055e-08,0.0
1807,3.4163463169534225e-08,0.0
1808,7.931259204951857e-08,2.2660739951163578e-09
1809,3.162642769893864e-08,0.0
1810,6.084329839950442e-08,0.0
1811,4.26203050629681e-08,0.0
1812,1.0935553973467904e-07,0.0
1813,7.476928232108548e-08,0.0
1814,3.1466772298927026e-08,0.0
1815,5.3944471556377493e-08,0.0
1816,6.952811304472561e-08,0.0
1817,6.538868291272593e-08,0.0
1818,7.152706160695743e-08,0.0
1819,5.589566964836479e-08,1.2421260464634543e-08
1820,5.93324074316115e-08,3.5599443393152796e-09
1821,8.382264837791809e-08,4.930744257336528e-09
1822,7.819980396561732e-08,0.0
1823,7.016707570528524e-08,0.0
1824,9.263224143296611e-08,0.0
1825,7.836844262421039e-08,1.584979791857677e-08
1826,1.0393421490118016e-07,4.403992281964975e-09
1827,1.0046827725318508e-07,0.0
1828,7.154395120778645e-08,1.8344602503717056e-09
1829,6.515613648616636e-08,0.0
1830,5.4271545479878114e-08,0.0
1831,1.4187997066095193e-07,0.0
1832,1.1365174401589684e-07,1.0823975493678972e-08
1833,6.950177322551099e-08,0.0
1834,6.440826560982771e-08,0.0
1835,5.218530674255817e-08,7.563087933704082e-10
1836,7.527240253324408e-08,0.0
1837,6.470838520566957e-08,0.0
1838,9.531364586479185e-08,4.418513555037862e-09
1839,6.082583348110404e-08,6.9914751765765e-10
1840,9.745623685830651e-08,0.0
1841,8.089891423423978e-08,1.2841097074556274e-09
1842,1.0531976313288283e-07,6.708265054555795e-10
1843,9.68733424588919e-08,5.906911071384968e-10
1844,1.4105601842118176e-07,0.0
1845,9.151573809873526e-08,5.580227946389016e-10
1846,9.074476725601244e-08,0.0
1847,1.111004053200304e-07,1.6179670936367074e-09
1848,8.527934935997905e-08,0.0
1849,9.803915190786938e-08,0.0
1850,7.332116069846961e-08,0.0
1851,1.064157402197452e-07,0.0
1852,1.2304931518158924e-07,0.0
1853,1.0630038449477297e-07,0.0
1854,7.845453353638732e-08,0.0
1855,9.28714030123956e-08,0.0
1856,1.0665009470001152e-07,0.0
1857,9.958278657240527e-08,4.881509085841174e-10
1858,5.8234743249840903e-08,0.0
1859,5.499547062193244e-08,0.0
1860,8.605105739079022e-08,0.0
1861,8.158616948694686e-08,0.0
1862,7.499857446191527e-08,0.0
1863,1.1337789107557228e-07,0.0
1864,9.925087018913814e-08,4.794727948009836e-10
1865,1.0119715199152779e-07,0.0
1866,7.444387684074627e-08,0.0
1867,7.23068893648815e-08,4.85281148598915e-10
1868,7.162817317052372e-08,0.0
1869,9.278686530223013e-08,0.0
1870,1.1296076429800905e-07,0.0
1871,4.248470730772169e-08,0.0
1872,6.591599754912636e-08,0.0
1873,9.457887306663082e-08,0.0
1874,8.603436940646247e-08,0.0
1875,7.209123964457831e-08,0.0
1876,6.348315784165948e-08,0.0
1877,1.1689302359396692e-07,0.0
1878,7.911206434396689e-08,0.0
1879,1.0935692040803247e-07,0.0
1880,7.380522948352564e-08,0.0
1881,8.855084587811035e-08,0.0
1882,8.119569683273653e-08,0.0
1883,6.698499233070976e-08,0.0
1884,5.94152735899911e-08,0.0
1885,5.736615804607936e-08,0.0
1886,8.905779935730607e-08,0.0
1887,8.944626883611306e-08,0.0
1888,7.038082427968106e-08,0.0
1889,6.202485280937253e-08,0.0
1890,5.440140782297931e-08,0.0
1891,7.075384189647593e-08,0.0
1892,6.26851246465776e-08,6.268512375839919e-10
1893,7.143763314232388e-08,0.0
1894,4.9152005354713424e-08,0.0
1895,6.921406980886502e-08,0.0
1896,6.014969455847563e-08,0.0
1897,4.020432275986252e-08,0.0
1898,5.318853457669803e-08,0.0
1899,6.246163763989898e-08,0.0
1900,7.111742661436438e-08,0.0
1901,8.774320303661653e-08,0.0
1902,5.450415230257022e-08,0.0
1903,8.694354636240575e-08,0.0
1904,7.954445102598129e-08,1.6123875568041512e-09
1905,7.276669899969335e-08,0.0
1906,5.658602986180483e-08,5.144184633820714e-09
1907,7.714265259917141e-08,0.0
1908,1.0068347444658343e-07,2.9468334439286537e-09
1909,4.950885185150966e-08,0.0
1910,4.275320530933158e-08,3.740905363258662e-09
1911,7.767746579290247e-08,0.0
1912,4.167537070998151e-08,0.0
1913,5.3029895807910066e-08,0.0
1914,4.3528835647066444e-08,0.0
1915,6.950649833470379e-08,0.0
1916,4.614734194774428e-08,0.0
1917,3.3995917192441993e-08,0.0
1918,4.020231614276781e-08,1.1486376294556067e-09
1919,6.169258170984904e-08,0.0
1920,7.572231686125974e-08,0.0
1921,6.209653236055601e-08,0.0
1922,6.713921302248238e-08,0.0
1923,6.263409568774136e-08,0.0
1924,5.930147384258788e-08,1.289162443462999e-09
1925,7.808706636858176e-08,0.0
1926,5.684530501870455e-08,0.0
1927,5.909089240141441e-08,0.0
1928,5.255979096396857e-08,0.0
1929,8.35530460374656e-08,5.570202965543558e-09
1930,8.928063266466779e-08,0.0
1931,6.158892773555635e-08,0.0
1932,5.041386874626852e-08,0.0
1933,6.538277275147664e-08,0.0
1934,4.7926320689839486e-08,0.0
1935,5.98414207075848e-08,0.0
1936,5.8198631247563526e-08,0.0
1937,4.7846249406902075e-08,0.0
1938,5.186085638708704e-08,0.0
1939,8.717608768193941e-08,0.0
1940,9.889553265196582e-08,2.5357829169792012e-09
1941,8.559357711490634e-08,0.0
1942,8.799214157306778e-08,0.0
1943,8.709705712206528e-08,0.0
1944,4.177142187700156e-08,0.0
1945,5.446259976338297e-08,0.0
1946,5.986074569364064e-08,0.0
1947,5.006765757542553e-08,0.0
1948,7.284165093324191e-08,1.0871887834440486e-09
1949,4.515823803785679e-08,0.0
1950,7.338399399259288e-08,0.0
1951,5.970384919784522e-08,1.0661401761424827e-09
1952,8.857635513948026e-08,0.0
1953,4.094054362191457e-08,0.0
1954,7.72030341877894e-08,9.772536113672459e-10
1955,5.5375085850073447e-08,0.0
1956,3.9245136917998025e-08,0.0
1957,5.6544242177380966e-08,0.0
1958,6.121460299768344e-08,5.790570245522986e-09
1959,5.8905682553955785e-08,0.0
1960,6.643999794775368e-08,0.0
1961,4.7247483037082816e-08,0.0
1962,3.868593489997352e-08,0.0
1963,6.40139257157557e-08,0.0
1964,6.692365051019777e-08,0.0
1965,5.909806688464414e-08,0.0
1966,6.425326470882453e-08,0.0
1967,7.395503631713041e-08,0.0
1968,5.075299824852664e-08,8.982831700699023e-10
1969,4.450922597154516e-08,9.083515606356229e-10
1970,5.886368087404392e-08,4.5987250119061684e-10
1971,4.984245616235228e-08,5.138397485282553e-10
1972,4.6171321876897764e-08,0.0
1973,5.513203682472323e-08,5.513203782392395e-10
1974,3.3753429440341876e-08,1.6876715580593782e-09
1975,5.140332159925265e-08,0.0
1976,5.3707154057391904e-08,5.713526873840635e-10
1977,5.406639225213894e-08,1.1753563677885381e-09
1978,4.217819737917239e-08,0.0
1979,3.803782755440466e-08,5.851973350345929e-10
1980,3.979605311954515e-08,0.0
1981,3.352541139145515e-08,1.8976649140967083e-09
1982,3.227901146374279e-08,6.207502289967692e-10
1983,4.294415045791311e-08,0.0
1984,5.6250382685085754e-08,0.0
1985,3.368712420126485e-08,0.0
1986,3.177077279037377e-08,2.3977941854269602e-09
1987,4.82754544117725e-08,0.0
1988,4.0776565901623485e-08,5.996553809062277e-10
1989,2.5245361356951435e-08,5.488122178931576e-10
1990,2.397406362319998e-08,0.0
1991,1.9928981409567115e-08,1.1722930404189924e-09
1992,3.801861381269589e-08,0.0
1993,3.60048471037544e-08,1.1078414852150331e-09
1994,4.114442830882581e-08,0.0
1995,3.199245818263918e-08,1.0844901643380922e-09
1996,1.8149513225651503e-08,0.0
1997,3.308477225516526e-08,0.0
1998,3.051602670556264e-08,4.768129224785866e-10
1999,3.01633268640078e-08,4.570201161957499e-10
2000,2.6508189421292627e-08,8.836062992401139e-10
2001,2.0591695987226544e-08,2.190605918883648e-09
2002,2.672545151849448e-08,4.38122149670761e-10
2003,3.916907492795829e-08,4.1669229178253886e-10
2004,3.1274018041926865e-08,8.809582507929292e-10
2005,3.332774867192967e-08,0.0
2006,2.882522948111088e-08,8.235779835885637e-10
2007,2.1570188857289452e-08,0.0
2008,2.511889460321548e-08,4.257439678578834e-10
2009,2.9085973851650238e-08,9.53638501499654e-10
2010,1.9367551118421034e-08,0.0
2011,1.6060682533902693e-08,0.0
2012,1.2595734927289826e-08,6.808505426114664e-10
2013,1.5061275115968442e-08,5.578250084070646e-10
2014,2.1870996971817824e-08,0.0
2015,1.2856137487915476e-08,6.649726325136385e-10
2016,1.760638951298077e-08,6.214020409345267e-10
2017,1.433898449976212e-08,0.0
2018,1.264918714216634e-08,2.5814667070633845e-10
2019,1.5816124743217586e-08,2.55098775436835e-10
