year,aux_ADP unes_PRON,aux_ADP thunes_NOUN
1863,2.8918853356429963e-07,0.0
1864,3.04944689943909e-07,0.0
1865,2.8429338527757864e-07,0.0
1866,2.393881519680008e-07,0.0
1867,2.1983236564437902e-07,9.7056229719783e-10
1868,2.326680661468572e-07,9.87974813071446e-10
1869,2.456410186368885e-07,0.0
1870,2.7580775263658097e-07,0.0
1871,1.933054303293602e-07,0.0
1872,2.7817761782955586e-07,1.8142017887967654e-09
1873,2.4542618248801773e-07,0.0
1874,2.2165799506979056e-07,0.0
1875,2.574687183454216e-07,0.0
1876,3.071375473950866e-07,0.0
1877,2.2883819816854611e-07,0.0
1878,2.3552446215546752e-07,0.0
1879,3.0302252795877394e-07,0.0
1880,2.663406117875411e-07,0.0
1881,2.593772752135237e-07,0.0
1882,2.3227293510785785e-07,0.0
1883,2.287600651129651e-07,0.0
1884,1.762653125680913e-07,0.0
1885,2.2817550693332578e-07,0.0
1886,1.9231321779500377e-07,0.0
1887,1.8346278185532583e-07,0.0
1888,2.0353372853776364e-07,0.0
1889,2.1927979254598995e-07,0.0
1890,2.090849235969472e-07,0.0
1891,1.7210394176458976e-07,6.374220040683554e-10
1892,2.501136364685408e-07,6.268512375839919e-10
1893,2.1369705116569548e-07,6.158416554491453e-10
1894,1.7077171499124688e-07,0.0
1895,1.7453981548953834e-07,0.0
1896,2.187797800701219e-07,5.89702897624278e-10
1897,1.9344689228262268e-07,0.0
1898,2.500992852816353e-07,0.0
1899,2.1889210266579084e-07,5.527578395003729e-10
1900,1.967409097858308e-07,0.0
1901,2.3472702981308657e-07,0.0
1902,2.1310631481696873e-07,0.0
1903,2.4516999808099627e-07,0.0
1904,2.359460502532329e-07,0.0
1905,2.281055540009902e-07,0.0
1906,2.1039715036863527e-07,0.0
1907,2.0262802369330757e-07,0.0
1908,2.3427325235303442e-07,0.0
1909,2.0958747448673876e-07,0.0
1910,2.0842187886671582e-07,0.0
1911,1.8834125015132486e-07,0.0
1912,2.09939679862714e-07,0.0
1913,1.924985228995979e-07,0.0
1914,2.0023263935797786e-07,0.0
1915,1.9084834868010603e-07,0.0
1916,1.5821945087424183e-07,0.0
1917,1.7436614285770702e-07,0.0
1918,1.6540381420071526e-07,0.0
1919,1.915232505922404e-07,0.0
1920,1.885485749753002e-07,0.0
1921,1.8401776546994597e-07,0.0
1922,2.3461834608440313e-07,0.0
1923,1.6348559928047735e-07,0.0
1924,1.7145860820022563e-07,0.0
1925,2.1996356380782345e-07,0.0
1926,1.705359213843849e-07,0.0
1927,2.2298450197411057e-07,0.0
1928,1.5082374904551443e-07,0.0
1929,1.515095293669333e-07,0.0
1930,1.6595693796972455e-07,0.0
1931,1.6537767777435874e-07,0.0
1932,1.8521617128897105e-07,0.0
1933,1.3191261238887364e-07,0.0
1934,1.6894028398439787e-07,0.0
1935,1.7234328453241687e-07,0.0
1936,1.758083545411182e-07,0.0
1937,1.624254295506944e-07,0.0
1938,1.4391388347689826e-07,0.0
1939,1.5752871895813314e-07,0.0
1940,9.889553531650108e-08,0.0
1941,1.4462362152301012e-07,0.0
1942,1.1226583751522412e-07,0.0
1943,1.1903264174328854e-07,0.0
1944,1.960043523041577e-07,0.0
1945,1.7428032172972507e-07,0.0
1946,1.6705325123211878e-07,0.0
1947,1.6331593677421097e-07,0.0
1948,1.3916016072812454e-07,0.0
1949,2.0223037733302363e-07,0.0
1950,1.4464091346866326e-07,0.0
1951,1.3220138495029232e-07,0.0
1952,1.0333908040394135e-07,0.0
1953,1.3036331125704237e-07,0.0
1954,1.3290649114594544e-07,0.0
1955,1.5110828233133589e-07,0.0
1956,1.247123249115134e-07,0.0
1957,1.3429257261776684e-07,0.0
1958,1.0174859221834254e-07,0.0
1959,9.998464900462523e-08,0.0
1960,1.238829199223801e-07,0.0
1961,1.466061672061869e-07,0.0
1962,1.566463287971942e-07,0.0
1963,1.273812477720071e-07,0.0
1964,1.2107096925007e-07,0.0
1965,1.1546011791097044e-07,0.0
1966,1.390307784454592e-07,0.0
1967,1.4544490678503053e-07,0.0
1968,1.4147960580856989e-07,0.0
1969,1.580531723277545e-07,0.0
1970,1.4118085811531955e-07,0.0
1971,1.202385042642362e-07,0.0
1972,1.2774065361043085e-07,0.0
1973,1.2625236411878404e-07,0.0
1974,9.28219354712212e-08,0.0
1975,9.138367929040214e-08,0.0
1976,1.045575426239509e-07,0.0
1977,1.257631323525743e-07,0.0
1978,9.445540416486153e-08,0.0
1979,8.894999581343654e-08,0.0
1980,9.89216220048661e-08,0.0
1981,1.0500412450653585e-07,0.0
1982,1.142180403590487e-07,0.0
1983,1.029396483609446e-07,0.0
1984,1.1424046508778929e-07,0.0
1985,1.0587381993332201e-07,0.0
1986,9.950845747397352e-08,0.0
1987,9.288441749077947e-08,0.0
1988,1.0853762599793981e-07,5.996553809062277e-10
1989,8.835876919022212e-08,0.0
1990,9.644112086704126e-08,0.0
1991,9.261114897185507e-08,0.0
1992,1.041379422694888e-07,0.0
1993,7.865674600537886e-08,0.0
1994,8.809127560738261e-08,0.0
1995,8.947043506069008e-08,0.0
1996,8.22066166250579e-08,5.338092190498855e-10
1997,8.822605823688434e-08,0.0
1998,9.726983485336405e-08,4.768129224785866e-10
1999,1.0739972466922154e-07,0.0
2000,9.4545874684826e-08,0.0
2001,7.754744535404257e-08,0.0
2002,8.937691786670143e-08,0.0
2003,1.1084015039131145e-07,8.333845835650777e-10
2004,8.413151553199327e-08,0.0
2005,7.791486700270411e-08,9.007499190971657e-10
2006,1.1118302900570143e-07,8.235779835885637e-10
2007,9.347081753041664e-08,7.988958938831558e-10
2008,7.748540031826678e-08,0.0
2009,8.582746424679044e-08,0.0
2010,7.888734177008416e-08,0.0
2011,7.189067185997544e-08,3.82397197240536e-10
2012,5.8553147330719924e-08,3.404252713057332e-10
2013,7.307507621234777e-08,0.0
2014,7.23258701817997e-08,4.330890368553497e-10
2015,8.688975627890727e-08,4.433150790905671e-10
2016,8.306073429054095e-08,2.0713400439298368e-10
2017,5.3834082081039014e-08,0.0
2018,6.453666889782994e-08,0.0
2019,7.24480546665518e-08,2.55098775436835e-10
