year,serais_VERB en_ADP,serais_VERB tant_ADV
1893,8.929703909643649e-08,0.0
1894,9.263262512604342e-08,2.520615716150587e-09
1895,1.3602068804630107e-07,0.0
1896,1.179405799689448e-07,0.0
1897,5.5936450138460714e-08,4.078699600285063e-09
1898,6.224190229886517e-08,5.6583548957434e-10
1899,8.623022296205818e-08,0.0
1900,1.0434016672888902e-07,5.191053142894475e-10
1901,1.089804086973345e-07,2.794369402536745e-09
1902,8.200174050898568e-08,0.0
1903,9.990407789928213e-08,1.0800440541913758e-09
1904,6.71828175313749e-08,0.0
1905,9.599011718819384e-08,0.0
1906,7.922044176211784e-08,0.0
1907,1.0851399423472685e-07,0.0
1908,9.921006238755581e-08,2.9468334439286537e-09
1909,1.1001966981893929e-07,0.0
1910,9.459146355084158e-08,1.6032452032632705e-09
1911,6.171634225893285e-08,0.0
1912,1.0210465717364059e-07,1.0418842455450772e-09
1913,1.0659009319624602e-07,5.30298971401777e-10
1914,6.428874144148722e-08,6.696743715117748e-10
1915,6.361611326610728e-08,0.0
1916,5.6036057571873243e-08,1.0987462051303964e-09
1917,4.0575770299255964e-08,1.315970976634162e-08
1918,5.283732917860107e-08,1.033773866510046e-08
1919,5.1563951330990676e-08,0.0
1920,1.0979736231320203e-07,1.514446346106979e-09
1921,6.209653236055601e-08,0.0
1922,5.090775445637519e-08,0.0
1923,1.1146745748646936e-07,0.0
1924,1.1086797258030856e-07,0.0
1925,9.898359820681435e-08,0.0
1926,9.697140512798796e-08,0.0
1927,1.0814748208076708e-07,0.0
1928,9.940655587570291e-08,1.1426041224282812e-09
1929,1.1140406286358484e-07,0.0
1930,9.768351105776674e-08,1.0503603542488804e-09
1931,1.1291302826066385e-07,0.0
1932,1.0301964437076094e-07,0.0
1933,7.685343916818965e-08,1.1470662197865522e-09
1934,8.626737724171107e-08,0.0
1935,1.0651773152403621e-07,1.196828414151696e-09
1936,7.881064334469556e-08,0.0
1937,1.5109341688912536e-07,1.2591118148108649e-09
1938,9.723910920911294e-08,0.0
1939,7.799965828780842e-08,0.0
1940,4.81798743123818e-08,0.0
1941,9.444808313219255e-08,2.9515025978810172e-09
1942,1.0316320242509391e-07,0.0
1943,1.5096823346993915e-07,0.0
1944,1.0603514510876266e-07,3.2131861615880553e-09
1945,1.3942425880486553e-07,4.357008087652048e-09
1946,8.770295778504078e-08,1.3921104269343232e-09
1947,1.2278496797080152e-07,1.1920870957027319e-09
1948,1.174163912764925e-07,1.0871887834440486e-09
1949,1.364564212735786e-07,9.817008317369869e-10
1950,1.1486190487630665e-07,0.0
1951,1.3539980159293918e-07,0.0
1952,8.963083075741451e-08,0.0
1953,1.335954635806047e-07,0.0
1954,1.338837449793573e-07,2.9317608341017376e-09
1955,1.220129064449793e-07,0.0
1956,9.767678932348645e-08,0.0
1957,6.096176008441034e-08,0.0
1958,8.354965785883905e-08,0.0
1959,9.61092752049808e-08,0.0
1960,1.2042249863952748e-07,1.3841666701708277e-09
1961,9.17157052526818e-08,0.0
1962,1.135210183633717e-07,3.805173953708163e-09
1963,9.052474325699222e-08,1.939815863494232e-09
1964,1.1985417813775712e-07,6.083968329129164e-10
1965,1.1053527515514361e-07,0.0
1966,1.1244321740377927e-07,0.0
1967,1.0896041402475021e-07,0.0
1968,1.266579232606091e-07,1.3474247273492779e-09
1969,1.185398801339943e-07,0.0
1970,1.0301143760216291e-07,0.0
1971,1.0893402446754408e-07,2.0553589941130213e-09
1972,9.593374983296599e-08,0.0
1973,8.600597567465229e-08,0.0
1974,9.788494992335472e-08,0.0
1975,8.85279405338224e-08,0.0
1976,8.913102078622614e-08,0.0
1977,8.462566114531e-08,5.876781838942691e-10
1978,8.49504573352533e-08,4.158414057542359e-09
1979,8.017203612098456e-08,1.1703946700691858e-09
1980,9.835310521566498e-08,1.7055452605774235e-09
1981,1.0184134424662261e-07,1.8976649140967083e-09
1982,1.0056153598725359e-07,1.2415004579935385e-09
1983,9.662433342327859e-08,0.0
1984,9.742334583506818e-08,5.799008495621649e-10
1985,7.760069564710648e-08,6.015558051686298e-10
1986,1.0130680294651029e-07,1.7983456945813714e-09
1987,9.349550111892313e-08,0.0
1988,8.93486529207621e-08,1.798966087207532e-09
1989,1.1195768934157968e-07,5.488122178931576e-10
1990,8.445409349633337e-08,5.44865097484859e-10
1991,9.495573749518371e-08,0.0
1992,9.311805371226001e-08,5.509944167592096e-10
1993,1.0247534021345928e-07,1.1078414852150331e-09
1994,9.23112182249497e-08,5.274926606624319e-10
1995,1.0736452793480566e-07,1.0844901643380922e-09
1996,8.43418561657927e-08,0.0
1997,1.0356971813507698e-07,9.58978896292706e-10
1998,9.870027639635737e-08,1.43043876743576e-09
1999,9.825932778539936e-08,1.3710603763428253e-09
2000,8.747702651135114e-08,0.0
2001,8.80623574062156e-08,0.0
2002,1.0164433916770577e-07,2.1906108038649563e-09
2003,1.275078460594159e-07,4.1669229178253886e-10
2004,1.211317623983632e-07,8.809582507929292e-10
2005,1.1619673756513293e-07,1.8014998381943315e-09
2006,1.243602696376911e-07,4.1178899179428186e-10
2007,1.533880151782796e-07,7.988958938831558e-10
2008,1.6050547912982438e-07,4.257439678578834e-10
2009,1.8500587373182498e-07,1.430457752249481e-09
2010,2.30521095545555e-07,1.8895172093635892e-09
2011,2.592653061128658e-07,0.0
2012,3.571061029106204e-07,1.0212758416727752e-09
2013,3.854570707062521e-07,5.578250084070646e-10
2014,3.8696504134350107e-07,2.5985342766432495e-09
2015,3.717196932484512e-07,6.649726325136385e-10
2016,4.132323283556616e-07,1.4499380585064614e-09
2017,4.422444703777728e-07,2.0124890642847504e-09
2018,4.974486387254728e-07,1.8070267504555204e-09
2019,4.4234127472009277e-07,5.1019755087367e-10
