year,mes_DET oies_NOUN,mes_DET toits_NOUN
1928,3.4278122562625413e-09,4.570416489713125e-09
1929,2.2280812750352652e-09,4.4561625500705304e-09
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,7.180970484910176e-09,8.377798899061872e-09
1936,0.0,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,5.186085783037697e-09,1.5558256905023882e-08
1939,9.176430282309411e-09,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,6.535512131478072e-09
1946,0.0,0.0
1947,3.5762612871081956e-09,0.0
1948,0.0,0.0
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,0.0,8.508289184305795e-09
1951,0.0,1.0661401761424827e-09
1952,1.2653764258629963e-08,1.370824520563474e-08
1953,3.2321482157371406e-09,5.386913581872932e-09
1954,3.029486217442923e-08,2.9317608341017376e-09
1955,2.815682353940474e-09,2.815682353940474e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,9.718541527092839e-09,3.534015080575159e-09
1958,3.1434524760953764e-08,8.272243445794913e-10
1959,8.525822714489095e-09,3.100299128533379e-09
1960,4.152500121534786e-09,1.3841666701708277e-09
1961,4.86371165564492e-09,2.08444772553662e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,5.819448034571906e-09,1.2932106496776896e-09
1964,3.6503808864551957e-09,3.6503808864551957e-09
1965,1.6416130677043839e-09,3.830430195250756e-09
1966,9.416427082520329e-09,4.431259803538978e-09
1967,4.930335584241163e-10,3.451234853457663e-09
1968,1.616909695023594e-08,3.5931326802796093e-09
1969,2.7250546263957176e-09,4.541757636644661e-09
1970,6.898087712148282e-09,2.2993624781975086e-09
1971,1.541519245584766e-09,3.5968783507200897e-09
1972,4.104117490300041e-09,5.643161493651405e-09
1973,7.167165139154719e-09,2.7566018356850464e-09
1974,5.063014507644681e-09,0.0
1975,3.998036124386317e-09,3.4268881066168433e-09
1976,5.142174241967723e-09,6.2848797277581525e-09
1977,2.3507127355770763e-09,1.1753563677885381e-09
1978,7.128709511583509e-09,1.7821774056514528e-09
1979,9.363157582598092e-09,2.925986564150662e-09
1980,7.95921106799824e-09,6.822181042309694e-09
1981,2.5302198114474095e-09,4.427884725544118e-09
1982,4.966001831974154e-09,8.690503427999374e-09
1983,7.57837881337764e-09,5.052252838311233e-09
1984,1.739702604197646e-09,8.118611560803402e-09
1985,1.2031116103372597e-09,1.8046674155058895e-09
1986,5.994485463567401e-10,1.1988970927134801e-09
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,5.9965538645734284e-09,3.597932174415064e-09
1989,1.6464366536794728e-09,3.2928733073589456e-09
1990,3.269190529398003e-09,0.0
1991,1.0550637363770932e-08,2.344586080837985e-09
1992,7.713921945651236e-09,3.30596661157756e-09
1993,2.7696036575264316e-09,0.0
1994,6.85740436656701e-09,5.274926606624319e-10
1995,3.79571546416102e-09,3.253470381991974e-09
1996,1.6014276571496566e-09,0.0
1997,2.3974471297094624e-09,1.917957792585412e-09
1998,2.3840646123929332e-09,2.3840645013706308e-09
1999,3.656160929565999e-09,4.570201106446348e-09
2000,4.418031274155965e-09,1.3254094488601709e-09
2001,1.2267393101339508e-08,2.6287270138425356e-09
2002,8.324320788233308e-09,2.1906108038649563e-09
2003,9.583922655487243e-09,1.6667691671301554e-09
2004,2.642874807889939e-09,3.523833003171717e-09
2005,6.305249211635555e-09,4.5037495954858286e-10
2006,7.000412693969338e-09,1.6471559671771274e-09
2007,2.7961355453243186e-09,1.1983438685803094e-09
2008,2.554463751636149e-09,1.2772318758180745e-09
2009,5.721830786953319e-09,3.814554005998616e-09
2010,6.140930985942816e-09,4.2514138876015295e-09
2011,8.41273803398046e-09,4.206369030868018e-09
2012,9.531907513293802e-09,3.063827413996023e-09
2013,1.3945625543243523e-08,4.183687618564136e-09
2014,1.6240839117998007e-08,3.2481677347817595e-09
2015,8.866302025900552e-09,5.319781060109108e-09
2016,8.07822619908194e-09,1.6570720351438695e-09
2017,7.043711836018929e-09,1.509366853724714e-09
2018,1.523065362718512e-08,1.290733298020541e-09
2019,1.122434611922074e-08,3.3162841361900064e-09
