year,mes_DET oies_NOUN,mes_DET toits_NOUN
1800,3.144164484325529e-09,6.288328968651058e-09
1801,2.3811825844433088e-09,9.524730337773235e-09
1802,4.475680270843441e-09,1.1189200677108602e-08
1803,0.0,0.0
1804,1.730295728918918e-08,3.707776485839531e-08
1805,8.528633133053631e-09,5.685755422035754e-09
1806,0.0,2.881669125542885e-09
1807,5.693910232196231e-09,8.540865792383556e-09
1808,2.2660739951163578e-09,6.798221985349073e-09
1809,2.259030518203531e-09,1.129515236897305e-08
1810,1.8721014072298203e-08,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,2.0130190847567064e-08
1814,0.0,3.1466771410748606e-09
1815,0.0,5.394447111228828e-09
1816,0.0,0.0
1817,0.0,7.784366928831332e-09
1818,4.768470951432846e-09,1.7881765401739358e-08
1819,0.0,1.7596784473994376e-08
1820,1.1866481131050932e-09,3.5599443393152796e-09
1821,2.9584463767662328e-09,1.97229765852569e-09
1822,1.4035862250239006e-08,6.015369535816717e-09
1823,0.0,1.9765373782121287e-09
1824,0.0,2.6105450245950124e-08
1825,0.0,5.283265824829186e-09
1826,2.642395191543301e-09,8.80798456392995e-09
1827,9.217273055917019e-10,5.530363722527909e-09
1828,5.503380862137419e-09,7.337841001486822e-09
1829,1.714635211591542e-09,1.457439946506156e-08
1830,1.3567886369969528e-08,2.6092090266160994e-08
1831,1.5591206103948707e-09,1.5591206548037917e-08
1832,2.705993873419743e-09,4.058990921151917e-09
1833,0.0,5.791814139399776e-09
1834,2.8003592777992026e-09,8.401078055442213e-09
1835,1.5882484660778573e-08,5.294161553592858e-09
1836,2.016224964762614e-09,0.0
1837,3.478945576063097e-09,5.5663127440652715e-09
1838,1.8936485712828244e-09,7.574594285131298e-09
1839,4.194885327990505e-09,4.894032734625853e-09
1840,3.821813088222825e-09,5.732719632334238e-09
1841,5.778493683550323e-09,4.494383976094696e-09
1842,6.708265054555795e-10,2.683306021822318e-09
1843,2.953455480181333e-09,1.1813822142769936e-09
1844,4.9397050894128824e-09,4.9397050894128824e-09
1845,1.1160455670733427e-08,8.37034175305007e-09
1846,1.1709002656346001e-09,1.1709002656346001e-09
1847,6.47186837454683e-09,8.089835468183537e-09
1848,0.0,1.6090443422100975e-09
1849,9.217356655710773e-09,1.6758829879393033e-09
1850,6.788996032014438e-10,6.1100964288129944e-09
1851,1.2253933867611977e-08,6.449438760824933e-10
1852,5.859490670445666e-09,6.510545436100301e-10
1853,5.971931837933653e-10,1.1943863675867306e-09
1854,9.352196350675968e-09,0.0
1855,1.0613874223963649e-09,5.306937111981824e-09
1856,1.5531567143511893e-09,5.177189232874468e-10
1857,1.4644527812635033e-09,4.393358121745905e-09
1858,9.787352039936081e-10,9.787352039936081e-10
1859,2.036869339860914e-09,6.619825576592575e-09
1860,1.8308735638683515e-09,4.577183909670879e-10
1861,3.3011746669586728e-09,1.4147891747029462e-09
1862,9.035972858839614e-09,1.8071945051545413e-09
1863,3.496234635136375e-09,4.994620717013731e-09
1864,1.3904711160250827e-08,2.3973640850272204e-09
1865,7.530950973944073e-09,5.6482134525026595e-09
1866,1.0704348518686402e-08,4.379051787850585e-09
1867,0.0,1.455843445796745e-09
1868,7.903798504571569e-09,0.0
1869,9.767038289254515e-10,4.395167341186834e-09
1870,4.013834153937523e-09,4.587239033071455e-09
1871,9.55905954391767e-09,1.0621177271019633e-09
1872,6.047339518033823e-09,0.0
1873,3.591602570907071e-09,5.986004469882289e-10
1874,4.779687312606029e-09,3.5847653734322193e-09
1875,5.721527251978387e-09,5.721527140956084e-10
1876,1.874264654588842e-08,0.0
1877,1.9172929910382663e-08,8.040260901509555e-09
1878,3.0195443923020093e-09,0.0
1879,3.0546627449723474e-09,1.2829582729523281e-08
1880,1.9253538763308597e-09,1.9253538763308597e-09
1881,4.183504653809678e-09,2.7890030285249168e-09
1882,3.9932310791357395e-09,5.324308105514319e-09
1883,8.847074184359371e-09,7.58320695126713e-09
1884,4.621187876807653e-09,5.281357573494461e-09
1885,5.80107206715752e-09,3.86738152613475e-09
1886,2.5813855497602844e-09,6.453463874400711e-10
1887,6.528924623161458e-10,6.528924623161458e-10
1888,5.07249175996094e-09,6.340614699951175e-10
1889,3.132568426877924e-09,6.265136742733546e-10
1890,2.6217545912032847e-09,0.0
1891,1.2748440081367107e-09,7.0116419337296065e-09
1892,3.1342561879199593e-09,1.8805537127519756e-09
1893,5.542574843531156e-09,6.158416554491453e-10
1894,5.041231432301174e-09,2.520615716150587e-09
1895,1.8055843487019274e-09,8.426059849853118e-09
1896,1.7691086373616827e-09,4.1279202278587945e-09
1897,1.1653427112179315e-09,1.1653427112179315e-09
1898,4.52668391659472e-09,0.0
1899,1.1055156790007459e-08,5.527578395003729e-10
1900,3.633737311048435e-09,6.748368974740515e-09
1901,3.912117296778206e-09,2.794369402536745e-09
1902,5.4013122863239005e-09,4.910283735171106e-09
1903,4.860198465905796e-09,5.400220270956879e-10
1904,1.0749250378694342e-09,0.0
1905,2.0643036169332163e-09,0.0
1906,4.115347618238729e-09,5.144184522798412e-10
1907,3.5999902503469627e-09,0.0
1908,6.875944702500192e-09,9.822778146428846e-10
1909,0.0,2.7504918342913243e-09
1910,3.740905363258662e-09,3.740905363258662e-09
1911,4.788336838146279e-09,1.5961122423746588e-09
1912,7.814131564032323e-09,1.0418842455450772e-09
1913,3.181793939432964e-09,1.060597942803554e-09
1914,6.696743715117748e-10,0.0
1915,5.890381071793627e-09,2.3561523843085297e-09
1916,1.0987462051303964e-09,7.69122365795738e-09
1917,3.289927441585405e-09,4.386569774084137e-09
1918,1.4932289182922887e-08,4.594550517822427e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,2.2716695191604686e-09,3.786115865267448e-09
1921,3.0290989716519334e-09,1.9689142760626055e-08
1922,5.164555005876537e-09,9.591316185719734e-09
1923,6.369568872344189e-09,4.246379248229459e-09
1924,5.156649773851996e-09,0.0
1925,4.399271169575059e-09,1.4297631523163545e-08
1926,7.802296586589819e-09,2.229227691330493e-09
1927,7.804457524684949e-09,4.4596899506643695e-09
