year,seules_ADJ erreurs_NOUN,seules_ADJ terreurs_NOUN
1858,8.31924928945682e-09,1.468102750479261e-09
1859,1.2221216039165483e-08,0.0
1860,1.8308735638683515e-09,9.154367819341758e-10
1861,9.431927239234028e-09,4.715963730639317e-10
1862,9.035972858839614e-09,4.517986262886353e-10
1863,7.491931519609807e-09,0.0
1864,2.3973640850272204e-09,4.794727948009836e-10
1865,1.3179164426446732e-08,0.0
1866,2.919367858567057e-09,4.865612912574591e-10
1867,3.396968040192405e-09,9.7056229719783e-10
1868,8.89177353968762e-09,0.0
1869,6.348574999037737e-09,2.441759683335931e-09
1870,1.1468097582678638e-08,1.7202146374017957e-09
1871,1.0621176826930423e-08,0.0
1872,1.9351485747165498e-08,0.0
1873,4.788803575905831e-09,1.1972008939764578e-09
1874,5.974609251779839e-09,1.1949218281515073e-09
1875,1.4875970677508121e-08,4.577221712764867e-09
1876,2.8416270225761764e-08,0.0
1877,1.7317484335421796e-08,1.2369631985365004e-09
1878,6.6429977074733415e-09,0.0
1879,4.887460214320072e-09,0.0
1880,1.2835692508872398e-08,6.417846254436199e-10
1881,7.669758161910067e-09,0.0
1882,1.0648616211028639e-08,0.0
1883,5.0554711528150165e-09,0.0
1884,1.9144920315739e-08,6.601696966868076e-10
1885,4.511945039809007e-09,0.0
1886,1.5488312854472497e-08,6.453463874400711e-10
1887,1.0446279397058333e-08,0.0
1888,1.521747527988282e-08,0.0
1889,1.3783300722991498e-08,6.265136742733546e-10
1890,1.6385966361553983e-08,0.0
1891,1.1473596295275001e-08,6.374220040683554e-10
1892,1.4417578242387208e-08,0.0
1893,1.6011883374744684e-08,0.0
1894,1.1342770278588432e-08,0.0
1895,4.213029924926559e-09,1.8055843487019274e-09
1896,2.4767521367152767e-08,0.0
1897,1.5732126712464378e-08,5.826713556089658e-10
1898,2.2067583316243145e-08,0.0
1899,1.6029977345510815e-08,5.527578395003729e-10
1900,1.038210584169974e-08,1.5573159428683425e-09
1901,1.900171220370339e-08,5.588738916095792e-10
1902,9.329538919189417e-09,1.9641135384773634e-09
1903,1.0800440541913758e-09,0.0
1904,1.6123875568041512e-08,0.0
1905,8.257214467732865e-09,0.0
1906,1.3374879870298173e-08,0.0
1907,1.337139288182243e-08,5.142843373384665e-10
1908,1.3260750719723546e-08,0.0
1909,1.1552065082298668e-08,0.0
1910,3.206490406526541e-09,0.0
1911,1.0640748726586935e-08,0.0
1912,1.0939784189645252e-08,2.6047106693738442e-09
1913,4.772690687104841e-09,0.0
1914,8.705766774141921e-09,0.0
1915,2.1205371680821372e-08,0.0
1916,1.4283700444650549e-08,0.0
1917,1.7546279096336548e-08,0.0
1918,4.594550517822427e-09,0.0
1919,3.6831393490643904e-09,4.603924352863942e-09
1920,9.843901693784574e-09,0.0
1921,1.2116395886607734e-08,0.0
1922,1.770704471937279e-08,0.0
1923,1.3800733000834953e-08,8.492758496458919e-09
1924,1.675911143195208e-08,0.0
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,4.458455382660986e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,1.4853853258500749e-08,2.2852082448565625e-09
1929,4.4561625500705304e-09,0.0
1930,1.05036033204442e-08,0.0
1931,1.596749932275543e-08,0.0
1932,1.53433514782364e-08,0.0
1933,9.176529758292418e-09,0.0
1934,3.1152108448395666e-08,0.0
1935,7.180970484910176e-09,2.393656828303392e-09
1936,6.0623572828433225e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,1.9447821131279852e-08,0.0
1939,2.5999884911698246e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,6.068423541449874e-09,0.0
1943,2.322588166236983e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,9.744772988540262e-09,0.0
1947,4.7683483828109274e-09,3.5762612871081956e-09
1948,1.848220954059343e-08,3.2615663503321457e-09
1949,1.9634017078828947e-08,9.817008317369869e-10
1950,1.3825969702452312e-08,1.0635361480382244e-09
1951,1.3859822622919182e-08,4.264560704569931e-09
1952,2.319856839960721e-08,0.0
1953,2.1547654327491728e-08,1.0773827385790469e-09
1954,1.8567819282111486e-08,0.0
1955,1.407841132561316e-08,0.0
1956,1.2209598665435806e-08,8.72114158667614e-10
1957,1.5903067307476704e-08,0.0
1958,1.4062814024384807e-08,0.0
1959,2.40273188012452e-08,0.0
1960,1.5225833038812198e-08,0.0
1961,1.389631876236308e-08,0.0
1962,1.2683912586908264e-08,6.341956404476434e-10
1963,2.198458126656533e-08,0.0
1964,1.2776333768727e-08,0.0
1965,1.2585699593614663e-08,5.472043373977442e-10
1966,1.8832853498906843e-08,1.1078149508847446e-09
1967,1.824224149515885e-08,4.930335584241163e-10
1968,1.3025106326836067e-08,4.4914158503495116e-10
1969,1.2716921737876419e-08,0.0
1970,1.1956685419534097e-08,0.0
1971,1.3873672877195986e-08,2.0553589941130213e-09
1972,1.5903454553267693e-08,0.0
1973,1.543697081274331e-08,0.0
1974,1.518904291231138e-08,0.0
1975,9.709516746170266e-09,0.0
1976,1.2569759455516305e-08,5.713526873840635e-10
1977,1.4104276857551667e-08,0.0
1978,9.504946163474415e-09,0.0
1979,9.363157360553487e-09,5.851973350345929e-10
1980,1.193881615790815e-08,0.0
1981,1.0120879245789638e-08,6.325549528618524e-10
1982,1.4277254933858785e-08,0.0
1983,1.3893695083311286e-08,0.0
1984,1.4497521405587577e-08,0.0
1985,9.02333674446254e-09,0.0
1986,2.997242676272549e-09,1.7983456945813714e-09
1987,6.721898593298192e-09,6.110816852533674e-10
1988,1.199310784016916e-08,0.0
1989,1.2073869015694072e-08,0.0
1990,1.2531897297662908e-08,0.0
1991,4.10302547493302e-09,0.0
1992,1.0468894195980738e-08,5.509944167592096e-10
1993,1.0524494165053966e-08,0.0
1994,8.967375286772494e-09,0.0
1995,1.3556126887692699e-08,1.626735190995987e-09
1996,4.804283193493575e-09,0.0
1997,4.315404922294874e-09,0.0
1998,1.0013071261028017e-08,0.0
1999,9.597422412355172e-09,0.0
2000,9.719669513685858e-09,4.4180314962005696e-10
2001,8.324302136486494e-09,0.0
2002,3.9430991805033955e-09,0.0
2003,7.91715315529018e-09,0.0
2004,9.250062049659391e-09,0.0
2005,8.106749049829887e-09,0.0
2006,8.235780057930242e-09,0.0
2007,6.391167151065247e-09,3.994479469415779e-10
2008,6.3861596011349775e-09,4.257439678578834e-10
2009,6.198650481792356e-09,0.0
2010,8.030448306328708e-09,0.0
2011,7.647943611743813e-09,3.82397197240536e-10
2012,3.744677901096338e-09,1.0212758416727752e-09
2013,3.3469500504423877e-09,5.578250084070646e-10
2014,6.063246349441442e-09,6.496335691608124e-10
2015,5.54143841924315e-09,1.10828768384863e-09
2016,1.0356700386182638e-08,4.1426800878596737e-10
2017,5.282783988036499e-09,0.0
2018,1.0325866384164328e-08,5.162933414126769e-10
2019,8.928457084778074e-09,5.1019755087367e-10
