year,aux_ADP eaux_NOUN,aux_ADP taux_NOUN
1800,3.361111790667337e-06,1.1004575384276905e-07
1801,2.771696440362348e-06,7.857902772911984e-08
1802,3.0389869323244056e-06,1.2755688771903806e-07
1803,3.5242629508047685e-06,3.510610468993036e-08
1804,3.8115940714789076e-06,8.651478111687538e-08
1805,3.5933974196211693e-06,7.391481915419718e-08
1806,3.942123427691513e-06,1.815451611264507e-07
1807,2.7359237684265736e-06,2.0213381901612593e-07
1808,2.984419516849357e-06,1.1330369886763947e-07
1809,3.535382673724996e-06,8.810219043198231e-08
1810,3.3908437382379475e-06,2.386929338626942e-07
1811,2.9458152894790146e-06,1.7048121492280188e-07
1812,3.7740995573187774e-06,1.0135391192989118e-07
1813,3.3847480125359652e-06,9.202373263406116e-08
1814,3.2379308390062533e-06,4.72001566720337e-08
1815,3.1935125974769107e-06,6.74305908887618e-08
1816,2.6374332460221694e-06,5.0987287281145655e-08
1817,2.7930308359458422e-06,1.6191484064620454e-07
1818,3.6979491540023446e-06,1.0848271614349869e-07
1819,2.961435393800116e-06,6.107119787657211e-08
1820,2.535867004382908e-06,1.1035827185423841e-07
1821,3.0827011983092234e-06,6.804426611051184e-08
1822,3.5129758657603816e-06,7.21844344298006e-08
1823,2.967770878825604e-06,8.993244904331732e-08
1824,2.752019703677888e-06,1.1705346736334832e-07
1825,3.0484444017986334e-06,7.57268097117958e-08
1826,2.805343047640463e-06,9.953022583886195e-08
1827,3.2039241801840035e-06,1.3457218983603525e-07
1828,3.0020940897657056e-06,1.9537002060587838e-07
1829,3.2749532152820393e-06,1.1488055662312036e-07
1830,3.222894797261233e-06,7.931995327226105e-08
1831,4.0007034911582195e-06,5.3010101197514814e-08
1832,3.7302125157623323e-06,1.27181706943702e-07
1833,4.814155886379012e-06,1.4016190164056752e-07
1834,3.110265744510343e-06,2.9870500384276966e-07
1835,3.806502121506128e-06,1.2479094380069e-07
1836,2.7373615081316416e-06,1.0215540413582858e-07
1837,3.3655317466241286e-06,1.2385045522478322e-07
1838,3.2791682169630576e-06,7.890202469162944e-08
1839,2.9154452469981607e-06,1.99257044641854e-07
1840,2.9867470612288116e-06,1.1529136401122742e-07
1841,3.1569836771438986e-06,1.8748001195945108e-07
1842,2.960357287307147e-06,1.6166919181159756e-07
1843,2.984171503683797e-06,1.6657489743110432e-07
1844,3.0132201809252024e-06,1.1416207379433274e-07
1845,3.1840780287950565e-06,1.897277570606093e-07
1846,3.3522874929303725e-06,1.42264377167578e-07
1847,2.8972396854953786e-06,1.9469537448912888e-07
1848,2.8616852807417104e-06,2.300933346077727e-07
1849,3.248699144364764e-06,2.371374421272776e-07
1850,2.825580084575563e-06,1.7990839751291787e-07
1851,3.3221058104437873e-06,1.7606967617211922e-07
1852,3.4011089322660837e-06,3.027403718824928e-07
1853,3.696625697102718e-06,1.7557479736751702e-07
1854,3.664502229661082e-06,2.000330777685022e-07
1855,3.744044054343476e-06,1.5496256366986927e-07
1856,3.5986641719887302e-06,1.6359918220132386e-07
1857,4.2073725019520225e-06,1.6694761673097247e-07
1858,3.873833929191051e-06,1.0325656585319365e-07
1859,4.611981612612226e-06,1.6651407008794195e-07
1860,4.119007746439252e-06,1.3594235975800117e-07
1861,3.6874119793139926e-06,1.8392258027688513e-07
1862,3.82718618041622e-06,1.9427340491873224e-07
1863,3.674542448095508e-06,1.6831872073908016e-07
1864,3.6171427453268734e-06,1.577465496005459e-07
1865,3.7061691671169683e-06,1.3885190242035605e-07
1866,3.5197844674428325e-06,1.367237292271284e-07
1867,3.5323615446003487e-06,1.6984840023326342e-07
1868,3.5329979581888438e-06,1.5313610068901085e-07
1869,3.425300214132676e-06,1.3869194881444002e-07
1870,3.923236146619047e-06,1.41057597602412e-07
1871,3.2256515467565805e-06,2.655294177866807e-07
1872,3.2159749991933495e-06,2.2556575629550935e-07
1873,4.123159801139309e-06,1.5922772095278148e-07
1874,3.550112662509264e-06,1.6848398298741074e-07
1875,3.733296491503779e-06,2.168458812512597e-07
1876,4.018786015080877e-06,1.4994116259714474e-07
1877,3.7486169475187125e-06,1.342105029333851e-07
1878,3.6820324211817024e-06,2.1740719424734323e-07
1879,3.814662775880606e-06,2.5903540290528326e-07
1880,3.3039072224738675e-06,3.112655460046909e-07
1881,3.977118396392143e-06,3.3049685432828824e-07
1882,3.624522761924709e-06,2.588944685300021e-07
1883,3.839630316804232e-06,3.1723082294377036e-07
1884,3.39525268344687e-06,2.6208736247923525e-07
1885,3.6933492033597304e-06,3.0681225565709624e-07
1886,3.4371147457079587e-06,3.117023106291583e-07
1887,3.7286687710746946e-06,3.0424789243532757e-07
1888,3.3586235552718335e-06,2.992770076204465e-07
1889,3.472138734750274e-06,2.5436455075578124e-07
1890,3.6737336674974586e-06,2.7856143436366665e-07
1891,3.140578314742015e-06,3.2126069271498636e-07
1892,3.5279188104198056e-06,3.585589098964448e-07
1893,3.449329160076786e-06,3.368653840318814e-07
1894,3.5118477423878858e-06,3.831335999571195e-07
1895,3.2873672566324785e-06,3.424591554779255e-07
1896,3.3837152635385337e-06,4.387389453963664e-07
1897,3.165653367886989e-06,3.8339774732776277e-07
1898,3.2614757063953448e-06,3.677930673351426e-07
1899,3.372928309985923e-06,3.510012227536663e-07
1900,3.1634277384284815e-06,3.8050420114732475e-07
1901,3.0631878296105697e-06,3.504139276522267e-07
1902,2.8243951923911936e-06,4.507640632422927e-07
1903,3.4285998609107082e-06,4.5739866072480595e-07
1904,3.286045743067234e-06,3.826733019351991e-07
1905,3.0236887518242384e-06,4.417609666962363e-07
1906,3.360181295875009e-06,4.953849641609054e-07
1907,2.879992280213628e-06,4.3251313774916866e-07
1908,3.0941751774093973e-06,4.243440201445736e-07
1909,3.0101382684222244e-06,4.224755376647238e-07
1910,3.3903293044090788e-06,4.30738548162779e-07
1911,2.9544037545292667e-06,4.5861625075360735e-07
1912,3.0068778951175545e-06,5.13648959810098e-07
1913,2.7899029930722463e-06,5.059052041733736e-07
1914,2.698787728405705e-06,5.88643754184659e-07
1915,2.220673532615791e-06,5.772573599127639e-07
1916,2.2172698876943286e-06,6.933088738669824e-07
1917,2.071557680949354e-06,9.124065251109315e-07
1918,2.064101794374551e-06,1.2347855076200176e-06
1919,2.204358924728922e-06,8.811910747752449e-07
1920,2.267883445483676e-06,9.495578652263248e-07
1921,2.3990464246281817e-06,9.473507311952289e-07
1922,2.7563966220611746e-06,7.422203345264222e-07
1923,2.380095640575064e-06,7.197612967857481e-07
1924,2.5615658660882445e-06,6.987260290358677e-07
1925,2.5691744021116847e-06,7.159813888435451e-07
1926,2.1980185849201916e-06,9.418486914825053e-07
1927,2.65909023866584e-06,9.053170781925246e-07
1928,2.3274845055709648e-06,1.1174667871038935e-06
1929,2.3829329673930033e-06,9.324520329201391e-07
1930,2.5124620428584876e-06,9.77885521891153e-07
1931,2.185266243515116e-06,9.147095756389945e-07
1932,2.266432183262168e-06,8.975860739113273e-07
1933,2.4696335252372137e-06,8.87829234130777e-07
1934,2.4358552295211666e-06,9.836877286062418e-07
1935,2.161472160366884e-06,8.461577065688175e-07
1936,2.2600467524114265e-06,1.0233259430947328e-06
1937,2.116566883980653e-06,1.0664677261296163e-06
1938,2.1651907946562687e-06,1.0112867463440978e-06
1939,2.2145785747440527e-06,1.188347686031932e-06
1940,2.426744296180061e-06,1.128423375851284e-06
1941,2.2815115485741444e-06,1.3163701257923321e-06
1942,2.4273693295384646e-06,8.19237186533428e-07
1943,2.4416208086464053e-06,8.448414536843529e-07
1944,1.7351205627846866e-06,2.0757183261110868e-06
1945,1.8582639409459034e-06,1.5685228955675257e-06
1946,1.8501147280858277e-06,1.548026798303681e-06
1947,1.80243573399963e-06,1.0716862952619977e-06
1948,1.9960786410422315e-06,1.1111069717628652e-06
1949,1.848542678928311e-06,1.3792896158548729e-06
1950,2.0292270388466704e-06,1.0933151388670126e-06
1951,2.0757748222521855e-06,1.2612438329284714e-06
1952,2.1015794349210637e-06,1.4045679179730541e-06
1953,1.87787811967155e-06,9.674896963574042e-07
1954,2.0688458768347573e-06,1.2078854938479822e-06
1955,1.8911999255522005e-06,1.0990547352207614e-06
1956,1.823590656258034e-06,1.1703772058169193e-06
1957,2.0585638385028915e-06,1.218351709297849e-06
1958,2.0589614422306113e-06,1.4476426297704847e-06
1959,1.926835943244498e-06,1.3982349145180706e-06
1960,1.8630882969716822e-06,1.305269218931926e-06
1961,1.9711927397025875e-06,1.2749871949324643e-06
1962,1.7319882541499965e-06,1.2328763672186938e-06
1963,1.8292464885050208e-06,1.2673463984924638e-06
1964,1.8750789969601556e-06,1.2441715124822395e-06
1965,1.7395626281668797e-06,1.2022079136642105e-06
1966,1.699942078658978e-06,1.28229584461792e-06
1967,1.5688328369733995e-06,1.218778921341368e-06
1968,1.7224580073360585e-06,1.2894854668488165e-06
1969,1.5637272010593506e-06,1.5355683107287632e-06
1970,1.7167040438081926e-06,1.7065868709309484e-06
1971,1.678200632682092e-06,1.500412121657746e-06
1972,1.6442120243098657e-06,1.5452002593008274e-06
1973,1.5420430745649583e-06,1.6407294554099394e-06
1974,1.4710869749023914e-06,1.8941299710917292e-06
1975,1.5980722078978715e-06,1.9933066273125633e-06
1976,1.4443795803842363e-06,1.7723360521415543e-06
1977,1.3710532495991856e-06,1.7459919181561645e-06
1978,1.448316185648224e-06,1.7964347973631334e-06
1979,1.7269173215872513e-06,1.8398604488822912e-06
1980,1.5548887062344363e-06,1.7356764834275396e-06
1981,1.3789697419497315e-06,1.924232067906928e-06
1982,1.544426535993182e-06,1.807624652183648e-06
1983,1.343899265648929e-06,1.8295470720630647e-06
1984,1.3813238100013336e-06,1.8185690269234556e-06
1985,1.6097633457334837e-06,1.7396993321483478e-06
1986,1.5879391597195536e-06,1.933820906074857e-06
1987,1.4452081895655056e-06,1.6407543297347615e-06
1988,1.2604755763589992e-06,1.7425985694430324e-06
1989,1.3753234755498056e-06,1.8248005897447683e-06
1990,1.4270017452133743e-06,1.6542104805949975e-06
1991,1.3768581208495334e-06,1.6529331547943116e-06
1992,1.428728560348702e-06,1.4402994299445027e-06
1993,1.2668167705953692e-06,1.3875714444111509e-06
