year,plusieurs_DET oies_NOUN,plusieurs_DET toits_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,1.5664880947952042e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,3.1271653710973624e-08,1.1371510844071508e-08
1806,0.0,8.645007376628655e-09
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,2.039466551195801e-08,0.0
1809,1.129515236897305e-08,0.0
1810,2.3401266702194334e-08,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,6.293354282149721e-09,0.0
1815,0.0,1.8880564667256294e-08
1816,4.6352077731626196e-09,0.0
1817,1.556873407970727e-09,7.784366928831332e-09
1818,0.0,4.768470951432846e-09
1819,0.0,1.035105001712111e-09
1820,4.746592452420373e-09,1.1866481131050932e-09
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,1.087095569118901e-08
1824,0.0,0.0
1825,1.7610886082763955e-09,8.805443041381977e-10
1826,0.0,5.284790383086602e-09
1827,3.6869092223668076e-09,2.7651818612639545e-09
1828,0.0,9.172301140836225e-09
1829,0.0,1.5431716349212365e-08
1830,9.39315203396518e-09,1.0436835395921662e-08
1831,0.0,1.2472964883158966e-08
1832,1.3529969367098715e-09,9.470978667991403e-09
1833,0.0,1.1583628500844156e-09
1834,1.8669061851994684e-09,0.0
1835,2.2689263801112247e-09,5.294161553592858e-09
1836,2.016224964762614e-09,0.0
1837,1.3915781860163179e-09,6.957890930081589e-10
1838,1.2624323808552163e-09,6.312161904276081e-10
1839,0.0,5.5931801412612e-09
1840,0.0,6.3696887764308485e-09
1841,1.926164561183441e-09,1.2841097518645483e-08
1842,0.0,2.683306021822318e-09
1843,6.497602011990011e-09,9.451057825238252e-09
1844,0.0,2.7442805805577564e-09
1845,5.580227946389016e-10,2.7901139176833567e-09
1846,0.0,6.439951460990301e-09
1847,0.0,3.775256551818984e-09
1848,8.045221711050488e-10,8.045221711050488e-10
1849,2.513824481908955e-09,0.0
1850,0.0,6.788996032014438e-09
1851,6.449438760824933e-10,1.2898877521649865e-09
1852,0.0,1.9531636308300904e-09
1853,1.0152284346531815e-08,4.777545470346922e-09
1854,0.0,1.558699391779328e-09
1855,0.0,6.8990182455763716e-09
1856,0.0,0.0
1857,0.0,1.4644527812635033e-09
1858,4.893676019968041e-10,5.3830437884982985e-09
1859,1.5276520048956854e-09,3.055304009791371e-09
1860,0.0,2.746310290291376e-09
1861,4.715963730639317e-10,4.715963730639317e-10
1862,9.035972525772706e-10,9.035972525772706e-10
1863,6.99246927027275e-09,4.994620828036034e-10
1864,4.794727948009836e-10,2.8768367688059016e-09
1865,2.3534221238463715e-09,1.882737743486018e-09
1866,4.865612912574591e-10,4.379051676828283e-09
1867,0.0,8.249779526181555e-09
1868,4.44588676984381e-09,8.89177353968762e-09
1869,0.0,1.3673853827000926e-08
1870,0.0,5.160643912205387e-09
1871,0.0,2.1242354542039266e-09
1872,6.047339295989218e-10,7.861541195808286e-09
1873,5.387403856360606e-09,5.986004469882289e-10
1874,0.0,2.3898436563030145e-09
1875,1.1443054281912168e-09,0.0
1876,6.04601479992084e-10,6.04601479992084e-10
1877,6.184815992682502e-10,1.2369631985365004e-09
1878,1.8117265465633636e-09,4.22736201599605e-09
1879,0.0,6.10932526790009e-10
1880,1.2835692508872398e-09,5.134277225593564e-09
1881,3.4862537301449947e-09,6.275256869692214e-09
1882,3.3276925659464496e-09,0.0
1883,5.687405213450347e-09,3.159669414998234e-09
1884,0.0,1.3203393933736152e-09
1885,0.0,3.867381359601296e-09
1886,6.453463874400711e-10,1.2906927748801422e-09
1887,0.0,3.264462311580729e-09
1888,6.340614699951175e-10,3.804368819970705e-09
1889,3.132568426877924e-09,1.8795410228200637e-09
1890,0.0,2.6217545912032847e-09
1891,6.374220040683554e-10,0.0
1892,6.268512375839919e-10,6.268512375839919e-10
1893,0.0,2.463366621796581e-09
1894,6.301539290376468e-10,3.150769645188234e-09
1895,1.8055843487019274e-09,5.416753268150387e-09
1896,1.179405795248556e-09,1.179405795248556e-09
1897,0.0,3.4960281336537946e-09
1898,5.6583548957434e-10,4.526684027617023e-09
1899,0.0,1.1055156790007459e-09
1900,1.038210628578895e-09,2.07642125715779e-09
1901,0.0,2.794369458047896e-09
1902,6.874397495693074e-09,1.9641135384773634e-09
1903,0.0,5.400220270956879e-10
1904,0.0,0.0
1905,5.160759042333041e-10,6.708986810544104e-09
1906,0.0,1.0288369267641428e-08
1907,0.0,6.1714120480615975e-09
1908,0.0,4.911389073214423e-10
1909,1.1001967115120692e-09,4.9508852018043115e-09
1910,0.0,6.412980813053082e-09
1911,1.0640748282497725e-09,3.1922244847493175e-09
1912,2.0837684910901544e-09,4.688478938419394e-09
1913,1.590896969716482e-09,0.0
1914,0.0,4.687720656093575e-09
1915,0.0,7.0684572639478915e-09
1916,2.197492410260793e-09,2.197492410260793e-09
1917,0.0,4.386569774084137e-09
1918,0.0,0.0
1919,0.0,1.8415696745321952e-09
1920,7.572231730534895e-10,3.786115865267448e-09
1921,0.0,3.0290989716519334e-09
1922,1.4755870969551665e-09,0.0
1923,0.0,6.369568872344189e-09
1924,0.0,3.867487219366694e-09
1925,0.0,6.598906754362588e-09
1926,0.0,3.343841648018042e-09
1927,1.1149224876660924e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,0.0,5.570202965543558e-09
1930,0.0,3.1510811737689437e-09
1931,0.0,7.983749661377715e-09
1932,0.0,3.287861094491973e-09
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,0.0,1.196828414151696e-09
1936,1.2124714565686645e-09,0.0
1937,0.0,3.777335333410292e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,9.639558484764166e-09
1945,0.0,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,0.0,9.817008317369869e-10
1950,0.0,3.190608444114673e-09
1951,4.264560704569931e-09,7.462981344019681e-09
1952,0.0,3.1634410646574906e-09
1953,0.0,3.232148326759443e-09
1954,9.772536113672459e-10,1.9545072227344917e-09
1955,0.0,3.754243138587299e-09
1956,0.0,3.488456634670456e-09
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,8.272243445794913e-10,4.9633461784992505e-09
1959,7.750747821333448e-10,1.1626122287111684e-08
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,6.948159270159238e-10
1962,6.341956404476434e-10,0.0
1963,0.0,4.526237051827309e-09
1964,6.083968329129164e-10,5.475571551727398e-09
1965,1.0944086747954884e-09,2.73602163147757e-09
1966,0.0,3.877352328096606e-09
1967,4.930335584241163e-10,3.451234853457663e-09
1968,0.0,8.982831700699023e-10
1969,1.3625273131978588e-09,1.8167031212712459e-09
1970,1.3796175313274261e-09,3.219107425067591e-09
1971,1.0276794970565106e-09,1.541519245584766e-09
1972,3.0780880067027283e-09,4.6171320100540925e-09
1973,5.513203782392395e-10,3.3079223804577396e-09
1974,5.625571675160757e-10,6.750685843659454e-09
1975,0.0,1.1422960355389478e-09
1976,5.713526873840635e-10,4.570821499072508e-09
1977,0.0,2.938390863960194e-09
1978,1.7821774056514528e-09,2.3762365408686037e-09
1979,1.1703946700691858e-09,2.9259866751729646e-09
1980,0.0,5.116635559687666e-09
1981,6.325549528618524e-10,7.590659656386833e-09
1982,0.0,3.1037510339615437e-09
1983,0.0,1.8945948143667124e-09
1984,0.0,2.8995041922996734e-09
1985,0.0,6.015558051686298e-10
1986,5.994485463567401e-10,3.5966913891627428e-09
1987,0.0,1.2221633705067347e-09
1988,1.1993107618124554e-09,3.597932174415064e-09
1989,1.0976244357863152e-09,7.134558832611049e-09
1990,1.6345953479657283e-09,2.724325487424295e-09
1991,5.861465202094962e-10,4.10302547493302e-09
1992,0.0,6.61193322315512e-09
1993,5.539207426075166e-10,5.539207592608619e-09
1994,1.5824779264761446e-09,6.857404422078162e-09
1995,5.422450821690461e-10,3.253470381991974e-09
1996,0.0,2.6690460952494277e-09
1997,4.79489448146353e-10,2.3974471297094624e-09
1998,0.0,2.3840646123929332e-09
1999,1.3710603763428253e-09,3.1991407301035224e-09
2000,0.0,4.418031385178267e-09
2001,0.0,6.133696661692056e-09
2002,2.6287327870022636e-09,1.0953053297679816e-08
2003,8.333845835650777e-10,4.166922806803086e-09
2004,4.404791253964646e-10,3.9643119897903034e-09
2005,4.5037495954858286e-10,3.1526248278623825e-09
2006,8.235779835885637e-10,3.706100981659688e-09
2007,1.1983438685803094e-09,2.3966877371606188e-09
2008,8.514879357157668e-10,2.980207747249608e-09
2009,4.76819250749827e-10,3.814554005998616e-09
2010,2.3618964561933353e-09,7.085689368580006e-09
2011,1.529588788962144e-09,9.177532511728259e-09
2012,6.808505426114664e-10,7.489355802192676e-09
2013,1.6734750252211938e-09,1.2551062411603198e-08
2014,1.0827225782605865e-09,8.012146904268214e-09
2015,2.21657536769726e-09,9.087959190745565e-09
2016,2.4856081637381067e-09,1.2220905842852403e-08
2017,2.0124890642847504e-09,1.0817129081353016e-08
2018,1.5488800242380307e-09,4.388493513030056e-09
2019,2.806086474294034e-09,1.3265136600271177e-08
