year,aux_ADP août_NOUN,aux_ADP toutes_ADJ
1930,0.0,6.932378338042611e-08
1931,0.0,6.729160428875502e-08
1932,0.0,7.562080428513696e-08
1933,0.0,6.997103851880127e-08
1934,0.0,7.788026756827549e-08
1935,1.196828414151696e-09,9.095895769917206e-08
1936,2.424942913137329e-09,7.881064290060635e-08
1937,2.5182236296217297e-09,9.946983636766049e-08
1938,1.2965214457594243e-09,7.649476208015926e-08
1939,1.5294050470515685e-09,7.952906067032472e-08
1940,0.0,1.293249258793594e-07
1941,0.0,8.854508060096578e-08
1942,0.0,7.888950648293758e-08
1943,0.0,9.580676207932015e-08
1944,0.0,1.1888788975511488e-07
1945,0.0,8.714016219713017e-08
1946,2.7842208538686464e-09,1.2946626348764312e-07
1947,0.0,8.344609403465597e-08
1948,3.2615663503321457e-09,8.806229256919096e-08
1949,1.9634016634739737e-09,1.1682239697829999e-07
1950,0.0,1.0635361213928718e-07
1951,0.0,1.0874629752244402e-07
1952,0.0,9.490323438221537e-08
1953,0.0,9.911921017291547e-08
1954,0.0,1.0945240158655167e-07
1955,0.0,1.013645660741247e-07
1956,0.0,1.0378158599166909e-07
1957,0.0,1.1308848046898134e-07
1958,0.0,1.0009414319611665e-07
1959,0.0,9.843449522151104e-08
1960,0.0,9.689167002058241e-08
1961,0.0,1.0839128483652871e-07
1962,0.0,1.1669199473374192e-07
1963,0.0,8.85849277265649e-08
1964,6.083968329129164e-10,9.977707809971648e-08
1965,0.0,8.153344427386244e-08
1966,0.0,8.36400281256644e-08
1967,1.4791006197611978e-09,9.41694063838483e-08
1968,8.982831700699023e-10,7.770149490493594e-08
1969,9.083515606356229e-10,8.538504922550594e-08
1970,4.5987250119061684e-10,9.289424279801395e-08
1971,5.138397485282553e-10,8.52973990328465e-08
1972,5.130146862875051e-10,6.002271674132587e-08
1973,0.0,9.648106585880001e-08
1974,0.0,8.044567745280062e-08
1975,0.0,8.967023523709372e-08
1976,1.7140580066410394e-09,1.0170077513471654e-07
1977,5.876781838942691e-10,7.404745194783402e-08
1978,0.0,9.445540216646009e-08
1979,5.851973350345929e-10,9.070558348867053e-08
1980,0.0,8.86883482209555e-08
1981,0.0,1.0753434454002786e-07
1982,1.2415004579935385e-09,1.2849530339753557e-07
1983,0.0,1.0167659092452652e-07
1984,0.0,1.217791769647647e-07
1985,6.015558051686298e-10,1.251236070309858e-07
1986,0.0,1.1809136518659002e-07
1987,0.0,1.246606663451999e-07
1988,0.0,1.0673866007726573e-07
1989,5.488122178931576e-10,9.110282639390732e-08
1990,0.0,1.0570382980024107e-07
1991,0.0,1.0140334771868709e-07
1992,0.0,1.2011678451884222e-07
1993,5.539207426075166e-10,1.235243232144967e-07
1994,1.0549853213248639e-09,8.439882659416753e-08
1995,0.0,8.513247884422981e-08
1996,0.0,9.181518612066952e-08
1997,0.0,9.829533831329229e-08
1998,0.0,9.250170429631055e-08
1999,0.0,1.0374356609887947e-07
2000,1.3254094488601709e-09,1.3563356437984453e-07
2001,8.762423564512289e-10,1.0865405516979898e-07
2002,0.0,9.813936063807205e-08
2003,4.1669229178253886e-10,1.1750722778147704e-07
2004,0.0,1.2509607105748444e-07
2005,4.5037495954858286e-10,1.1259374155248025e-07
2006,0.0,1.0047651632927312e-07
2007,0.0,9.187302946189746e-08
2008,1.2772319035736501e-09,1.06010251132993e-07
2009,4.76819250749827e-10,8.868837753084335e-08
2010,0.0,8.739017420822393e-08
2011,3.82397197240536e-10,7.494984849421016e-08
2012,0.0,8.340419338503935e-08
2013,5.578250084070646e-10,8.674178531009602e-08
2014,0.0,8.207037571761333e-08
2015,0.0,7.469859331088458e-08
2016,0.0,6.566148069708788e-08
2017,5.031222660711876e-10,6.943087349498e-08
2018,0.0,7.228106896350894e-08
2019,0.0,7.015216380024114e-08
