year,très_ADV eu_VERB,très_ADV tu_VERB
1994,1.0549853213248639e-09,0.0
1995,4.337960657352369e-09,0.0
1996,2.135236876199542e-09,0.0
1997,4.79489448146353e-10,4.79489448146353e-10
1998,1.9072516899143466e-09,4.768129224785866e-10
1999,3.1991407301035224e-09,9.140402323914998e-10
2000,0.0,4.4180314962005696e-10
2001,3.066848330846028e-09,8.762423564512289e-10
2002,5.257465574004527e-09,0.0
2003,1.6667691671301554e-09,0.0
2004,4.404791253964646e-10,0.0
2005,2.251874686720612e-09,4.5037495954858286e-10
2006,3.7061009261485367e-09,0.0
2007,2.3966877371606188e-09,0.0
2008,1.2772318758180745e-09,4.257439678578834e-10
2009,2.384096253749135e-09,0.0
2010,3.3066552274085836e-09,0.0
2011,1.911985902935953e-09,3.82397197240536e-10
2012,1.7021263287730903e-09,0.0
2013,2.789125042035323e-10,8.367375126105969e-10
2014,0.0,4.330890368553497e-10
2015,1.7732603163622684e-09,0.0
2016,2.0713400439298368e-10,6.214020409345267e-10
2017,1.7609279590047322e-09,2.515611330355938e-10
2018,5.162933414126769e-10,7.744400121190154e-10
2019,1.53059265262101e-09,5.1019755087367e-10
