year,vos_DET oies_NOUN,vos_DET toits_NOUN
1800,0.0,5.345079623353399e-08
1801,0.0,4.7623651688866175e-09
1802,2.2378401354217203e-09,6.265952379180817e-08
1803,3.900678446910888e-09,5.8510176925707924e-08
1804,0.0,3.460591457837836e-08
1805,0.0,2.55858996212055e-08
1806,2.305335300434308e-08,4.8988376022407465e-08
1807,2.8469551160981155e-09,6.547996855843508e-08
1808,1.1330369531492579e-08,4.758755522971114e-08
1809,0.0,3.840352036377226e-08
1810,1.6380887757350138e-08,8.658469141664682e-08
1811,1.504245972228091e-08,5.0141535368197765e-09
1812,1.0668832928217853e-08,1.600324850414836e-08
1813,0.0,3.738464116054274e-08
1814,1.2586708564299443e-08,2.8320094713762956e-08
1815,0.0,7.821948599939788e-08
1816,0.0,1.1588019432906549e-08
1817,6.227493631882908e-09,2.80237220096069e-08
1818,0.0,4.053200441944682e-08
1819,4.140420006848444e-09,5.3825459644940565e-08
1820,3.5599443393152796e-09,3.441279616822612e-08
1821,5.9168927535324656e-09,4.141825171721791e-08
1822,4.010246357211145e-09,2.105379337535851e-08
1823,9.882686891060644e-10,2.7671523072925197e-08
1824,1.6842225392110777e-09,3.452656116564867e-08
1825,5.283265824829186e-09,3.258013947515792e-08
1826,9.688783109140786e-09,2.818555033812231e-08
1827,6.452091305675367e-09,2.3964910056406552e-08
1828,0.0,1.2841221419535032e-08
1829,0.0,1.628903412154159e-08
1830,3.1310507520032616e-09,1.878630406793036e-08
1831,0.0,2.1827687879394375e-08
1832,0.0,2.976593194148336e-08
1833,2.3167257001688313e-09,4.633451422542123e-08
1834,6.534171426153534e-09,5.6940637760405366e-08
1835,1.285724948729694e-08,2.7983425354705105e-08
1836,2.016224964762614e-09,6.048674894287842e-09
1837,6.957891152126194e-09,2.0873672568200163e-08
1838,1.8936485712828244e-09,1.2624323808552163e-08
1839,9.788065469251706e-09,2.4470162784950844e-08
1840,0.0,2.293087852933695e-08
1841,1.2841097074556274e-09,1.4767261191650505e-08
1842,3.3541325272778977e-09,2.3478927246856074e-08
1843,5.906911071384968e-10,1.5357969118667825e-08
1844,2.195424508855126e-09,1.866110821424627e-08
1845,3.348136878855712e-09,1.5066614622583074e-08
1846,5.854501328173001e-10,1.5221703231205197e-08
1847,3.235934187273415e-09,2.8584086209093584e-08
1848,6.43617736884039e-09,2.413566591030758e-08
1849,4.1897072478036534e-09,1.3407063903514427e-08
1850,0.0,1.6293590476834652e-08
1851,1.9993260380601896e-08,1.6123596680017727e-08
1852,3.2552727180501506e-09,1.4323200403509873e-08
1853,6.569124799682413e-09,2.9262466227919504e-08
1854,1.558699391779328e-09,1.2469595134234623e-08
1855,3.714855978387277e-09,1.5920811335945473e-08
1856,5.694908100650764e-09,3.31340110903966e-08
1857,2.4407544874094356e-09,2.880090299584026e-08
1858,1.9574704079872163e-09,2.936205589776364e-08
1859,4.073738679721828e-09,2.1387128512628806e-08
1860,2.288591982591015e-09,2.197048232233101e-08
1861,4.715963730639317e-10,1.650587222457034e-08
1862,1.3553959066214816e-09,9.939570055905733e-09
1863,9.989241656072068e-10,1.3984937929922836e-08
1864,0.0,3.835782536043553e-08
1865,1.4120533631256649e-09,2.3063536858103362e-08
1866,4.865612801552288e-09,1.751620715140234e-08
1867,4.367530337390235e-09,6.79393608038481e-09
1868,1.4819622196071691e-09,1.1361710683388537e-08
1869,9.767038289254515e-10,2.7347706321734222e-08
1870,0.0,1.0894693147633916e-08
1871,2.1242354542039266e-09,1.0621177271019633e-08
1872,1.8142017887967654e-09,2.0560953828407946e-08
1873,5.986004469882289e-10,7.183205141814142e-09
1874,2.9873046258899194e-09,1.1949218503559678e-08
1875,1.1443054281912168e-09,2.1169650921137873e-08
1876,6.04601479992084e-10,2.1161051577678336e-08
1877,1.1132669008873108e-08,1.1132669008873108e-08
1878,6.039088673581716e-10,1.6305540029293297e-08
1879,4.887460214320072e-09,7.94212251520321e-09
1880,1.2835692508872398e-09,1.6686399817444908e-08
1881,1.3945015142624584e-09,1.1156012114099667e-08
1882,7.986462158271479e-09,1.7304001787010748e-08
1883,3.159669414998234e-09,1.5798347796636136e-08
1884,0.0,6.601696966868076e-09
1885,3.86738152613475e-09,1.0957580620640783e-08
1886,6.4534639854230136e-09,8.38950331427668e-09
1887,1.3057849246322917e-09,5.223139698529167e-09
1888,0.0,1.2047167707862627e-08
1889,1.2530273485467092e-09,1.4409814674820609e-08
1890,3.2771931834929546e-09,9.831579994568074e-09
1891,4.461953917456185e-09,1.6572972327821844e-08
1892,1.2537024751679837e-09,8.775916882086676e-09
1893,1.847525021858587e-09,1.23168328869383e-08
1894,3.780923574225881e-09,2.079507943619774e-08
1895,0.0,9.629783193076946e-09
1896,0.0,8.845543852942228e-09
1897,3.4960281336537946e-09,8.157399200570126e-09
1898,5.6583548957434e-10,1.0185038590293516e-08
1899,9.39688327150634e-09,4.4220627160029835e-09
1900,1.5573159428683425e-09,5.19105292084987e-09
1901,2.794369402536745e-09,5.58873880507349e-09
1902,4.910283735171106e-09,5.892340837476695e-09
1903,5.400220270956879e-10,4.860198465905796e-09
1904,0.0,1.0211787859759625e-08
1905,1.0321518084666081e-09,7.225062603755106e-09
1906,5.144184633820714e-09,5.658602919567102e-09
1907,1.5428529565042481e-09,1.542852956504248e-08
1908,9.822778146428846e-10,1.0805055739027125e-08
1909,0.0,1.4302557360679202e-08
1910,0.0,1.6032452365699612e-08
1911,3.7242617878519013e-09,1.8089271303090015e-08
1912,1.0418842455450772e-09,9.376958487461451e-09
1913,6.363587878865928e-09,1.113627856597077e-08
1914,4.68772043404897e-09,7.366418142140674e-09
1915,3.534228465440492e-09,4.712304768617059e-09
1916,0.0,9.888715624128963e-09
1917,1.0966424435210342e-09,2.522277586791688e-08
1918,0.0,3.5607765624945387e-08
1919,5.524709134618888e-09,1.012863304339362e-08
1920,3.786115865267448e-09,6.815008557481406e-09
1921,2.2718242842501013e-09,3.786373714564917e-09
1922,0.0,1.0329110011753073e-08
1923,0.0,1.3800733000834953e-08
1924,3.867487219366694e-09,1.1602462102189293e-08
1925,0.0,2.0896537833436923e-08
1926,1.1146138456652466e-09,2.1177662290483568e-08
1927,6.689535148041159e-09,3.3447673075670536e-08
1928,0.0,1.3711249802206282e-08
1929,1.1140406375176326e-09,1.7824650200282122e-08
1930,1.0503603542488804e-09,8.402882833991043e-09
1931,1.1405356659111021e-09,2.0529641986399838e-08
1932,1.4247397928102146e-08,1.753525868952721e-08
1933,0.0,8.02946331646126e-09
1934,0.0,1.1981580172459871e-08
1935,1.196828414151696e-09,1.196828414151696e-08
1936,1.2124714565686645e-09,1.2124714565686645e-08
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.4261735792331365e-08
1939,3.058810094103137e-09,1.070583532936098e-08
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,1.4516175816936538e-08,1.1612940831184915e-08
