year,vos_DET oies_NOUN,vos_DET toits_NOUN
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,0.0,1.089252021913012e-08
1946,0.0,8.352662561605939e-09
1947,2.3841741914054637e-09,1.0728784083369192e-08
1948,4.348755133776194e-09,1.1959076617884534e-08
1949,0.0,4.908504269707237e-09
1950,0.0,1.595304155443955e-08
1951,1.0661401761424827e-09,9.595261474260042e-09
1952,0.0,4.2179215675730575e-09
1953,1.0773827385790469e-09,8.619061908632375e-09
1954,0.0,6.840775057526116e-09
1955,2.815682353940474e-09,9.385607846468247e-09
1956,3.488456634670456e-09,1.0465369904011368e-08
1957,0.0,5.3010225653515874e-09
1958,2.4816730892496253e-09,9.926692023931594e-09
1959,0.0,9.300897829689347e-09
1960,6.2287499602575735e-09,7.612916519406099e-09
1961,6.948159270159238e-10,2.5708190021234145e-08
1962,2.5367825617905737e-09,1.4586500007851555e-08
1963,0.0,9.052474325699222e-09
1964,3.041984220075733e-09,7.300761772910391e-09
1965,2.188817349590977e-09,6.5664522708175355e-09
1966,5.539074754423723e-10,6.6468897053084675e-09
1967,2.465167847631733e-09,9.86067089092657e-09
1968,2.245707841908029e-09,1.3474247495537384e-08
1969,3.6334062425424918e-09,1.0446043141598693e-08
1970,2.2993624781975086e-09,5.058597540852361e-09
1971,5.138397485282553e-10,1.1304474245577012e-08
1972,0.0,7.695220238801426e-09
1973,2.205281512956958e-09,9.92376719688437e-09
1974,2.812785782069227e-09,3.937900228123681e-09
1975,1.7134440533084216e-09,8.567220266542108e-09
1976,1.7140580066410394e-09,7.998937512354587e-09
1977,1.1753563677885381e-09,5.289103821581875e-09
1978,1.7821774056514528e-09,2.3762365408686037e-09
1979,2.3407893401383717e-09,5.851973128301324e-09
1980,1.7055452605774235e-09,5.116635559687666e-09
1981,1.2018544381930951e-08,5.060439622894819e-09
1982,3.1037510339615437e-09,8.069752976958e-09
1983,4.4207211225000265e-09,8.209910973278056e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,1.8046674155058895e-09,3.609334831011779e-09
1986,1.7983456945813714e-09,5.395036861699509e-09
1987,6.110816852533674e-10,3.6664902225425067e-09
1988,0.0,2.938311283173789e-08
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,5.44865097484859e-10,2.179460389939436e-09
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,5.509944167592096e-10,3.30596661157756e-09
1993,1.1078414852150331e-09,3.877445031719162e-09
1994,1.0549853213248639e-09,5.274926495602017e-09
1995,1.0844901643380922e-09,5.422450655157007e-09
1996,1.6014276571496566e-09,3.736664311304594e-09
1997,9.58978896292706e-10,6.7128524960935465e-09
1998,1.43043876743576e-09,1.0966696883940585e-08
1999,1.8280804647829996e-09,4.570201106446348e-09
2000,1.7672125984802278e-09,6.627047355323157e-09
2001,8.762423564512289e-10,6.571817756650944e-09
2002,2.1906108038649563e-09,5.6955880012310445e-09
2003,2.083461403401543e-09,2.5001538617175356e-09
2004,8.809582507929292e-10,5.726228824443069e-09
2005,1.3511248786457486e-09,5.854874363109275e-09
2006,1.2353669198716943e-09,7.412201963319376e-09
2007,3.994479469415779e-10,6.391167151065247e-09
2008,3.405951742863067e-09,6.386159323579221e-09
2009,4.76819250749827e-10,4.291373478793048e-09
2010,2.8342759250676863e-09,2.8342759250676863e-09
2011,1.1471915639660324e-09,3.4415748029203996e-09
2012,2.382976926895708e-09,5.446804340891731e-09
2013,4.741512515948898e-09,3.3469500504423877e-09
2014,3.4647122948427977e-09,8.012147389990787e-09
2015,4.211493376260478e-09,5.984753762011685e-09
2016,5.799752234025846e-09,1.0563834390575622e-08
2017,2.264050280587071e-09,3.018733624182701e-09
2018,4.904786798931582e-09,3.0977600484760615e-09
2019,1.2499840273960672e-08,7.652963596171958e-09
