year,ces_DET erreurs_NOUN,ces_DET terreurs_NOUN
1800,2.421006584540919e-06,2.2009152056412518e-07
1801,1.4834767085858402e-06,1.6668277780240714e-07
1802,1.517255583394217e-06,1.7902721083373763e-07
1803,1.965941976322938e-06,2.457427452640104e-07
1804,2.620161978938995e-06,1.5819846188591669e-07
1805,1.9871715579711235e-06,1.4214389132405358e-07
1806,1.622379670607188e-06,2.2477019623323713e-07
1807,1.6284583139736242e-06,2.3914423152859854e-07
1808,1.8695110099997692e-06,1.2690014372651603e-07
1809,1.545176914419244e-06,1.3102376339446664e-07
1810,2.585840093161096e-06,2.4103305440448253e-07
1811,2.015689744894189e-06,1.0780430415024966e-07
1812,1.9390603824831487e-06,1.8403736845584717e-07
1813,2.2028179955668747e-06,1.2653263548045857e-07
1814,2.3222476954742888e-06,1.699205576244367e-07
1815,1.839506438727767e-06,1.6183341777775695e-07
1816,2.129878012624431e-06,2.804300720526953e-07
1817,2.579739259545022e-06,3.238296635288407e-07
1818,1.8370533894085384e-06,2.7537919677911304e-07
1819,2.2492830993314783e-06,3.5711123125281574e-07
1820,1.9911955746465537e-06,2.954753703932056e-07
1821,2.233627014902595e-06,2.514679557918953e-07
1822,1.91088241763282e-06,2.476327125577882e-07
1823,1.7680126802588347e-06,2.0555988111681245e-07
1824,1.6480117892569979e-06,2.8463359669217425e-07
1825,1.6695120024223797e-06,3.213986587979889e-07
1826,1.5669403694573703e-06,2.3076919397624351e-07
1827,1.9918526561468752e-06,2.0738864847658078e-07
1828,1.623497283276265e-06,3.01768711352679e-07
1829,1.8449474339377048e-06,2.537660073187453e-07
1830,2.1092844804115884e-06,3.6424557592340534e-07
1831,1.780515759719492e-06,3.3209268579525997e-07
1832,1.6614802689218777e-06,3.9236912563467286e-07
1833,1.476912586895196e-06,3.2549997275310716e-07
1834,1.426316323716037e-06,3.239082104755653e-07
1835,1.5413573066780373e-06,3.7815441089605883e-07
1836,1.9140696565500548e-06,3.051220414107547e-07
1837,1.6058812235542064e-06,2.4909250129212523e-07
1838,1.5426923596351116e-06,2.2155688572667032e-07
1839,1.7660466795632601e-06,2.5099396339101077e-07
1840,1.8096285856472605e-06,2.3249364033972597e-07
1841,2.0545755319290038e-06,2.895667279290137e-07
1842,1.863555993963928e-06,3.3608407434826404e-07
1843,2.2174544938025065e-06,2.6285754728405664e-07
1844,1.7453624963081893e-06,2.7717234019064563e-07
1845,2.08086697739418e-06,2.9072988461109617e-07
1846,2.0479045872434654e-06,2.8979782484839234e-07
1847,2.4733323726877643e-06,3.004025561637036e-07
1848,2.0467044237193477e-06,2.292888172661378e-07
1849,1.825036520131107e-06,1.9356448444085572e-07
1850,1.955230814587594e-06,2.029909857981238e-07
1851,1.8309956573148156e-06,2.0638203945821942e-07
1852,2.1914495391683886e-06,2.2526486898044595e-07
1853,2.100328401866136e-06,2.4962674416428854e-07
1854,1.9125240271478106e-06,2.4107883422885834e-07
1855,1.7868456865244298e-06,2.5579437945566497e-07
1856,1.8741424696600006e-06,2.593771846193249e-07
1857,1.838376306295686e-06,2.2943092581328983e-07
1858,2.0411523280472466e-06,2.7257774171118854e-07
1859,1.7450877578539803e-06,2.759957933307078e-07
1860,1.7919674633048999e-06,2.549491391334868e-07
1861,1.660019236737753e-06,2.95219342305586e-07
1862,1.7507196474753073e-06,2.421640568073258e-07
1863,1.8859688140082653e-06,2.5222835553506684e-07
1864,1.7980230069269965e-06,2.5028480443722856e-07
1865,1.991936500189695e-06,2.5558165006600575e-07
1866,1.6771767974432805e-06,2.3841503704602474e-07
1867,1.7343947718018171e-06,2.1983236209166535e-07
1868,1.7047505878053926e-06,2.2081237460724878e-07
1869,2.0056613578844917e-06,2.407574939411461e-07
1870,1.925493606336204e-06,2.5344496723533894e-07
1871,1.6993883207305771e-06,2.750884959823452e-07
1872,1.6194774872246853e-06,1.8323437700473733e-07
1873,1.7191804460026106e-06,2.3584857977709817e-07
1874,1.5127710781825954e-06,2.2285292367030252e-07
1875,1.6529491517758288e-06,2.0654712429291067e-07
1876,1.6003800595854045e-06,1.5780099182904905e-07
1877,1.749065987155518e-06,1.954401787074289e-07
1878,1.7247637060791021e-06,2.2163455071222415e-07
1879,1.4589068513259917e-06,1.515112648675654e-07
1880,1.5345070352168477e-06,1.6878935582553822e-07
1881,1.4865386361861965e-06,2.1893673540773761e-07
1882,1.4002930441847639e-06,1.5507047734786283e-07
1883,1.5362313234845715e-06,1.9400370732114425e-07
1884,1.3691919775737915e-06,1.4061615161153895e-07
1885,1.39161272727506e-06,1.3278010069228685e-07
1886,1.4391224567589234e-06,1.3939482457203667e-07
1887,1.3534461089648175e-06,1.462479088942814e-07
1888,1.2890469349713385e-06,1.0842451469983416e-07
1889,1.4409814355076378e-06,1.0650732296113574e-07
1890,1.4858793662142489e-06,1.4616281429624678e-07
1891,1.33476167718527e-06,1.357708923066525e-07
1892,1.2913135520875585e-06,9.21471317028022e-08
1893,1.189806098977897e-06,9.483961438405686e-08
1894,1.352940472543196e-06,1.291815561188514e-07
1895,1.3866887798030803e-06,1.2037229168981867e-07
1896,1.2425040125663145e-06,8.727602818225932e-08
1897,1.2597354555055063e-06,6.758987414201556e-08
1898,1.2471014656512125e-06,1.358005210505553e-07
1899,1.2414940897542692e-06,9.39688327150634e-08
1900,1.397950569526074e-06,7.786579558910489e-08
1901,1.2233749089318735e-06,9.27730683386585e-08
1902,1.1367307166665341e-06,6.923500306399433e-08
1903,1.3586954139555019e-06,9.396383227056049e-08
1904,1.3474185749373646e-06,8.223176717336855e-08
1905,1.2814164733754296e-06,7.999176432349486e-08
1906,1.4228813824956887e-06,6.687439757513403e-08
1907,1.4019391159081351e-06,6.479982483931224e-08
1908,1.429705321243091e-06,7.367083831866239e-08
1909,1.3345386662422243e-06,9.186642468961281e-08
1910,1.5059816291795869e-06,9.940120282436737e-08
1911,1.3322216858568936e-06,8.140172624848674e-08
1912,1.3409050581003612e-06,8.491356240369896e-08
1913,1.2647630285300693e-06,7.37115595228488e-08
1914,1.4096645770678151e-06,8.839701415297441e-08
1915,1.3300479793088016e-06,6.59722654283712e-08
1916,1.453641246484949e-06,4.2851101333951647e-08
1917,1.5572322809020989e-06,5.702540750718299e-08
1918,1.3542437216074177e-06,5.513460621386912e-08
1919,1.3056729102345344e-06,7.55043565447977e-08
1920,1.3031811079144973e-06,7.04217542057961e-08
1921,1.2517751599716576e-06,5.1494683295238985e-08
1922,1.2586757947019578e-06,8.632184211876393e-08
1923,1.3206239515284324e-06,9.342034523740494e-08
1924,1.3007649499741092e-06,6.187979861849158e-08
1925,1.2757886338476965e-06,7.698724235893906e-08
1926,1.1937514443616237e-06,7.579374250443749e-08
1927,1.1918521778397917e-06,6.578042777150017e-08
1928,1.3299911643116502e-06,5.5987602110008083e-08
1929,1.090645810108981e-06,4.4561626388883724e-08
1930,1.3266051155369496e-06,7.877702445924228e-08
1931,1.1622058337934504e-06,7.41348165078648e-08
1932,1.2756900531485371e-06,5.698959038014095e-08
1933,1.2067136481164198e-06,4.358851524166596e-08
1934,1.2329045659953408e-06,8.14747487254408e-08
1935,1.1944347448888948e-06,3.7101681726881e-08
1936,1.1870095022459282e-06,3.031178508194898e-08
1937,1.2100065021058981e-06,3.399601833375954e-08
1938,1.3769058284651692e-06,3.3709559033034964e-08
1939,1.104230449300303e-06,5.505858080567805e-08
1940,1.2374620865784891e-06,3.550096039361961e-08
1941,1.2691460966607337e-06,4.132103725851266e-08
1942,1.2622321037270012e-06,5.461581054078124e-08
1943,1.3587141012294524e-06,4.645176332473966e-08
1944,1.2210107342980336e-06,3.534504600111177e-08
1945,1.3942425454160912e-06,5.010559211982013e-08
1946,1.240370394839374e-06,5.150808579656996e-08
1947,1.2206972428430163e-06,9.298279501912532e-08
1948,1.2807083464849711e-06,5.54466290658695e-08
1949,1.2222175342913033e-06,5.792034896145992e-08
1950,1.3613262552780725e-06,6.274863384447826e-08
1951,1.2537809084278706e-06,1.0874630174129152e-07
1952,1.2432324183464516e-06,4.428817490520487e-08
1953,1.2023591438037329e-06,4.8482223569124017e-08
1954,1.482493729554335e-06,6.645324290843746e-08
1955,1.2745654913715043e-06,1.9709776921672528e-08
1956,1.1991569692781923e-06,6.889702142132137e-08
1957,1.2218856966228486e-06,4.682569842984208e-08
1958,1.0853183596282179e-06,3.391619873838181e-08
1959,1.059527221514145e-06,4.1854040233602063e-08
1960,1.142629571404541e-06,5.121416735143214e-08
1961,1.111010647036892e-06,5.280601200752244e-08
1962,1.2278027270440361e-06,4.058852098864918e-08
1963,1.0604327513874523e-06,5.1728426875286004e-08
1964,1.2739829173824546e-06,6.814044750669268e-08
1965,1.2268321398778426e-06,6.457011281213454e-08
1966,1.1166774527282541e-06,5.095948862887667e-08
1967,1.2454027427111214e-06,6.803863383808562e-08
1968,1.1125237051601289e-06,6.602381441567218e-08
1969,1.1358936546912446e-06,6.948889197389008e-08
1970,1.0209169687414033e-06,5.6104444645654894e-08
1971,1.0929371256906961e-06,6.628532478458737e-08
1972,1.0891301940318954e-06,6.617889436455471e-08
1973,9.648106384929633e-07,3.969506567891301e-08
1974,9.48471353012792e-07,4.050411478440097e-08
1975,9.024138734048393e-07,4.0551511037989485e-08
1976,9.792985196099835e-07,4.1137395268009413e-08
1977,9.438111874260358e-07,3.467301401549605e-08
1978,1.215444939361987e-06,5.1089084518451955e-08
1979,8.502917268060628e-07,5.0326970590930387e-08
1980,8.425393076549881e-07,5.742002162634208e-08
1981,8.04609882720797e-07,4.617651239158249e-08
1982,1.1694934300976456e-06,2.855451031180678e-08
1983,8.39937030150395e-07,3.8523428003145455e-08
1984,9.504574620677886e-07,3.653375202361531e-08
1985,7.80217888518564e-07,2.6468455871508922e-08
1986,8.76993240694901e-07,3.77652594751865e-08
1987,1.0388388460569331e-06,4.827545296848257e-08
1988,9.846341697539174e-07,3.537966675182247e-08
1989,8.523053764974975e-07,4.116091467665228e-08
1990,6.89799193764884e-07,5.121731977419941e-08
1991,7.150987784143581e-07,3.341035181847474e-08
1992,9.218136796107501e-07,4.022259347813417e-08
1993,7.45577338534531e-07,5.206854947203965e-08
1994,7.722492512129975e-07,3.27045457382269e-08
1995,7.548051712547021e-07,3.849940100053573e-08
1996,7.056957684881127e-07,3.843426421568097e-08
1997,6.803955017176122e-07,3.5961710054266405e-08
1998,6.985309539686568e-07,3.766822231909828e-08
1999,6.992407577399717e-07,5.758453358595261e-08
2000,6.62704742637743e-07,4.241310191943626e-08
2001,6.006641513067734e-07,3.1982845705158525e-08
2002,6.856611634020737e-07,3.548789484497661e-08
2003,6.146211291024883e-07,5.792022950146247e-08
2004,6.254803821548194e-07,3.303593532066884e-08
2005,6.269219738896936e-07,4.4136744925538096e-08
2006,6.506265890493523e-07,4.9002888857785365e-08
2007,6.179459504096485e-07,3.754810729006408e-08
2008,6.096653635268012e-07,3.448526281202291e-08
2009,6.24633230472682e-07,4.482100912639453e-08
2010,5.791370085717062e-07,3.212179322531483e-08
2011,5.892740873036928e-07,6.156594700712503e-08
2012,6.039144224700976e-07,6.502122662510601e-08
2013,5.422059032866855e-07,6.638117788781983e-08
2014,5.29234789325983e-07,8.596817568928827e-08
2015,5.386278303376457e-07,1.0129749838938551e-07
2016,6.14359478845472e-07,1.0625974145028749e-07
2017,4.807333340295372e-07,4.4526321296700644e-08
2018,4.977067860068018e-07,6.892516157819273e-08
2019,5.112179337629641e-07,8.163160902796562e-08
