year,toutes_DET erreurs_NOUN,toutes_DET terreurs_NOUN
1934,9.585264137967897e-09,0.0
1935,1.196828414151696e-08,0.0
1936,2.9099314513558738e-08,0.0
1937,3.651424407280501e-08,0.0
1938,3.1116513810047763e-08,0.0
1939,5.8117390899781185e-08,0.0
1940,5.0715659227762444e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,1.517105907566929e-08,0.0
1943,0.0,0.0
1944,1.6065930807940276e-08,0.0
1945,2.178504132643866e-08,0.0
1946,1.6705325123211878e-08,0.0
1947,1.5497132244135514e-08,1.1920870957027319e-09
1948,2.174377655705939e-08,2.174377566888097e-09
1949,1.570721330779179e-08,0.0
1950,2.2334259330847317e-08,0.0
1951,1.9190523947720806e-08,0.0
1952,1.7926166662185494e-08,0.0
1953,1.1851210235391818e-08,0.0
1954,3.2249368731029904e-08,0.0
1955,1.9709776921672528e-08,0.0
1956,1.1337483840634377e-08,0.0
1957,1.8553580005686854e-08,0.0
1958,9.926692190465047e-09,0.0
1959,1.3951345856355601e-08,0.0
1960,1.9378333604436193e-08,6.920833350854139e-10
1961,1.459113452284555e-08,6.948159270159238e-10
1962,1.5220695814832652e-08,0.0
1963,9.69907976156037e-09,0.0
1964,2.007709548612624e-08,0.0
1965,1.3132903931012407e-08,0.0
1966,1.3847686886059307e-08,5.539074754423723e-10
1967,1.6763140209263838e-08,9.860671168482327e-10
1968,2.3355362505084187e-08,0.0
1969,1.2716922070943326e-08,0.0
1970,2.437324334025881e-08,0.0
1971,1.3873673099240591e-08,1.0276794970565106e-09
1972,2.1546616491008308e-08,0.0
1973,8.269805784610895e-09,5.513203782392395e-10
1974,1.350137179834121e-08,0.0
1975,1.5420996035686585e-08,0.0
1976,3.1995749938396045e-08,0.0
1977,3.2322301279918975e-08,0.0
1978,1.4257419245211622e-08,0.0
1979,1.2874341481783347e-08,1.7555920051037788e-09
1980,1.137030125608618e-08,0.0
1981,8.223214220670627e-09,1.2651099057237047e-09
1982,1.8001756418861703e-08,1.2415004579935385e-09
1983,9.47297351672205e-09,0.0
1984,1.2757819078945687e-08,0.0
1985,1.4437339546091721e-08,6.015558051686298e-10
1986,9.591176797218992e-09,0.0
1987,1.1610552186347434e-08,0.0
1988,1.0194141308872418e-08,5.996553809062277e-10
1989,9.878620144121442e-09,0.0
1990,1.743568234235937e-08,5.44865097484859e-10
1991,1.4653663171770859e-08,0.0
1992,1.8182815753053916e-08,0.0
1993,1.772546420752974e-08,0.0
1994,1.3187316794116555e-08,5.274926606624319e-10
1995,1.2471637056421514e-08,0.0
1996,1.3345230698291743e-08,1.6014276571496566e-09
1997,5.753873155711631e-09,0.0
1998,8.582632382569955e-09,0.0
1999,1.0968482566653392e-08,9.140402323914998e-10
2000,7.068850393920911e-09,4.4180314962005696e-10
2001,1.4896120420493375e-08,0.0
2002,1.0514931592098264e-08,1.3143663935011318e-09
2003,5.833692029444393e-09,0.0
2004,6.607187019724847e-09,0.0
2005,6.30524943368016e-09,0.0
2006,4.941467846020231e-09,4.1178899179428186e-10
2007,6.790615098006825e-09,1.1983438685803094e-09
2008,4.257439817356712e-09,0.0
2009,8.105927484791664e-09,4.76819250749827e-10
2010,1.1337103700270745e-08,4.723793023408973e-10
2011,4.971163591882544e-09,3.82397197240536e-10
2012,6.468080099297779e-09,0.0
2013,5.8571623662295735e-09,0.0
2014,8.878324964101125e-09,8.661780737106994e-10
2015,8.422986225165019e-09,1.329945265027277e-09
2016,7.249690292532307e-09,1.2428040818690533e-09
2017,6.289028409156572e-09,0.0
2018,9.55142714920143e-09,0.0
2019,6.63256816135771e-09,5.1019755087367e-10
