year,aurais_VERB en_PRON,aurais_VERB tant_ADV
1996,0.0,1.4412848692302305e-08
1997,0.0,1.2466725429760572e-08
1998,0.0,5.72175506974304e-09
1999,0.0,1.4624643718263997e-08
2000,0.0,1.9439339027371716e-08
2001,0.0,1.4896119893137438e-08
2002,0.0,1.752488643091965e-08
2003,0.0,1.91678459771083e-08
2004,4.404791253964646e-10,1.8940601975714344e-08
2005,0.0,1.261049931144953e-08
2006,4.1178899179428186e-10,2.594270576139479e-08
2007,0.0,9.586750948642475e-09
2008,8.514879357157668e-10,1.7455501932772677e-08
2009,4.76819250749827e-10,2.2887324035991696e-08
2010,9.447586046817946e-10,1.9839930587295385e-08
2011,0.0,1.414869643667771e-08
2012,0.0,2.246806829475645e-08
2013,0.0,2.398647502843687e-08
2014,0.0,2.4902620410216514e-08
2015,0.0,2.438232904466986e-08
2016,0.0,2.7755955755992545e-08
2017,0.0,1.7860839918171223e-08
2018,0.0,1.858655984676716e-08
2019,0.0,2.1683396411731337e-08
