year,ces_DET airs_NOUN,ces_DET terres_NOUN
1854,5.268403597824545e-07,2.0502092183960485e-06
1855,3.5184992697168127e-07,2.3615870077264844e-06
1856,4.498977546063543e-07,2.5275036819039087e-06
1857,4.266438917710502e-07,2.2196222602133275e-06
1858,3.4402541970735e-07,2.3939862785482546e-06
1859,5.356966497060967e-07,2.0185375433356967e-06
1860,3.712096017238764e-07,1.8894614726150394e-06
1861,4.456585642742539e-07,1.9505225594684816e-06
1862,3.194216411372963e-07,2.076918249827031e-06
1863,3.041724134789092e-07,2.2985244072515343e-06
1864,3.490561972796513e-07,2.1513943977424788e-06
1865,4.2079188133925527e-07,2.151969312080837e-06
1866,3.649209681100274e-07,2.0051191143011238e-06
1867,3.3532926302370925e-07,2.1595010935016035e-06
1868,3.665386465456777e-07,2.2249193420975644e-06
1869,4.2193605054308136e-07,1.9690348693757187e-06
1870,2.712205091626174e-07,2.1525619615658798e-06
1871,2.655294260023311e-07,2.236819881318297e-06
1872,3.319989190231354e-07,2.1770420914890565e-06
1873,3.3162464418978743e-07,2.202251039307157e-06
1874,3.0231522352153206e-07,1.9793879744156584e-06
1875,2.4888642258247273e-07,1.8612128371842118e-06
1876,2.6844305978102057e-07,1.9407707441132516e-06
1877,3.117147393538744e-07,2.1189179904013145e-06
1878,3.907290277993525e-07,2.114284939125355e-06
1879,3.097427843101741e-07,2.4693893294625013e-06
1880,2.5350492194320395e-07,2.177575268547116e-06
1881,3.249188438303463e-07,2.432010688835362e-06
1882,2.622221639825284e-07,2.3999319864742574e-06
1883,2.4076681448548243e-07,2.6945660351884726e-06
1884,3.129204415586173e-07,2.591166150978097e-06
1885,2.391330813367176e-07,2.3300972031847778e-06
1886,3.175104374975035e-07,2.259357671619e-06
1887,2.872726856395502e-07,2.5162476049445104e-06
1888,2.460158547989977e-07,2.547659022411608e-06
1889,3.0887123614320444e-07,2.7742024713006685e-06
1890,2.5758738786407775e-07,2.7154821964359144e-06
1891,2.2373512464923806e-07,2.336151567305933e-06
1892,2.3506920854288182e-07,2.5249568125218502e-06
1893,1.9460596156761767e-07,3.0459528090887034e-06
1894,2.350474090917487e-07,2.848926015985853e-06
1895,2.4194829784107696e-07,2.710182002374495e-06
1896,2.1642096648122333e-07,2.3664776165333024e-06
1897,2.1966709518039806e-07,2.367976321693277e-06
1898,2.2633420115880654e-07,2.683757656996022e-06
1899,2.5150482407809704e-07,2.8140902088580333e-06
1900,2.3515470104484848e-07,2.6048704739878303e-06
1901,2.1851968501351848e-07,2.6026756927421957e-06
1902,1.9935752160193942e-07,2.1585607754559533e-06
1903,2.694710055095584e-07,2.3469357586236583e-06
1904,1.9348650681649815e-07,2.2132707044875133e-06
1905,1.9610884827159225e-07,2.180420608510758e-06
1906,1.8879157437368121e-07,2.7413360044192814e-06
1907,2.000566077242638e-07,2.4418220618827036e-06
1908,2.681618447297751e-07,2.437522368836653e-06
1909,2.2884090888908304e-07,2.4561892075780634e-06
1910,2.933938674232195e-07,1.9971091091974813e-06
1911,2.0270625533669318e-07,2.710198657496221e-06
1912,2.9745795515623286e-07,2.284852172351748e-06
1913,2.6196769375985696e-07,2.3269518862889527e-06
1914,2.270196119980028e-07,2.402121936029289e-06
1915,1.684648918143239e-07,2.2289202092906635e-06
1916,1.4173825491070602e-07,2.3546130591967085e-06
1917,2.5771097966753587e-07,2.600139254127498e-06
1918,2.63038021586226e-07,2.4178822428666535e-06
1919,2.2282992784283806e-07,2.4759903283211315e-06
1920,2.559414298275442e-07,2.4003974203878897e-06
1921,3.612200565328294e-07,2.087049239207772e-06
1922,3.1430005975607855e-07,2.2546970370740382e-06
1923,2.6964508137439225e-07,2.388588285384685e-06
1924,3.0166401998599213e-07,2.1374314087552193e-06
1925,3.1894715490921044e-07,2.142445083563871e-06
1926,3.35498771875109e-07,2.559153386982871e-06
1927,3.7015426102016136e-07,2.3067745473781542e-06
1928,2.685119735446051e-07,2.077254322330191e-06
1929,3.130454260258375e-07,2.24924808378546e-06
1930,3.445182059635954e-07,2.3360013585715933e-06
1931,2.919771411313832e-07,2.2114985540611087e-06
1932,2.1590287069273018e-07,2.092175577672606e-06
1933,2.2253084708268034e-07,2.1163371570764866e-06
1934,2.1447027975796118e-07,2.3064540926043264e-06
1935,2.5492445665520336e-07,2.592330417883204e-06
1936,3.0918022098092024e-07,2.5728645312028675e-06
1937,1.586480848914107e-07,2.3495025516240275e-06
1938,1.970712553145404e-07,2.108143831947018e-06
1939,1.529405118105842e-07,2.3583426980167133e-06
1940,1.3946805843545462e-07,2.4952103956366045e-06
1941,3.5418031529843574e-07,2.5825648606314644e-06
1942,1.8205270713167465e-07,2.7611326345322595e-06
1943,1.9451676003257035e-07,2.4619433816042147e-06
1944,2.7954719428180397e-07,2.5062851989332557e-06
1945,2.091363882072983e-07,2.010759217796476e-06
1946,2.0324812055605435e-07,2.164731625953209e-06
1947,1.8954184177744082e-07,2.1409884425338532e-06
1948,2.58750922910167e-07,1.9960786517003726e-06
1949,2.130290823743053e-07,2.816499602431577e-06
1950,1.7441992206101986e-07,2.1238816998447874e-06
1951,2.1855874088316796e-07,2.068311999892103e-06
1952,1.6660790080891275e-07,2.3947250724631886e-06
1953,1.853098279269716e-07,2.203247703391753e-06
1954,2.277000969996834e-07,2.282864471681023e-06
1955,2.017905682549781e-07,2.0882977196379215e-06
1956,2.2936601773437815e-07,2.427093590995355e-06
1957,1.899533081939353e-07,2.158399723839466e-06
1958,1.7537156615787808e-07,2.2028984005828534e-06
1959,1.8524288059040828e-07,2.2322152801734774e-06
1960,2.159299992143815e-07,2.0513350307282963e-06
1961,1.9732772749136984e-07,2.1977027699904284e-06
1962,1.953322588121864e-07,2.2019271739281976e-06
1963,2.3342452060148844e-07,2.3620491731435322e-06
1964,1.898198114247407e-07,2.2376836028570324e-06
1965,1.931631334883832e-07,2.149965851572233e-06
1966,1.9275980278621319e-07,2.136975012945186e-06
1967,2.760987953820404e-07,2.0036883938701067e-06
1968,3.265259405083043e-07,1.9735280858412807e-06
1969,1.7349514536135757e-07,1.9420556327531813e-06
1970,1.9590568989258372e-07,2.0363154078495427e-06
1971,2.3585244868229438e-07,1.7938145759899271e-06
1972,3.539801411989174e-07,1.7683616135855118e-06
1973,1.6429347304836028e-07,2.194806413058359e-06
1974,1.4176440465973883e-07,2.1973482944304124e-06
1975,1.2565256346519504e-07,1.967604930541711e-06
1976,1.142705370327235e-07,1.8751794925719878e-06
1977,1.3575366342166717e-07,2.1420869700250478e-06
1978,1.841583285866477e-07,2.124949475046378e-06
1979,1.4805492387637287e-07,1.9007209033361505e-06
1980,1.4553986193988067e-07,2.280882370087056e-06
1981,1.3030631418331495e-07,2.0254409918152305e-06
1982,1.502215489779246e-07,2.0931698117010455e-06
1983,1.591459621863578e-07,2.131419122974876e-06
1984,2.1456332177649529e-07,2.206522708547709e-06
1985,1.3715471602893103e-07,1.9442283871740074e-06
1986,1.492626822141574e-07,2.0255366024457544e-06
1987,1.796580146873339e-07,2.1925610838025023e-06
1988,1.3192418135687944e-07,1.9788627554362392e-06
1989,1.388494963450171e-07,2.0959139135356963e-06
1990,1.422097835046543e-07,1.834560748648073e-06
1991,1.9460065026066786e-07,1.9424895754127647e-06
1992,1.3885059324536542e-07,2.1251854747106336e-06
1993,1.5066644287742292e-07,1.9132422153234074e-06
1994,1.329281484885314e-07,2.085706000798382e-06
1995,1.5887781223966613e-07,2.153255124426323e-06
1996,1.564061022918395e-07,1.9494712688583604e-06
1997,1.3138010679369927e-07,1.7784263519615706e-06
1998,1.320771794155462e-07,2.0240707954144455e-06
1999,1.5584385515410304e-07,1.975240962792668e-06
2000,1.586073281600875e-07,1.976627331146119e-06
2001,1.349413158990842e-07,1.972859635657187e-06
2002,1.5991459179076628e-07,1.9321187352261404e-06
2003,1.6084323029019743e-07,2.1905514699938067e-06
2004,1.6870350627584685e-07,2.0107872558128292e-06
2005,1.4186810837202302e-07,1.9104905817357576e-06
2006,1.8365789244967345e-07,1.880228509776316e-06
2007,1.633742110485059e-07,1.934126956371074e-06
2008,1.8775308419094472e-07,2.029095696798322e-06
2009,1.7165492316451036e-07,2.010746754876891e-06
2010,1.620261036450188e-07,2.0671317741971507e-06
2011,1.5181169388256421e-07,1.8913365806838556e-06
2012,1.9846793719580091e-07,2.0629771313451783e-06
2013,1.676264123062765e-07,1.911666259957201e-06
2014,2.7154682591401524e-07,1.9896109790806804e-06
2015,2.4138505594351045e-07,1.8370976562209762e-06
2016,2.479394041188243e-07,1.9331816218937092e-06
2017,1.5395541641538557e-07,1.8771492307223525e-06
2018,2.1632690661022025e-07,1.9167390092889036e-06
2019,2.522926862980057e-07,1.863496606802073e-06
