year,grosses_ADJ humeurs_NOUN,grosses_ADJ tumeurs_NOUN
1891,6.374220040683554e-10,7.64906431527379e-08
1892,0.0,9.026658176480851e-08
1893,0.0,1.1269901989408027e-07
1894,0.0,8.822154740073529e-08
1895,1.3240951446391591e-08,9.509410858754563e-08
1896,2.948514543632541e-09,8.255840810988957e-08
1897,3.4960281336537946e-09,1.2061296672527533e-07
1898,0.0,7.751945929612702e-08
1899,1.6582735185011188e-09,1.2381775604808354e-07
1900,0.0,6.125442553184257e-08
1901,0.0,6.4829372092845e-08
1902,4.910283846193408e-10,7.954659508868644e-08
1903,0.0,8.046328048294527e-08
1904,0.0,8.706892629106733e-08
1905,5.160759042333041e-10,8.102392001774206e-08
1906,0.0,1.0854229515189218e-07
1907,0.0,7.817121883135769e-08
1908,0.0,7.17062818011982e-08
1909,0.0,1.1387035669940815e-07
1910,5.344150677544235e-10,8.01622590529405e-08
1911,7.448523575703803e-09,5.533189195716659e-08
1912,0.0,9.064392969548862e-08
1913,1.060597942803554e-09,8.37872349279678e-08
1914,2.678697486047099e-09,9.509376042160511e-08
1915,0.0,2.238344798399794e-08
1916,3.2962386153911893e-09,1.7579939282086343e-08
1917,3.289927441585405e-09,3.070598708632133e-08
1918,0.0,4.135095466040184e-08
1919,0.0,7.182121919413476e-08
1920,0.0,5.7548959375708364e-08
1921,0.0,9.011569090944249e-08
1922,0.0,9.00108148016443e-08
1923,0.0,4.352538596208433e-08
1924,1.289162443462999e-09,5.672314884463958e-08
1925,1.0998177923937646e-09,7.808706214973427e-08
1926,1.1146138456652466e-09,4.124071395494866e-08
1927,0.0,6.801027296887696e-08
1928,0.0,4.227635130860108e-08
1929,0.0,4.4561623724348465e-08
1930,0.0,7.247486166761519e-08
1931,0.0,6.272946251328904e-08
1932,0.0,6.685317543997371e-08
1933,0.0,2.6382522833046096e-08
1934,0.0,3.9539216345474415e-08
1935,0.0,5.146362269670135e-08
1936,0.0,7.274828561776303e-08
1937,0.0,4.0291578073947676e-08
1938,0.0,7.260520362706302e-08
1939,3.058810094103137e-09,4.5882153187903896e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,3.034211815133858e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,8.714016175304096e-09
1946,0.0,4.037120149291695e-08
1947,0.0,1.6689218895749036e-08
1948,0.0,2.5005341797168512e-08
1949,0.0,4.22131343214005e-08
1950,0.0,2.7651939404904624e-08
1951,0.0,2.7719645245838365e-08
1952,0.0,3.374337254058446e-08
1953,0.0,1.1851209791302608e-08
1954,2.9317608341017376e-09,2.247683283940205e-08
1955,0.0,2.7218263198847126e-08
1956,0.0,2.2674967681268754e-08
1957,0.0,2.03205861026845e-08
1958,0.0,2.2335056470978998e-08
1959,0.0,1.8601795659378695e-08
1960,0.0,1.9378333604436193e-08
1961,6.948159270159238e-10,1.389631876236308e-08
1962,0.0,1.5220695814832652e-08
1963,0.0,1.0992290633282664e-08
1964,5.475571551727398e-09,1.2167936880302932e-08
1965,1.6416130677043839e-09,1.3132904541635071e-08
1966,2.215629901769489e-09,2.3818021332999706e-08
1967,0.0,1.5777073869571723e-08
1968,1.3474247273492779e-09,8.533690198930799e-09
1969,0.0,9.083515273289322e-09
1970,0.0,9.657322941336588e-09
1971,0.0,1.2332153964678128e-08
1972,0.0,8.721249500354133e-09
1973,0.0,9.923766697284009e-09
1974,1.1251143350321513e-09,1.1813700240281833e-08
1975,5.711480177694739e-10,1.0851811893530794e-08
1976,0.0,6.8562320265641574e-09
1977,0.0,1.5867311020656416e-08
1978,1.7227714366185864e-08,1.1881182260253809e-08
1979,0.0,1.2289143924704149e-08
1980,5.685150683554241e-10,5.6851505725319385e-09
1981,0.0,1.138598904049104e-08
1982,0.0,6.828252629986764e-09
1983,0.0,7.57837881337764e-09
1984,5.799008495621649e-10,1.1598016769198694e-08
1985,2.4062232206745193e-09,9.02333674446254e-09
1986,7.792831269171074e-09,1.558566253834215e-08
1987,0.0,1.711028652096047e-08
1988,0.0,4.797243047249822e-09
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,1.089730194969718e-09,3.814055737905164e-09
1991,1.1722930404189924e-09,9.37834432335194e-09
1992,0.0,8.264915862810085e-09
1993,0.0,4.985286850001103e-09
1994,5.274926606624319e-10,5.802419433820205e-09
1995,2.1689803286761844e-09,7.0491861237087505e-09
1996,3.2028553142993132e-09,3.2028553142993132e-09
1997,3.3564262480467733e-09,1.917957792585412e-09
1998,0.0,8.582632382569955e-09
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,0.0,4.418031274155965e-09
2001,8.762423564512289e-10,9.638665865452367e-09
2002,3.504977197366088e-09,5.257465574004527e-09
2003,1.6667691671301554e-09,7.500461585152607e-09
2004,0.0,9.250062049659391e-09
2005,4.5037495954858286e-10,7.205999352777326e-09
2006,0.0,4.117890028965121e-09
2007,1.1983438685803094e-09,9.18730247434496e-09
2008,0.0,8.940623352771127e-09
2009,9.53638501499654e-10,2.384096253749135e-09
2010,0.0,8.97520635589899e-09
2011,0.0,9.177532511728259e-09
2012,0.0,1.2255309655984092e-08
2013,5.578250084070646e-10,7.530637446961919e-09
2014,4.330890368553497e-10,9.311413862178597e-09
2015,0.0,7.75801378694041e-09
2016,4.1426800878596737e-10,6.214019965256057e-09
2017,7.54683426862357e-10,8.301517695485927e-09
2018,5.162933414126769e-10,8.002547069452248e-09
2019,0.0,7.397864543179367e-09
