year,nos_DET erreurs_NOUN,nos_DET terreurs_NOUN
1800,1.3614232496905743e-06,6.288328968651058e-09
1801,1.085819247181874e-06,4.7623650800687756e-08
1802,6.982061506732862e-07,7.384872446891677e-08
1803,8.444968671028619e-07,9.751696339321825e-09
1804,1.2013195131999055e-06,3.460591457837836e-08
1805,1.2309660029075076e-06,2.55858996212055e-08
1806,8.645007483210065e-07,2.881669125542885e-09
1807,7.202796510341614e-07,1.9928686256776018e-08
1808,5.16664873995154e-07,6.118399653587403e-08
1809,3.840351858741542e-07,5.1957702140725814e-08
1810,7.722418331468361e-07,3.510190182964834e-08
1811,4.186818194362729e-07,4.262030373070047e-08
1812,4.66761438389085e-07,1.600324850414836e-08
1813,5.981542585686839e-07,1.7254450312975678e-08
1814,9.565898295704756e-07,0.0
1815,9.00872652032092e-07,1.6183340889597275e-08
1816,8.667838429232688e-07,3.0128852301913867e-08
1817,7.114911593220086e-07,4.514932749888345e-08
1818,1.1134379409583062e-06,2.2650237241350624e-08
1819,6.210630090208724e-07,1.8631890696951814e-08
1820,8.437068350630739e-07,2.7292905713238724e-08
1821,1.0610961886925452e-06,4.043210288795507e-08
1822,8.020492430205195e-07,3.0076847679083585e-08
1823,5.751723897162719e-07,2.075364236020505e-08
1824,5.86109416111924e-07,4.463189640091514e-08
1825,7.77520647865515e-07,9.68598712347557e-09
1826,8.279505454567015e-07,2.554315514657901e-08
1827,6.608784577366578e-07,2.949527377893446e-08
1828,5.540070109333328e-07,3.66892045633449e-08
1829,5.855479230376659e-07,4.372319750700626e-08
1830,6.376906416249994e-07,6.366470017837855e-08
1831,4.78650029833716e-07,9.666548095310645e-08
1832,4.6001894515868e-07,6.3590853471851e-08
1833,7.239767541022957e-07,9.151066393542351e-08
1834,5.731401806485792e-07,4.947301235347368e-08
1835,5.695005498296268e-07,4.159698363537245e-08
1836,4.5297854089909606e-07,4.973355061110851e-08
1837,6.192522938874845e-07,1.7394727436226276e-08
1838,5.056041807449674e-07,4.797243136067664e-08
1839,3.3698909973622904e-07,2.516931019158619e-08
1840,5.388756347812773e-07,2.2293909995863004e-08
1841,5.046550874965305e-07,3.017657945747487e-08
1842,7.224801592542462e-07,2.0124794275488966e-08
1843,5.511147973535913e-07,2.8943865137964764e-08
1844,5.356835988123976e-07,3.8968784865645034e-08
1845,5.234253999120142e-07,1.7298706300739042e-08
1846,4.900217493997161e-07,1.8734404250153602e-08
1847,5.042664241727834e-07,1.6179670936367074e-08
1848,3.3548574918107477e-07,1.769948809737798e-08
1849,4.0640161902416594e-07,7.0387088157986e-08
1850,4.664040362811761e-07,4.277067588986938e-08
1851,3.2956631135228065e-07,1.805842941848823e-08
1852,5.846469539605437e-07,1.9531635864211694e-08
1853,4.13854879255382e-07,2.508211416341055e-08
1854,4.0682053414897723e-07,3.4810952342922974e-08
1855,4.723173923082413e-07,1.751289246954002e-08
1856,5.068468302837914e-07,4.504154560436291e-08
1857,5.047480220454759e-07,1.7085282522089074e-08
1858,5.294957339252448e-07,3.621320299185271e-08
1859,4.384361282916416e-07,4.7866429930820686e-08
1860,3.886029134037017e-07,1.2816114836056158e-08
1861,5.135684384427464e-07,2.971057178058345e-08
1862,4.816173495569842e-07,3.252950264709398e-08
1863,4.450207073958268e-07,1.7980635647063536e-08
1864,4.3248446779386995e-07,3.0206784629172034e-08
1865,4.617414273155873e-07,3.859612363044107e-08
1866,4.281739283129582e-07,5.400830360713371e-08
1867,3.828868138100461e-07,2.8631587767335986e-08
1868,4.307570105055447e-07,4.00129813726835e-08
1869,5.166763017427911e-07,4.199826619810665e-08
1870,5.871665713641505e-07,1.7202147262196377e-08
1871,6.616993317720699e-07,3.9298356568906456e-08
1872,4.29361085796387e-07,4.4750310013164096e-08
1873,4.130343214114873e-07,4.3697831131339626e-08
1874,3.3039589641958855e-07,2.8080663128093875e-08
1875,3.043852441209083e-07,2.9751940910927033e-08
1876,3.633655030199634e-07,3.023007266733657e-08
1877,2.6409164277652053e-07,1.7317484335421796e-08
1878,2.9108408350353443e-07,3.0799352401800206e-08
1879,3.6167206296511267e-07,1.0996785593242464e-08
1880,2.8045986955049784e-07,2.4387816210946767e-08
1881,2.2660649279249157e-07,1.4642266066289267e-08
1882,2.1630001967309909e-07,1.7969540078155433e-08
1883,2.306558677389603e-07,2.5277355319985872e-08
1884,2.2643819885814764e-07,2.6406787867472303e-08
1885,2.3913308355716367e-07,3.996294140051759e-08
1886,2.755629102679791e-07,5.291840365906353e-08
1887,2.1153715401567297e-07,1.6322312390570914e-08
1888,2.2318963655010293e-07,2.4094335415725254e-08
1889,1.8294198600443679e-07,2.0048437576747347e-08
1890,2.379242225458711e-07,1.900772012009e-08
1891,2.3010934091516333e-07,1.8485238229004608e-08
1892,2.6578492429152334e-07,2.3193495124473884e-08
1893,2.001485350788812e-07,1.2316832942449452e-08
1894,2.161428040992064e-07,1.1342770278588432e-08
1895,1.9680868845739496e-07,2.888934957923084e-08
1896,2.2467680382831645e-07,2.1229304536518612e-08
1897,1.7363606241715956e-07,1.4566784223291052e-08
1898,2.0256910882032741e-07,1.527755810748488e-08
1899,2.3602759213758873e-07,1.2713430308508578e-08
1900,2.278872308636437e-07,1.2977633190303095e-08
1901,1.3915959251598053e-07,1.676621685930968e-08
1902,1.4829056960152798e-07,8.347482705062248e-09
1903,2.0682843882013913e-07,2.2680925582108102e-08
1904,1.9241157911409346e-07,2.3110887426014415e-08
1905,2.1778402903294136e-07,1.2385822145688508e-08
1906,1.9084924218759625e-07,1.4918134283448126e-08
1907,1.6251384360455035e-07,1.7485666914396347e-08
1908,2.2150364120676613e-07,1.964555629285769e-08
1909,2.3104131319229282e-07,2.0903737407707013e-08
1910,2.2605757443727725e-07,1.4429207162436342e-08
1911,2.0270625356033634e-07,1.3832972878269345e-08
1912,2.453637328869718e-07,1.0939784189645252e-08
1913,2.3704364138232847e-07,2.1742257771961704e-08
1914,1.995629679285571e-07,2.276892807628883e-08
1915,3.357517242008612e-07,3.534228465440492e-09
1916,3.505000272241432e-07,1.7579939282086343e-08
1917,4.934890966978855e-07,3.070598708632133e-08
1918,4.020231649803918e-07,1.378365155346728e-08
1919,3.7199707136892357e-07,1.1970203106503874e-08
1920,3.362070968293551e-07,1.8173356597372958e-08
1921,2.582306741771845e-07,2.4232791773215467e-08
1922,3.283181237989652e-07,1.8444838545406128e-08
1923,3.3334076654512046e-07,2.441668023323018e-08
1924,2.6943495923248406e-07,1.2891624434629989e-08
1925,2.69455370016658e-07,1.5397448649423495e-08
1926,2.2961045864633434e-07,2.0063049888108253e-08
1927,1.9957112540325284e-07,2.1183527820767267e-08
1928,2.399468725933218e-07,1.2568645679778001e-08
1929,2.3729065468103272e-07,1.7824650200282122e-08
1930,2.625900972219597e-07,2.6259009189288918e-08
1931,2.1556124707444724e-07,3.4216069977333063e-09
1932,2.7727628459928155e-07,7.6716757391182e-09
1933,2.351485743901094e-07,1.1470662641954732e-08
1934,2.084794967771586e-07,3.5944740517379614e-09
1935,2.752705450248527e-07,1.196828414151696e-08
1936,2.146074473685644e-07,1.091224355320719e-08
1937,2.87077493332788e-07,1.3850230184964119e-08
1938,2.64490386481242e-07,1.1668692678767911e-08
1939,2.859987464631786e-07,1.070583532936098e-08
1940,2.5611406773151657e-07,5.0715658339584024e-09
1941,3.807438435643462e-07,2.9515025978810172e-09
1942,3.3376330144108124e-07,1.2136847082899749e-08
1943,4.325820559536453e-07,2.9032351855917682e-08
1944,3.598768465451485e-07,1.2852744646352221e-08
1945,4.6837836542579225e-07,2.178504132643866e-08
1946,2.658930950971694e-07,9.744772988540262e-09
1947,3.5643403384355565e-07,1.6689218895749036e-08
1948,3.283310086032998e-07,2.174377655705939e-08
1949,3.082540627197261e-07,1.5707213085747185e-08
1950,2.89281821608256e-07,1.1698897184331258e-08
1951,2.7293187621069137e-07,7.462981344019681e-09
1952,2.1827743412750067e-07,1.265376459169687e-08
1953,2.3810158822357153e-07,2.2625037843226892e-08
1954,3.078348935758868e-07,1.9545073115523337e-08
1955,2.6279701792475407e-07,2.3464020060259827e-08
1956,2.895418940163097e-07,1.9186511934776718e-08
1957,2.1557491880486168e-07,2.03205861026845e-08
1958,2.514761892058459e-07,1.737171084759126e-08
1959,2.674008028336061e-07,1.3951345856355601e-08
1960,2.2077458616820422e-07,1.2457500420115508e-08
1961,3.008553033367889e-07,1.737039845295385e-08
1962,3.450024417261943e-07,1.585489073363533e-08
1963,2.2437204805214606e-07,1.9398160300276857e-08
1964,2.6221902782452844e-07,1.764350798794112e-08
1965,2.6813013853654866e-07,2.2982582947861374e-08
1966,2.952326783045578e-07,2.8249282024717104e-08
1967,2.7166149552115826e-07,2.613077793034435e-08
1968,2.9239116772217244e-07,1.2575964214445179e-08
1969,2.634219500308177e-07,1.6350328535530423e-08
1970,2.3499484602673704e-07,1.0117195081704722e-08
1971,2.9802704437642547e-07,2.260894960137705e-08
1972,2.580463811518996e-07,2.513771873990933e-08
1973,1.852436528615442e-07,1.6539611236154883e-08
1974,2.1095893787403952e-07,1.4626486688484874e-08
1975,1.6277719083745978e-07,8.567220266542108e-09
1976,1.925458530394053e-07,1.1998406490576485e-08
1977,2.3742199228848904e-07,1.9981058585472056e-08
1978,2.073266438529231e-07,1.7227714366185864e-08
1979,2.3934570680950173e-07,2.750427441355896e-08
1980,1.785137242471535e-07,1.9329513156751688e-08
1981,2.2012913003521817e-07,2.5934753011824796e-08
1982,1.998815699622014e-07,1.4277255488970297e-08
1983,1.743027162603994e-07,1.705135410645653e-08
1984,2.081844021617485e-07,2.029653001223153e-08
1985,1.9430252429231132e-07,2.2859120152318724e-08
1986,1.9302243581265088e-07,2.5776287104761764e-08
1987,2.3771077461987034e-07,1.9554613928107756e-08
1988,1.7809764996101762e-07,1.7989661205142227e-08
1989,2.047069584953931e-07,1.8110803523541108e-08
1990,1.896130523704187e-07,1.4166492867673242e-08
1991,2.1746036082959108e-07,1.2309077312977479e-08
1992,1.752162229751164e-07,2.6447731338308245e-08
1993,2.176908582285364e-07,1.3848018953765973e-08
1994,1.993922316145813e-07,2.1099706648541883e-08
1995,1.8761679898560146e-07,2.0605312733845693e-08
1996,2.1992939558401758e-07,1.9217132551929694e-08
1997,2.0378301179846403e-07,1.965906726297817e-08
1998,2.3506877688816985e-07,1.2873949239988747e-08
1999,2.2485390260840177e-07,2.6507166239753133e-08
2000,1.6744338715568574e-07,1.8555731395863972e-08
2001,2.0810756140576814e-07,2.0591695987226544e-08
2002,1.8795440226426763e-07,1.9715496235583885e-08
2003,1.912617575428044e-07,2.2501383534212493e-08
2004,2.158347758296486e-07,1.982156075386321e-08
2005,2.2834010948713512e-07,1.4411998816576954e-08
2006,2.623096007070558e-07,2.0589450144825605e-08
2007,2.4566048040242094e-07,1.9972397430345623e-08
2008,2.3458493147998638e-07,2.086145478585877e-08
2009,3.0516431426264035e-07,2.14568656176084e-08
2010,3.0799131911507516e-07,1.8422793623962264e-08
2011,3.1586009718864716e-07,2.256143447065817e-08
2012,3.778720518710088e-07,1.634041379983131e-08
2013,3.71790376707537e-07,2.2034087943101355e-08
2014,3.847996041805857e-07,3.009968790879114e-08
2015,3.987619070500159e-07,3.103205570287315e-08
2016,4.5362347123045765e-07,3.1691503032948987e-08
2017,4.062712353203324e-07,2.264050280587071e-08
2018,4.6130808684097246e-07,2.7879840047706494e-08
2019,4.7677961934056157e-07,2.0918099363775866e-08
