year,aux_ADP erreurs_NOUN,aux_ADP terreurs_NOUN
1800,8.835102054405297e-07,1.9179402821478675e-07
1801,8.881810913408117e-07,8.096020565062645e-08
1802,8.593306120019406e-07,1.8126505096915935e-07
1803,7.645329975769499e-07,1.677291692203653e-07
1804,1.077727041831622e-06,1.1123329102247226e-07
1805,1.0177502742791944e-06,1.0802935435094696e-07
1806,9.912942173784245e-07,3.1698359492793315e-08
1807,6.462588348910003e-07,7.971474502710407e-08
1808,8.950992409495484e-07,6.118399653587403e-08
1809,7.183716985714739e-07,7.680704072754452e-08
1810,1.0858188552731463e-06,1.7550951270095538e-07
1811,9.9530949704274e-07,6.267691787797958e-08
1812,6.641348604397024e-07,1.3069320914382843e-07
1813,9.374917979698694e-07,1.1790540810352468e-07
1814,1.03525677896954e-06,5.664018942752591e-08
1815,9.790921691177346e-07,1.591361922237411e-07
1816,1.230647692196385e-06,8.1116134253989e-08
1817,1.0913682508828515e-06,1.4634609613040084e-07
1818,1.209999457074673e-06,1.680885994836956e-07
1819,1.1386155307491208e-06,1.1386155307491208e-07
1820,1.1474887742224382e-06,2.112233641327066e-07
1821,1.3924421011779486e-06,1.715899031751178e-07
1822,1.070735805797085e-06,1.7143803177077643e-07
1823,1.0100105640731272e-06,1.5021683452687284e-07
1824,8.101110227087815e-07,1.4147469062919527e-07
1825,1.101560943794766e-06,1.5937852126945984e-07
1826,1.011156594898921e-06,1.1626539020426208e-07
1827,1.2397232431737848e-06,1.3549392008371797e-07
1828,9.364919808518835e-07,1.2566052493001578e-07
1829,9.139005889835516e-07,1.0287811136322489e-07
1830,8.933931674448559e-07,1.7220779113813478e-07
1831,1.094502619203297e-06,1.6214854325902195e-07
1832,8.334461010228722e-07,1.1771073626931639e-07
1833,8.154874215904329e-07,1.5058717051097403e-07
1834,8.27039464468271e-07,2.00692412022363e-07
1835,8.009310334955444e-07,1.376482003934143e-07
1836,8.777299616014034e-07,1.4920064683732193e-07
1837,7.660637724171693e-07,1.3776624718797592e-07
1838,8.287868649148322e-07,1.521230992285183e-07
1839,7.208210863751674e-07,9.08891772954945e-08
1840,9.363442057264137e-07,1.1783924092068077e-07
1841,9.65650498230275e-07,1.3033713885945986e-07
1842,8.64695365532242e-07,1.7978150079756006e-07
1843,9.474685525034943e-07,1.6244005895948987e-07
1844,8.666438411353283e-07,1.641079809822088e-07
1845,7.499826129020448e-07,1.8191542494605528e-07
1846,1.0058033028670366e-06,1.797331847797068e-07
1847,1.1379702415936777e-06,1.1703295399456692e-07
1848,8.270488009998189e-07,1.2470093935235127e-07
1849,7.943685575995119e-07,1.566950611486817e-07
1850,9.728631331640258e-07,1.0455053889302235e-07
1851,1.1105933737098894e-06,1.483370937194195e-07
1852,1.0325725607884806e-06,7.747549091163819e-08
1853,9.6148103612137e-07,1.003284566536422e-07
1854,8.505302506733869e-07,1.122263489361508e-07
1855,8.772366939524545e-07,1.533704860889884e-07
1856,9.220574206381116e-07,1.6463461571802895e-07
1857,8.772071957707794e-07,1.0788134829908813e-07
1858,8.280099788038342e-07,1.0815024159560593e-07
1859,9.705682053606779e-07,1.1508311681396322e-07
1860,7.785790003822513e-07,1.5470881561951977e-07
1861,7.611565395748698e-07,1.4525167868484345e-07
1862,7.536000845576041e-07,1.1430505297838067e-07
1863,9.36990860012088e-07,1.338558384134103e-07
1864,8.400363391558585e-07,1.0931979366191058e-07
1865,8.952418215635305e-07,1.1767110974503225e-07
1866,8.821356125565671e-07,1.4888775545784938e-07
1867,8.86608644279363e-07,1.2132029070244243e-07
1868,8.353327132226696e-07,1.0373735648272486e-07
1869,9.591231595607042e-07,1.425987581349375e-07
1870,8.056338431927657e-07,1.3188311731582303e-07
1871,7.849049818986487e-07,8.921788952065413e-08
1872,7.692215566734717e-07,7.861541273523898e-08
1873,7.350813424622515e-07,1.418683058806991e-07
1874,6.506349183865723e-07,1.0873788935938933e-07
1875,7.506643324717288e-07,9.955456903298909e-08
1876,7.527288179431935e-07,9.85500412387097e-08
1877,7.397040207024475e-07,9.710161075204837e-08
1878,7.512626503114461e-07,9.36058763834069e-08
1879,6.243730528154856e-07,1.2096463797295343e-07
1880,6.661724292200688e-07,1.3092406447867688e-07
1881,6.121861408914242e-07,7.600033541388385e-08
1882,6.974843618223758e-07,1.1913139186248145e-07
1883,5.428311951050091e-07,7.393626599849767e-08
1884,5.796290123427639e-07,8.318138267071618e-08
1885,6.587439544958329e-07,8.637152149049143e-08
1886,7.227879557092365e-07,8.002295309728069e-08
1887,5.947850150178624e-07,7.704131299579586e-08
1888,6.315252054633902e-07,8.750048463568305e-08
1889,6.760082644774457e-07,8.457934741468165e-08
1890,6.252884752200316e-07,5.571228511858095e-08
1891,6.667434098162062e-07,6.246735873016718e-08
1892,7.58490024566072e-07,5.578975859066304e-08
1893,6.47249579266429e-07,3.4487133149241345e-08
1894,7.171151992224623e-07,7.246769939683873e-08
1895,7.372803016991725e-07,9.44922504686474e-08
1896,6.463143877866173e-07,6.250850720368462e-08
1897,6.421038465376228e-07,5.360576338375722e-08
1898,7.152160339529701e-07,7.242693977893566e-08
1899,6.599928834560842e-07,5.9145087050183065e-08
1900,6.073532263783932e-07,7.890400566257227e-08
1901,6.460581905010088e-07,6.594711626783933e-08
1902,6.191868200389194e-07,3.92822721018149e-08
1903,7.26869625378157e-07,5.562226945698967e-08
1904,7.07300682023515e-07,5.858341456388416e-08
1905,6.817362834254936e-07,4.69629064525634e-08
1906,6.543402779612961e-07,7.819160341426823e-08
1907,6.78855347047147e-07,3.651418900574299e-08
1908,6.915235886140181e-07,5.746325371092098e-08
1909,7.794893477353071e-07,5.5009834354358134e-08
1910,7.99484963565078e-07,6.840512867256621e-08
1911,7.730503748248907e-07,5.2671705219609066e-08
1912,7.308818110729476e-07,6.407587826995353e-08
1913,7.524942660097622e-07,4.9848102090521706e-08
1914,8.036092662422334e-07,5.1564928327252346e-08
1915,8.493929133379652e-07,2.1205371680821372e-08
1916,7.878010430673044e-07,5.6036057571873243e-08
1917,6.974646198365519e-07,5.15421945124217e-08
1918,5.260760262970621e-07,3.101321777165822e-08
1919,6.99796459002755e-07,4.788081320317161e-08
1920,7.08003682348135e-07,2.2716694303426266e-08
1921,7.943811777266774e-07,4.619375776337975e-08
1922,7.141841500413193e-07,4.426761179843197e-08
1923,7.611634957882529e-07,3.927900849021171e-08
1924,8.237747817219088e-07,4.2542360634278964e-08
1925,7.687726437666242e-07,4.7292164850887275e-08
1926,6.542783470564473e-07,3.343841470382358e-08
1927,6.912519516788507e-07,5.5746124161260013e-08
1928,9.323649372561249e-07,4.341895543102936e-08
1929,7.764863418913137e-07,5.1245868659677285e-08
1930,8.833530777963006e-07,3.886333144187404e-08
1931,7.892506728168769e-07,4.334035441644346e-08
1932,9.403282419384595e-07,3.835837958376942e-08
1933,8.350642062282532e-07,2.2941323951641834e-08
1934,1.0076508871748047e-06,3.1152108448395666e-08
1935,9.167705581347718e-07,2.2739740757060645e-08
1936,1.083949477731494e-06,2.182448710641438e-08
1937,9.17892538865317e-07,2.6441348666139675e-08
1938,1.0449963383507566e-06,4.797129449229942e-08
1939,9.925838213575844e-07,3.8235125288110794e-08
1940,1.1030655144850243e-06,3.803674331059881e-08
1941,9.415293167336358e-07,2.6563522936839945e-08
1942,1.1530004542237293e-06,6.675266206457309e-08
1943,1.0741969740379886e-06,4.3548528338988035e-08
1944,1.0571382578206112e-06,4.177142187700156e-08
1945,8.256530463768286e-07,4.574858536443571e-08
1946,6.918788990617486e-07,4.733175273941015e-08
1947,9.822797402136985e-07,3.099426448827103e-08
1948,8.806229381264075e-07,2.717971980814582e-08
1949,8.805856630544895e-07,3.5341230386620737e-08
1950,9.901521575983452e-07,2.7651939404904624e-08
1951,8.657058501171377e-07,4.371174711081949e-08
1952,8.42529852107532e-07,3.9015773722894664e-08
1953,9.922694985675662e-07,3.0166716347146405e-08
1954,9.635720505940526e-07,2.834035384147171e-08
1955,8.559674569141862e-07,2.440258128899586e-08
1956,8.459507512270648e-07,5.4943193106282706e-08
1957,9.020573497053874e-07,3.180613461495341e-08
1958,9.752975067556235e-07,4.1361218450219894e-08
1959,8.781597529150531e-07,3.100299039715537e-08
1960,9.14242086480499e-07,3.252791813679323e-08
1961,9.004814529589567e-07,4.516303420132317e-08
1962,9.405121623728974e-07,4.7564672922550955e-08
1963,8.890823011142857e-07,3.297687101166957e-08
1964,7.896991043310209e-07,4.745495374436359e-08
1965,7.928990672922964e-07,3.720989499855776e-08
1966,7.765782701341095e-07,4.54204118760515e-08
1967,8.785858156556969e-07,3.894965061590483e-08
1968,7.064996871974927e-07,7.186265260639146e-08
1969,7.534776091944195e-07,4.496340255677467e-08
1970,6.902686173759776e-07,4.644712206514079e-08
1971,7.841194733515522e-07,4.72732573086887e-08
1972,6.56145795474572e-07,4.001514408713547e-08
1973,6.891504593653508e-07,3.142526239230392e-08
1974,6.05874093118075e-07,3.994155983733094e-08
1975,6.288339466919979e-07,2.7415103964756327e-08
1976,6.707680828554885e-07,4.342280307545465e-08
1977,6.358677877571495e-07,3.702372453062708e-08
1978,6.33267062788434e-07,3.920790370148808e-08
1979,6.337686908608475e-07,4.506019379846293e-08
1980,6.100166416445063e-07,4.207011461421217e-08
1981,5.629739345813789e-07,4.5543955384808044e-08
1982,6.468217454980163e-07,3.8486515197000415e-08
1983,5.532216995618455e-07,4.4838744939212916e-08
1984,5.613440476892606e-07,3.24744482971262e-08
1985,5.071115234400736e-07,4.271046094572739e-08
1986,4.393957802051318e-07,2.577628777089558e-08
1987,6.190257257898679e-07,3.238733015109574e-08
1988,5.684732951038995e-07,3.358070083114839e-08
1989,4.714296915064864e-07,4.225854155492925e-08
1990,4.604109973271875e-07,4.140974851907231e-08
1991,4.93535366796749e-07,4.278869525364826e-08
1992,4.964459510148345e-07,3.0855687782604946e-08
1993,4.896659504538547e-07,3.766660877646544e-08
1994,4.58918619994364e-07,3.586950114708998e-08
1995,4.468099517040969e-07,3.253470326480823e-08
1996,4.825635322447397e-07,4.163711819771265e-08
1997,4.286635597594568e-07,4.603098802125061e-08
1998,4.20548995627712e-07,4.3866787202695434e-08
1999,3.9029519172117944e-07,4.204584902467445e-08
2000,4.524064198818678e-07,4.37385101470511e-08
2001,4.4118802122739e-07,3.2859089449388534e-08
2002,4.4381774655377626e-07,4.512658069444342e-08
2003,4.1127529026852017e-07,3.125192354902495e-08
2004,4.5105063328776396e-07,3.259545469647129e-08
2005,4.886568376605283e-07,4.0984119653586504e-08
2006,4.6738049652716995e-07,3.87081655617294e-08
2007,4.3020542950245044e-07,3.0358044966760644e-08
2008,4.001993265667636e-07,3.5336748804848384e-08
2009,4.6489876037725253e-07,3.051643115981051e-08
2010,3.6656633506382263e-07,3.259417269418918e-08
2011,4.030466598248239e-07,3.2886160239442574e-08
2012,3.513188868708994e-07,4.357443472713385e-08
2013,3.4417804317676826e-07,4.657838875710141e-08
2014,3.412741480524062e-07,4.828942901102806e-08
2015,3.2472830824303855e-07,9.930257982571078e-08
2016,3.4798513404155074e-07,6.296873467093178e-08
2017,3.0287959096320094e-07,3.748261012681553e-08
2018,3.0487123137135086e-07,4.336863962395299e-08
2019,3.4208746813035873e-07,8.520298999670217e-08
