year,six_DET airs_NOUN,six_DET terres_NOUN
1948,8.697510045507784e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,9.595261474260042e-09,3.1984206394497505e-09
1952,0.0,0.0
1953,5.386913581872932e-09,0.0
1954,7.818028890937967e-09,6.840775057526116e-09
1955,0.0,0.0
1956,1.744228317335228e-09,0.0
1957,4.417518850718949e-09,0.0
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,2.325224457422337e-09,1.5501495642666896e-09
1960,3.460416619915918e-09,2.076250060767393e-09
1961,2.779263708063695e-09,0.0
1962,1.9025869768540815e-09,0.0
1963,1.1638895403009997e-08,1.2932106496776896e-09
1964,3.650380997477498e-09,2.4335873316516654e-09
1965,7.113656386170675e-09,5.472043373977442e-10
1966,6.646889927353072e-09,1.6617224263271169e-09
1967,5.91640286762285e-09,6.409436092980059e-09
1968,7.63540675130514e-09,4.491415850349512e-09
1969,2.2708788738334817e-09,0.0
1970,7.3579602410944744e-09,2.2993624781975086e-09
1971,7.193756479395574e-09,4.624557625731995e-09
1972,1.898154300405963e-08,5.643161660184859e-09
1973,3.3079223804577396e-09,2.2052815684681093e-09
1974,2.8127858930915295e-09,2.8127858375803783e-09
1975,4.569184142155791e-09,2.2845920710778955e-09
1976,5.713526873840635e-10,1.7140580066410394e-09
1977,7.052138095708926e-09,1.1753563677885381e-09
1978,1.3069301196821925e-08,5.940591241149207e-09
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,3.97960553399912e-09
1981,2.5302198114474095e-09,5.060439622894819e-09
1982,6.207502289967692e-10,0.0
1983,5.052252838311233e-09,0.0
1984,8.698512798943625e-09,4.059305891424003e-09
1985,3.609334831011779e-09,6.015558051686298e-10
1986,7.79283104712647e-09,0.0
1987,3.055408481777988e-09,9.777306964053878e-09
1988,5.996553809062277e-10,0.0
1989,5.488122178931576e-10,1.0976244357863152e-09
1990,1.0897301838674878e-08,2.724325431913144e-09
1991,9.96449056600568e-09,1.1722930404189924e-09
1992,9.366905029395411e-09,2.2039776670368383e-09
1993,4.4313659408601325e-09,4.985286850001103e-09
1994,3.1649559639745917e-09,0.0
1995,4.880205739521415e-09,5.422450821690461e-10
1996,2.135236876199542e-09,1.6014276571496566e-09
1997,1.917957792585412e-09,9.58978896292706e-10
1998,6.198567881199324e-09,2.3840645013706308e-09
1999,7.769342114105626e-09,4.570201106446348e-09
2000,8.836062881378837e-09,1.7672125984802278e-09
2001,2.6287270971092624e-09,8.762423564512289e-10
2002,1.752488598683044e-09,8.76244299341522e-10
2003,4.166923028847691e-09,4.583615265119079e-09
2004,7.928623979580607e-09,8.809582507929292e-10
2005,4.954124666056714e-09,3.1526248278623825e-09
2006,1.194188103958993e-08,4.1178899179428186e-10
2007,3.595031605740928e-09,1.1983438685803094e-09
2008,2.9802077194940324e-09,2.1287198670449925e-09
2009,5.721830786953319e-09,4.76819250749827e-10
2010,1.4171379625338432e-09,1.8895172093635892e-09
2011,1.1471915639660324e-09,7.64794394481072e-10
2012,3.0638274417515987e-09,1.0212758416727752e-09
2013,1.3945625210176615e-09,8.367375126105969e-10
2014,1.0827225782605865e-09,2.1654451842767486e-10
2015,3.54652054945781e-09,8.866301581811342e-10
2016,1.449938086262037e-09,6.214020409345267e-10
2017,3.5218559180094644e-09,5.031222660711876e-10
2018,1.290733298020541e-09,0.0
2019,1.7856913725466939e-09,1.53059265262101e-09
