year,aviez_VERB en_PRON,aviez_VERB tant_ADV
1876,6.04601479992084e-10,4.17175023414984e-08
1877,6.184815992682502e-10,4.638611983409646e-08
1878,6.039088673581716e-10,1.3889904337816006e-08
1879,2.443730107160036e-09,1.588424503040642e-08
1880,6.417846254436199e-10,3.273101611966922e-08
1881,2.091752326904839e-09,5.299105865219644e-08
1882,2.6621540527571597e-09,3.1945848633085916e-08
1883,1.2638677882037541e-09,2.9700892412165558e-08
1884,6.601696966868076e-10,1.7164412113856997e-08
1885,0.0,1.9981470700258797e-08
1886,1.936039106809062e-09,1.2261581083805595e-08
1887,1.9586774424595887e-09,1.5016526688782506e-08
1888,6.340614699951175e-10,1.2047167707862627e-08
1889,0.0,3.257871128425904e-08
1890,6.554386478008212e-10,2.6217545467943637e-08
1891,1.2748440081367107e-09,1.7210394887001712e-08
1892,1.2537024751679837e-09,1.56712811616444e-08
1893,0.0,9.853466487186324e-09
1894,1.8904617871129403e-09,2.5836310868498913e-08
1895,2.4074457982692365e-09,2.1065151400989635e-08
1896,1.7691086373616827e-09,1.2973464080801023e-08
1897,5.826713556089658e-10,2.9133568446582103e-08
1898,1.1316709347397591e-08,2.2067583316243145e-08
1899,0.0,1.4371703827009696e-08
1900,0.0,1.5054054003371675e-08
1901,1.1177477832191585e-09,1.7883964531506535e-08
1902,0.0,1.4730851205513318e-08
1903,2.7001101354784396e-09,7.560307935250421e-09
1904,0.0,1.666133897515465e-08
1905,2.0643036169332163e-09,1.0837593933388234e-08
1906,0.0,1.2860461140462576e-08
1907,1.5428529565042481e-09,1.337139288182243e-08
1908,0.0,2.701263923654551e-08
1909,2.7504918342913243e-09,1.4302557360679202e-08
1910,2.67207544979442e-09,1.1222716089775986e-08
1911,0.0,1.8089272302290738e-08
1912,2.6047106693738442e-09,1.7712032729377825e-08
1913,5.30298971401777e-10,1.9090762748419365e-08
1914,6.696743715117748e-10,1.4063162190325329e-08
1915,1.1780761921542648e-09,1.5314990164938536e-08
1916,0.0,1.4283700444650549e-08
1917,3.289927441585405e-09,7.676496771580332e-09
1918,0.0,1.378365155346728e-08
1919,9.207848372660976e-10,1.1049418269237776e-08
1920,7.572231730534895e-10,1.2872794385998532e-08
1921,3.0290989716519334e-09,1.8931869405491852e-08
1922,0.0,1.2542490601674672e-08
1923,1.0615948120573648e-09,1.5923921736771263e-08
1924,1.289162443462999e-09,2.5783249313349188e-08
1925,2.1996355847875293e-09,1.7597084678300234e-08
1926,1.1146138456652466e-09,3.4553028882555736e-08
1927,0.0,2.3413372574054847e-08
1928,0.0,2.2852082892654835e-08
1929,0.0,1.6710609784809094e-08
1930,0.0,1.575540586884472e-08
1931,0.0,1.0264820993199919e-08
1932,1.0959536611565568e-09,1.0959536389520963e-08
1933,0.0,3.4411986593596566e-09
1934,3.5944740517379614e-09,1.3179738189705859e-08
1935,0.0,4.787313656606784e-09
1936,0.0,2.424942913137329e-09
1937,0.0,1.3850230295986421e-08
1938,0.0,1.4261735792331365e-08
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,7.607348528892999e-09,1.0143131667916805e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,2.4273694165799498e-08
1943,0.0,2.6129116648121453e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,1.089252066321933e-08
1946,0.0,8.352662561605939e-09
1947,1.1920870957027319e-09,2.622591566137089e-08
1948,0.0,7.610321262063735e-09
1949,0.0,1.8652315247891238e-08
1950,0.0,9.571825110299415e-09
1951,1.0661401761424827e-09,1.9190522948520083e-08
1952,0.0,1.1599284199803606e-08
1953,3.232148326759443e-09,1.0773827163745864e-08
1954,0.0,1.7590565448699635e-08
1955,9.385607846468247e-10,1.3139850985055546e-08
1956,8.72114158667614e-10,8.72114114258693e-09
1957,1.7670075402875796e-09,1.236905244894615e-08
1958,0.0,2.2335056470978998e-08
1959,7.750747821333448e-10,1.007597205671118e-08
1960,0.0,1.591791587429725e-08
1961,6.948159270159238e-10,9.72742331128984e-09
1962,0.0,1.3952304200870458e-08
1963,1.2932106496776896e-09,1.7458344103715717e-08
1964,6.083968329129164e-10,1.7035111099517053e-08
1965,0.0,1.4227312661319047e-08
1966,1.1078149508847446e-09,1.38476865529924e-08
1967,9.860671168482327e-10,1.824224149515885e-08
1968,0.0,1.661823922916028e-08
1969,1.3625273131978588e-09,9.537691525451919e-09
1970,2.2993624781975086e-09,9.657322941336588e-09
1971,5.138397485282553e-10,1.5929032315398217e-08
1972,1.0260293725750103e-09,1.3851396474251487e-08
1973,5.513203782392395e-10,7.1671650836435674e-09
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,0.0,9.138368284311582e-09
1976,0.0,6.8562320265641574e-09
1977,1.1753563677885381e-09,7.639816779203557e-09
1978,1.7821774056514528e-09,7.128709622605811e-09
1979,5.851973350345929e-10,1.580032815695631e-08
1980,5.685150683554241e-10,1.193881615790815e-08
1981,0.0,9.488323904349727e-09
1982,6.207502289967692e-10,1.1173503899897241e-08
1983,6.315316047889041e-10,6.315316269933646e-09
1984,0.0,1.333771937339634e-08
1985,0.0,5.414002135495366e-09
1986,0.0,1.3187867686781374e-08
1987,6.110816852533674e-10,1.1610551631235921e-08
1988,0.0,8.994830658082265e-09
1989,5.488122178931576e-10,1.3720305780395847e-08
1990,1.089730194969718e-09,7.083246433836621e-09
1991,1.7584396161396398e-09,1.582595565707834e-08
1992,0.0,5.509944056569793e-09
1993,0.0,9.416652346772025e-09
1994,1.0549853213248639e-09,1.5824779708850656e-08
1995,5.422450821690461e-10,1.0302656505700725e-08
1996,5.338092190498855e-10,9.074756945892659e-09
1997,0.0,9.110299181713799e-09
1998,0.0,8.582632382569955e-09
1999,4.570201161957499e-10,8.683382013430219e-09
2000,4.4180314962005696e-10,1.2370488633450805e-08
2001,0.0,1.095302959441824e-08
2002,4.38122149670761e-10,1.0514931148009055e-08
2003,8.333845835650777e-10,7.91715315529018e-09
2004,0.0,1.0131019578807354e-08
2005,4.5037495954858286e-10,6.7556245042510454e-09
2006,4.1178899179428186e-10,1.1941880373456115e-08
2007,3.994479469415779e-10,1.3181781888249589e-08
2008,8.514879357157668e-10,1.3198063086861112e-08
2009,0.0,1.9549588614609092e-08
2010,9.447586046817946e-10,1.5116137674908714e-08
2011,1.911985902935953e-09,1.7590270573464295e-08
2012,1.0212758416727752e-09,2.1787217363566924e-08
2013,1.3945624655065103e-09,2.0639525644128298e-08
2014,6.496335691608124e-10,2.9666599843380936e-08
2015,8.866301581811342e-10,2.5933932334964993e-08
2016,8.285360175719347e-10,2.796309139796449e-08
2017,2.515611330355938e-10,2.3395186232733067e-08
2018,7.744400121190154e-10,2.0135439982027492e-08
2019,7.65296326310505e-10,1.9132407658162265e-08
