year,vos_DET eaux_NOUN,vos_DET taux_NOUN
1903,2.75411240480139e-08,0.0
1904,1.7198800605910947e-08,5.374625189347171e-10
1905,2.7868098939620722e-08,0.0
1906,1.3374879870298173e-08,3.600929110447737e-09
1907,4.0628462372183094e-08,0.0
1908,2.2101251051509507e-08,0.0
1909,2.8605114721358404e-08,5.500983557560346e-10
1910,2.2979847358328698e-08,0.0
1911,2.4473720827700163e-08,0.0
1912,2.6047105805560022e-08,0.0
1913,2.598464909908671e-08,0.0
1914,2.276892807628883e-08,0.0
1915,1.8849219074468238e-08,0.0
1916,8.789969641043172e-09,0.0
1917,3.509255963596303e-08,1.0966424435210342e-09
1918,1.8378202071289707e-08,0.0
1919,1.8415697411455767e-08,9.207848372660976e-10
1920,4.391894270483476e-08,0.0
1921,1.6660043622440668e-08,0.0
1922,2.8036154453570106e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,2.5783249313349188e-08,1.289162443462999e-09
1925,2.74954441437103e-08,0.0
1926,4.12407112904134e-08,2.229227691330493e-09
1927,3.6792442870137165e-08,0.0
1928,9.14083297942625e-09,0.0
1929,3.230717737778832e-08,0.0
1930,3.7812974085227324e-08,0.0
1931,1.596749932275543e-08,1.1405356659111021e-09
1932,1.643930525041526e-08,0.0
1933,1.3764794637438627e-08,2.2941324395731044e-09
1934,2.7557634396657704e-08,0.0
1935,3.949533677882755e-08,0.0
1936,1.9399542861009422e-08,4.849885826274658e-09
1937,8.813782592653752e-09,0.0
1938,2.8523471029551217e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,2.028626333583361e-08,0.0
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,2.7307905936524435e-08,0.0
1943,3.193558839598154e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,0.0
1945,1.089252021913012e-08,0.0
1946,4.5939644977011085e-08,1.3921104269343232e-09
1947,2.622591654954931e-08,0.0
1948,2.391815279167986e-08,0.0
1949,1.9634016634739737e-08,0.0
1950,4.1477910883713776e-08,0.0
1951,1.8124382994422206e-08,0.0
1952,2.4253049346611988e-08,1.0544803918932644e-09
1953,3.555363137230927e-08,1.0773827385790469e-09
1954,2.73631017844167e-08,0.0
1955,2.0648337706319353e-08,1.8771215692936494e-09
1956,2.5291310157271596e-08,1.744228317335228e-09
1957,2.2087593976038988e-08,2.6505113659425206e-09
1958,1.9026160202884057e-08,3.3088973783179654e-09
1959,1.9376869886400527e-08,0.0
1960,2.2838749558218296e-08,0.0
1961,2.36237411854745e-08,6.948159270159238e-10
1962,2.1562652108286784e-08,0.0
1963,1.8104948651398445e-08,0.0
1964,2.6161064370366915e-08,0.0
1965,3.0643441562006046e-08,0.0
1966,1.9386760974349215e-08,0.0
1967,2.8102911997507363e-08,4.930335584241163e-10
1968,2.2007937222623397e-08,1.0330256094981394e-08
1969,1.9075382495792326e-08,7.720988265402795e-09
1970,2.0234390524231927e-08,6.438215127690938e-09
1971,2.9288864888954436e-08,1.0276794970565106e-09
1972,3.334595388704287e-08,1.0260293725750103e-09
1973,2.4258095976392724e-08,2.7566018356850464e-09
1974,1.2938814464291681e-08,5.063014507644681e-09
1975,2.1132476213381324e-08,5.711480177694739e-10
1976,5.713526984862938e-09,6.2848797277581525e-09
1977,1.8805701551549703e-08,5.876781838942691e-09
1978,2.792077880009458e-08,2.3762365408686037e-09
1979,2.4578287849408298e-08,3.5111840102075575e-09
1980,1.193881615790815e-08,6.822181042309694e-09
1981,1.0120879023745033e-08,4.427884725544118e-09
1982,9.9320033308814e-09,1.0552754226011984e-08
1983,1.1999100824056086e-08,8.841442245000053e-09
1984,1.2177917618760858e-08,4.059306057957457e-09
1985,2.3460676956688076e-08,1.2031116103372597e-09
1986,2.2779045372178786e-08,7.792831269171074e-09
1987,1.6499206278997036e-08,6.721898593298192e-09
1988,5.396898483667201e-09,3.597932174415064e-09
1989,1.3171493229435782e-08,1.3720305114262032e-08
1990,9.262707045820662e-09,1.1442166825137434e-08
1991,6.4476117778156095e-09,1.758439494015107e-08
1992,1.2121877057680308e-08,2.0937788391961476e-08
1993,8.308811083601597e-09,2.7696036575264316e-09
1994,1.635227242502424e-08,8.439882570598911e-09
1995,1.4640617329586547e-08,3.795715741716776e-09
1996,1.7615704006601618e-08,2.135236876199542e-09
1997,1.5823152565985765e-08,5.753873377756236e-09
1998,8.58263260461456e-09,3.337690568372409e-09
1999,1.4624643496219392e-08,4.113180962495022e-09
2000,1.0603275590881367e-08,3.092622158362701e-09
2001,1.8839211080035057e-08,8.762423564512289e-10
2002,1.0076809608960957e-08,4.38122149670761e-10
2003,1.6250998768896352e-08,5.000307723435071e-09
2004,1.9381080740288326e-08,2.6428747523787877e-09
2005,1.6213498099659773e-08,3.602999676388663e-09
2006,1.8942294399693083e-08,6.58862386870851e-09
2007,1.3181781888249589e-08,3.1955834922658966e-09
2008,1.7029759102893394e-08,1.2772318758180745e-09
2009,9.53638501499654e-09,2.860915504498962e-09
2010,1.5588517143783065e-08,7.085689368580006e-09
2011,1.3383901764640882e-08,1.6443079564609775e-08
2012,1.838296448397614e-08,5.787229612197464e-09
2013,1.506127500494614e-08,9.483025531498157e-09
2014,2.2087541018400714e-08,9.094870079273676e-09
2015,1.5516028128992332e-08,9.309616549879607e-09
2016,2.7963090620808373e-08,1.159950460682957e-08
2017,2.591079645286598e-08,2.1634257496572218e-08
2018,1.4972507067501084e-08,2.0909879994146507e-08
2019,1.8367111442874062e-08,1.93875064335991e-08
