year,serons_VERB en_ADP,serons_VERB tant_ADV
1852,1.9531636041847378e-07,4.557382027314816e-09
1853,2.830695677857875e-07,5.971931837933653e-10
1854,2.9978983207001875e-07,2.0782657816909023e-09
1855,2.8869737889181124e-07,6.368324534378189e-09
1856,2.619657664126862e-07,0.0
1857,1.9477221258057398e-07,4.881508974818871e-09
1858,2.5202430720128177e-07,3.4255731584664773e-09
1859,2.5868240527415765e-07,2.036869339860914e-09
1860,2.5952633109227463e-07,0.0
1861,2.6739513714346685e-07,4.2443675241088386e-09
1862,3.14451853000719e-07,2.710791813242963e-09
1863,2.7670199642670923e-07,3.995696662428827e-09
1864,3.5912512430513743e-07,1.9178911792039344e-09
1865,3.953749398988293e-07,2.3534221238463715e-09
1866,3.697865906815423e-07,4.865612912574591e-10
1867,3.0378600968106184e-07,4.367530337390235e-09
1868,2.973804100747657e-07,2.4699371437009177e-09
1869,3.110801571892807e-07,4.883519144627257e-10
1870,3.4289612926841073e-07,8.027668307875047e-09
1871,3.7917601503068e-07,1.0621176826930423e-08
1872,3.622356246069103e-07,6.047339295989218e-10
1873,3.148638256789127e-07,2.9930022904522957e-09
1874,3.5190447533750557e-07,9.559374625212058e-09
1875,4.308309939915489e-07,6.865832347102696e-09
1876,3.6215629961589e-07,6.04601479992084e-10
1877,2.894493889016303e-07,2.4739263970730008e-09
1878,2.9470751883309276e-07,1.8117265465633636e-09
1879,3.0668812200929096e-07,6.109325489944695e-09
1880,3.106237613792473e-07,0.0
1881,3.256160994169477e-07,0.0
1882,2.795261764276802e-07,6.655385131892899e-10
1883,2.894257136176748e-07,1.2638677882037541e-09
1884,3.300848447906901e-07,3.9610181801208455e-09
1885,3.1583616078023624e-07,1.2891271383708158e-09
1886,2.76853597824811e-07,6.453463874400711e-10
1887,3.597437512325996e-07,3.0685946228459215e-08
1888,2.3079837774275802e-07,1.268122939990235e-09
1889,3.546067262050201e-07,5.6386229019267375e-09
1890,2.333361521777988e-07,1.3108772956016423e-09
1891,2.747288760929223e-07,1.9122659011827636e-09
1892,2.9838119530722906e-07,3.1342561879199593e-09
1893,2.900614219925046e-07,4.926733243593162e-09
1894,2.911311014486273e-07,1.2603078580752936e-09
1895,3.857931858419761e-07,6.6204757231957956e-09
1896,2.5652076374171884e-07,0.0
1897,2.6453278678673087e-07,5.826713334045053e-09
1898,3.06116987758287e-07,5.6583548957434e-10
1899,2.437662089960213e-07,1.6582735185011188e-09
1900,2.808359624850709e-07,6.22926377147337e-09
1901,2.61552969504919e-07,5.029864968975062e-09
1902,2.352025916252387e-07,0.0
1903,3.169929243540537e-07,1.0800440541913758e-09
1904,2.7518080969457515e-07,0.0
1905,2.982918658744893e-07,0.0
1906,2.819013218413602e-07,0.0
1907,2.571421759967052e-07,0.0
1908,3.182580030625104e-07,6.875944702500192e-09
1909,2.7614936470854445e-07,5.500983557560346e-10
1910,3.072886727295554e-07,2.137660271017694e-09
1911,3.0538947726199694e-07,0.0
1912,2.6463860081094026e-07,1.5628263128064646e-09
1913,2.8477055025177833e-07,0.0
1914,2.986747631439357e-07,2.0090231700464756e-09
1915,4.582716428558342e-07,0.0
1916,4.0433860704069957e-07,0.0
1917,3.761483640118968e-07,0.0
1918,3.801990544616274e-07,0.0
1919,4.1803630779213563e-07,1.8415696745321952e-09
1920,3.558948833415343e-07,2.2716695191604686e-09
1921,2.764052737802558e-07,0.0
1922,2.5822774318839947e-07,0.0
1923,2.919385622135451e-07,1.0615948120573648e-09
1924,2.2947091338210157e-07,1.289162443462999e-09
1925,3.145478899568843e-07,0.0
1926,2.5078810494960635e-07,0.0
1927,3.322469126487704e-07,1.1149224876660924e-09
1928,2.7422498760643066e-07,4.570416489713125e-09
1929,2.95220758061987e-07,3.342121912552898e-09
1930,2.19525318811975e-07,0.0
1931,3.216310631160013e-07,0.0
1932,3.375537289684871e-07,0.0
1933,2.4891338057386747e-07,1.1470662197865522e-09
1934,2.923505633134482e-07,1.1981580172459871e-09
1935,2.9202612950030016e-07,2.5133395809007197e-08
1936,2.7523103085513867e-07,0.0
1937,3.223326245915814e-07,0.0
1938,2.8523470518848626e-07,0.0
1939,2.6305767164558347e-07,0.0
1940,2.155415472770983e-07,0.0
1941,1.888961662643851e-07,0.0
1942,3.0038697218515154e-07,3.034211770724937e-09
1943,3.1064615768627846e-07,0.0
1944,3.502372862840275e-07,6.4263723231761105e-09
1945,3.768811893678503e-07,0.0
1946,3.5638026929518674e-07,1.3921104269343232e-09
1947,3.4332109066781413e-07,0.0
1948,2.772331413325446e-07,1.0871887834440486e-09
1949,3.121808731521014e-07,9.817008317369869e-10
1950,2.829006291449332e-07,1.0635361480382244e-09
1951,2.9425467573673814e-07,2.1322803522849654e-09
1952,2.4463943759656104e-07,3.1634410646574906e-09
1953,2.962802625461336e-07,1.0773827385790469e-09
1954,2.775400389509741e-07,1.9545072227344917e-09
1955,2.965851990666124e-07,9.385607846468247e-10
1956,2.8343708891043207e-07,0.0
1957,2.712356490519596e-07,0.0
1958,2.4734006842663803e-07,5.790570245522986e-09
1959,2.6585064460959984e-07,0.0
1960,3.072850063290389e-07,6.920833350854139e-10
1961,4.488510967348702e-07,1.737039845295385e-08
1962,3.0504810411002836e-07,1.9025869768540815e-09
1963,2.696344267860695e-07,1.939815863494232e-09
1964,3.072404126669426e-07,4.867174663303331e-09
1965,2.571860306943563e-07,2.73602163147757e-09
1966,2.919092310094129e-07,1.6617224263271169e-09
1967,2.9039676974207396e-07,2.465167847631733e-09
1968,2.878997520383564e-07,8.982831700699023e-10
1969,3.2473568012392207e-07,1.3625273131978588e-09
1970,2.970776336042036e-07,4.5987250119061684e-10
1971,2.63599787331259e-07,2.0553589941130213e-09
1972,2.3598676079927827e-07,1.0260293725750103e-09
1973,2.4092699391076167e-07,0.0
1974,2.9309228466445347e-07,1.1251143350321513e-09
1975,2.181785418997606e-07,1.7134440533084216e-09
1976,2.5025246941368096e-07,0.0
1977,2.861992811631353e-07,5.876781838942691e-10
1978,2.1386128423728223e-07,0.0
1979,2.5514603407827963e-07,0.0
1980,2.6890762683251523e-07,1.7055452605774235e-09
1981,2.625102979436633e-07,1.2651099057237047e-09
1982,2.9051111027911247e-07,0.0
1983,2.7913696953874023e-07,0.0
1984,2.6095537464243534e-07,0.0
1985,2.3460675890873972e-07,0.0
1986,2.505694851606677e-07,5.994485463567401e-10
1987,2.3526645520632883e-07,0.0
1988,2.434600787637464e-07,5.996553809062277e-10
1989,2.925169155787444e-07,1.6464366536794728e-09
1990,2.2720874426340743e-07,0.0
1991,2.5614602350287896e-07,5.861465202094962e-10
1992,2.0717389759283833e-07,5.509944167592096e-10
1993,2.259996563225286e-07,5.539207426075166e-10
1994,3.059457469589688e-07,2.1099706426497278e-09
1995,2.6353112048127514e-07,3.795715741716776e-09
1996,1.9484036783978809e-07,5.338092190498855e-10
1997,2.6995255097972404e-07,4.79489448146353e-10
1998,2.13135379567575e-07,1.43043876743576e-09
1999,2.1205732991802506e-07,9.140402323914998e-10
2000,1.9306797582885338e-07,2.6508188977203417e-09
2001,2.286992497602114e-07,8.762423564512289e-10
2002,2.396528202552872e-07,8.76244299341522e-10
2003,2.0667937405960402e-07,1.2500769308587678e-09
2004,2.1891813162255858e-07,1.3214374039449694e-09
2005,1.977146126819207e-07,4.5037495954858286e-10
2006,2.2566037216620316e-07,1.2353669198716943e-09
2007,2.616384051634668e-07,1.1983438685803094e-09
2008,2.6821871301763167e-07,8.514879357157668e-10
2009,2.641578760176344e-07,4.76819250749827e-10
2010,3.2499696089871577e-07,2.3618964561933353e-09
2011,3.4759904110615025e-07,1.1471915639660324e-09
2012,4.0102096932059794e-07,1.7021263287730903e-09
2013,4.406817595281609e-07,1.9523875849358774e-09
2014,4.5820820560038555e-07,2.1654451842767486e-10
2015,5.018326874051127e-07,1.10828768384863e-09
2016,5.095496362628182e-07,1.4499380585064614e-09
2017,4.6186625013433513e-07,0.0
2018,5.320403033692855e-07,1.5488800242380307e-09
2019,4.808612175111193e-07,1.53059265262101e-09
