year,ses_DET eaux_NOUN,ses_DET taux_NOUN
1870,3.5453623326020534e-06,8.601073631098188e-09
1871,3.5092370609390855e-06,1.3807530230280918e-08
1872,3.4149324648069523e-06,5.442605477412599e-09
1873,3.577834775114752e-06,4.190203295451056e-09
1874,3.416281614931904e-06,5.974609251779839e-09
1875,3.694962131817192e-06,2.2886108563824337e-09
1876,4.102220998447592e-06,4.836811839936672e-09
1877,4.404207629704615e-06,5.566334504436554e-09
1878,3.4531508958934864e-06,7.850815109122777e-09
1879,3.714469713145263e-06,3.0546627449723474e-09
1880,3.897558059406947e-06,6.417846254436199e-10
1881,4.195357604430683e-06,4.183504487276224e-09
1882,3.5526445998357303e-06,3.3276925659464496e-09
1883,3.6816469730638346e-06,3.791603475633565e-09
1884,3.677145201663734e-06,6.601696966868076e-10
1885,3.5670148719191275e-06,7.090199094506033e-09
1886,3.4713181236156743e-06,3.872078213618124e-09
1887,3.410710263551664e-06,7.1818169189441505e-09
1888,3.1373361650821607e-06,1.3949351895803375e-08
1889,3.5454407765200813e-06,6.891650361495749e-09
1890,3.3938612631345677e-06,3.932631831293776e-09
1891,2.7708734151588033e-06,1.0198751843049081e-08
1892,3.497203081792577e-06,6.268512375839919e-09
1893,3.103226063672082e-06,1.2932674486876294e-08
1894,3.398420233224897e-06,1.449354058991048e-08
1895,3.113429173140503e-06,4.814891596538473e-09
1896,3.1112725480397785e-06,1.9460195677112324e-08
1897,2.7851690589386635e-06,4.07869948926276e-09
1898,2.899906910158734e-06,9.05336783318944e-09
1899,2.7765027112991447e-06,1.9346524382513053e-08
1900,2.951113614813039e-06,1.1939421895590385e-08
1901,2.8262253195521225e-06,1.676621685930968e-08
1902,2.4242071816615862e-06,1.3257766440233354e-08
1903,3.0840658098441054e-06,1.5660639007819555e-08
1904,2.8206032425259764e-06,1.7198800605910947e-08
1905,2.8337727684402125e-06,9.805442346966231e-09
1906,2.9260121863217137e-06,1.3374879592742417e-08
1907,2.5642215888410647e-06,2.1599941391059474e-08
1908,2.8972284695782946e-06,5.40252820258047e-09
1909,2.320314870019047e-06,1.8703344373260933e-08
1910,2.7249824228192665e-06,1.4963621453034648e-08
1911,2.569208696456826e-06,1.3300935464144459e-08
1912,2.618776001384049e-06,1.82329742415277e-08
1913,2.3577093415383388e-06,2.3333154741678186e-08
1914,2.5983365787851653e-06,7.366418142140674e-09
1915,2.2100709529127016e-06,1.767114277129167e-08
1916,2.2831945756252026e-06,1.538244731591476e-08
1917,2.443319353062634e-06,3.5092558192673096e-08
1918,2.103155537724888e-06,2.756730310693456e-08
1919,2.2982788436820556e-06,2.5781975665495338e-08
1920,2.448859746095877e-06,1.817335615328375e-08
1921,2.3513379758810515e-06,1.5902768879527684e-08
1922,2.1145162705238363e-06,2.3609392663104245e-08
1923,2.1221280803729314e-06,2.229349194138308e-08
1924,2.1902869633549926e-06,2.707241186783449e-08
1925,2.725348473120448e-06,3.1894715091240755e-08
1926,1.9550327365891462e-06,4.904300965336006e-08
1927,2.1863631118890225e-06,3.2332753363562006e-08
1928,2.4554561974809985e-06,4.913197837463912e-08
1929,2.4709420358703937e-06,4.567566680435675e-08
1930,2.214159593449949e-06,4.516549489963495e-08
1931,2.197812243309727e-06,1.7108034988666532e-08
1932,2.552476132677839e-06,2.520693354046699e-08
1933,1.956894983834445e-06,4.244145102028085e-08
1934,2.2213849817376286e-06,4.672816089623666e-08
1935,2.008278102039185e-06,4.906996498021954e-08
1936,2.0769636392969915e-06,5.092380206406233e-08
1937,1.9440685932181623e-06,3.651424407280501e-08
1938,2.1094404232258057e-06,4.5378251711802875e-08
1939,1.858227179241112e-06,4.7411558234955464e-08
1940,2.0260905699842624e-06,4.3108308034334186e-08
1941,1.7000654892740386e-06,4.7224042010185485e-08
1942,1.8387323379442932e-06,2.730790527039062e-08
1943,1.6577472834455875e-06,5.8064703267746154e-08
1944,1.783318339221296e-06,3.855823393905666e-08
1945,1.8735134901248784e-06,5.010559434026618e-08
1946,1.7234327032156216e-06,4.315542501132086e-08
1947,1.5330240614730428e-06,5.125974555930668e-08
1948,1.5677261941959841e-06,4.348755311411878e-08
1949,1.8554145384541698e-06,1.1387729870193652e-07
1950,1.976050256757844e-06,6.381216910433807e-08
1951,1.6365252193395463e-06,6.183612866195176e-08
1952,1.5732847913341175e-06,5.5887459549097684e-08
1953,1.616074058574668e-06,8.18810852454277e-08
1954,1.5655602823017034e-06,4.8862680568362293e-08
1955,1.4294280532567427e-06,3.848099350278744e-08
1956,1.5654448972668433e-06,6.889701942291993e-08
1957,1.4162565378228464e-06,7.509781818626493e-08
1958,1.6072968875846527e-06,7.858631045909448e-08
1959,1.2881742819104147e-06,7.13068791791116e-08
1960,1.353022931027681e-06,1.0035208619640912e-07
1961,1.3423843441273675e-06,8.963125575078834e-08
1962,1.3108823324614605e-06,5.961438986901157e-08
1963,1.252474504553902e-06,9.311116322407997e-08
1964,1.482663080309976e-06,6.692364862281863e-08
1965,1.319309681946379e-06,6.785333539482963e-08
1966,1.3615045659776115e-06,9.084082286392459e-08
1967,1.3188647791650965e-06,7.937840118543704e-08
1968,1.6663153132867592e-06,9.521801469514202e-08
1969,1.4615376286997162e-06,1.571448189352509e-07
1970,1.5516098272883028e-06,1.2508532387656146e-07
1971,1.2311600414705026e-06,1.4336129483538684e-07
1972,1.3800095075566787e-06,1.2979272101532047e-07
1973,1.226687846411778e-06,1.3783009222834153e-07
1974,1.2229992556456182e-06,1.2882559774496372e-07
1975,1.2930791015719478e-06,1.307928951810311e-07
1976,1.1124236749537886e-06,1.3255381947629985e-07
1977,1.1160008810406907e-06,1.2635080892664519e-07
1978,1.3057420282791554e-06,1.229702344396344e-07
1979,1.1212380819358714e-06,1.4922531477168377e-07
1980,1.391156338570454e-06,1.205251942693053e-07
1981,1.22019844894794e-06,1.8976648785695716e-07
1982,1.0589999241972237e-06,1.5518755924759375e-07
1983,1.0496054976272262e-06,1.402000107120216e-07
1984,1.101811591297519e-06,1.496144212964623e-07
1985,1.1940882806982245e-06,1.4377184331948456e-07
1986,9.878912443639365e-07,1.5405827280545736e-07
1987,1.0467829305582654e-06,2.9331921336250844e-07
1988,9.50453763692849e-07,2.704445873913386e-07
1989,1.2298881983952015e-06,3.056884141372507e-07
1990,1.0777432066788606e-06,2.718876879193033e-07
1991,1.041582315508549e-06,4.249562262081952e-07
1992,1.056807288790651e-06,4.826710977567927e-07
1993,1.1050718882188448e-06,4.87450265040934e-07
1994,1.2522676300363855e-06,4.0194942041438253e-07
1995,1.0329769111194764e-06,3.302272579830401e-07
1996,1.050002737201794e-06,2.994669641154246e-07
1997,1.0798102181297509e-06,2.6515767626023035e-07
1998,9.397982623227108e-07,3.404444184340605e-07
1999,1.1420932963801533e-06,3.249412956485287e-07
2000,9.98033311105928e-07,3.0616957680251744e-07
2001,1.0506145642352749e-06,3.4962068884425435e-07
2002,1.0339682354754132e-06,2.6900698602005946e-07
2003,1.0467310360695592e-06,3.1293590740943955e-07
2004,9.373395570833054e-07,2.74418497703266e-07
2005,9.782144125836112e-07,2.3374460589309365e-07
2006,1.122124949404224e-06,2.1907174740931623e-07
2007,1.0421596847720593e-06,2.4566049328100803e-07
2008,1.1908058326071114e-06,3.150505283322502e-07
2009,1.2955178974038972e-06,2.698796834899042e-07
2010,1.2584184929664843e-06,2.6500477900981423e-07
2011,1.4829362982027305e-06,2.642364540506037e-07
2012,1.6663816495565698e-06,1.491062699976453e-07
2013,1.2525960357834265e-06,1.5479643877824856e-07
2014,1.4077558816438795e-06,1.1931603305370686e-07
2015,1.7109745584775737e-06,1.1437528879554293e-07
2016,2.066575945036675e-06,1.2780168168191608e-07
2017,1.3310100044350293e-06,1.293024194382042e-07
2018,1.5052531807668856e-06,1.200382007127132e-07
2019,1.4831442882723422e-06,1.2525350356895615e-07
