year,sois_VERB en_PRON,sois_VERB tant_ADV
1800,6.288328968651058e-09,0.0
1801,1.1905912700171939e-08,7.143547975374531e-09
1802,2.2378401354217203e-09,2.9091921760482364e-08
1803,1.950339223455444e-09,5.851017448321727e-09
1804,9.887403784603066e-09,2.4718509461507665e-09
1805,2.842877711017877e-09,1.1371510844071508e-08
1806,1.729001475325731e-08,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,9.036122072814123e-09,0.0
1810,1.1700633351097167e-08,4.680253518074551e-09
1811,7.521229861140455e-09,2.5070767684098882e-09
1812,0.0,8.00162425207418e-09
1813,8.627225156487839e-09,0.0
1814,2.8320094713762956e-08,0.0
1815,1.0788894222457657e-08,2.697223555614414e-09
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,1.556873407970727e-09,3.113746815941454e-09
1818,9.536941902865692e-09,4.768470951432846e-09
1819,1.449147024601416e-08,1.0351049795076506e-08
1820,7.119888678630559e-09,0.0
1821,2.1695274909916407e-08,2.9584463767662328e-09
1822,1.303330066093622e-08,1.0025615893027862e-09
1823,6.917880934764753e-09,9.882686891060644e-10
1824,1.1789557774477544e-08,5.052667617633233e-09
1825,3.522177216552791e-09,1.7610886082763955e-09
1826,1.7615968683770689e-09,1.3211976401805714e-08
1827,4.608636583469661e-09,9.217273055917019e-10
1828,1.8344602503717056e-09,9.172301251858528e-10
1829,8.57317605795771e-10,8.57317605795771e-10
1830,4.174734336004349e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,4.058990921151917e-09,2.705993873419743e-09
1833,4.6334514003376626e-09,1.1583628500844156e-09
1834,4.667265685043276e-09,1.8669062740173104e-08
1835,1.2100940693926532e-08,1.0588323107185715e-08
1836,1.68018754465038e-08,2.6210924986003192e-08
1837,8.349468672008697e-09,1.1132625488130543e-08
1838,2.1461350030449466e-08,8.2058102535143e-09
1839,6.9914749545318955e-09,6.9914751765765e-10
1840,4.458782232319436e-09,3.821813088222825e-09
1841,1.2841097074556274e-09,8.346713542550788e-09
1842,1.341653010911159e-09,6.708265054555795e-10
1843,5.906910960362666e-09,1.7720733769266417e-09
1844,9.879410178825765e-09,1.097712254427563e-09
1845,3.9061593959388574e-09,1.1160455892778032e-09
1846,5.854501328173001e-09,1.7563503984519002e-09
1847,4.314578916364553e-09,1.6179670936367074e-08
1848,3.218088684420195e-09,4.02261068899179e-09
1849,8.379414939696517e-10,4.1897072478036534e-09
1850,3.394498016007219e-09,1.3577992064028876e-08
1851,1.6768540334055615e-08,3.2247193804124663e-09
1852,9.114764054629632e-09,0.0
1853,6.569124799682413e-09,5.971931837933653e-10
1854,3.63696517347023e-09,7.27393034694046e-09
1855,5.837630823180007e-09,8.491099379170919e-09
1856,7.248064815001953e-09,6.212626857404757e-09
1857,5.857811125054013e-09,1.9526036343364694e-09
1858,4.404308473482388e-09,2.4468380654951716e-09
1859,6.619825576592575e-09,1.5276520048956854e-09
1860,1.1900677776566226e-08,1.1900677776566226e-08
1861,6.6023493339173456e-09,2.8295783494058924e-09
1862,1.536115412648087e-08,2.2589932147099034e-09
1863,3.995696662428827e-09,9.989241656072068e-10
1864,5.753673537611803e-09,0.0
1865,5.177528628053096e-09,4.706844358715045e-10
1866,7.298419202328432e-09,1.6056523222118813e-08
1867,2.91168689159349e-09,1.94112459439566e-09
1868,2.9639244392143382e-09,0.0
1869,6.348574999037737e-09,4.395167341186834e-09
1870,2.2936195165357276e-09,1.1468097582678638e-09
1871,1.0621177271019633e-09,4.248470908407853e-09
1872,1.2094678591978436e-09,1.8142017887967654e-09
1873,4.190203295451056e-09,1.7958012854535355e-09
1874,9.559374625212058e-09,0.0
1875,8.010138330405425e-09,5.149374260327022e-09
1876,3.627608879952504e-09,2.418405919968336e-09
1877,9.27722432209066e-09,0.0
1878,6.039088673581716e-10,1.2078177347163432e-09
1879,1.588424503040642e-08,3.0546627449723474e-09
1880,3.8507077526617195e-09,8.343199908722454e-09
1881,7.669758161910067e-09,1.3945015142624584e-09
1882,7.320923423037584e-09,6.655385131892899e-10
1883,6.951272890631799e-09,0.0
1884,5.281357573494461e-09,6.601696966868076e-10
1885,7.090199094506033e-09,1.933690763067375e-09
1886,5.162771099520569e-09,0.0
1887,9.793386546164129e-09,4.570247291724172e-09
1888,8.876860135842435e-09,5.07249175996094e-09
1889,9.397704836544563e-09,0.0
1890,3.9326319978272295e-09,6.554386478008212e-10
1891,6.3742202627281586e-09,6.374220040683554e-10
1892,4.387958441043338e-09,0.0
1893,8.621783287310336e-09,0.0
1894,3.150769645188234e-09,6.9316934414587195e-09
1895,0.0,3.611168697403855e-09
1896,4.1279202278587945e-09,2.358811590497112e-09
1897,1.7480140668268973e-09,2.330685422435863e-09
1898,2.8291773368493978e-09,5.6583546736987955e-09
1899,3.3165470370022376e-09,0.0
1900,1.038210628578895e-09,1.5573159428683425e-09
1901,5.588738916095792e-10,5.588738916095792e-10
1902,9.820567692386817e-10,1.9641135384773634e-09
1903,1.0800440541913758e-09,2.7001101354784396e-09
1904,2.1498500757388683e-09,3.7622376325430196e-09
1905,5.160759042333041e-10,0.0
1906,3.600929110447737e-09,4.629765903985117e-09
1907,1.028568674676933e-09,4.6285588695127444e-09
1908,5.893666887857307e-09,1.4734167219643268e-09
1909,1.1001967115120692e-09,0.0
1910,2.137660271017694e-09,6.412980813053082e-09
1911,2.128149656499545e-09,0.0
1912,5.2094213387476884e-09,0.0
1913,4.772690687104841e-09,5.30298971401777e-10
1914,6.696743715117748e-10,2.0090231700464756e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,0.0
1917,0.0,0.0
1918,1.1486376294556067e-09,0.0
1919,7.366278698128781e-09,0.0
1920,3.028892692213958e-09,7.572231730534895e-09
1921,7.572747429129834e-10,1.5145494858259667e-09
1922,7.377935484775833e-10,9.591316185719734e-09
1923,2.1231896241147297e-09,3.1847844361720945e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,4.399271169575059e-09,4.399271169575059e-09
1926,1.1146138456652466e-09,0.0
1927,1.1149224876660924e-09,3.3447675740205796e-09
1928,0.0,0.0
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,5.7026783295555106e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,5.98414207075848e-09,0.0
1936,0.0,1.2124714565686645e-09
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,0.0,1.1920870957027319e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,0.0,9.817008317369869e-10
1950,0.0,8.508289184305795e-09
1951,0.0,0.0
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,0.0,2.9317608341017376e-09
1955,2.815682353940474e-09,9.385607846468247e-10
1956,3.488456634670456e-09,8.72114158667614e-10
1957,3.534015080575159e-09,0.0
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,2.325224457422337e-09,3.100299128533379e-09
1960,4.844583401109048e-09,0.0
1961,0.0,6.948159270159238e-10
1962,5.0735651235811474e-09,6.341956404476434e-10
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,5.475571551727398e-09,4.258777774879263e-09
1965,7.1136563306595235e-09,3.830430195250756e-09
1966,2.215629901769489e-09,3.8773522170743036e-09
1967,3.944268467392931e-09,4.930335695263466e-09
1968,4.4914158503495116e-10,4.4914158503495116e-10
1969,4.541757636644661e-09,3.1792304344691047e-09
1970,4.1388523719376735e-09,9.197450023812337e-10
1971,3.083038491169532e-09,2.0553589941130213e-09
1972,6.156176013405457e-09,5.130146862875051e-10
1973,6.064523994098181e-09,5.513203782392395e-10
1974,5.625571564138454e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,3.998036124386317e-09
1976,5.713526873840635e-10,5.142174241967723e-09
1977,2.3507127355770763e-09,2.938390863960194e-09
1978,3.5643548113029055e-09,2.3762365408686037e-09
1979,1.1703946700691858e-09,2.925986564150662e-09
1980,5.6851505725319385e-09,2.8425752862659692e-09
1981,2.5302198114474095e-09,3.795329828193417e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,3.157658134966823e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,1.739702604197646e-09
1985,3.0077789148208467e-09,4.210890747202711e-09
1986,4.7955883708539204e-09,1.1988970927134801e-09
1987,6.110816852533674e-10,1.2221633705067347e-09
1988,1.798966087207532e-09,2.398621523624911e-09
1989,0.0,0.0
1990,5.44865097484859e-10,5.44865097484859e-10
1991,2.344586080837985e-09,0.0
1992,4.958949695321735e-09,1.65298330578878e-09
1993,2.7696036575264316e-09,4.4313659408601325e-09
1994,3.6924485691258724e-09,5.274926606624319e-10
1995,2.7112254663563817e-09,1.0844901643380922e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,5.274384040632185e-09,1.438468344439059e-09
1998,3.337690568372409e-09,9.536258449571733e-10
1999,1.8280804647829996e-09,3.656160929565999e-09
2000,2.2090156370779823e-09,8.836062992401139e-10
2001,1.3143635069212678e-09,8.762423564512289e-10
2002,3.9430991805033955e-09,4.38122149670761e-10
2003,4.166922806803086e-09,4.1669229178253886e-10
2004,3.523833003171717e-09,2.642874807889939e-09
2005,3.1526248278623825e-09,9.007499190971657e-10
2006,4.117890028965121e-09,1.2353669198716943e-09
2007,5.592271090648637e-09,7.988958938831558e-10
2008,4.6831836186811415e-09,1.2772318758180745e-09
2009,6.675469510497578e-09,9.53638501499654e-10
2010,1.0864724231396394e-08,1.4171379625338432e-09
2011,1.1089518636708817e-08,1.1471915639660324e-09
2012,1.1574459612972987e-08,1.3617010852229328e-09
2013,1.3945625099154313e-08,1.9523875849358774e-09
2014,1.9489005964601347e-08,2.815078836704288e-09
2015,1.8619234154471087e-08,2.881548111233201e-09
2016,2.278474120487317e-08,1.4499380585064614e-09
2017,1.9873329648589788e-08,1.509366853724714e-09
2018,2.452393310647949e-08,2.0651733656507076e-09
2019,3.290774230890747e-08,1.7856913725466939e-09
