year,mêmes_ADJ humeurs_NOUN,mêmes_ADJ tumeurs_NOUN
1800,2.5153315874604232e-08,6.288328968651058e-09
1801,4.0480102825313224e-08,0.0
1802,3.1329761895904085e-08,8.951360541686881e-09
1803,3.510610468993036e-08,9.751696339321825e-09
1804,2.2246657849223084e-08,7.4155526164076946e-09
1805,1.02343598484822e-07,2.55858996212055e-08
1806,4.610670600868616e-08,2.881669125542885e-09
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,5.211970233176544e-08,6.798221985349073e-09
1809,4.292158095609011e-08,9.036122072814123e-09
1810,5.148278958699848e-08,1.1700633351097167e-08
1811,2.0056614147279106e-08,7.521229861140455e-09
1812,1.600324850414836e-08,7.20146218213813e-08
1813,2.0130190847567064e-08,4.026038169513413e-08
1814,7.237357380063258e-08,6.293354282149721e-09
1815,9.710004889029733e-08,1.6183340889597275e-08
1816,2.3176038865813098e-08,6.489290882427667e-08
1817,7.784366928831332e-09,4.3592454090912724e-08
1818,5.722165141719415e-08,2.1458118837358597e-08
1819,3.001804671498576e-08,3.726378139390363e-08
1820,1.898636980968149e-08,1.6613073583471305e-08
1821,1.972297702934611e-08,4.930744257336528e-09
1822,2.7069162911175226e-08,1.4035862250239006e-08
1823,1.680056804787e-08,1.680056804787e-08
1824,5.642145595174952e-08,2.5263338088166165e-09
1825,8.805443485471187e-09,2.553578504205234e-08
1826,1.9377566218281572e-08,1.4973572604048968e-08
1827,2.7651818612639545e-09,1.013900075008678e-08
1828,3.668920500743411e-09,1.0089530988466322e-08
1829,1.2002446148073886e-08,7.715858174606183e-09
1830,9.39315203396518e-09,7.305785310052215e-09
1831,1.091384405071949e-08,1.7150327380477393e-08
1832,1.8941957335982806e-08,6.764984572527055e-09
1833,1.50587169400751e-08,1.6217079235048004e-08
1834,1.0267983796552471e-08,7.467624740797874e-09
1835,3.2521278114927554e-08,8.31939672707449e-09
1836,6.048674894287842e-09,8.736974699274924e-09
1837,1.2524203896191466e-08,3.1310509740478665e-08
1838,4.418513555037862e-09,1.1361890983607736e-08
1839,1.2584655095793096e-08,1.5381244722334486e-08
1840,0.0,1.2102408852854296e-08
1841,1.0272877659645019e-08,7.704658244733764e-09
1842,1.542900918138912e-08,1.0062397137744483e-08
1843,1.1223130869097986e-08,1.594865928211675e-08
1844,1.2074834465636286e-08,3.512679214168202e-08
1845,1.7298706467272496e-08,1.674068350610014e-08
1846,1.2879903366069811e-08,1.4636253098387897e-08
1847,1.6179670936367074e-09,1.1325769655456952e-08
1848,1.045878850192139e-08,9.65426583121598e-09
1849,0.0,1.005529792763582e-08
1850,8.82569484161877e-09,2.7155984128057753e-09
1851,6.449438760824933e-09,9.674158363282004e-09
1852,5.859490670445666e-09,8.463708844885787e-09
1853,1.2541057081705276e-08,4.777545470346922e-09
1854,3.117398783558656e-09,7.27393034694046e-09
1855,7.429711956774554e-09,1.8574279891936385e-08
1856,5.177189343896771e-09,5.177189343896771e-09
1857,7.322263684272912e-09,6.345961978126979e-09
1858,6.8511463169329545e-09,9.787352261980686e-09
1859,4.073738679721828e-09,1.782260738991681e-08
1860,5.492620580582752e-09,1.0527522853465143e-08
1861,1.226150558863992e-08,2.357981809808507e-09
1862,2.710791813242963e-09,5.421583626485926e-09
1863,6.99246927027275e-09,6.99246927027275e-09
1864,8.151037178549814e-09,1.0068928801842958e-08
1865,4.23615986733239e-09,1.2237795665726026e-08
1866,7.784980660119345e-09,1.8489329178805747e-08
1867,8.249779526181555e-09,1.649955905236311e-08
1868,1.975949626142892e-09,8.397785578040384e-09
1869,4.883519144627257e-10,3.4672986259920435e-08
1870,2.121598008386627e-08,8.027668307875047e-09
1871,8.496941816815706e-09,1.274541272522356e-08
1872,3.628403577593531e-09,1.8746751706544273e-08
1873,1.1373408881354408e-08,1.3169209722718733e-08
1874,4.182226565063729e-09,1.7923827755339516e-08
1875,1.1443054281912168e-09,1.1443054503956773e-08
1876,4.836811839936672e-09,2.478866001354163e-08
1877,1.8554447978047506e-09,8.658742167710898e-09
1878,4.22736201599605e-09,2.6571990829893366e-08
1879,1.221865053580018e-09,1.5273313280772527e-08
1880,1.2835692508872398e-09,1.9895322722618403e-08
1881,2.091752326904839e-09,1.6036766581351003e-08
1882,5.989846840748214e-09,2.2628309892525067e-08
1883,6.951272890631799e-09,1.7062214752172622e-08
1884,4.621187876807653e-09,6.601696966868076e-09
1885,6.445635580831777e-09,1.0313017106966527e-08
1886,7.098810428374236e-09,1.4197620856748472e-08
1887,6.528924623161458e-10,1.2404957061562527e-08
1888,8.242799331981132e-09,9.510921827882157e-09
1889,1.8795409673089125e-09,6.265136853755848e-09
1890,1.3108772956016423e-09,7.865263995654459e-09
1891,1.2748440081367107e-09,1.211101796627645e-08
1892,5.014809900671935e-09,6.8953633913793055e-09
1893,6.15841644346915e-09,1.0469308087124318e-08
1894,4.411077725308132e-09,8.192000855444803e-09
1895,1.2037228991346183e-09,1.3240951446391591e-08
1896,2.948514543632541e-09,6.486732040400511e-09
1897,2.330685422435863e-09,6.992056267307589e-09
1898,2.26334195829736e-09,1.0185038590293516e-08
1899,2.2110313580014918e-09,9.949641111006713e-09
1900,3.114631885736685e-09,2.3359739032002835e-08
1901,1.117747761014698e-08,1.5089595351014395e-08
1902,4.910283846193408e-10,4.419255628107521e-09
1903,1.6200660812870638e-09,7.560307935250421e-09
1904,4.299700151477737e-09,9.13686282189019e-09
1905,0.0,1.4450125540577119e-08
1906,1.0288369045596824e-09,8.745113966313056e-09
1907,2.5714217422034835e-09,6.685696440911215e-09
1908,2.9468334439286537e-09,4.911389073214423e-09
1909,2.7504918342913243e-09,7.701377313651392e-09
1910,3.206490406526541e-09,8.550641084070776e-09
1911,6.384448969498635e-09,6.916486494645824e-09
1912,3.125652625612929e-09,5.730363294986773e-09
1913,2.121195885607108e-09,5.302989602995467e-09
1914,6.696743715117748e-10,4.68772043404897e-09
1915,0.0,2.3561523843085297e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,1.0966424435210342e-09,0.0
1918,3.44591288836682e-09,0.0
1919,4.603924352863942e-09,2.762354567309444e-09
1920,9.843901693784574e-09,7.572231730534895e-09
1921,5.300923255902035e-09,5.300923255902035e-09
1922,1.475587119159627e-08,5.164555005876537e-09
1923,0.0,9.554353752605493e-09
1924,3.867487219366694e-09,1.675911143195208e-08
1925,4.399271169575059e-09,7.698724324711748e-09
1926,4.458455382660986e-09,5.57306911730393e-09
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,7.352522590764465e-09,1.05036033204442e-08
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,4.383814644626227e-09,1.4247397928102146e-08
1933,3.4411986593596566e-09,9.176529758292418e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,3.590485242455088e-09,1.3165112555668657e-08
1936,3.6374143697059935e-09,9.699771652549316e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,3.8895642262559704e-09,7.779128452511941e-09
1939,4.588215141154706e-09,1.8352860564618823e-08
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,0.0
1946,0.0,8.352662561605939e-09
1947,0.0,0.0
1948,5.435944139264848e-09,7.610321262063735e-09
1949,0.0,9.817008539414473e-09
1950,0.0,2.1270722960764488e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,5.272402070488624e-09,4.2179215675730575e-09
1953,1.0773827385790469e-09,4.3095309543161875e-09
1954,6.840775057526116e-09,5.863521668203475e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,5.232684952005684e-09,6.976913269340912e-09
1957,0.0,7.068030161150318e-09
1958,0.0,3.3088973783179654e-09
1959,1.5501495642666896e-09,4.650448914844674e-09
1960,2.076250060767393e-09,6.920833239831836e-09
1961,1.3896318540318475e-09,1.042223907177231e-08
1962,4.43936931660005e-09,6.341956293454132e-09
1963,3.879631726988464e-09,7.1126584622049904e-09
1964,2.4335873316516654e-09,7.300761772910391e-09
1965,5.472043373977442e-10,4.924839203113152e-09
1966,1.6617224263271169e-09,2.769537488234164e-09
1967,2.9582012395223956e-09,2.465167847631733e-09
1968,2.6948494546985557e-09,5.838840522187638e-09
1969,3.1792304344691047e-09,1.8167031212712459e-09
1970,1.8394900047624674e-09,1.8394900047624674e-09
1971,2.0553589941130213e-09,2.569198631618974e-09
1972,2.565073486948677e-09,5.130146973897354e-09
1973,3.859242703185828e-09,1.102640756478479e-09
1974,5.06301445213353e-09,5.625571675160757e-10
1975,1.1422960355389478e-09,5.711480177694739e-10
1976,6.8562320265641574e-09,1.142705374768127e-09
1977,3.526069214387917e-09,5.876781838942691e-10
1978,2.970295565063452e-09,4.752473081737207e-09
1979,1.1703946700691858e-09,1.7555920051037788e-09
1980,5.116635559687666e-09,1.7055452605774235e-09
1981,3.1627747087981106e-09,3.1627747087981106e-09
1982,0.0,1.8622506869903077e-09
1983,3.78918940668882e-09,1.89459470334441e-09
1984,1.739702604197646e-09,1.739702604197646e-09
1985,3.609334831011779e-09,4.210890747202711e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,3.0554083707556856e-09,0.0
1988,4.797243047249822e-09,3.597932174415064e-09
1989,6.036934507847036e-09,0.0
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,4.10302547493302e-09,0.0
1992,3.30596661157756e-09,3.856960972825618e-09
1993,2.2156829704300662e-09,2.2156829704300662e-09
1994,3.164955852952289e-09,5.274926606624319e-10
1995,1.626735190995987e-09,5.422450821690461e-10
1996,1.067618438099771e-09,5.338092190498855e-10
1997,4.315404922294874e-09,4.79489448146353e-10
1998,9.536258449571733e-10,1.43043876743576e-09
1999,2.7421207526856506e-09,4.570201161957499e-10
2000,8.836062992401139e-10,1.3254094488601709e-09
2001,1.3143635069212678e-09,0.0
2002,6.571832411594869e-09,8.76244299341522e-10
2003,5.416999737661854e-09,1.6667691671301554e-09
2004,1.7619165015858584e-09,1.3214374039449694e-09
2005,2.702249757291497e-09,1.3511248786457486e-09
2006,3.294311934354255e-09,4.1178899179428186e-10
2007,5.592271090648637e-09,0.0
2008,4.6831836186811415e-09,4.257439678578834e-10
2009,4.76819250749827e-09,0.0
2010,2.3618964561933353e-09,1.8895172093635892e-09
2011,7.64794394481072e-10,3.82397197240536e-10
2012,2.0425516833455504e-09,1.0212758416727752e-09
2013,2.2313000336282585e-09,1.9523875849358774e-09
2014,2.165445156521173e-09,2.1654451842767486e-10
2015,2.881548111233201e-09,6.649726325136385e-10
2016,2.6927420293532123e-09,8.285360175719347e-10
2017,1.0062445321423752e-09,2.515611330355938e-10
2018,5.6792268665617485e-09,5.162933414126769e-10
2019,1.2754939326953263e-09,1.02039510174734e-09
