year,anciennes_ADJ erreurs_NOUN,anciennes_ADJ terreurs_NOUN
1911,3.458243114096149e-08,5.3203743632934675e-09
1912,5.886645837449578e-08,1.5628263128064646e-09
1913,6.469647217954844e-08,5.30298971401777e-10
1914,3.9510787530616653e-08,6.696743715117748e-10
1915,4.830112487752558e-08,0.0
1916,5.933229374477378e-08,8.789969641043172e-09
1917,7.23783983858084e-08,0.0
1918,7.121553124989077e-08,1.1486376294556067e-09
1919,3.591060959706738e-08,4.603924352863942e-09
1920,4.0132828615924154e-08,0.0
1921,4.013556065274315e-08,7.572747762196741e-09
1922,5.75478971143184e-08,5.164555005876537e-09
1923,6.157249998750558e-08,0.0
1924,4.1253198190815965e-08,3.867487219366694e-09
1925,5.719052609265418e-08,3.299453377181294e-09
1926,3.1209186346359274e-08,3.343841648018042e-09
1927,5.1286434654684854e-08,0.0
1928,5.5987602110008083e-08,3.4278122562625413e-09
1929,5.23599084090165e-08,6.684243825105796e-09
1930,4.8316575629314684e-08,2.100720708497761e-09
1931,3.877821086462063e-08,2.2810713318222042e-09
1932,5.150982218538047e-08,3.287861094491973e-09
1933,4.473558234963093e-08,3.4411986593596566e-09
1934,4.4331848414458364e-08,4.7926320689839486e-09
1935,5.146362269670135e-08,1.196828414151696e-09
1936,4.7286388138445545e-08,1.2124714565686645e-09
1937,6.421470288842102e-08,3.777335333410292e-09
1938,6.352954784460962e-08,0.0
1939,4.129393715857077e-08,0.0
1940,6.339457314652464e-08,0.0
1941,5.017554371988808e-08,0.0
1942,5.461581054078124e-08,6.068423541449874e-09
1943,7.258088174921795e-08,2.0322646676618206e-08
1944,3.855823393905666e-08,3.2131861615880553e-09
1945,5.446259976338297e-08,4.357008087652048e-09
1946,5.707652661612883e-08,4.1763312808029696e-09
1947,5.245183132274178e-08,5.960435700558264e-09
1948,6.740570768215548e-08,1.0871887834440486e-09
1949,4.319483792869505e-08,6.8719057111366055e-09
1950,3.403315673722318e-08,2.1270722960764488e-09
1951,3.1984203729962246e-08,9.595261474260042e-09
1952,2.003512733494972e-08,2.1089607837865287e-09
1953,4.201792691560513e-08,4.3095309543161875e-09
1954,3.8112890621277984e-08,4.886268278880834e-09
1955,2.815682265122632e-08,9.385607846468247e-09
1956,4.273359266449006e-08,9.593255967388359e-09
1957,2.297109880089465e-08,4.417518795207798e-09
1958,3.9706769427994004e-08,2.4816730892496253e-09
1959,4.107896245386655e-08,7.750747599288843e-09
1960,3.5296249478733444e-08,2.076250060767393e-09
1961,3.61304266505158e-08,4.86371165564492e-09
1962,4.3759499135376245e-08,3.805173953708163e-09
1963,6.336732383260824e-08,3.879631726988464e-09
1964,3.832900219435942e-08,4.867174663303331e-09
1965,3.55682807651192e-08,3.2832261354087677e-09
1966,4.2096967689531084e-08,9.970334780007306e-09
1967,5.078245735035125e-08,5.423369309198733e-09
1968,3.772789369804741e-08,4.042274071025531e-09
1969,5.132186231548985e-08,6.8126366770115965e-09
1970,4.046878032681889e-08,5.518470125309705e-09
1971,3.596878173084406e-08,6.679916619845017e-09
1972,3.8989117712162624e-08,7.182205497002769e-09
1973,3.6387145740945925e-08,4.9618833486420044e-09
1974,2.8690415376786405e-08,5.06301445213353e-09
1975,2.5701661243715535e-08,5.140332159925265e-09
1976,4.399415587386102e-08,6.8562320265641574e-09
1977,4.172515133404886e-08,5.289103821581875e-09
1978,2.8514838490423244e-08,2.3762365408686037e-09
1979,4.154901134256761e-08,1.1703946256602649e-08
1980,2.9562784220615868e-08,1.1370301145063877e-08
1981,2.4037088763861902e-08,3.1627747087981106e-09
1982,3.7245012407538525e-08,9.932003663948308e-09
1983,2.273513821648976e-08,7.57837881337764e-09
1984,1.9716628330002095e-08,6.958810416790584e-09
1985,2.045289804186723e-08,5.414002135495366e-09
1986,1.4386765556650971e-08,5.395036861699509e-09
1987,1.711028652096047e-08,7.332980445085013e-09
1988,1.798966131616453e-08,1.798966087207532e-09
1989,3.7319232149002346e-08,4.939309850016116e-09
1990,2.2884334427430986e-08,6.538381391862913e-09
1991,2.989347080983862e-08,4.68917216167597e-09
1992,2.8100714644097025e-08,5.509944056569793e-09
1993,2.1602909683338112e-08,7.200969598386564e-09
1994,2.2154692302933654e-08,4.747434001473039e-09
1995,2.1689803730851054e-08,7.0491861237087505e-09
1996,1.7615704450690828e-08,2.6690460952494277e-09
1997,2.109753616252874e-08,1.917957792585412e-09
1998,2.288702027897216e-08,4.291316191284977e-09
1999,1.7823785114501334e-08,2.285100553223174e-09
2000,3.1368024622224766e-08,3.97622823555821e-09
2001,2.4972907297637903e-08,3.943090742808408e-09
2002,2.4972962364699924e-08,4.381221607729913e-09
2003,2.375146124222738e-08,1.6667691671301554e-09
2004,1.805964444656638e-08,3.9643119897903034e-09
2005,3.0175122844866564e-08,3.1526248278623825e-09
2006,2.2648395159308166e-08,2.0589450144825605e-09
2007,2.4366324069546863e-08,7.190063211481856e-09
2008,1.4901038625225738e-08,8.51487946817997e-09
2009,1.6211854969583328e-08,6.198650481792356e-09
2010,1.5116137674908714e-08,3.7790344187271785e-09
2011,9.55992973672437e-09,8.795135286732148e-09
2012,1.838296448397614e-08,8.510632198976964e-09
2013,1.589801357226861e-08,9.204113027294625e-09
2014,1.8406284496563785e-08,9.311413862178597e-09
2015,2.792885034352821e-08,8.201329393386914e-09
2016,2.568461709984149e-08,9.528164035543796e-09
2017,1.2326495379966218e-08,6.037467414898856e-09
2018,1.3681773936013997e-08,6.195520096952123e-09
2019,1.989770481714004e-08,6.632568272380013e-09
