year,étions_VERB en_PRON,étions_VERB tant_ADV
1800,3.144164395507687e-08,0.0
1801,1.4287095950749062e-08,0.0
1802,1.7902721083373763e-08,0.0
1803,1.950339267864365e-08,0.0
1804,3.707776485839531e-08,2.2246657849223084e-08
1805,1.9900143755080535e-08,1.1371510844071508e-08
1806,5.76333825108577e-09,0.0
1807,2.2775640928784924e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,0.0
1810,9.360507036149102e-09,2.3401267590372754e-09
1811,4.512738271955641e-08,0.0
1812,2.6672082320544632e-09,8.00162425207418e-09
1813,5.751483289628823e-09,0.0
1814,1.1328037885505182e-07,0.0
1815,2.1577788444915313e-08,0.0
1816,1.1588019432906549e-08,3.244645441213834e-08
1817,2.9580593974287694e-08,9.341240669868967e-09
1818,1.9073883805731384e-08,3.5763532135746345e-09
1819,2.2772310259711048e-08,4.140420006848444e-09
1820,4.746592452420373e-09,1.1866481131050932e-09
1821,1.972297702934611e-08,3.94459531705138e-09
1822,8.02049271442229e-09,2.2056354964661296e-08
1823,2.569498569471307e-08,0.0
1824,4.210556348027694e-09,5.052667617633233e-09
1825,7.924898959288385e-09,1.7610886082763955e-09
1826,6.077509340229881e-08,5.284790383086602e-09
1827,1.1060727445055818e-08,1.2904182611350734e-08
1828,1.3758452155343548e-08,4.586150570418113e-09
1829,2.1432940755516938e-08,8.57317605795771e-10
1830,1.6698937344017395e-08,3.5485243188304594e-08
1831,3.1182413096075834e-08,0.0
1832,2.570694235259907e-08,8.117981842303834e-09
1833,1.0425265983826648e-08,1.1583628500844156e-09
1834,1.4935249481595747e-08,0.0
1835,1.5126175867408165e-08,1.5126175867408165e-09
1836,1.2097349788575684e-08,6.048674894287842e-09
1837,8.349468672008697e-09,6.957891152126194e-09
1838,8.837027110075724e-09,7.574594285131298e-09
1839,8.38977065598101e-09,4.894032734625853e-09
1840,8.280594876453051e-09,1.9109065441114126e-09
1841,9.630822361827995e-09,1.7977535904378783e-08
1842,2.0124795163667386e-09,3.3541325272778977e-09
1843,1.4176587015413133e-08,2.3627644285539873e-09
1844,1.2623690537338916e-08,8.232841963717874e-09
1845,7.812318791877715e-09,5.022205318283568e-09
1846,1.0538101946622191e-08,8.781752214304106e-09
1847,1.3483059113639229e-08,5.9325460100012606e-09
1848,1.448139919091318e-08,5.63165514222419e-09
1849,8.379414495607307e-09,5.02764896381791e-09
1850,1.3577992064028876e-08,4.073397619208663e-09
1851,1.5478653025979838e-08,4.514607354622058e-09
1852,3.2552727180501506e-09,4.557382027314816e-09
1853,1.1346670270029335e-08,5.971931837933653e-10
1854,2.0782657372819813e-08,5.7152309551611324e-09
1855,1.1675261646360013e-08,6.8990182455763716e-09
1856,1.1389816201301528e-08,5.177189343896771e-09
1857,1.122747050885664e-08,1.9526036343364694e-09
1858,2.300027723833864e-08,3.4255731584664773e-09
1859,1.1202780925145817e-08,2.036869339860914e-09
1860,1.830873586072812e-08,1.373155145145688e-09
1861,4.2443675241088386e-09,2.8295783494058924e-09
1862,1.400575744270327e-08,4.066187830886747e-09
1863,1.6482248454963155e-08,5.494082966350788e-09
1864,1.102787461348953e-08,1.0548401263577034e-08
1865,2.0710114512212385e-08,2.8241067262513297e-09
1866,1.1677471434268227e-08,4.379051787850585e-09
1867,4.85281148598915e-09,2.426405742994575e-09
1868,1.432563490055827e-08,9.87974813071446e-10
1869,2.0999133099053324e-08,1.953407657850903e-09
1870,6.307453670473251e-09,2.8670243956696595e-09
1871,7.434824311758348e-09,0.0
1872,1.2094679036067646e-08,7.861540751719076e-09
1873,1.7958013742713774e-08,1.7958012854535355e-09
1874,2.5690820137924675e-08,0.0
1875,2.689117728493784e-08,3.432916173551348e-09
1876,7.255217759905008e-09,9.673623679873344e-09
1877,9.27722432209066e-09,3.710889595609501e-09
1878,8.4547240319921e-09,1.8117265465633636e-09
1879,1.588424503040642e-08,3.0546627449723474e-09
1880,9.626769603698904e-09,2.5671385017744797e-09
1881,1.045876096839038e-08,2.7890030285249168e-09
1882,8.652000893505374e-09,3.9932310791357395e-09
1883,9.479008689083912e-09,5.0554711528150165e-09
1884,8.582206056928499e-09,8.582206056928499e-09
1885,4.511945039809007e-09,1.2891271383708158e-09
1886,1.7424351739236954e-08,2.5813855497602844e-09
1887,1.1752064210668323e-08,9.140494583448344e-09
1888,1.268122939990235e-08,2.53624587998047e-09
1889,6.265136853755848e-09,4.385595886446936e-09
1890,8.520702365899524e-09,9.831579994568074e-09
1891,1.0198752065093686e-08,5.736798147637501e-09
1892,1.191017329205124e-08,6.268512375839919e-10
1893,8.005941687372342e-09,9.23762488724833e-09
1894,7.561847148451761e-09,1.8904617871129403e-09
1895,2.347259631108045e-08,9.629783193076946e-09
1896,1.4152869098893461e-08,3.5382172747233653e-09
1897,1.3984112534615178e-08,1.2818770045441852e-08
1898,1.1882545614128048e-08,1.6975064687230201e-09
1899,1.6029977345510815e-08,2.2110313580014918e-09
1900,8.824790675987515e-09,0.0
1901,5.58873880507349e-09,5.588738916095792e-10
1902,5.4013122863239005e-09,3.437198747846537e-09
1903,6.480264325148255e-09,5.400220270956879e-09
1904,3.117282432185675e-08,5.912087708281888e-09
1905,5.160758931310738e-09,9.805441791854719e-09
1906,6.6874399351490865e-09,2.572092316910357e-09
1907,8.228549397415463e-09,3.0857059130084963e-09
1908,1.1787333775714615e-08,2.4556945366072114e-09
1909,1.4302557360679202e-08,4.950885035270858e-09
1910,1.60324518105881e-08,3.740905363258662e-09
1911,1.0640748726586935e-08,7.980561100850991e-09
1912,6.772247651554153e-09,3.646594803896619e-09
1913,1.113627856597077e-08,5.302989602995467e-09
1914,1.4063162190325329e-08,8.036092680185902e-09
1915,2.1205371680821372e-08,2.4739600590351074e-08
1916,3.4061130804730055e-08,7.69122365795738e-09
1917,1.864292187292449e-08,1.315970976634162e-08
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,1.2890987832747669e-08,5.524709134618888e-09
1920,1.741613253614105e-08,3.028892692213958e-09
1921,7.572747762196741e-09,3.7863738810983705e-09
1922,1.475587119159627e-08,1.0329110011753073e-08
1923,8.492758496458919e-09,2.1231896241147297e-09
1924,9.02413699321869e-09,1.289162443462999e-09
1925,1.7597084678300234e-08,1.5397448649423495e-08
1926,1.7833821530643945e-08,3.343841648018042e-09
1927,7.804457524684949e-09,6.689535148041159e-09
1928,9.14083297942625e-09,1.82816659588525e-08
1929,1.0026365515614089e-08,2.2280812750352652e-09
1930,5.2518016602221e-09,7.352522590764465e-09
1931,1.3686427990933225e-08,9.124285327288817e-09
1932,1.0959536389520963e-08,4.383814644626227e-09
1933,4.588264879146209e-09,0.0
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,1.196828414151696e-08,2.393656828303392e-09
1936,2.0612015205756506e-08,1.2124714565686645e-09
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,0.0,7.647025235257843e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.927911696952833e-08,9.639558484764166e-09
1945,1.089252066321933e-08,6.535512131478072e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,1.907339353124371e-08,7.152522574216391e-09
1948,1.9569398546082084e-08,6.523132700664291e-09
1949,9.817008539414473e-09,3.9268033269479474e-09
1950,9.571825110299415e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,9.595261474260042e-09
1952,1.7926167217297007e-08,7.381362632230548e-09
1953,1.0773827163745864e-08,4.3095309543161875e-09
1954,6.840775057526116e-09,9.772536557761669e-09
1955,1.0324168187025862e-08,0.0
1956,1.2209598665435806e-08,1.744228317335228e-09
1957,7.068030161150318e-09,1.7670075402875796e-09
1958,8.272243334772611e-09,3.3088973783179654e-09
1959,6.200598257066758e-09,7.750747821333448e-10
1960,1.314958364417862e-08,4.152500121534786e-09
1961,1.389631876236308e-08,5.55852741612739e-09
1962,1.2683912586908264e-08,9.512934440181198e-09
1963,7.759263453976928e-09,1.2932106496776896e-09
1964,9.125952438182594e-09,2.4335873316516654e-09
1965,7.660860390501512e-09,6.5664522708175355e-09
1966,1.0524241922382771e-08,1.6617224263271169e-09
1967,9.860671390526932e-09,3.944268467392931e-09
1968,1.1677681044375277e-08,6.287982134978165e-09
1969,7.72098829315837e-09,2.2708788183223305e-09
1970,1.1956685419534097e-08,6.438214850135182e-09
1971,8.735275613958038e-09,4.1107179882260425e-09
1972,1.487742551375959e-08,4.6171320100540925e-09
1973,8.269805285010534e-09,1.6539611902288698e-09
1974,8.438357568252286e-09,4.500457340128605e-09
1975,1.028066431985053e-08,3.4268881066168433e-09
1976,1.1427053969725876e-08,1.142705374768127e-09
1977,1.1165885105413054e-08,5.876781727920388e-09
1978,1.1881182260253809e-08,3.5643548113029055e-09
1979,7.022368020415115e-09,6.437170796402825e-09
1980,1.762396628635088e-08,5.685150683554241e-10
1981,1.3916208629893845e-08,6.325549417596221e-09
1982,1.4277254933858785e-08,6.828252629986764e-09
1983,1.136756910824488e-08,5.68378455412244e-09
1984,8.69851302098823e-09,5.219107812592938e-09
1985,2.1054452403745927e-08,6.015558051686298e-10
1986,1.8582904104391673e-08,4.7955883708539204e-09
1987,1.1610551631235921e-08,1.8332451112712533e-09
1988,7.795519785247507e-09,2.398621523624911e-09
1989,1.6464365870660913e-08,5.488121956886971e-09
1990,1.8525414091641323e-08,4.358920779878872e-09
1991,1.875668864670388e-08,2.344586080837985e-09
1992,1.3774860363469088e-08,9.366905473484621e-09
1993,1.2186256448387667e-08,3.877445031719162e-09
1994,1.793475057354499e-08,1.5824779264761446e-09
1995,1.7351842629409475e-08,3.795715741716776e-09
1996,1.1743802375008272e-08,2.135236876199542e-09
1997,8.630809844589749e-09,2.3974471297094624e-09
1998,1.5734826774860267e-08,1.9072516899143466e-09
1999,1.1425503210205079e-08,8.683382013430219e-09
2000,1.5463109903635086e-08,6.627047355323157e-09
2001,1.8839211080035057e-08,3.943090742808408e-09
2002,2.102986229601811e-08,6.571832411594869e-09
2003,2.0417921575699438e-08,3.7502307925763034e-09
2004,1.7178685141061578e-08,3.523833003171717e-09
2005,1.8915748967174295e-08,8.557123898356167e-09
2006,1.070651389767363e-08,4.117890028965121e-09
2007,2.2768533725070483e-08,5.991719120856942e-09
2008,1.9158479247494142e-08,5.108927503272298e-09
2009,2.098004614481397e-08,7.629108011997232e-09
2010,2.645324137517946e-08,8.502827775203059e-09
2011,3.556294103645996e-08,5.7359579308524644e-09
2012,3.2680826933528806e-08,1.1234034147378225e-08
2013,3.8211013020372775e-08,1.0877587719448911e-08
2014,3.832838046946563e-08,1.4291938299493268e-08
2015,5.541438596878834e-08,1.1969507163200888e-08
2016,5.2404903527758506e-08,1.2842308549920745e-08
2017,5.584657003510074e-08,1.3081178806828575e-08
2018,7.357180464850899e-08,1.3681773936013997e-08
2019,6.607058367080754e-08,1.1734544003161318e-08
