year,aurez_VERB en_PRON,aurez_VERB tant_ADV
1872,0.0,1.4513614310374123e-08
1873,2.3944017879529156e-09,1.0774807712721213e-08
1874,1.1949218281515073e-09,6.572069999322139e-09
1875,2.8607636259891933e-09,1.2015206607429718e-08
1876,1.209202959984168e-09,8.464420275799966e-09
1877,6.184815992682502e-10,1.9791411176584006e-08
1878,1.2078177347163432e-09,1.0870359723469392e-08
1879,1.832797580370027e-09,1.8327975581655664e-08
1880,3.8507077526617195e-09,1.6686399817444908e-08
1881,2.7890030285249168e-09,2.9284532132578533e-08
1882,0.0,1.4641846846075168e-08
1883,3.791603475633565e-09,8.21514056781325e-09
1884,1.9805090900604227e-09,1.0562715146988921e-08
1885,2.5782542767416317e-09,1.160214413431504e-08
1886,0.0,9.034849313138693e-09
1887,1.9586774424595887e-09,5.876032105334161e-09
1888,1.268122939990235e-09,1.014498351992188e-08
1889,6.265136742733546e-10,7.51816386923565e-09
1890,4.5880703680722945e-09,5.898947996740844e-09
1891,6.374220040683554e-10,6.3742202627281586e-09
1892,5.641661360300532e-09,1.2537024751679837e-08
1893,6.158416554491453e-10,1.7243566574620672e-08
1894,3.150769645188234e-09,4.411077725308132e-09
1895,1.2037228991346183e-09,6.018614495673091e-10
1896,0.0,1.0024948871034667e-08
1897,5.826713556089658e-10,3.4960281336537946e-09
1898,1.6975064687230201e-09,1.9238406423482957e-08
1899,1.6582735185011188e-09,4.9748205555033564e-09
1900,5.191053142894475e-10,1.4015843596837385e-08
1901,1.1177477832191585e-09,6.147612641171918e-09
1902,3.437198747846537e-09,3.928227076954727e-09
1903,5.400220270956879e-10,4.860198465905796e-09
1904,5.374625189347171e-10,8.599400302955473e-09
1905,5.160759042333041e-10,5.676835002077496e-09
1906,0.0,6.6874399351490865e-09
1907,0.0,6.685696440911215e-09
1908,4.911389073214423e-10,8.349361202419914e-09
1909,1.6502950117569526e-09,2.3654228797909127e-08
1910,1.6032452032632705e-09,8.01622590529405e-09
1911,0.0,7.448523575703803e-09
1912,0.0,7.814131564032323e-09
1913,1.590896969716482e-09,1.590896969716482e-09
1914,1.3393487430235496e-09,1.0714789944188396e-08
1915,2.3561523843085297e-09,9.424609537234119e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,0.0,8.773139548168274e-09
1918,0.0,2.067547733020092e-08
1919,9.207848372660976e-10,1.012863304339362e-08
1920,1.514446346106979e-09,1.665890891899835e-08
1921,3.0290989716519334e-09,6.815472630705699e-09
1922,7.377935484775833e-10,1.1066902949607993e-08
1923,5.307974060286824e-09,9.554353752605493e-09
1924,0.0,1.0313299547703991e-08
1925,0.0,1.0998178368026856e-08
1926,1.1146138456652466e-09,4.458455382660986e-09
1927,0.0,1.1149224654616319e-08
1928,0.0,2.2852082448565625e-09
1929,0.0,3.342121912552898e-09
1930,1.0503603542488804e-09,2.10072066408884e-08
1931,1.1405356659111021e-09,4.5621426636444085e-09
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,0.0,5.735331320977366e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,8.487299751891442e-09
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,0.0,7.779128452511941e-09
1939,0.0,1.070583532936098e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,0.0,1.089252066321933e-08
1946,1.3921104269343232e-09,2.3665876369705074e-08
1947,0.0,1.4305045148432782e-08
1948,0.0,4.348755133776194e-09
1949,1.9634016634739737e-09,6.8719057111366055e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,1.1727541604500402e-08
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,0.0,5.386913581872932e-09
1954,0.0,4.886268278880834e-09
1955,0.0,9.385607846468247e-09
1956,8.72114158667614e-10,4.360570571293465e-09
1957,0.0,3.534015080575159e-09
1958,8.272243445794913e-10,4.9633461784992505e-09
1959,3.100299128533379e-09,1.0851047171911432e-08
1960,0.0,2.7683333403416555e-09
1961,0.0,8.33779090214648e-09
1962,6.341956404476434e-10,4.43936931660005e-09
1963,0.0,5.819448034571906e-09
1964,1.2167936658258327e-09,6.083968440151466e-09
1965,5.472043373977442e-10,5.47204326295514e-09
1966,1.1078149508847446e-09,7.200797291773142e-09
1967,0.0,4.437302081328198e-09
1968,8.982831700699023e-10,1.2126823101255013e-08
1969,0.0,5.904285060864822e-09
1970,4.5987250119061684e-10,7.3579600190498695e-09
1971,5.138397485282553e-10,2.569198631618974e-09
1972,0.0,1.5390440033513642e-09
1973,2.205281512956958e-09,7.718485406371656e-09
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,1.1422960355389478e-09,4.569184142155791e-09
1976,5.713526873840635e-10,1.7140580066410394e-09
1977,5.876781838942691e-10,1.7630346071939584e-09
1978,5.940591352171509e-10,3.5643548113029055e-09
1979,0.0,2.3407893401383717e-09
1980,0.0,5.6851505725319385e-09
1981,0.0,3.795329828193417e-09
1982,0.0,2.483000915987077e-09
1983,6.315316047889041e-10,5.68378455412244e-09
1984,0.0,4.639206796497319e-09
1985,0.0,6.015557829641693e-09
1986,0.0,2.3977941854269602e-09
1987,1.2221633705067347e-09,6.721898593298192e-09
1988,5.996553809062277e-10,6.596209356501959e-09
1989,1.0976244357863152e-09,6.036934507847036e-09
1990,0.0,6.538381391862913e-09
1991,1.1722930404189924e-09,3.5168792322792797e-09
1992,0.0,4.4079553340736766e-09
1993,0.0,5.539207315052863e-09
1994,1.0549853213248639e-09,2.1099706426497278e-09
1995,5.422450821690461e-10,3.253470381991974e-09
1996,0.0,2.135236876199542e-09
1997,0.0,9.58978896292706e-10
1998,9.536258449571733e-10,6.198567881199324e-09
1999,4.570201161957499e-10,2.285100553223174e-09
2000,4.4180314962005696e-10,2.2090156370779823e-09
2001,8.762423564512289e-10,4.381211837767296e-09
2002,4.38122149670761e-10,1.752488598683044e-09
2003,8.333845835650777e-10,2.083461403401543e-09
2004,0.0,2.2023955992267474e-09
2005,0.0,3.1526248278623825e-09
2006,4.1178899179428186e-10,3.706100981659688e-09
2007,3.994479469415779e-10,2.3966877371606188e-09
2008,8.514879357157668e-10,4.6831836186811415e-09
2009,1.907277002999308e-09,4.76819250749827e-09
2010,0.0,2.3618964561933353e-09
2011,7.64794394481072e-10,3.4415748029203996e-09
2012,1.7021263287730903e-09,8.510632198976964e-09
2013,1.6734750252211938e-09,6.414987652192394e-09
2014,1.0827225782605865e-09,9.961047986450922e-09
2015,2.438232948875907e-09,8.644644111654998e-09
2016,1.4499380585064614e-09,6.8354220061905835e-09
2017,1.2578056374223934e-09,6.037467414898856e-09
2018,2.5814667070633845e-10,4.904786798931582e-09
2019,1.2754939326953263e-09,6.377469219387422e-09
