year,mes_DET humeurs_NOUN,mes_DET tumeurs_NOUN
1800,1.8864987794131594e-08,0.0
1801,5.476719988628531e-08,0.0
1802,9.84649659585557e-08,0.0
1803,2.3404069793286908e-08,0.0
1804,7.4155526164076946e-09,1.730295728918918e-08
1805,3.4114531644036106e-08,0.0
1806,2.881669125542885e-08,0.0
1807,1.4234775136401367e-08,0.0
1808,2.945896149242344e-08,0.0
1809,4.969867006821005e-08,0.0
1810,3.978215445954447e-08,0.0
1811,1.0028307073639553e-08,0.0
1812,4.5342538612658245e-08,0.0
1813,5.751483289628823e-09,0.0
1814,7.552024783308298e-08,0.0
1815,8.091670444798638e-09,0.0
1816,1.622322720606917e-08,0.0
1817,7.784366928831332e-09,1.2454987263765815e-08
1818,5.96058880031336e-08,0.0
1819,2.173720581311045e-08,0.0
1820,5.6959109429044474e-08,4.746592452420373e-09
1821,3.254291058851777e-08,0.0
1822,8.221005032282847e-08,0.0
1823,4.842516698744248e-08,0.0
1824,3.031600659397782e-08,0.0
1825,4.138558207245069e-08,0.0
1826,4.4920720032592953e-08,0.0
1827,5.899054844604734e-08,0.0
1828,3.577197316140257e-08,0.0
1829,2.4862210068476998e-08,0.0
1830,2.5048406016026092e-08,0.0
1831,1.7150327380477393e-08,0.0
1832,2.705993873419743e-09,0.0
1833,1.9692168451435066e-08,0.0
1834,3.4537765314368585e-08,6.534171426153534e-09
1835,7.563087933704082e-09,0.0
1836,5.847052397811581e-08,0.0
1837,3.896419054072453e-08,0.0
1838,4.986607748946881e-08,0.0
1839,2.027527834513876e-08,0.0
1840,1.4013314952876499e-08,0.0
1841,6.420548537278137e-09,0.0
1842,1.609983613093391e-08,6.708265054555795e-10
1843,7.678984559333912e-09,0.0
1844,1.4270259640625227e-08,0.0
1845,1.7298706134205588e-08,0.0
1846,9.952652035849496e-09,0.0
1847,5.9325460100012606e-09,0.0
1848,8.849743937666688e-09,0.0
1849,1.0893239199560867e-08,0.0
1850,1.4935791270431764e-08,0.0
1851,1.4188765717904062e-08,0.0
1852,5.859490670445666e-09,0.0
1853,1.19438634538227e-08,0.0
1854,5.7671874387210664e-08,1.0391328908454511e-09
1855,2.2289135870323662e-08,0.0
1856,1.501384794266869e-08,0.0
1857,1.9037885934380938e-08,6.8341128311999455e-09
1858,3.425573069648635e-08,0.0
1859,2.5970083417092837e-08,0.0
1860,1.6477861825014983e-08,4.577183909670879e-10
1861,1.839225838295988e-08,0.0
1862,3.207770415958322e-08,0.0
1863,1.8480096231066057e-08,0.0
1864,1.9658384031728815e-08,0.0
1865,1.97687466396701e-08,0.0
1866,3.113992264047738e-08,0.0
1867,1.747012134956094e-08,0.0
1868,1.975949570631741e-08,0.0
1869,1.6115612622158437e-08,0.0
1870,3.555110161812536e-08,0.0
1871,1.0621177048975028e-08,0.0
1872,4.7169245842582086e-08,0.0
1873,1.5563610844537834e-08,0.0
1874,1.9118749250424116e-08,0.0
1875,2.517471986429598e-08,1.1443054281912168e-09
1876,1.9347247581791294e-08,0.0
1877,2.3502300106059693e-08,0.0
1878,2.7175898642539664e-08,0.0
1879,2.749196403861731e-08,0.0
1880,1.2193908105473383e-08,0.0
1881,2.3706525742461793e-08,0.0
1882,1.6638463051776853e-08,1.3310770263785798e-09
1883,1.4534479397809719e-08,1.2638677659992936e-08
1884,1.4523733327109767e-08,3.300848483434038e-09
1885,1.2246707647989297e-08,2.5782542767416317e-09
1886,2.839524104736313e-08,0.0
1887,1.9586773092328258e-08,1.9586774424595887e-09
1888,2.0924027621660457e-08,0.0
1889,1.253027342995594e-08,0.0
1890,9.176140736144589e-09,0.0
1891,3.824531802365527e-09,0.0
1892,3.761107425503951e-09,0.0
1893,1.1700991342511458e-08,0.0
1894,1.0082462864602348e-08,0.0
1895,1.8657704714541978e-08,1.2037228991346183e-09
1896,1.4152869098893461e-08,0.0
1897,7.574727511894253e-09,1.1653427112179315e-09
1898,1.584339415217073e-08,0.0
1899,1.9899282222013426e-08,0.0
1900,1.4015843263770478e-08,2.07642125715779e-09
1901,6.706486921359556e-09,5.588738916095792e-10
1902,9.820567470342212e-09,0.0
1903,7.020286574288548e-09,1.0800440541913758e-09
1904,5.912087708281888e-09,1.3974025492302644e-08
1905,4.64468330463319e-09,5.160759042333041e-10
1906,2.1091157265118454e-08,5.144184522798412e-10
1907,1.4914246171393586e-08,0.0
1908,1.7189862422384294e-08,0.0
1909,1.1001967059609541e-08,3.300590023513905e-09
1910,1.2291546447329438e-08,1.6032452032632705e-09
1911,1.2236860191805476e-08,1.0640748282497725e-09
1912,7.2931894967709354e-09,5.209421227725386e-10
1913,2.651494868111115e-08,5.30298971401777e-10
1914,1.9420557606508737e-08,3.3483718020477227e-09
1915,5.890381071793627e-09,0.0
1916,1.2086208478478966e-08,0.0
