year,mes_DET humeurs_NOUN,mes_DET tumeurs_NOUN
1917,1.315970976634162e-08,0.0
1918,6.89182577673364e-09,0.0
1919,1.8415696301232742e-08,0.0
1920,1.665890891899835e-08,1.514446346106979e-09
1921,1.1359120755116692e-08,3.7863738810983705e-09
1922,1.1804696775641332e-08,7.377935484775833e-10
1923,2.653987074552333e-08,0.0
1924,2.1915761649893284e-08,1.289162443462999e-09
1925,4.619234839076114e-08,1.0998177923937646e-09
1926,3.6782257240020044e-08,5.57306911730393e-09
1927,4.7941666192485854e-08,1.1149224876660924e-09
1928,2.5137291359556002e-08,0.0
1929,3.676334259239411e-08,2.2280812750352652e-09
1930,3.571225093423891e-08,3.1510811737689437e-09
1931,2.737285687004487e-08,1.1405356659111021e-09
1932,2.5206933651489294e-08,0.0
1933,4.7029713901025616e-08,0.0
1934,1.677421224144382e-08,0.0
1935,1.795242621227544e-08,0.0
1936,1.576212937948185e-08,0.0
1937,1.888667755522988e-08,0.0
1938,2.074434313215079e-08,0.0
1939,1.070583532936098e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,5.312704587367989e-08,2.9515025978810172e-09
1942,3.034211770724937e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,4.574858536443571e-08,0.0
1946,5.0115974481457215e-08,0.0
1947,3.695470152109692e-08,0.0
1948,4.240036233227329e-08,1.0871887834440486e-09
1949,2.2579119796084512e-08,0.0
1950,3.5096691552993775e-08,0.0
1951,3.7314906276009197e-08,0.0
1952,4.217921545368597e-08,0.0
1953,3.124409886368085e-08,0.0
1954,3.3226621232174125e-08,0.0
1955,2.5341140741375057e-08,0.0
1956,2.616342520411763e-08,0.0
1957,4.3291686346869085e-08,0.0
1958,3.557064653936237e-08,0.0
1959,3.720358832115522e-08,0.0
1960,3.2527915083679915e-08,0.0
1961,3.543561177821175e-08,0.0
1962,6.595634527428729e-08,0.0
1963,5.043521689174213e-08,0.0
1964,4.4412967525886415e-08,6.083968329129164e-10
1965,5.581484430194905e-08,0.0
1966,4.043524726160541e-08,1.6617224263271169e-09
1967,5.028942262619296e-08,0.0
1968,4.401587402891316e-08,1.3474247273492779e-09
1969,4.0875819506958067e-08,0.0
1970,3.1271330080961945e-08,0.0
1971,3.1858065074885644e-08,0.0
1972,3.283293920075536e-08,0.0
1973,2.0950174151046497e-08,5.513203782392395e-10
1974,1.7439272304020648e-08,0.0
1975,3.369773438066659e-08,1.7134440533084216e-09
1976,3.485251542922896e-08,1.142705374768127e-09
1977,3.349765664850679e-08,0.0
1978,3.9207904034554986e-08,0.0
1979,4.388980068270598e-08,0.0
1980,5.2871902522788616e-08,5.685150683554241e-10
1981,6.009271991125331e-08,0.0
1982,3.2279010242497463e-08,0.0
1983,4.104955431127877e-08,0.0
1984,4.639206913070737e-08,0.0
1985,4.0304239279365106e-08,6.015558051686298e-10
1986,5.395037061539654e-08,0.0
1987,3.727598285596656e-08,0.0
1988,4.7972431249654335e-08,0.0
1989,4.116091467665228e-08,5.488122178931576e-10
1990,4.086488264443133e-08,5.44865097484859e-10
1991,5.2753186707832356e-08,5.861465202094962e-10
1992,5.014049064833159e-08,1.1019888335184191e-09
1993,5.317639306667843e-08,0.0
1994,4.325439895147554e-08,0.0
1995,5.639348693575741e-08,1.626735190995987e-09
1996,4.056949931552367e-08,2.135236876199542e-09
1997,5.37028168601239e-08,1.917957792585412e-09
1998,6.34161176904513e-08,4.768129224785866e-10
1999,3.97607493596297e-08,1.3710603763428253e-09
2000,5.478359121902088e-08,4.4180314962005696e-10
2001,5.432702732122152e-08,0.0
2002,7.272827851068087e-08,4.38122149670761e-10
2003,5.1669843181834096e-08,4.1669229178253886e-10
2004,6.783378414532137e-08,8.809582507929292e-10
2005,5.539611891425267e-08,1.3511248786457486e-09
2006,5.847403805603335e-08,2.8825228870488218e-09
2007,6.990338832779663e-08,1.1983438685803094e-09
2008,5.960415583317058e-08,2.1287198670449925e-09
2009,6.913879269099255e-08,9.53638501499654e-10
2010,9.967203462579732e-08,9.447586046817946e-10
2011,1.0401204053600566e-07,1.1471915639660324e-09
2012,1.0076587786400637e-07,2.382976926895708e-09
2013,1.2634736412664438e-07,2.789125042035323e-10
2014,1.3837194590138324e-07,2.3819897165822113e-09
2015,1.1659186371915098e-07,2.438232948875907e-09
2016,1.0605260758467239e-07,1.6570720351438695e-09
2017,1.1622124640453535e-07,2.264050280587071e-09
2018,1.5462985114567118e-07,2.5814667070633845e-10
2019,1.3647784236070493e-07,5.612172948588068e-09
