year,les_DET août_NOUN,les_DET toutes_ADJ
1858,3.914940760463281e-09,9.885225571437672e-08
1859,5.601390684617513e-09,1.1813842437646827e-07
1860,1.6020143434047895e-08,1.3914639174217314e-07
1861,8.960330977192399e-09,9.290448810261864e-08
1862,7.228778048373741e-09,1.1837124103131202e-07
1863,4.994620939058336e-09,1.273628305042962e-07
1864,7.671564716815737e-09,1.5295182453911593e-07
1865,6.589582213223366e-09,1.1814179146085735e-07
1866,7.298419313350735e-09,1.299118679298772e-07
1867,1.94112459439566e-09,1.319964777479754e-07
1868,1.975949626142892e-09,1.3189463876628338e-07
1869,0.0,1.0987917997695718e-07
1870,8.601073187008978e-09,1.5195229163822432e-07
1871,2.1242354542039266e-09,1.263920124117135e-07
1872,8.46627523642951e-09,1.1368997998584263e-07
1873,5.986004469882289e-10,1.5922771789966816e-07
1874,5.974609029735234e-09,9.798359323909267e-08
1875,6.293679688518239e-09,1.1271408340007838e-07
1876,5.441413319928756e-09,1.3361692241531387e-07
1877,1.8554447978047506e-09,1.3668442822023508e-07
1878,1.8117266020745149e-09,1.7452966805109327e-07
1879,5.498392852132383e-09,1.1485531781207925e-07
1880,6.417846032391594e-09,1.4761046207567574e-07
1881,3.486253785656146e-09,1.4851440965912843e-07
1882,5.324307883469714e-09,1.5373940076557346e-07
1883,1.2006744321002571e-08,1.4724059971271686e-07
1884,7.922036360241691e-09,1.973907455266044e-07
1885,5.80107206715752e-09,1.5147244614155397e-07
1886,2.5813854942491332e-09,1.47784320780886e-07
1887,8.48760217664335e-09,1.423305526770946e-07
1888,2.53624587998047e-09,1.7626909176726713e-07
1889,9.397704836544563e-09,1.4033906259314222e-07
1890,2.6217545912032847e-09,1.7893475590113894e-07
1891,6.374220040683554e-09,1.8740206320089214e-07
1892,5.641661138255927e-09,2.2942755961707917e-07
1893,4.926733243593162e-09,2.2416635792055217e-07
1894,1.1342770500633037e-08,2.1488249579704188e-07
1895,7.824199066419624e-09,2.2148501699348344e-07
1896,1.0024949648190784e-08,2.2644591268772274e-07
1897,4.661370844871726e-09,2.738555267001175e-07
1898,7.921696743018458e-09,2.2859753157078444e-07
1899,4.9748205555033564e-09,2.531630851621003e-07
1900,7.786579714341713e-09,3.3793755127575764e-07
1901,3.912117352289357e-09,2.4702226619766066e-07
1902,2.4551419786078554e-09,2.7202973118534146e-07
1903,4.860198243861191e-09,2.559704475046942e-07
1904,5.912087708281888e-09,3.251648319491096e-07
1905,4.1286072338664326e-09,2.6319871526681027e-07
1906,7.201858165384323e-09,3.6883802501108676e-07
1907,4.1142746431965804e-09,3.4199907616994096e-07
1908,7.367083831866239e-09,3.668807699863663e-07
1909,5.5009837240938e-09,3.927702199035821e-07
1910,4.809735720812114e-09,4.5532162484818173e-07
1911,5.852411666396051e-09,3.6284952642517965e-07
1912,1.146072631241779e-08,3.990416530541552e-07
1913,4.242391882236518e-09,4.60299498961092e-07
1914,8.036092347118995e-09,4.05822659033106e-07
1915,1.2958838335741518e-08,3.3103942431722544e-07
1916,7.69122365795738e-09,4.779545963451426e-07
1917,7.676497326691845e-09,3.640852890285373e-07
1918,8.040463406189247e-09,3.870908837910747e-07
1919,1.3811772281435708e-08,4.309273125002733e-07
1920,1.2115570768855832e-08,4.38432207872097e-07
1921,1.060184651180407e-08,4.399766169171926e-07
1922,7.377935318242379e-09,4.3308481334491944e-07
1923,8.492758496458919e-09,4.19329937884072e-07
1924,6.4458122173149945e-09,4.769900909806779e-07
1925,4.399271169575059e-09,4.124316621556545e-07
1926,5.57306911730393e-09,4.6367937134306203e-07
1927,4.4596899506643695e-09,4.961405100090133e-07
1928,1.1426041224282812e-09,4.947475966687875e-07
1929,4.4561625500705304e-09,5.325114216248039e-07
1930,3.1510810627466412e-09,5.083743852551947e-07
1931,5.7026783295555106e-09,5.839542875918369e-07
1932,4.38381475564853e-09,5.140022727445626e-07
1933,2.2941324395731044e-09,4.5882647370376617e-07
1934,3.5944740517379614e-09,5.223968866374662e-07
1935,2.393656828303392e-09,6.642397867295813e-07
1936,4.849885826274658e-09,5.35912407784167e-07
1937,6.295559185076627e-09,5.288269804282208e-07
1938,2.5930428915188486e-09,6.119581463792656e-07
1939,6.117620188206274e-09,5.612916433861415e-07
1940,0.0,4.7165562389039906e-07
1941,0.0,5.430764655756093e-07
1942,3.034211770724937e-09,6.97868689059078e-07
1943,0.0,6.619376513583575e-07
1944,6.4263723231761105e-09,6.522767765915205e-07
1945,6.535512131478072e-09,6.295876735507022e-07
1946,5.568441707737293e-09,6.222733546223935e-07
1947,2.3841741914054637e-09,5.733938639451708e-07
1948,4.348755133776194e-09,6.360054642939872e-07
1949,3.9268033269479474e-09,7.03879517782724e-07
1950,1.0635361480382244e-09,5.743095381482988e-07
1951,3.1984206394497505e-09,6.290227112515367e-07
1952,5.272401959466322e-09,6.558867831074622e-07
1953,0.0,6.335010764857429e-07
1954,4.886268278880834e-09,7.573715299358241e-07
1955,5.631364707880948e-09,7.546028757410284e-07
1956,5.232684952005684e-09,7.046682535261084e-07
1957,1.7670075402875796e-09,6.86482435785507e-07
1958,1.6544486891589827e-09,7.345752017773322e-07
1959,1.5501495642666896e-09,7.487222259960902e-07
1960,2.0762500052562416e-09,7.156141583752884e-07
1961,2.08444772553662e-09,8.087657661359771e-07
1962,6.341956404476434e-10,7.743528604997607e-07
1963,3.2330265131719216e-09,7.216115402997048e-07
1964,2.4335873316516654e-09,7.197334541686473e-07
1965,4.924838870046244e-09,6.643060417310664e-07
1966,2.7695373772118614e-09,7.095554854785746e-07
1967,3.451234853457663e-09,7.420155139215012e-07
1968,4.49141579483836e-09,6.647295511807982e-07
1969,3.1792304344691047e-09,6.490172117512572e-07
1970,1.3796175313274261e-09,7.049845680562328e-07
1971,0.0,7.121818916822065e-07
1972,2.5650734314375256e-09,7.218116797602647e-07
1973,2.205281512956958e-09,7.404232802432631e-07
1974,3.3753431161187564e-09,7.031964730508378e-07
1975,1.028066431985053e-08,6.962294114565282e-07
1976,2.856763492431469e-09,7.501860919134629e-07
1977,2.9383909194713453e-09,8.115835909983105e-07
1978,0.0,7.900986531694798e-07
1979,1.7555920051037788e-09,8.303950012056305e-07
1980,2.8425753972882717e-09,7.953525629211811e-07
1981,6.325549528618524e-10,9.039210380201723e-07
1982,1.8622506869903077e-09,8.7587855279736e-07
1983,3.1576580239445207e-09,9.150893132137128e-07
1984,2.319603453759811e-09,8.530341366608241e-07
1985,6.015558051686298e-10,8.638341388866877e-07
1986,2.3977942409381114e-09,9.027695360153132e-07
1987,1.2221633705067347e-09,1.0113401778255593e-06
1988,2.99827696004229e-09,1.0212131007492076e-06
1989,1.6464366536794728e-09,8.978567604955856e-07
1990,5.448650919337439e-09,9.54603640135332e-07
1991,2.344586136349136e-09,8.868396772498954e-07
1992,3.856960917314467e-09,9.62036271534572e-07
1993,4.431365996371284e-09,9.034447527866973e-07
1994,1.0549853213248639e-09,9.130897846709729e-07
1995,1.626735190995987e-09,8.865706888627756e-07
1996,2.6690460952494277e-09,9.709989488015935e-07
1997,1.917957792585412e-09,9.762405328572754e-07
1998,2.86087753487152e-09,9.526721953534434e-07
1999,2.7421206694189237e-09,9.76651995276967e-07
2000,2.2090156370779823e-09,9.648980703325094e-07
2001,3.5049694258049158e-09,8.898240912991184e-07
2002,3.504977197366088e-09,9.932229074749443e-07
2003,2.916846042477772e-09,9.733931891631187e-07
2004,4.404791170697919e-09,9.743398443617934e-07
2005,0.0,1.0043361462486189e-06
2006,2.47073389525454e-09,9.849992501642646e-07
2007,2.3966876816494675e-09,9.598734003191112e-07
2008,8.514879357157668e-10,9.494090567052638e-07
2009,4.76819250749827e-10,8.544601144411246e-07
2010,1.8895172648747405e-09,9.14526322670639e-07
2011,1.9119859584471044e-09,8.21771598769061e-07
2012,1.702126356528666e-09,7.826376813291347e-07
2013,1.6734749697100426e-09,7.123425422861374e-07
2014,2.1654451842767486e-10,7.427476980126357e-07
2015,6.649726325136385e-10,6.687407720917804e-07
2016,8.285360453275104e-10,6.160165022528474e-07
2017,5.282783682725167e-09,7.031133706369985e-07
2018,2.323319980845895e-09,7.122266527659349e-07
2019,5.1019755087367e-10,6.563691252736703e-07
