year,quelques_DET erreurs_NOUN,quelques_DET terreurs_NOUN
1800,1.185350066990054e-06,0.0
1801,1.3239375711293633e-06,0.0
1802,1.555298922539805e-06,0.0
1803,1.0395308240873646e-06,1.950339223455444e-09
1804,1.7797326279378467e-06,2.4718509461507665e-09
1805,1.1343082633175072e-06,0.0
1806,1.737646439181617e-06,2.5935023018064385e-08
1807,1.0106690702116339e-06,5.693910232196231e-09
1808,1.312056836511033e-06,2.2660739951163578e-09
1809,1.2808702889444135e-06,1.1295152813062259e-08
1810,1.9540059046363467e-06,0.0
1811,1.5243026565414652e-06,0.0
1812,2.013742131268259e-06,0.0
1813,1.4091133895277608e-06,5.751483289628823e-09
1814,1.4160047427935751e-06,6.293354282149721e-09
1815,9.925782897823865e-07,0.0
1816,1.1842956197938292e-06,2.3176038865813098e-09
1817,1.3280130417570035e-06,1.556873407970727e-09
1818,1.4221964441674118e-06,1.1921177378582115e-09
1819,1.4760596975804674e-06,0.0
1820,1.4643237449263324e-06,4.746592452420373e-09
1821,1.263256697470183e-06,0.0
1822,1.4707577946637684e-06,1.0025615893027862e-08
1823,1.1997581665923462e-06,1.9765373782121287e-09
1824,1.5082212314609933e-06,3.3684450784221553e-09
1825,1.664228680198221e-06,1.7610886082763955e-09
1826,1.3344096707612607e-06,1.7615968683770689e-09
1827,1.6489701124555722e-06,6.452091305675367e-09
1828,1.283204952073902e-06,9.172301140836225e-09
1829,1.3477032219100238e-06,1.2002446869718852e-08
1830,1.2252845529303613e-06,2.400472265406961e-08
1831,1.4671324457538049e-06,0.0
1832,1.2109322291564695e-06,0.0
1833,1.087702695912185e-06,2.3167257001688313e-09
1834,1.1005411835185441e-06,2.8003592777992026e-09
1835,9.408481531636426e-07,3.025235173481633e-09
1836,1.1069075593894695e-06,1.3441500135158435e-09
1837,9.184416072116619e-07,3.478945576063097e-09
1838,9.581862050467294e-07,2.5248647617104325e-09
1839,1.0487212556142822e-06,9.088918062616358e-09
1840,1.0146913602682162e-06,5.095750932326837e-09
1841,1.1441417502311424e-06,8.346713542550788e-09
1842,1.104180466171556e-06,3.3541325272778977e-09
1843,1.2268654074887309e-06,1.1813822142769936e-09
1844,1.017579274176228e-06,6.037417232818143e-09
1845,9.212956246784643e-07,1.3950570143528296e-08
1846,1.0479557168707743e-06,1.5221703009160592e-08
1847,1.272261448193035e-06,8.089835468183537e-09
1848,1.1319626942452032e-06,0.0
1849,9.854191809210988e-07,0.0
1850,8.418354831007946e-07,2.0366988096043315e-09
1851,1.0099820784148505e-06,0.0
1852,1.032572534143128e-06,4.557381805270211e-09
1853,1.0653926167947247e-06,7.763511389313749e-09
1854,1.0043219411670634e-06,3.117398783558656e-09
1855,8.777673770055117e-07,0.0
1856,9.432838634637619e-07,1.0354378465748937e-09
1857,1.016330180902969e-06,7.810414537345878e-09
1858,9.293090954543004e-07,4.404308473482388e-09
1859,1.0133424837022176e-06,1.018434669930457e-09
1860,1.0463442947639123e-06,2.746310290291376e-09
1861,9.865795576047276e-07,6.13075279431996e-09
1862,1.0418476215079409e-06,4.969785055708442e-09
1863,9.364913822196286e-07,1.4983863039219614e-09
1864,8.601741932068308e-07,2.3973640850272204e-09
1865,8.778264550812764e-07,1.882737743486018e-09
1866,8.806759588253499e-07,1.5083399418358567e-08
1867,1.0001643957480155e-06,9.7056229719783e-10
1868,9.030089955786025e-07,7.409810987013543e-09
1869,1.0607004128360131e-06,1.953407657850903e-09
1870,1.06767992491541e-06,1.7202146374017957e-09
1871,9.686513813278452e-07,0.0
1872,1.019581393535418e-06,0.0
1873,9.218446876957387e-07,0.0
1874,1.0569083350731034e-06,8.364453130127458e-09
1875,8.387758576589022e-07,5.721527140956084e-10
1876,9.933602314049494e-07,6.04601479992084e-09
1877,9.289593663197593e-07,5.566334504436554e-09
1878,8.527193386953513e-07,0.0
1879,9.738264701297794e-07,1.221865053580018e-09
1880,1.194361210821171e-06,6.417846254436199e-10
1881,9.873070929700134e-07,0.0
1882,9.250985186781691e-07,1.9966155395678697e-09
1883,9.213596463553131e-07,1.2638677882037541e-09
1884,8.60861273821456e-07,0.0
1885,7.999033861949556e-07,6.445635691854079e-10
1886,8.434677063462459e-07,7.744156427236248e-09
1887,7.873883163256323e-07,0.0
1888,8.98465092546985e-07,6.340614699951175e-10
1889,8.858903370878579e-07,1.8795409673089125e-09
1890,9.340000843849339e-07,0.0
1891,9.567704069013416e-07,0.0
1892,8.5251769377237e-07,5.641661360300532e-09
1893,8.547882046627819e-07,6.158416554491453e-10
1894,8.494474812437147e-07,1.2603078580752936e-09
1895,8.624674805446375e-07,1.2037228991346183e-09
1896,8.149693897507859e-07,1.179405795248556e-09
1897,8.448734796218105e-07,5.826713556089658e-10
1898,8.380023324150443e-07,0.0
1899,8.750156723635882e-07,0.0
1900,8.461416527438814e-07,0.0
1901,8.902861310389198e-07,1.676621730339889e-09
1902,7.522555094396921e-07,0.0
1903,8.192134437479126e-07,1.0800440541913758e-09
1904,8.190928824092225e-07,0.0
1905,8.308822074809541e-07,0.0
1906,7.927188576672961e-07,5.144184522798412e-10
1907,8.321120361642897e-07,5.142843484406967e-09
1908,8.943639535630155e-07,0.0
1909,9.17013970536118e-07,5.500983557560346e-10
1910,8.246024698621568e-07,5.344150677544235e-10
1911,8.278502150460554e-07,2.6601871816467337e-09
1912,7.887063517841852e-07,2.6047106693738442e-09
1913,8.283270034326051e-07,0.0
1914,9.18123575388563e-07,0.0
1915,7.068457179570942e-07,0.0
1916,7.394562011597827e-07,0.0
1917,7.117209399609692e-07,0.0
1918,6.374939118813927e-07,0.0
1919,7.320239561181552e-07,0.0
1920,6.913447521128546e-07,1.514446346106979e-09
1921,6.542853725477471e-07,0.0
1922,7.547628300130782e-07,2.951174193910333e-09
1923,7.431163595583712e-07,0.0
1924,9.088595263051502e-07,0.0
1925,8.479595265953321e-07,3.299453377181294e-09
1926,7.055505548692054e-07,1.1146138456652466e-09
1927,8.016292838419758e-07,2.2298449753321847e-09
1928,8.409566589762107e-07,0.0
1929,7.452931818363595e-07,3.342121912552898e-09
1930,8.654969221311148e-07,0.0
1931,8.303099434670003e-07,1.1405356659111021e-09
1932,8.778588806990228e-07,0.0
1933,8.258876604827492e-07,0.0
1934,8.998166478590974e-07,1.1981580172459871e-09
1935,7.887099364722872e-07,0.0
1936,7.214205055561251e-07,0.0
1937,7.642808697028158e-07,0.0
1938,7.83098975887242e-07,0.0
1939,8.48819823318081e-07,0.0
1940,7.784853792713875e-07,0.0
1941,7.201666321066114e-07,0.0
1942,9.284688218258452e-07,0.0
1943,7.809702573524646e-07,8.709705845433291e-09
1944,7.004745565808435e-07,0.0
1945,6.709792188530628e-07,0.0
1946,6.180970046898437e-07,0.0
1947,7.367098433519459e-07,0.0
1948,6.47964508715404e-07,1.0871887834440486e-09
1949,5.831303120373832e-07,0.0
1950,7.370305468157312e-07,7.444753258312176e-09
1951,7.271075830317386e-07,0.0
1952,7.623893480968036e-07,0.0
1953,6.819832627513733e-07,2.1547654771580937e-09
1954,7.00690854671393e-07,0.0
1955,7.874524996509535e-07,9.385607846468247e-10
1956,6.889702071077863e-07,0.0
1957,7.545122358010303e-07,0.0
1958,7.072767971294525e-07,0.0
1959,7.7662492969921e-07,0.0
1960,6.706287436486491e-07,1.3841666701708277e-09
1961,6.642440411042116e-07,0.0
1962,7.305933920065399e-07,1.2683912808952869e-09
1963,6.343198251101967e-07,1.2932106496776896e-09
1964,7.379853599331909e-07,1.2167936658258327e-09
1965,9.466635049193428e-07,0.0
1966,7.643922934619241e-07,1.1078149508847446e-09
1967,6.9517733791713e-07,4.930335584241163e-10
1968,6.97966012097595e-07,8.982831700699023e-10
1969,6.503797251866672e-07,9.083515606356229e-10
1970,6.847501765605557e-07,0.0
1971,6.844345463719037e-07,2.569198631618974e-09
1972,6.776923768825327e-07,5.130146862875051e-10
1973,6.505580678606293e-07,0.0
1974,6.514412156377603e-07,1.1251143350321513e-09
1975,6.168398556383181e-07,5.711480177694739e-10
1976,6.427717735846272e-07,5.713526873840635e-10
1977,6.264649314857706e-07,0.0
1978,6.255442528413369e-07,1.7821774056514528e-09
1979,5.787601793372232e-07,1.7555920051037788e-09
1980,5.872760944214406e-07,5.685150683554241e-10
1981,5.648715699635432e-07,6.325549528618524e-10
1982,5.853674664990649e-07,0.0
1983,5.671153715525179e-07,0.0
1984,5.868596879565757e-07,2.3196033982486597e-09
1985,6.057666972481002e-07,3.0077789148208467e-09
1986,6.114375210586331e-07,1.1988970927134801e-09
1987,5.939713965119608e-07,2.4443267410134695e-09
1988,6.092498452403561e-07,2.398621523624911e-09
1989,6.283899729453424e-07,1.0976244357863152e-09
1990,5.415958810317534e-07,2.724325431913144e-09
1991,5.597699015424951e-07,5.861465202094962e-10
1992,4.936909867581107e-07,4.958949695321735e-09
1993,5.223472463455892e-07,1.1078414852150331e-09
1994,4.884582054387465e-07,5.274926606624319e-10
1995,4.8530934293467e-07,5.422450821690461e-10
1996,5.48755853202465e-07,0.0
1997,5.394256028523614e-07,1.917957792585412e-09
1998,4.758592844211762e-07,2.3840645013706308e-09
1999,4.908396178393559e-07,4.570201161957499e-10
2000,4.7626380705878546e-07,1.7672125984802278e-09
2001,4.600272252019977e-07,2.190605918883648e-09
2002,4.565232938347208e-07,4.38122149670761e-10
2003,4.312765238267957e-07,4.1669229178253886e-10
2004,4.3695530038689867e-07,1.7619165015858584e-09
2005,4.521764722653643e-07,0.0
2006,4.46379260665708e-07,2.8825228870488218e-09
2007,4.1462697453198416e-07,7.988958938831558e-10
2008,3.3761495465967073e-07,8.514879357157668e-10
2009,3.604753526786908e-07,9.53638501499654e-10
2010,2.8673423813074805e-07,9.447586046817946e-10
2011,2.852683227416719e-07,3.82397197240536e-10
2012,3.050210413135801e-07,6.808505426114664e-10
2013,2.716607756525491e-07,5.578250084070646e-10
2014,5.331326304869322e-07,3.0316233551319627e-09
2015,3.690598093797348e-07,1.5516028045725605e-09
2016,3.024156569608749e-07,4.1426800878596737e-10
2017,2.757110024731446e-07,1.5093667704579872e-09
2018,2.615025724850284e-07,1.0325866828253538e-09
2019,6.318796872406551e-07,1.2754939326953263e-09
