year,fus_VERB en_PRON,fus_VERB tant_ADV
1800,3.144164484325529e-09,3.144164484325529e-09
1801,7.143547975374531e-09,4.7623651688866175e-09
1802,0.0,1.1189200677108602e-08
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,0.0
1806,2.881669125542885e-09,2.881669125542885e-09
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,4.5321479902327155e-09,0.0
1809,4.518061036407062e-09,6.7770917766551975e-09
1810,2.3401267590372754e-09,1.4040760554223652e-08
1811,0.0,1.7549536934780008e-08
1812,0.0,8.00162425207418e-09
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,2.697223555614414e-09
1816,2.3176038865813098e-09,0.0
1817,3.113746815941454e-09,3.113746815941454e-09
1818,0.0,1.3113295338484932e-08
1819,1.035105001712111e-09,6.210630232317271e-09
1820,1.1866481131050932e-09,1.0679833017945839e-08
1821,9.86148829262845e-10,8.875339574387908e-09
1822,2.0051231786055723e-09,1.1028177482330648e-08
1823,8.894418535021487e-09,1.087095569118901e-08
1824,2.0210670470532932e-08,2.947389532437228e-08
1825,0.0,3.610231757988913e-08
1826,8.807984341885344e-10,6.1655889282974385e-09
1827,0.0,4.608636583469661e-09
1828,2.8434133270138773e-08,3.668920500743411e-09
1829,6.001223074036943e-09,4.286587973467704e-09
1830,3.1310507520032616e-09,1.0436835395921662e-08
1831,0.0,1.7150327380477393e-08
1832,1.352996914505411e-08,1.3529969367098715e-09
1833,1.0425265983826648e-08,5.791814139399776e-09
1834,1.8669061851994684e-09,0.0
1835,3.025235173481633e-09,8.31939672707449e-09
1836,6.048674894287842e-09,2.016224964762614e-09
1837,1.3915781860163179e-09,1.461157062010443e-08
1838,6.312161904276081e-10,8.2058102535143e-09
1839,6.9914751765765e-10,6.292327547896548e-09
1840,2.5478754661634184e-09,5.732719632334238e-09
1841,5.1364388298225094e-09,6.420548537278137e-10
1842,4.695785538189057e-09,1.0062397137744483e-08
1843,0.0,3.5441467538532834e-09
1844,5.488561272137815e-10,6.037417232818143e-09
1845,3.348136878855712e-09,3.9061593959388574e-09
1846,0.0,2.9272506640865004e-09
1847,1.6179670936367074e-09,1.0786447290911383e-09
1848,8.84974404868899e-09,2.413566457803995e-09
1849,1.9272654583346593e-08,4.1897072478036534e-09
1850,8.82569484161877e-09,4.073397619208663e-09
1851,7.739326512989919e-09,1.9348316282474798e-09
1852,8.463708844885787e-09,6.510545436100301e-10
1853,2.9859659189668264e-09,5.971931837933653e-10
1854,1.0391328908454511e-09,1.2469595134234623e-08
1855,1.326734277995456e-08,3.714855978387277e-09
1856,2.0708756931497874e-09,4.659470143053568e-09
1857,3.905207268672939e-09,1.9526036343364694e-09
1858,2.936205500958522e-09,5.3830437884982985e-09
1859,7.638259802433822e-09,9.675129142294736e-09
1860,3.204028820036342e-09,3.661747127736703e-09
1861,1.7920662287451705e-08,1.226150558863992e-08
1862,4.517986262886353e-10,5.421583626485926e-09
1863,3.496234635136375e-09,1.9978483312144135e-09
1864,5.753673537611803e-09,5.753673537611803e-09
1865,9.413688495385486e-09,3.294791106611683e-09
1866,4.865612801552288e-09,4.379051787850585e-09
1867,1.455843445796745e-09,7.279217228983725e-09
1868,2.4699371437009177e-09,2.9639244392143382e-09
1869,4.883519144627257e-10,2.9301114867763545e-09
1870,5.734048791339319e-09,4.013834153937523e-09
1871,2.1242354542039266e-09,2.1242354542039266e-09
1872,2.4189357183956872e-09,2.4189357183956872e-09
1873,8.380406590902112e-09,6.584604861359367e-09
1874,1.0754296120296658e-08,4.182226565063729e-09
1875,1.716458086775674e-08,5.721527251978387e-09
1876,3.627608879952504e-09,6.04601479992084e-09
1877,1.0514186854493346e-08,1.36065949618569e-08
1878,1.0870359723469392e-08,6.6429977074733415e-09
1879,3.665595160740054e-09,6.720257683667796e-09
1880,3.2089231272180996e-09,1.5402831010646878e-08
1881,4.183504653809678e-09,1.1156012114099667e-08
1882,3.3276925659464496e-09,5.989846840748214e-09
1883,3.791603475633565e-09,3.791603475633565e-09
1884,1.3203393933736152e-09,7.2618666635548834e-09
1885,3.86738152613475e-09,6.445635691854079e-10
1886,1.2906927748801422e-09,5.162771099520569e-09
1887,5.876032105334161e-09,1.3057849246322917e-09
1888,9.510921827882157e-09,1.9021844099853524e-09
1889,5.012109394186837e-09,2.5060546970934183e-09
1890,3.9326319978272295e-09,4.5880703680722945e-09
1891,1.9122659011827636e-09,1.2748440081367107e-09
1892,2.5074049503359674e-09,4.387958441043338e-09
1893,5.542574843531156e-09,6.15841644346915e-09
1894,2.520615716150587e-09,2.520615716150587e-09
1895,7.22233739480771e-09,3.611168697403855e-09
1896,3.5382172747233653e-09,5.89702897624278e-10
1897,1.1653426668090106e-08,1.1653427112179315e-09
1898,2.8291773368493978e-09,5.6583548957434e-10
1899,2.2110313580014918e-09,4.9748205555033564e-09
1900,3.633737311048435e-09,2.07642125715779e-09
1901,5.588738916095792e-10,1.1177477832191585e-09
1902,6.38336894454028e-09,9.820567692386817e-10
1903,1.0800440541913758e-09,0.0
1904,3.2247751136083025e-09,5.374625189347171e-10
1905,2.0643036169332163e-09,6.708986699521802e-09
1906,1.0288369267641428e-08,1.0288369045596824e-09
1907,3.0857059130084963e-09,5.142843373384665e-10
1908,5.893666887857307e-09,3.437972351250096e-09
1909,6.60118004702781e-09,2.2003934230241384e-09
1910,7.481810726517324e-09,1.6032452032632705e-09
1911,4.25629931299909e-09,8.51259862599818e-09
1912,1.5628263128064646e-09,5.730363294986773e-09
1913,5.833288518886093e-09,3.71209285532359e-09
1914,0.0,1.3393487430235496e-09
1915,3.534228465440492e-09,1.295883844676382e-08
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,0.0,0.0
1918,0.0,2.2972752589112133e-09
1919,0.0,2.762354567309444e-09
1920,4.543339038320937e-09,7.572231730534895e-10
1921,1.5145494858259667e-09,7.572747429129834e-10
1922,7.377935484775833e-10,5.164555005876537e-09
1923,6.369568872344189e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,1.289162443462999e-09
1925,1.0998178368026856e-08,6.598906754362588e-09
1926,2.229227691330493e-09,4.458455382660986e-09
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,4.4561625500705304e-09,5.570202965543558e-09
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,8.767629289252454e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,4.849885826274658e-09,8.487299751891442e-09
1937,6.295559185076627e-09,7.554670666820584e-09
1938,0.0,3.8895642262559704e-09
1939,4.588215141154706e-09,0.0
1940,0.0,1.2678914806940611e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0
1948,5.435944139264848e-09,1.0871888278529696e-08
1949,0.0,5.890204768377316e-09
1950,3.190608444114673e-09,6.381216888229346e-09
1951,2.1322803522849654e-09,5.330700769690111e-09
