year,fus_VERB en_PRON,fus_VERB tant_ADV
1952,3.1634410646574906e-09,7.381362632230548e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,6.840775057526116e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,1.744228317335228e-09,7.849027205963921e-09
1957,8.835037590415595e-09,1.236905244894615e-08
1958,3.3088973783179654e-09,5.790570245522986e-09
1959,0.0,4.650448914844674e-09
1960,3.460416619915918e-09,8.997083078554624e-09
1961,0.0,6.25334317660986e-09
1962,5.7077609305622445e-09,5.7077609305622445e-09
1963,2.5864212993553792e-09,1.2932106496776896e-09
1964,4.258777774879263e-09,1.8251904432275978e-09
1965,7.1136563306595235e-09,2.188817349590977e-09
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,2.9582012395223956e-09,3.451234853457663e-09
1968,1.3474247273492779e-09,5.3896989093971115e-09
1969,2.7250546263957176e-09,3.6334062425424918e-09
1970,1.3796175313274261e-09,3.219107425067591e-09
1971,5.652237344833111e-09,3.083038491169532e-09
1972,3.0780880067027283e-09,2.565073486948677e-09
1973,5.513203782392395e-10,4.410563025913916e-09
1974,2.812785782069227e-09,3.3753431161187564e-09
1975,1.7134440533084216e-09,6.8537762132336866e-09
1976,2.856763492431469e-09,4.570821499072508e-09
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,2.3762365408686037e-09,4.158414057542359e-09
1979,5.851973350345929e-10,5.266775904289034e-09
1980,2.8425752862659692e-09,8.527726080842513e-09
1981,6.325549417596221e-09,6.325549528618524e-10
1982,4.345251713999687e-09,3.7245013739806154e-09
1983,3.157658134966823e-09,6.946847541655643e-09
1984,5.799008495621649e-10,3.479405208395292e-09
1985,1.2031116103372597e-09,2.4062232206745193e-09
1986,1.1988970927134801e-09,2.3977941854269602e-09
1987,1.8332451112712533e-09,1.588812459374367e-08
1988,5.996553809062277e-10,4.197587610832443e-09
1989,2.1952488715726304e-09,2.7440609784434855e-09
1990,2.724325431913144e-09,5.448650863826288e-09
1991,5.861465202094962e-10,1.0550637696837839e-08
1992,1.1019888335184191e-09,6.060938417817852e-09
1993,5.539207426075166e-10,7.200969598386564e-09
1994,3.6924485691258724e-09,7.912389854425328e-09
1995,5.4224509327127635e-09,5.964695848348356e-09
1996,4.270473752399084e-09,3.736664311304594e-09
1997,3.3564262480467733e-09,9.58978896292706e-10
1998,9.536258449571733e-10,3.814503379828693e-09
1999,3.656160929565999e-09,3.656160929565999e-09
2000,4.418031274155965e-09,3.5344251969604557e-09
2001,1.7524847129024579e-09,2.6287270138425356e-09
2002,1.3143663935011318e-09,5.257465574004527e-09
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,2.642874807889939e-09,2.642874807889939e-09
2005,9.007499190971657e-10,4.053374524914943e-09
2006,4.1178899179428186e-10,2.4707338397433887e-09
2007,7.988958938831558e-10,3.595031605740928e-09
2008,2.1287198670449925e-09,5.5346713878634546e-09
2009,3.337734755248789e-09,2.384096253749135e-09
2010,4.723792912386671e-09,1.4171379625338432e-09
2011,2.6767803529281764e-09,3.82397197240536e-10
2012,1.7021263287730903e-09,2.382976926895708e-09
2013,4.183687618564136e-09,5.857162754807632e-09
2014,3.681256854903836e-09,4.547434873103384e-09
2015,3.32486305154589e-09,3.32486305154589e-09
2016,3.1070099826280284e-09,4.142679976837371e-09
2017,1.509366853724714e-09,3.018733707449428e-09
2018,1.8070267504555204e-09,2.8396134332808742e-09
2019,3.06118530524202e-09,2.2958890344426663e-09
