year,des_DET huiles_NOUN,des_DET tuiles_NOUN
1800,2.270086838507268e-06,3.6157892546739845e-07
1801,1.6049170810106261e-06,4.167069509453114e-07
1802,1.2196228738048376e-06,3.20011139365306e-07
1803,2.112217480032541e-06,3.8616716757644554e-07
1804,1.4386172537683706e-06,3.781932083057882e-07
1805,1.1570512601366545e-06,4.690748161007008e-07
1806,7.434706503772759e-07,4.0343368823414494e-07
1807,1.4377122852238244e-06,3.7295112997881574e-07
1808,8.883009829929733e-07,4.2828797264249374e-07
1809,2.0150552586528647e-06,3.8403518942686787e-07
1810,7.722418047251267e-07,2.901757056861243e-07
1811,8.975334715444205e-07,5.465427328488204e-07
1812,1.0668832430837938e-06,6.267939083315355e-07
1813,7.39065598054367e-07,2.731954582557705e-07
1814,5.192017500377233e-07,4.4053479797412365e-07
1815,1.2164477993792389e-06,2.0768621311617608e-07
1816,9.548528119296407e-07,3.7545181896803115e-07
1817,1.044662099047855e-06,3.6275150705478154e-07
1818,9.107779650463499e-07,2.3961567063857103e-07
1819,8.332595307081192e-07,2.0495079677829153e-07
1820,1.067983339986256e-06,2.088500679064964e-07
1821,5.512571905619268e-07,2.337172730904058e-07
1822,5.223346022376063e-07,1.4637399203820678e-07
1823,7.94568009609975e-07,3.389761715766326e-07
1824,6.450572271887722e-07,2.8379151029156446e-07
1825,6.03172827240428e-07,2.720881979723089e-07
1826,5.822077855377472e-07,3.197298354962186e-07
1827,8.774844193482068e-07,3.401173724881801e-07
1828,8.30093288328726e-07,2.797551748590088e-07
1829,8.693200683751456e-07,2.8805871199466537e-07
1830,7.545832261257601e-07,3.5798345887627647e-07
1831,1.1584266310649127e-06,3.8198455509785845e-07
1832,6.453795364791404e-07,6.007306545541269e-07
1833,8.722472468747355e-07,4.911458759693232e-07
1834,6.832876398021881e-07,3.5097837569608714e-07
1835,6.284925930799545e-07,4.772308415113002e-07
1836,4.953192904721959e-07,3.057941388995289e-07
1837,6.046406939574922e-07,3.0823457919382236e-07
1838,7.416790399616957e-07,3.459064688016156e-07
1839,7.501852907765283e-07,3.7474307568174936e-07
1840,6.860154968535426e-07,3.102038359514836e-07
1841,6.747996739164819e-07,3.8394879275926996e-07
1842,7.426049410952373e-07,3.334007674382633e-07
1843,7.956609220372002e-07,2.7644342992516613e-07
1844,9.187851512937328e-07,3.6059847197122963e-07
1845,6.461904059062995e-07,3.331395945771476e-07
1846,5.485667586846432e-07,4.636765149612643e-07
1847,4.686711401191701e-07,3.440876819027494e-07
1848,6.444222384605069e-07,3.741028038461991e-07
1849,4.0807751133797865e-07,3.737218987609481e-07
1850,7.759822207020761e-07,5.152847872835764e-07
1851,8.50680970110318e-07,4.540404763275774e-07
1852,7.382958786550375e-07,4.1927913763117886e-07
1853,8.163631042279462e-07,3.708569753513302e-07
1854,7.201191181138711e-07,3.8603787366753295e-07
1855,7.774662797999099e-07,4.0863416117531415e-07
1856,8.33009725198508e-07,5.047759321641365e-07
1857,6.223924295944983e-07,3.5879092052937267e-07
1858,5.221552203948931e-07,3.2689756768178313e-07
1859,5.77452480943208e-07,3.61035080942429e-07
1860,5.643667655430562e-07,3.5656261943017853e-07
1861,7.305027569515232e-07,2.905033658073819e-07
1862,6.935108634031906e-07,4.40051864281088e-07
1863,7.292146664283905e-07,3.795911878157199e-07
1864,6.803718726189345e-07,4.7036281758394693e-07
1865,6.886113386173065e-07,4.499743226915598e-07
1866,6.218253245648953e-07,8.446703798625776e-07
1867,7.905229786331347e-07,4.561642885647643e-07
1868,8.274288969545296e-07,4.4705860702265454e-07
1869,7.27644329678867e-07,3.623571114275137e-07
1870,8.211158064597157e-07,5.00009061710216e-07
1871,9.028000675925796e-07,5.225619368331991e-07
1872,6.373895713451816e-07,3.16880579109835e-07
1873,9.03886650860386e-07,4.3398531346383606e-07
1874,8.256909935777657e-07,4.994773439292999e-07
1875,5.853122360122143e-07,4.376968121277969e-07
1876,7.57565659093018e-07,3.6638850731129935e-07
1877,6.432208570217313e-07,4.552024450710235e-07
1878,6.184026801747677e-07,4.1367757219745727e-07
1879,5.315113198456345e-07,3.6533764546931025e-07
1880,7.181569789960207e-07,3.093401756970593e-07
1881,5.954521391515755e-07,4.204421948372783e-07
1882,6.41579115168156e-07,3.454144819059479e-07
1883,6.496280651191455e-07,3.3366108986854215e-07
1884,7.440112277379285e-07,3.069789169529713e-07
1885,7.373806960586649e-07,3.5064259229500294e-07
1886,5.924279968816393e-07,3.1557437196738647e-07
1887,6.287354192835437e-07,3.212230899052315e-07
1888,6.727391999028498e-07,3.9882465863172456e-07
1889,5.770191178200434e-07,3.665104877370595e-07
1890,6.82311655175738e-07,3.618021295892504e-07
1891,1.024974587870986e-06,3.0851224686045953e-07
1892,8.794722656801923e-07,3.8739407770549406e-07
1893,8.714159211997696e-07,3.159267700780788e-07
1894,6.874979547877302e-07,3.125563523553865e-07
1895,7.005667388426673e-07,2.4796691722173136e-07
1896,6.06804265501637e-07,2.6359720717294977e-07
1897,5.931594326824552e-07,2.7793424384192633e-07
1898,6.139314896458359e-07,3.462913191754069e-07
1899,5.798429842940322e-07,4.090407923484918e-07
1900,7.771006576007267e-07,3.441668106063389e-07
1901,6.421461202776868e-07,2.8614342628685563e-07
1902,1.1612821344542112e-06,3.7514568340668575e-07
1903,7.35509986249383e-07,5.049205675788926e-07
1904,7.062257774137493e-07,3.4827570338791247e-07
1905,7.813389018007655e-07,2.96743654537579e-07
1906,6.65657451381918e-07,3.065934004453652e-07
1907,6.572553803430026e-07,3.898275160452158e-07
1908,8.07923512979869e-07,3.0303269582532266e-07
1909,7.981927190314764e-07,3.240079342603508e-07
1910,7.556629153526728e-07,3.3721591830015996e-07
1911,7.592173809634062e-07,2.777235197370942e-07
1912,7.449472247955669e-07,2.9433230253061993e-07
1913,8.76584201447983e-07,3.001492063781086e-07
1914,8.109756859386863e-07,2.879599718674797e-07
1915,8.717764070631517e-07,2.627110009534306e-07
1916,9.119593453732477e-07,2.779827772414478e-07
1917,1.1416048382173472e-06,3.4105578716747686e-07
1918,1.129110831499247e-06,2.9519987698733985e-07
1919,1.3286925648614556e-06,3.581853107448296e-07
1920,1.3084816656849796e-06,3.1576207248917854e-07
1921,1.445637502150987e-06,2.97608988120146e-07
1922,1.4991965056054823e-06,3.202023899362416e-07
1923,1.3036384238773735e-06,2.972465544814895e-07
1924,1.272403357788221e-06,2.939290442149911e-07
1925,1.0261299490110787e-06,3.0244988202809964e-07
1926,1.340880450229065e-06,3.0206035450675017e-07
1927,1.1539447353214882e-06,3.054887480757884e-07
1928,1.3105669864899028e-06,3.3021260392729346e-07
1929,1.1586023038745452e-06,2.4397490072658456e-07
1930,1.0808208354973203e-06,2.9620161345889073e-07
1931,1.2329190184345862e-06,3.53566052879728e-07
1932,1.171574453451285e-06,2.5974100914538667e-07
1933,1.1011835141516713e-06,2.707076138808162e-07
1934,1.4905085272687302e-06,2.5281133986254645e-07
1935,1.405076549332307e-06,3.219468318604868e-07
1936,1.233083493090703e-06,2.52194054084498e-07
1937,1.6519547560989167e-06,2.203445648163438e-07
1938,1.2394744857147089e-06,2.2559473134009522e-07
1939,1.3367000519792782e-06,3.2729267918085725e-07
1940,1.3135355532156723e-06,3.854390131508012e-07
1941,1.7207260132323654e-06,3.0990777055706076e-07
1942,1.325950554242894e-06,3.216264494732002e-07
1943,1.5183920698547126e-06,3.629043878738969e-07
1944,1.0314327578697657e-06,2.956131197606737e-07
1945,8.692231396878469e-07,2.657774924585965e-07
1946,9.034796555340563e-07,3.3410650690512966e-07
1947,8.356530551978381e-07,2.7656420842347984e-07
1948,1.0002136470177447e-06,2.9354095909539524e-07
1949,9.83664243392468e-07,2.8076645097740993e-07
1950,8.37002929188202e-07,2.531216027890082e-07
1951,9.893780799075103e-07,2.803948593310679e-07
1952,9.817212349716442e-07,2.414760089664014e-07
1953,1.0396743590490587e-06,3.2860172449744596e-07
1954,8.208930157849181e-07,2.413816355684162e-07
1955,9.179124749181256e-07,2.121147337774687e-07
1956,7.840306199824454e-07,2.590178977968094e-07
1957,8.773192425870491e-07,5.769279578515807e-07
1958,8.429415956356934e-07,2.6388455509618325e-07
1959,6.557132730122817e-07,2.363978142128076e-07
1960,6.560950058798198e-07,3.19742495591413e-07
1961,6.253343354245544e-07,2.3345815058917196e-07
1962,5.955097126530973e-07,2.6192280699888215e-07
1963,5.528475535143684e-07,3.15543395856821e-07
1964,4.855006792148231e-07,2.512678998201068e-07
1965,4.7606776920616767e-07,3.1245367360099863e-07
1966,4.874385752806631e-07,2.5368963463279215e-07
1967,5.073315270109902e-07,2.721545193651309e-07
1968,3.992868704560948e-07,2.6589182056113714e-07
1969,4.1148324392281665e-07,3.065686566827708e-07
1970,3.761757128017962e-07,2.428126775200212e-07
1971,4.2905620212252416e-07,2.8775025384675246e-07
1972,3.9758637049303047e-07,2.549682958097321e-07
1973,3.186631847285071e-07,2.833786645339842e-07
1974,4.4442015800782997e-07,2.497753781582901e-07
1975,5.465886268041231e-07,3.2498321722584933e-07
1976,3.696651780238369e-07,2.673930659113921e-07
1977,3.7082492987394744e-07,2.0333664885185954e-07
1978,4.152473360719e-07,2.5306919759771063e-07
1979,3.540443858085496e-07,2.5280526205762044e-07
1980,3.1325180316343904e-07,2.734557424943773e-07
1981,3.3715177583104605e-07,2.45431317047462e-07
1982,3.072713741225641e-07,2.663018401349859e-07
1983,3.391324745471991e-07,2.5829643846009276e-07
1984,3.288037841997493e-07,2.5515638135686913e-07
1985,3.6153503457647673e-07,2.6047367018833256e-07
1986,3.2789835824331703e-07,2.6675461484160223e-07
1987,3.336506098072789e-07,2.688759526137119e-07
1988,3.0882253510000623e-07,2.1407697570197115e-07
1989,3.5398388131824277e-07,2.5794174085547183e-07
1990,3.089385050003557e-07,2.490033361723931e-07
1991,2.790057571644411e-07,2.3270016935583726e-07
1992,2.771501885767691e-07,3.0359791480805143e-07
1993,2.8083780678755943e-07,3.295828463478756e-07
1994,2.2576685365649496e-07,2.837910519914999e-07
1995,2.71122548411995e-07,2.4997498115908456e-07
1996,3.0266982875559734e-07,2.2793654075314862e-07
1997,2.512524819309192e-07,2.685140936264929e-07
1998,2.8275006114242274e-07,2.050295542233016e-07
1999,2.71469945190006e-07,2.714699594008607e-07
2000,2.6729089519506033e-07,2.677327159972265e-07
2001,2.738257318668502e-07,2.2168931845811812e-07
2002,2.593683259277668e-07,3.2333415145302524e-07
2003,2.383479849044079e-07,2.416815236827574e-07
2004,3.070139422689522e-07,2.1671573247061815e-07
2005,2.7427834048410205e-07,2.3509572377733434e-07
2006,2.767222060384711e-07,2.1330669852659412e-07
2007,3.5271254450464085e-07,1.9932452932636124e-07
2008,4.981204373422088e-07,2.039313624635497e-07
2009,4.4725644876564274e-07,2.3888644040681584e-07
2010,4.657659946616377e-07,2.1493258373084245e-07
2011,6.443392930322034e-07,2.4243982199578795e-07
2012,7.475738819096023e-07,2.5668065362083325e-07
2013,6.389885225388525e-07,2.2647695274713442e-07
2014,5.426605742542279e-07,2.457780237108409e-07
2015,5.935989140226638e-07,2.167810713160634e-07
2016,6.771210383504922e-07,2.500107481040459e-07
2017,6.07771706739868e-07,1.9797860595360817e-07
2018,6.061283901459547e-07,2.1968281416206992e-07
2019,6.283083013869373e-07,2.2627261486718453e-07
