year,ses_DET oies_NOUN,ses_DET toits_NOUN
1852,1.3672145193766028e-08,1.5169571399020754e-07
1853,1.2541057081705276e-08,1.3197968851130781e-07
1854,2.0782657927931325e-08,1.252155168440794e-07
1855,1.3798036491152743e-08,1.3904175943935115e-07
1856,2.174419400091665e-08,1.4703216777434136e-07
1857,1.4644527368545823e-08,1.5425569310778542e-07
1858,7.34051397444091e-09,1.5072522696613078e-07
1859,2.6479302084325695e-08,2.0572380066141704e-07
1860,2.380135608048839e-08,1.4646987844812998e-07
1861,2.5466203590340797e-08,1.0327960708877981e-07
1862,1.3553958982948089e-08,1.3147339950059234e-07
1863,2.2975255475898848e-08,1.4284615645898668e-07
1864,1.821996631345968e-08,1.2897817880386242e-07
1865,2.7299698113214532e-08,1.2567274754182733e-07
1866,7.784980660119345e-09,1.114225369747146e-07
1867,5.338092634588065e-09,1.1307050939990404e-07
1868,1.1361710683388537e-08,8.29898858523137e-08
1869,1.9534076356464425e-08,1.386919388224328e-07
1870,7.454262984651905e-09,1.2385544811976956e-07
1871,2.230447138096281e-08,1.6675247938024995e-07
1872,3.205089793567595e-08,1.3062253145790237e-07
1873,8.979006871356887e-09,1.0535367866992829e-07
1874,3.226288780577846e-08,1.0993280818993867e-07
1875,3.2612703648737806e-08,1.321672726817269e-07
1876,5.441413541973361e-09,1.3180312019578366e-07
1877,2.22653372405901e-08,1.4225077393792418e-07
1878,1.509772218355465e-08,1.6426320659235216e-07
1879,7.94212251520321e-09,1.270739713454816e-07
1880,1.3477476912271413e-08,2.1050535936595338e-07
1881,2.6495528548942104e-08,1.4851440677254857e-07
1882,1.5972924316542958e-08,1.9833047915085444e-07
1883,1.7062215640351042e-08,1.6683054226973582e-07
1884,1.8484752395409032e-08,1.4787800672877438e-07
1885,1.933690724209569e-08,1.347137816853916e-07
1886,3.033128009866104e-08,1.29069277043925e-07
1887,1.828098916689669e-08,1.410247736921555e-07
1888,2.9800888867725916e-08,1.528088184876708e-07
1889,1.50363277384713e-08,1.7918291650431684e-07
1890,2.3595790488162294e-08,1.7434667509697022e-07
1891,1.5298128430707436e-08,1.5680581344490463e-07
1892,2.570090096298827e-08,1.748914941757107e-07
1893,1.539604177480669e-08,1.9029506881373948e-07
1894,1.5753848003896564e-08,1.9975879528288942e-07
1895,1.865770427045277e-08,2.0162358627118238e-07
1896,1.1794058174530164e-08,2.0757542396054873e-07
1897,1.5149455578900017e-08,1.946122388796212e-07
1898,1.4711722506888236e-08,1.8219902053751014e-07
1899,3.8693048765026106e-08,2.106007421787126e-07
1900,2.855079306307573e-08,2.361929167804533e-07
1901,7.824234593556412e-09,2.3025603912429915e-07
1902,2.160524809058373e-08,1.5320085067216382e-07
1903,1.7820727560291516e-08,2.619106762580259e-07
1904,2.0961038238453966e-08,2.622817163455693e-07
1905,7.225062881310862e-09,2.1107504144524114e-07
1906,3.806696469155213e-08,2.273729560187121e-07
1907,4.525702124169584e-08,2.2628510931710366e-07
1908,2.1610112144188065e-08,2.0333150185791737e-07
1909,2.2003934396774838e-08,1.8043225757935488e-07
1910,2.672075316567657e-08,3.2118345316689556e-07
1911,3.724261865567513e-08,2.739992801537028e-07
1912,1.8753916364300238e-08,1.8076691210566764e-07
1913,2.227255713194154e-08,2.7204338248765225e-07
1914,3.281404303834279e-08,2.611730147705771e-07
1915,7.068456930880984e-09,1.8967026260696684e-07
1916,2.966614687238689e-08,3.230313945223884e-07
1917,1.315970976634162e-08,3.344759438306255e-07
1918,1.9526840588923733e-08,2.4925436648004506e-07
1919,1.012863304339362e-08,2.4677034105025086e-07
1920,1.2872793941909322e-08,2.8547312780347056e-07
1921,1.7417319808643583e-08,2.2263877497152862e-07
1922,2.7298360905092522e-08,2.914284449317961e-07
1923,2.7601466001669905e-08,2.2293490786751136e-07
1924,2.7072411756812187e-08,2.900615567735798e-07
1925,1.8696901804560184e-08,2.672557286587107e-07
1926,1.7833821197577038e-08,2.2849583525275108e-07
1927,7.246995892273844e-08,2.776157002060131e-07
1928,2.5137291359556002e-08,2.3537645521543027e-07
1929,2.2280811862174232e-08,2.829663143799621e-07
1930,1.3654685049324655e-08,1.6700729388308133e-07
1931,2.167017854048936e-08,2.0073428075306765e-07
1932,7.6716757391182e-09,1.9727165945226943e-07
1933,1.8353059516584835e-08,1.7779526118033573e-07
1934,1.9170528275935794e-08,1.7253475093070847e-07
1935,2.752705263731059e-08,1.8191792516830674e-07
1936,2.9099314957647948e-08,2.3036956875444048e-07
1937,2.5182236740306507e-08,2.1530811888936796e-07
1938,1.1668692678767911e-08,1.9966430420126358e-07
1939,2.141167065872196e-08,1.4835228423493163e-07
1940,2.028626333583361e-08,1.8004058488507724e-07
1941,1.1806010391524069e-08,2.3907170332293504e-07
1942,6.068423541449874e-09,2.214974585967866e-07
1943,3.4838823381733164e-08,2.9322676220466803e-07
1944,6.4263723231761105e-09,2.249230330875207e-07
1945,1.5249527862692958e-08,1.9388685323917798e-07
1946,2.3665877257883494e-08,1.809743590541757e-07
1947,3.457052732969146e-08,1.7166053600803366e-07
1948,1.522064252412747e-08,2.1961214091703596e-07
1949,2.1597417965146803e-08,1.7376104155530925e-07
1950,2.4461330738745346e-08,1.4251384228280983e-07
1951,1.9190522948520083e-08,2.0576505788127974e-07
1952,2.5307528517259925e-08,2.0140575207605593e-07
1953,2.693456835345387e-08,1.8854197314510657e-07
1954,1.3681550115052232e-08,1.8176917615519983e-07
1955,1.220129064449793e-08,1.8395791379077764e-07
1956,1.2209597999301991e-08,1.4389883284948723e-07
1957,3.180613461495341e-08,1.6609870390205117e-07
1958,2.1507833736222892e-08,1.3235590012872223e-07
1959,1.5501495198577686e-08,1.387383901096939e-07
1960,2.4914999841030294e-08,1.5225833038812198e-07
1961,1.876002997391879e-08,1.7717805977923717e-07
1962,1.2683912586908264e-08,1.6869603458591342e-07
1963,1.6165133231993423e-08,1.6553096671145795e-07
1964,1.946869854219102e-08,1.5879157344578232e-07
1965,2.0246559984116175e-08,1.307818360274382e-07
1966,5.095948907296588e-08,1.4623157540416543e-07
1967,1.972134178185314e-08,1.5481253923255167e-07
1968,1.886394726535734e-08,1.8863947204295073e-07
1969,4.587175481129968e-08,1.2444417052392964e-07
1970,1.7935028046034418e-08,1.1680761735632927e-07
1971,3.596878228595557e-08,1.387367349892088e-07
1972,2.0007572487656944e-08,1.292797007224067e-07
1973,2.5360738176161135e-08,1.4499725953243114e-07
1974,1.0688586016271984e-08,1.0294796060072997e-07
1975,1.4278700888326057e-08,1.148007537921103e-07
1976,1.3712464053128315e-08,9.941536460722489e-08
1977,1.116588582705802e-08,1.0401903827172987e-07
1978,2.1386128423728223e-08,1.1227717622297462e-07
1979,2.8089471748593553e-08,8.836479437057676e-08
1980,2.6720207435548815e-08,1.1938816379952755e-07
1981,1.4548763582755697e-08,1.1322733817209496e-07
1982,3.2279010242497463e-08,1.266330409421812e-07
1983,2.273513821648976e-08,1.307270394157456e-07
1984,2.7835240168361253e-08,1.1192086413203128e-07
1985,1.9851341903631692e-08,1.0828004537444258e-07
1986,1.498621315931814e-08,1.2168805785250925e-07
1987,1.2221633483022742e-08,1.0449497134246144e-07
1988,1.5591039570495013e-08,1.0434003872017428e-07
1989,1.8659615408367358e-08,1.1250650722161026e-07
1990,1.471135746555774e-08,1.0243463677284126e-07
1991,1.4653663171770859e-08,1.1078168915545916e-07
1992,2.5345743781546304e-08,9.587302884916937e-08
1993,1.0524494165053966e-08,9.804397405055454e-08
1994,2.479215582829042e-08,1.1393841203855004e-07
1995,2.1689803730851054e-08,9.760411390224988e-08
1996,2.028475121207407e-08,1.0569422403960971e-07
1997,1.1507746866534774e-08,9.541839918192352e-08
1998,1.6211639697338853e-08,8.153500952179371e-08
1999,1.7366764665238676e-08,9.871634309988053e-08
2000,1.1928684817696933e-08,9.056964511700016e-08
2001,1.401987734239718e-08,8.324302314122178e-08
2002,1.9715496790695397e-08,9.9453727697707e-08
2003,1.5417615628621206e-08,9.417245583343004e-08
2004,1.673820673731008e-08,9.161965908166536e-08
2005,2.7022498017004182e-08,9.592986971451722e-08
2006,1.4412614379732958e-08,1.1653628173569075e-07
2007,1.477957436990529e-08,1.1703825197884044e-07
2008,1.830699147831183e-08,1.502876201264769e-07
2009,2.0026408975581944e-08,1.640258184831822e-07
2010,2.8815136610127468e-08,1.6911179656631248e-07
2011,2.7532598423363197e-08,2.317326983636292e-07
2012,4.765953676155732e-08,2.6110617845631623e-07
2013,4.0442312609911824e-08,1.9468092649077562e-07
2014,5.543539623176219e-08,2.3213571953561996e-07
2015,4.189327339199078e-08,2.3628693579524906e-07
2016,4.0391132216655024e-08,2.440038517903531e-07
2017,2.3646747338013085e-08,1.8213025843039077e-07
2018,5.3436360447634e-08,2.0651733301235708e-07
2019,3.4693431849586176e-08,2.2091554541248115e-07
