year,plusieurs_DET huiles_NOUN,plusieurs_DET tuiles_NOUN
1800,9.746909768182377e-08,3.144164484325529e-09
1801,7.143547975374531e-08,9.524730337773235e-09
1802,2.9091921760482364e-08,0.0
1803,2.5354410126965377e-08,1.5602713787643552e-08
1804,1.4831105232815389e-08,7.4155526164076946e-09
1805,7.391481871010797e-08,2.842877711017877e-09
1806,8.645007376628655e-09,2.881669125542885e-09
1807,4.555128185756985e-08,0.0
1808,1.1330369531492579e-08,2.2660739951163578e-09
1809,5.1957702140725814e-08,0.0
1810,7.488405895372807e-08,1.1700633351097167e-08
1811,1.0028307073639553e-08,2.0056614147279106e-08
1812,3.7340914360584065e-08,0.0
1813,0.0,0.0
1814,9.440030979135372e-09,0.0
1815,7.821948599939788e-08,0.0
1816,4.6352079507983035e-08,4.6352077731626196e-09
1817,7.472992535895173e-08,0.0
1818,3.337929754820834e-08,0.0
1819,1.0351050239165716e-08,1.035105001712111e-09
1820,2.3732962262101864e-08,2.4919611263385377e-08
1821,2.3667571014129862e-08,0.0
1822,2.0051231786055723e-08,0.0
1823,5.1389973609872186e-08,0.0
1824,1.6000115010683658e-08,1.7684336661716316e-08
1825,1.5849796808353744e-08,4.4027217427355936e-09
1826,1.4092774947016551e-08,8.807984341885344e-10
1827,8.387718669622402e-08,9.217273055917019e-10
1828,5.044765538642082e-08,0.0
1829,5.401101044189005e-08,2.571952872898464e-09
1830,5.63589130919695e-08,1.0436835840010872e-09
1831,1.0602020239502963e-07,1.2472964883158966e-08
1832,7.712082350508354e-08,0.0
1833,8.340212187540885e-08,2.3167257001688313e-09
1834,5.6007187110296286e-08,5.600718555598405e-09
1835,4.5378527602224494e-08,6.806779140333674e-09
1836,1.0753199664037538e-08,4.032449929525228e-09
1837,2.2961040846425362e-08,2.7831563720326358e-09
1838,3.9135405138779333e-08,5.680945491803868e-09
1839,4.194885150354821e-08,1.0487212875887053e-08
1840,5.095750948980182e-08,1.0828470564661075e-08
1841,5.008027770259105e-08,6.420548537278137e-10
1842,4.829950750462331e-08,4.024959032733477e-09
1843,6.202256597198641e-08,0.0
1844,4.994590629969764e-08,5.488561272137815e-10
1845,3.459741454436838e-08,1.1160455892778032e-09
1846,2.5759805843961203e-08,5.269050973311096e-09
1847,1.1325769655456952e-08,1.0786447290911383e-09
1848,3.057184272403646e-08,7.2406994844342876e-09
1849,4.7762666932626985e-08,1.0893239199560867e-08
1850,6.721106160512136e-08,2.1045888587423178e-08
1851,5.5465174009228235e-08,6.449438760824933e-09
1852,2.6693236732100445e-08,3.906327261660181e-09
1853,6.748282821433804e-08,1.1943863675867306e-09
1854,3.948705007417175e-08,3.6369650624479277e-09
1855,3.555647865027822e-08,6.368324534378189e-09
1856,2.9509978904940226e-08,1.0354378465748937e-09
1857,1.513267827712994e-08,3.905207379695241e-09
1858,2.300027679424943e-08,9.787352039936081e-10
1859,1.3748868488150379e-08,5.601390684617513e-09
1860,3.936378023539078e-08,5.95033897154984e-09
1861,2.2636625240934904e-08,4.2443675241088386e-09
1862,2.0782737752966796e-08,1.1746764505549123e-08
1863,1.9479021506896288e-08,5.494083077373091e-09
1864,2.5412057347296013e-08,4.31525504218655e-09
1865,2.0710114956301595e-08,5.6482134525026595e-09
1866,1.994901244195546e-08,4.379051787850585e-09
1867,1.94112459439566e-09,9.7056229719783e-09
1868,1.1361710683388537e-08,4.939874176379533e-09
1869,9.278686596836394e-09,5.371871170112286e-09
1870,1.7202146374017957e-08,8.027668307875047e-09
1871,1.911811864374613e-08,4.248470908407853e-09
1872,1.3908880269752899e-08,0.0
1873,1.915521447015678e-08,4.788803575905831e-09
1874,2.748320215850697e-08,1.0754296120296658e-08
1875,1.0870901845372316e-08,2.8607636259891933e-09
1876,9.673623679873344e-09,2.418405919968336e-09
1877,6.80329748092845e-09,2.4739263970730008e-09
1878,9.662541655686141e-09,6.039088673581716e-10
1879,1.4051448005147904e-08,1.832797580370027e-09
1880,1.4761046385203258e-08,4.492492600149944e-09
1881,2.789003084036068e-09,6.9725074602899895e-09
1882,1.9300615994310988e-08,0.0
1883,8.215140845369007e-09,1.2638677882037541e-09
1884,1.914492120391742e-08,1.9805090900604227e-09
1885,9.66845359329227e-09,1.6114089618213256e-08
1886,1.677900574037494e-08,5.162771099520569e-09
1887,1.3057849246322917e-09,1.1099171803863328e-08
1888,2.789870379160675e-08,9.510921827882157e-09
1889,1.3783300722991498e-08,3.132568426877924e-09
1890,2.2284913470116408e-08,1.9663159989136147e-09
1891,1.466070642663908e-08,8.286486163910922e-09
1892,1.7551833764173352e-08,6.268512375839919e-10
1893,6.158416554491453e-10,6.158416554491453e-10
1894,8.192000855444803e-09,1.2603078580752936e-09
1895,9.027921965554242e-09,6.6204759452404005e-09
1896,1.2383760683576384e-08,5.89702897624278e-10
1897,8.15739897852552e-09,0.0
1898,1.1882545614128048e-08,5.6583548957434e-10
1899,9.949641111006713e-09,1.1055156790007459e-09
1900,7.267474289029963e-09,5.710158568206225e-09
1901,3.353243294146324e-09,5.588738916095792e-10
1902,1.5221880644844532e-08,6.38336894454028e-09
1903,1.4040573148577096e-08,5.940242076007962e-09
1904,1.1286712897629059e-08,8.061937784020756e-09
1905,3.6125313851442797e-09,7.2250627702885595e-09
1906,2.572092316910357e-09,2.572092316910357e-09
1907,7.199980611716228e-09,6.1714118260169926e-09
1908,1.4243028090277221e-08,7.858222517143076e-09
1909,6.601180213561264e-09,3.850688656825696e-09
1910,5.878565856320961e-09,6.412980813053082e-09
1911,4.788336838146279e-09,4.788336727123976e-09
1912,2.6047106693738442e-09,1.5628263128064646e-09
1913,5.302989602995467e-09,5.30298971401777e-10
1914,4.68772043404897e-09,1.2054139020278853e-08
1915,0.0,2.3561523843085297e-09
1916,2.197492410260793e-09,2.197492410260793e-09
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,1.1970202606903513e-08,3.6831393490643904e-09
1920,5.300562211374427e-09,2.2716695191604686e-09
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,1.6231458566107193e-08,1.4755870969551665e-09
1923,6.369568872344189e-09,1.0615948120573648e-08
1924,3.867487219366694e-09,6.445812328337297e-09
1925,3.299453377181294e-09,0.0
1926,1.7833821197577038e-08,2.229227691330493e-09
1927,8.919379901328739e-09,0.0
1928,6.8556245125250825e-09,1.1426041224282812e-09
1929,7.798284684668033e-09,6.684243825105796e-09
1930,6.302162347537887e-09,1.0503603542488804e-09
1931,6.843213995466613e-09,1.0264820993199919e-08
1932,9.863582839386709e-09,1.0959536611565568e-09
1933,4.588264879146209e-09,1.1470662197865522e-09
1934,4.7926320689839486e-09,5.990790086229936e-09
1935,1.6755597798123745e-08,8.377798899061872e-09
1936,2.424942913137329e-09,1.091224310911798e-08
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,1.4261735792331365e-08,5.186085783037697e-09
1939,1.070583532936098e-08,0.0
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,1.7419411690866582e-08,1.7419411690866582e-08
1944,0.0,0.0
1945,4.357008087652048e-09,4.357008087652048e-09
1946,6.960552134671616e-09,0.0
1947,5.960435478513659e-09,2.3841741914054637e-09
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,7.853606653895895e-09,2.9451024952109606e-09
1950,9.57182533234402e-09,0.0
1951,0.0,4.264560704569931e-09
1952,1.370824520563474e-08,6.326882129314981e-09
1953,1.0773827163745864e-08,0.0
1954,2.14995790059902e-08,2.9317608341017376e-09
1955,2.815682353940474e-09,3.754243138587299e-09
1956,6.104799332717903e-09,0.0
1957,3.534015080575159e-09,3.534015080575159e-09
1958,4.963346067476948e-09,9.926692023931594e-09
1959,7.750747599288843e-09,6.200598257066758e-09
1960,8.305000243069571e-09,2.076250060767393e-09
1961,4.863711378089164e-09,3.474079635079619e-09
1962,8.244543714397423e-09,2.5367825617905737e-09
1963,1.939815863494232e-09,3.2330265131719216e-09
1964,5.475571551727398e-09,1.216793676928063e-08
1965,7.660860390501512e-09,4.924839203113152e-09
1966,6.646889927353072e-09,3.877352328096606e-09
1967,4.930335584241163e-10,5.423369253687582e-09
1968,8.982831700699023e-10,5.389698881641536e-09
1969,9.083515606356229e-10,5.904285060864822e-09
1970,2.2993624781975086e-09,2.7592350626548523e-09
1971,3.0830383801472294e-09,7.707596449968435e-09
1972,4.104117490300041e-09,7.69522001675682e-09
1973,0.0,5.513203782392395e-10
1974,3.3753429495853027e-09,5.06301445213353e-09
1975,1.4278700000147637e-08,2.2845920710778955e-09
1976,1.7140580066410394e-09,2.856763492431469e-09
1977,1.7630345516828072e-09,2.938390863960194e-09
1978,1.7821774056514528e-09,2.3762365408686037e-09
1979,7.607565244427406e-09,1.7555920051037788e-09
1980,1.1370301367108482e-09,2.2740602734216964e-09
1981,5.060439622894819e-09,1.897664858585557e-09
1982,1.8622506869903077e-09,4.345251491955082e-09
1983,5.052252616266628e-09,3.157658134966823e-09
1984,1.739702604197646e-09,2.8995042478108246e-09
1985,3.0077789148208467e-09,4.210890525158106e-09
1986,7.1933827783254856e-09,3.596691222629289e-09
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,1.798966087207532e-09,3.597932174415064e-09
1989,7.134558832611049e-09,5.488122178931576e-10
1990,5.448650919337439e-09,2.724325487424295e-09
1991,4.68917216167597e-09,4.689172272698272e-09
1992,4.958949750832886e-09,3.3059665005552574e-09
1993,3.323524566667402e-09,5.5392074260751656e-09
1994,1.5824779264761446e-09,2.1099706426497278e-09
1995,4.337960546330066e-09,4.880205572987961e-09
1996,2.135236876199542e-09,3.736664311304594e-09
1997,2.3974471297094624e-09,2.876936688878118e-09
1998,4.291316191284977e-09,3.3376904573501065e-09
1999,2.285100553223174e-09,3.1991407856146736e-09
2000,2.6508188977203417e-09,4.859834534798324e-09
2001,3.0668482198237257e-09,3.0668482198237257e-09
2002,5.6955880012310445e-09,2.6287327870022636e-09
2003,2.5001538617175356e-09,3.3335384452826133e-09
2004,5.285749393735273e-09,4.845270296094384e-09
2005,4.053374524914943e-09,1.3511248786457486e-09
2006,6.176834932425379e-09,1.6471559671771274e-09
2007,5.192823282484937e-09,2.79613560083547e-09
2008,1.4475294962679186e-08,5.534671720930362e-09
2009,1.0966842545201416e-08,1.907277002999308e-09
2010,6.140930985942816e-09,3.3066551718974324e-09
2011,9.942326906209331e-09,4.971163591882544e-09
2012,2.893614869936556e-08,6.468080182564506e-09
2013,1.8408225499477737e-08,5.578250084070646e-09
2014,1.559120532679259e-08,8.445236288068259e-09
2015,1.2856136932803963e-08,4.876465814485087e-09
2016,1.7606390345648038e-08,6.214020409345267e-09
2017,1.635147361955802e-08,2.7671724911471074e-09
2018,1.4714360063727838e-08,6.969960053559987e-09
2019,2.8826161901918113e-08,7.14276571223138e-09
