year,dernières_ADJ erreurs_NOUN,dernières_ADJ terreurs_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,2.842877711017877e-09,0.0
1806,1.729001475325731e-08,0.0
1807,2.2775640928784924e-08,0.0
1808,1.5862518409903714e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,1.504245972228091e-08,0.0
1812,0.0,0.0
1813,3.4508900625951355e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,1.8682481339737933e-08,0.0
1818,1.1921176934492905e-08,0.0
1819,1.8631890696951814e-08,1.035105001712111e-09
1820,2.1359666035891678e-08,0.0
1821,2.9584463767662328e-09,0.0
1822,1.9048670196752937e-08,0.0
1823,2.9648060007048116e-08,3.9530747564242574e-09
1824,1.6842225392110777e-09,0.0
1825,0.0,8.805443041381977e-10
1826,4.403992281964975e-09,0.0
1827,1.3825909306319772e-08,0.0
1828,6.420610709767516e-09,0.0
1829,6.001223074036943e-09,0.0
1830,5.218417697960831e-09,0.0
1831,9.354723218280014e-09,3.1182412207897414e-09
1832,1.7588959622116818e-08,0.0
1833,9.266902800675325e-09,1.9692167896323554e-08
1834,6.534171426153534e-09,0.0
1835,9.075705520444899e-09,6.806779140333674e-09
1836,1.1425274948351216e-08,2.016224964762614e-09
1837,1.0436836284100082e-08,0.0
1838,2.3354999711955315e-08,5.680945491803868e-09
1839,6.9914749545318955e-09,6.9914751765765e-10
1840,2.5478754661634184e-09,6.3696887764308485e-09
1841,6.420548537278137e-09,0.0
1842,1.475818312002275e-08,0.0
1843,1.6539351221922516e-08,0.0
1844,7.1351298203126134e-09,6.037417232818143e-09
1845,1.2834524554250493e-08,1.674068439427856e-09
1846,1.6392604607062822e-08,3.5127007969038004e-09
1847,7.011190739092399e-09,2.1572894581822766e-09
1848,4.183515400768556e-08,4.02261068899179e-09
1849,1.256912263158938e-08,0.0
1850,8.146795238417326e-09,0.0
1851,2.192809134271556e-08,9.029214709244116e-09
1852,1.2370036550635177e-08,5.208436348880241e-09
1853,1.0152284346531815e-08,7.763511611358354e-09
1854,2.1302223984775992e-08,0.0
1855,1.1144567935161831e-08,2.653468555990912e-09
1856,1.2425253714809514e-08,0.0
1857,2.880090299584026e-08,4.881509085841174e-10
1858,6.361778659424999e-09,3.9149408159744326e-09
1859,1.476730293603623e-08,4.073738679721828e-09
1860,1.5104706818647173e-08,9.154367819341758e-10
1861,6.6023493339173456e-09,8.960331143725853e-09
1862,4.517986429419807e-09,5.421583626485926e-09
1863,1.0988165932701577e-08,3.995696662428827e-09
1864,1.102787461348953e-08,4.794727948009836e-10
1865,6.118897832863013e-09,4.706844247692743e-09
1866,7.784980660119345e-09,3.4059290943133647e-09
1867,1.649955905236311e-08,3.88224918879132e-09
1868,3.951899252285784e-09,3.457911734727759e-09
1869,8.790334682373668e-09,4.883519144627257e-10
1870,5.734048791339319e-09,0.0
1871,8.496941816815706e-09,2.1242354542039266e-09
1872,7.256807155187062e-09,3.0236697590169115e-09
1873,5.986004469882289e-10,1.7958012854535355e-09
1874,3.5847653734322193e-09,5.974609140757536e-10
1875,2.8607636259891933e-09,0.0
1876,6.04601479992084e-10,1.813804439976252e-09
1877,2.3502300550148902e-08,3.0924081073635534e-09
1878,4.22736201599605e-09,0.0
1879,7.94212251520321e-09,4.887460214320072e-09
1880,8.343199908722454e-09,6.417846254436199e-09
1881,7.669758161910067e-09,0.0
1882,2.6621540527571597e-09,0.0
1883,6.319338829996468e-09,6.319338941018771e-10
1884,1.0562715146988921e-08,6.601696966868076e-10
1885,1.4824961702686323e-08,6.445635691854079e-10
1886,5.162771099520569e-09,0.0
1887,2.6115698492645834e-09,1.9586774424595887e-09
1888,8.876860135842435e-09,6.340614699951175e-10
1889,5.6386229019267375e-09,6.265136742733546e-10
1890,9.176140736144589e-09,0.0
1891,2.5496880162734215e-09,0.0
1892,1.191017329205124e-08,0.0
1893,1.2932674486876294e-08,3.695050043717174e-09
1894,3.780923574225881e-09,1.2603078580752936e-09
1895,2.4074457982692365e-09,6.018614495673091e-10
1896,1.7691086373616827e-09,0.0
1897,6.992056267307589e-09,6.409385022720926e-09
1898,3.3950129374460403e-09,2.26334195829736e-09
1899,7.738609753005221e-09,1.6582735185011188e-09
1900,7.786579381274805e-09,0.0
1901,8.38310842965484e-09,5.588738916095792e-10
1902,8.838511256215043e-09,0.0
1903,2.1600881083827517e-09,1.6200660812870638e-09
1904,7.524475265086039e-09,1.0749250378694342e-09
1905,3.096455536422127e-09,5.160759042333041e-10
1906,6.173021205313489e-09,5.144184522798412e-10
1907,1.0799970695529737e-08,5.142843373384665e-10
