year,nos_DET huiles_NOUN,nos_DET tuiles_NOUN
1858,1.4681028059904122e-09,2.4468380654951716e-09
1859,1.7313389610862373e-08,1.2221216039165483e-08
1860,2.38013565245776e-08,4.577183909670879e-10
1861,1.603427635110677e-08,9.903524222920623e-09
1862,2.1686334950032915e-08,1.8071945051545413e-09
1863,1.9479021062807078e-08,6.493007020935693e-09
1864,2.1576274988888144e-08,6.712618905169165e-09
1865,1.1767110841276462e-08,4.706844358715045e-10
1866,3.8924903300596725e-09,1.1677471434268227e-08
1867,2.814630661873707e-08,3.88224918879132e-09
1868,4.890475324703658e-08,3.951899252285784e-09
1869,1.6115613732381462e-08,6.8369265804335555e-09
1870,5.5620274608259024e-08,1.0321287824410774e-08
1871,1.911811908783534e-08,3.18635318130589e-09
1872,3.9912440019662654e-08,6.047339295989218e-10
1873,1.4965010730616513e-08,8.979006871356887e-09
1874,1.6728906260254917e-08,2.9873046258899194e-09
1875,2.174180363523348e-08,5.149374260327022e-09
1876,2.478866001354163e-08,2.418405919968336e-09
1877,2.2265338017746217e-08,9.895705588292003e-09
1878,4.1065804035067544e-08,7.850815109122777e-09
1879,1.527331294770562e-08,2.443730107160036e-09
1880,3.208923016195797e-08,1.2835692508872398e-09
1881,1.1853263259808955e-08,0.0
1882,8.652000893505374e-09,1.9966155395678697e-09
1883,2.9068959073175193e-08,1.0742875922176154e-08
1884,3.498899481257922e-08,6.601696966868076e-10
1885,3.3517306263775026e-08,5.80107206715752e-09
1886,2.452316216761119e-08,6.4534639854230136e-09
1887,1.5669418762520593e-08,7.1818169189441505e-09
1888,3.9945872387647796e-08,6.340614699951175e-10
1889,2.5687060922763294e-08,4.385595886446936e-09
1890,4.0637196718762425e-08,2.6217545912032847e-09
1891,2.7409146952095398e-08,4.461953917456185e-09
1892,1.6924983636812385e-08,6.268512375839919e-10
1893,1.7859408230069818e-08,1.2316833108982905e-09
1894,3.150769645188234e-09,6.301539290376468e-09
1895,1.9259566386153892e-08,4.213029924926559e-09
1896,1.5921978790967017e-08,0.0
1897,5.826713334045053e-09,1.7480140668268973e-09
1898,2.093591255913907e-08,1.6975064687230201e-09
1899,3.0954439012020885e-08,1.3818945987509323e-08
1900,1.3496738171525635e-08,3.633737311048435e-09
1901,1.4530720848782153e-08,2.235495566438317e-09
1902,2.9461702411026636e-08,0.0
1903,4.86019819945227e-08,1.6200660812870638e-09
1904,2.7948051872783708e-08,1.6123875568041512e-09
1905,1.6514428602398823e-08,0.0
1906,3.3951617295358005e-08,2.572092316910357e-09
1907,2.82856382760599e-08,4.114274698707732e-09
1908,3.094175138329547e-08,2.4556945366072114e-09
1909,2.970531171042623e-08,1.1001967115120692e-09
1910,2.2979847136284093e-08,4.809735720812114e-09
1911,1.59611229788581e-08,4.788336838146279e-09
1912,3.490312161513742e-08,4.688478938419394e-09
1913,1.8030165804816534e-08,2.121195885607108e-09
1914,1.9420557606508737e-08,2.678697486047099e-09
1915,3.416420912838447e-08,0.0
1916,5.933229418886299e-08,0.0
1917,5.04455535121906e-08,2.1932848870420685e-09
1918,1.72295644418341e-08,1.1486376294556067e-09
1919,4.2356103069352e-08,9.207848372660976e-10
1920,2.8774479687854182e-08,2.2716695191604686e-09
1921,1.4388220503924742e-08,3.7863738810983705e-09
1922,3.541408988283479e-08,3.6889677978990676e-09
1923,4.671017039825642e-08,3.1847844361720945e-09
1924,1.4180787100137593e-08,2.578324886925998e-09
1925,2.0896537833436923e-08,2.1996355847875293e-09
1926,3.1209188122716114e-08,7.802296586589819e-09
1927,3.3447674407938166e-08,7.804457524684949e-09
1928,1.7139061614379614e-08,0.0
1929,2.7851015271807e-08,2.2280812750352652e-09
1930,2.100720719599991e-08,2.100720708497761e-09
1931,1.1405356659111021e-08,0.0
1932,4.7126008428932664e-08,0.0
1933,2.294132506186486e-08,0.0
1934,4.912447693072863e-08,5.990790086229936e-09
1935,2.99207103537924e-08,3.590485242455088e-09
1936,1.091224355320719e-08,1.2124714565686645e-09
1937,2.770046048095054e-08,1.0072894518486919e-08
1938,1.8151300906765755e-08,3.8895642262559704e-09
1939,1.3764645423464117e-08,1.5294050470515685e-09
1940,1.2678914362851401e-08,0.0
1941,1.1806010835613279e-08,2.9515025978810172e-09
1942,2.730790527039062e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,1.927911696952833e-08,9.639558484764166e-09
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,1.6705326011390298e-08,1.3921104269343232e-09
1947,9.53669654357725e-09,0.0
1948,1.522064252412747e-08,1.522064252412747e-08
1949,1.1780409536754632e-08,4.908504269707237e-09
1950,1.3825969924496917e-08,1.0635361480382244e-09
1951,1.8124383771578323e-08,0.0
1952,1.6871685715180718e-08,3.1634410646574906e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,1.3681550115052232e-08,5.863521668203475e-09
1955,1.1262729415761896e-08,3.754243138587299e-09
1956,8.721141364631535e-09,5.232684952005684e-09
1957,7.951533653738352e-09,6.184526224473075e-09
1958,3.3088973783179654e-09,2.4816730892496253e-09
1959,4.650448914844674e-09,1.5501495642666896e-09
1960,4.152499955001332e-09,2.7683333403416555e-09
1961,4.168895617606694e-09,6.948159270159238e-10
1962,1.2683913030997473e-08,2.5367825617905737e-09
1963,1.939815863494232e-09,1.939815863494232e-09
1964,4.258777774879263e-09,6.083968329129164e-10
1965,4.377634699181954e-09,2.188817349590977e-09
1966,7.200797069728537e-09,6.092982118843793e-09
1967,1.1832804958089582e-08,2.9582012395223956e-09
1968,7.635406862327443e-09,3.1439910674890825e-09
1969,1.407944960618579e-08,5.450109252791435e-09
1970,8.7375777724219e-09,1.3796175313274261e-09
1971,2.0553589941130213e-09,5.138397485282553e-10
1972,3.5911027485013847e-09,1.5390440033513642e-09
1973,7.1671650836435674e-09,3.3079223804577396e-09
1974,3.3753431161187564e-09,0.0
1975,8.567220266542108e-09,5.711480177694739e-10
1976,6.2848797277581525e-09,2.856763492431469e-09
1977,6.464460078348111e-09,1.1753563677885381e-09
1978,6.534650598410963e-09,5.940591352171509e-10
1979,1.2289143591637242e-08,2.3407893401383717e-09
1980,7.390696055153967e-09,1.7055452605774235e-09
1981,8.855769451088236e-09,8.855769451088236e-09
1982,6.2075020679230875e-09,1.1794254461960918e-08
1983,8.841442245000053e-09,5.68378455412244e-09
1984,2.8995041922996734e-09,1.1598016991243298e-09
1985,1.2632671797518924e-08,1.2031116103372597e-09
1986,3.596691222629289e-09,0.0
1987,8.555143704569446e-09,1.8332451112712533e-09
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,2.1794604454505873e-09,2.179460389939436e-09
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,5.539207315052863e-09,2.2156829704300662e-09
1994,5.274926717646622e-09,5.274926717646622e-09
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,7.473329288743003e-09,2.135236876199542e-09
1997,2.8769365778558154e-09,9.58978896292706e-10
1998,2.3840646123929332e-09,9.536258449571733e-10
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,4.418031385178267e-09,1.7672125984802278e-09
2001,1.7524846851468823e-09,4.3812117822561447e-10
2002,3.5049770863437857e-09,2.1906108038649563e-09
2003,1.6667691671301554e-09,3.333538334260311e-09
2004,5.285749615779878e-09,2.2023955992267474e-09
2005,2.702249757291497e-09,4.5037495954858286e-10
2006,6.58862386870851e-09,2.4707338397433887e-09
2007,1.9972397347078896e-09,3.994479469415779e-10
2008,3.8316958494988285e-09,2.1287198670449925e-09
2009,3.337734755248789e-09,4.76819250749827e-10
2010,5.668551850135373e-09,1.4171379625338432e-09
2011,5.353560705856353e-09,0.0
2012,8.510631810398905e-09,2.0425516833455504e-09
2013,5.857162421740725e-09,1.3945624655065103e-09
2014,4.763979349897696e-09,1.2992671383216248e-09
2015,7.093041265449074e-09,1.10828768384863e-09
2016,1.4706514367412993e-08,2.0713399884186856e-09
2017,5.534345121072093e-09,2.0124890642847504e-09
2018,5.937373370734633e-09,2.581466596041082e-09
2019,8.163160925001023e-09,2.04079020349468e-09
