year,avais_VERB en_PRON,avais_VERB tant_ADV
1963,6.466053248388448e-10,5.948768944108451e-08
1964,6.083968329129164e-10,5.658090529436777e-08
1965,0.0,4.2134733035936733e-08
1966,0.0,5.649856404943421e-08
1967,0.0,6.113616279890266e-08
1968,4.4914158503495116e-10,5.61426993783698e-08
1969,0.0,4.405504938631566e-08
1970,0.0,3.632992928714884e-08
1971,0.0,3.44272628183262e-08
1972,0.0,4.565830735714371e-08
1973,0.0,3.252790392593852e-08
1974,5.625571675160757e-10,2.2502286256553816e-08
1975,0.0,3.7695770060963696e-08
1976,0.0,2.4568166168137395e-08
1977,0.0,3.2322301279918975e-08
1978,0.0,3.089107636355948e-08
1979,0.0,4.7986180362613595e-08
1980,0.0,5.173487238607777e-08
1981,0.0,3.921840630027873e-08
1982,0.0,4.159026545380584e-08
1983,0.0,4.483874249672226e-08
1984,0.0,4.5812168281145205e-08
1985,0.0,3.4890238254092765e-08
1986,0.0,4.495863947795442e-08
1987,6.110816852533674e-10,3.788706592899871e-08
1988,0.0,3.7778288941581195e-08
1989,1.6464366536794728e-09,5.3234785468703194e-08
1990,0.0,2.9967580417178397e-08
1991,0.0,3.8099525312418336e-08
1992,0.0,4.628353167390742e-08
1993,0.0,5.317639306667843e-08
1994,0.0,4.0616935592652226e-08
1995,0.0,4.825981392286849e-08
1996,1.6014276571496566e-09,4.217092808289635e-08
1997,0.0,4.5072006571444945e-08
1998,9.536258449571733e-10,3.814503202193009e-08
1999,9.140402323914998e-10,3.564757022900267e-08
2000,8.836062992401139e-10,4.064589020913445e-08
2001,4.3812117822561447e-10,4.600272518473503e-08
2002,4.38122149670761e-10,4.2497848795619575e-08
2003,4.1669229178253886e-10,4.2502612984662846e-08
2004,8.809582507929292e-10,4.140503762073422e-08
2005,1.3511248786457486e-09,5.899912025597587e-08
2006,1.2353669198716943e-09,5.888582421675892e-08
2007,1.997239706952314e-09,6.471056934742592e-08
2008,2.554463751636149e-09,6.002989749731569e-08
2009,4.76819250749827e-10,6.961560927720711e-08
2010,1.4171379625338432e-09,7.510831068202606e-08
2011,3.82397197240536e-10,1.0324724541987962e-07
2012,1.0212758416727752e-09,1.1574459080065935e-07
2013,1.1156500168141292e-09,1.1742216088350688e-07
2014,1.0827225782605865e-09,1.2169802232619986e-07
2015,8.866301581811342e-10,1.3853596669832768e-07
2016,6.214020409345267e-10,1.3422283018371672e-07
2017,7.54683426862357e-10,1.0817128526241504e-07
2018,1.0325866828253538e-09,1.543717047525206e-07
2019,7.65296326310505e-10,1.3265136544760026e-07
