year,avais_VERB en_PRON,avais_VERB tant_ADV
1800,0.0,6.288328791015374e-08
1801,0.0,9.524730337773235e-09
1802,0.0,4.475680270843441e-09
1803,0.0,9.751696339321825e-09
1804,0.0,2.9662210465630778e-08
1805,0.0,2.842877711017877e-09
1806,0.0,3.7461699520235925e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,3.6257183921861724e-08
1809,0.0,4.292158095609011e-08
1810,0.0,1.8721014072298203e-08
1811,5.0141535368197765e-09,1.0028307073639553e-08
1812,0.0,2.400487453257938e-08
1813,0.0,2.300593315851529e-08
1814,0.0,9.440030979135372e-09
1815,0.0,8.091670444798638e-09
1816,0.0,4.6352077731626196e-09
1817,0.0,2.80237220096069e-08
1818,0.0,1.3113295338484932e-08
1819,0.0,1.1386155129855524e-08
1820,0.0,2.0173018810965004e-08
1821,9.86148829262845e-10,6.804427243878308e-08
1822,0.0,2.7069162911175226e-08
1823,9.882686891060644e-10,4.743689885344793e-08
1824,8.421112696055388e-10,4.884245186076441e-08
1825,8.805443041381977e-10,5.723537910284904e-08
1826,0.0,1.5854372037438225e-08
1827,0.0,2.949527377893446e-08
1828,0.0,3.760643352279658e-08
1829,0.0,4.4580517055692326e-08
1830,0.0,5.4271545479878114e-08
1831,0.0,3.741889287312006e-08
1832,0.0,7.84738247716632e-08
1833,1.1583628500844156e-09,6.602667923516492e-08
1834,0.0,4.2005389389032644e-08
1835,0.0,7.563087933704082e-08
1836,0.0,2.419469957715137e-08
1837,6.957890930081589e-10,3.478945487245255e-08
1838,1.2624323808552163e-09,5.049729523420865e-08
1839,0.0,3.0063343814390464e-08
1840,1.2739377330817092e-09,5.7327198987877637e-08
1841,1.926164561183441e-09,5.3290552415319326e-08
1842,0.0,5.836190553054621e-08
1843,0.0,4.784597962270709e-08
1844,0.0,4.006649589882727e-08
1845,0.0,3.5155437672074186e-08
1846,1.7563503984519002e-09,2.517435504501009e-08
1847,1.0786447290911383e-09,2.3730184040005042e-08
1848,0.0,1.930853166243196e-08
1849,0.0,2.9327951622803994e-08
1850,0.0,5.974316508172706e-08
1851,0.0,4.321124080775007e-08
1852,0.0,3.1250618093281446e-08
1853,1.1943863675867306e-09,3.702597695109944e-08
1854,5.195664454227256e-10,2.5458755104068587e-08
1855,1.0613874223963649e-09,4.82931277190346e-08
1856,1.0354378465748937e-09,3.468716869292621e-08
1857,0.0,4.393358210563747e-08
1858,9.787352039936081e-10,5.725600971118183e-08
1859,0.0,4.124660435422811e-08
1860,0.0,6.499600857523546e-08
1861,4.715963730639317e-10,4.6688040100661965e-08
1862,4.517986262886353e-10,4.743885639868495e-08
1863,0.0,5.943598679891693e-08
1864,0.0,5.513937040291239e-08
1865,4.706844358715045e-10,5.836486849375433e-08
1866,0.0,5.838735361862746e-08
1867,0.0,5.095451882652924e-08
1868,1.975949626142892e-09,4.297690381349639e-08
1869,0.0,7.520619504930437e-08
1870,5.734048791339319e-10,4.873941605865184e-08
1871,1.0621177271019633e-09,2.8677177965619194e-08
1872,0.0,4.656451224605007e-08
1873,5.986004469882289e-10,4.549363552541763e-08
1874,1.1949218281515073e-09,5.018671700440791e-08
1875,1.716458086775674e-09,4.062284375550007e-08
1876,1.813804439976252e-09,5.622793608495158e-08
1877,0.0,5.1952454782622226e-08
1878,6.039088673581716e-10,3.6838439854136595e-08
1879,1.221865053580018e-09,4.643087336830831e-08
1880,6.417846254436199e-10,3.7223507831640745e-08
1881,6.972507571312292e-10,3.5559789779426865e-08
1882,6.655385131892899e-10,7.986461980635795e-08
1883,0.0,4.3603439081607576e-08
1884,6.601696966868076e-10,5.149323811792783e-08
1885,1.2891271383708158e-09,4.5119449509911647e-08
1886,0.0,4.711028722681476e-08
1887,6.528924623161458e-10,5.157850324621904e-08
1888,1.268122939990235e-09,5.199304098368884e-08
1889,6.265136742733546e-10,4.761503902273034e-08
1890,0.0,3.998175657216052e-08
1891,0.0,5.16311828846483e-08
1892,6.268512375839919e-10,3.5103667528346705e-08
1893,6.158416554491453e-10,6.77425830986067e-08
1894,6.301539290376468e-10,5.734400687629204e-08
1895,0.0,6.018614584490933e-08
1896,0.0,5.425266635938897e-08
1897,0.0,4.777905004971217e-08
1898,1.13167097914868e-09,5.771521927044887e-08
1899,0.0,7.075300345604774e-08
1900,0.0,6.592637191715767e-08
1901,0.0,4.750427962108006e-08
1902,9.820567692386817e-10,3.338993082024899e-08
1903,0.0,4.860198288270112e-08
1904,5.374625189347171e-10,5.0521478556220245e-08
1905,5.160759042333041e-10,5.728442431518488e-08
1906,0.0,5.401393821102829e-08
1907,0.0,5.451413898072133e-08
1908,0.0,3.487086175368859e-08
1909,0.0,7.096268461737054e-08
1910,5.344150677544235e-10,5.878565900729882e-08
1911,2.128149656499545e-09,6.012022879531287e-08
1912,1.5628263128064646e-09,4.740573444905749e-08
1913,0.0,4.825720623102825e-08
1914,6.696743715117748e-10,7.031580651073455e-08
1915,0.0,2.709575319670421e-08
1916,0.0,5.0542325880087446e-08
1917,0.0,3.5092558192673096e-08
1918,0.0,2.986458014220261e-08
1919,0.0,5.800944435918609e-08
1920,0.0,4.164727585020955e-08
1921,0.0,4.4679211441689404e-08
1922,7.377935484775833e-10,5.5334517412575224e-08
1923,1.0615948120573648e-09,5.307974149104666e-08
1924,0.0,5.0277336072213075e-08
1925,0.0,7.91868828287079e-08
1926,1.1146138456652466e-09,8.693987751939858e-08
1927,1.1149224876660924e-09,9.365349029621939e-08
1928,2.2852082448565625e-09,7.769708076921233e-08
1929,0.0,8.689517017046455e-08
1930,1.0503603542488804e-09,8.40288265635536e-08
1931,0.0,4.5621426636444085e-08
1932,0.0,5.150982218538047e-08
1933,0.0,4.12943848004943e-08
1934,0.0,6.589868917217245e-08
1935,0.0,6.821922227118193e-08
1936,0.0,3.15242587589637e-08
1937,0.0,4.5328025777280345e-08
1938,0.0,6.093650739558143e-08
1939,0.0,4.7411557346777045e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,5.017554371988808e-08
1942,0.0,4.247896612241675e-08
1943,0.0,3.4838823381733164e-08
1944,0.0,5.462416652335378e-08
1945,0.0,5.8819608739213436e-08
1946,1.3921104269343232e-09,6.26449718765798e-08
1947,0.0,7.390939771312333e-08
1948,0.0,8.697510622823756e-08
1949,0.0,5.693864935096826e-08
1950,1.0635361480382244e-09,7.12569203642488e-08
1951,0.0,6.823297127311889e-08
1952,0.0,5.483298082253896e-08
1953,0.0,3.5553629373907825e-08
1954,0.0,6.352148318455875e-08
1955,0.0,5.0682281482750113e-08
1956,8.72114158667614e-10,8.023449993288523e-08
1957,0.0,4.94762097957846e-08
1958,8.272243445794913e-10,4.053399393910695e-08
1959,0.0,5.5805383425422406e-08
1960,6.920833350854139e-10,5.605874875413974e-08
1961,0.0,5.766972321907815e-08
1962,0.0,5.010145542883038e-08
