year,plusieurs_DET issues_NOUN,plusieurs_DET tissus_NOUN
1909,1.6502950117569526e-09,1.1552065082298668e-08
1910,5.344150677544235e-10,2.9392829170582502e-08
1911,0.0,1.702519769608557e-08
1912,0.0,2.1879568379290504e-08
1913,5.30298971401777e-10,1.590896836489719e-08
1914,0.0,2.9465671680384276e-08
1915,0.0,7.068456930880984e-09
1916,0.0,9.888715624128963e-09
1917,0.0,1.644963654179321e-08
1918,0.0,1.033773866510046e-08
1919,0.0,2.8544329566670967e-08
1920,0.0,1.9687802499390727e-08
1921,0.0,1.5145495524393482e-08
1922,7.377935484775833e-10,8.115729144275718e-09
1923,0.0,1.3800732556745743e-08
1924,0.0,3.2229060309418855e-08
1925,0.0,6.598906754362588e-09
1926,1.1146138456652466e-09,3.1209186346359274e-08
1927,0.0,2.4528295394787847e-08
1928,0.0,1.2568645679778001e-08
1929,0.0,1.3368487428166986e-08
1930,0.0,1.2604324695075775e-08
1931,0.0,1.3686427990933225e-08
1932,1.0959536611565568e-09,1.0959536389520963e-08
1933,0.0,4.588264879146209e-09
1934,0.0,1.4377896206951846e-08
1935,0.0,2.5133395809007197e-08
1936,0.0,2.667437160042141e-08
1937,2.5182236296217297e-09,4.5328023889901203e-08
1938,0.0,3.630260181353151e-08
1939,3.058810094103137e-09,9.176430282309411e-09
1940,0.0,2.2822046474857416e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,5.806470415592457e-09
1944,0.0,1.927911696952833e-08
1945,0.0,1.5249528306782167e-08
1946,0.0,1.2528993842408909e-08
1947,0.0,1.1920871179071924e-08
1948,0.0,2.174377655705939e-08
1949,0.0,2.1597418964347526e-08
1950,0.0,1.701657836861159e-08
1951,0.0,9.595261474260042e-09
1952,0.0,1.687168627029223e-08
1953,1.0773827385790469e-09,1.6160741300730308e-08
1954,0.0,1.9545072449389522e-08
1955,0.0,1.6894094567732054e-08
1956,1.744228317335228e-09,1.744228317335228e-08
1957,0.0,3.799066305987253e-08
1958,0.0,2.647117886001027e-08
1959,0.0,1.627656998071103e-08
1960,0.0,2.7683332959327345e-08
1961,6.948159270159238e-10,2.848745328520863e-08
1962,0.0,1.7123282791686734e-08
1963,0.0,3.9442924371080323e-08
1964,0.0,2.3119079872735426e-08
1965,0.0,2.3529786119524942e-08
1966,0.0,2.7695374105185522e-08
1967,2.465167847631733e-09,1.6763140986419955e-08
1968,0.0,2.335536292141782e-08
1969,0.0,1.725867981861029e-08
1970,4.5987250119061684e-10,1.655541020939566e-08
1971,0.0,1.7470551227916076e-08
1972,0.0,2.821580724621242e-08
1973,2.205281512956958e-09,2.095017381797959e-08
1974,0.0,2.3627400591585968e-08
1975,0.0,1.2565256390928425e-08
1976,3.9994687561772935e-09,1.828328588526773e-08
1977,5.876781838942691e-10,1.5279633558407113e-08
1978,5.940591352171509e-10,1.7821774500603738e-08
1979,0.0,2.165230095219073e-08
1980,0.0,1.3075846183596695e-08
1981,6.325549528618524e-10,1.1385989151513343e-08
1982,0.0,1.2415004135846175e-08
1983,0.0,2.5892796129411977e-08
1984,0.0,1.4497521405587577e-08
1985,6.015558051686298e-10,1.9249785432329247e-08
1986,0.0,1.9182353483415682e-08
1987,0.0,2.077677729861449e-08
1988,1.1993107618124554e-09,1.619069495140124e-08
1989,0.0,8.780995375268219e-09
1990,0.0,1.1442167213715493e-08
1991,0.0,1.3481369798284959e-08
1992,0.0,1.7080826753002043e-08
1993,2.2156829704300662e-09,1.2186256725943423e-08
1994,0.0,8.439882348554306e-09
1995,5.422450821690461e-10,1.4098372247417501e-08
1996,0.0,1.1743802375008272e-08
1997,0.0,1.1507746977557076e-08
1998,4.768129224785866e-10,1.001307092796111e-08
1999,4.570201161957499e-10,1.9651864940906094e-08
2000,0.0,1.2370487856294687e-08
2001,0.0,1.577236172223273e-08
2002,4.38122149670761e-10,2.0591740756970012e-08
2003,8.333845835650777e-10,1.4584230545455767e-08
2004,0.0,1.4976289902657314e-08
2005,0.0,1.4862373776125537e-08
2006,8.235779835885637e-10,1.317724729332781e-08
2007,0.0,1.6377365241737607e-08
2008,0.0,1.4475294823901308e-08
2009,0.0,1.2397300963584712e-08
2010,2.3618964561933353e-09,1.7478034852747015e-08
2011,2.2943831279320648e-09,2.2943831723409858e-08
2012,3.404252713057332e-10,2.1787216974988866e-08
2013,2.789125042035323e-10,1.9244962179421066e-08
2014,2.1654451842767486e-10,7.362513709807672e-09
2015,1.5516027351836215e-09,1.2856136932803963e-08
2016,2.0713400439298368e-10,1.304944197144664e-08
2017,2.515611330355938e-10,1.3835862455735537e-08
2018,1.290733298020541e-09,1.5230653405140515e-08
2019,2.55098775436835e-10,1.3520235375708012e-08
