year,les_DET issus_ADJ,les_DET tissus_NOUN
1800,0.0,8.646452158700413e-07
1801,4.7623651688866175e-09,1.466808441819012e-06
1802,0.0,5.549843535845866e-07
1803,3.900678446910888e-09,5.968038152559529e-07
1804,0.0,7.440271119207864e-07
1805,0.0,1.0916650197145827e-06
1806,2.881669125542885e-09,1.259289454935697e-06
1807,5.693910232196231e-09,8.170761205406052e-07
1808,9.064295980465431e-09,7.52336575260415e-07
1809,2.259030518203531e-09,7.454800723394328e-07
1810,1.6380887757350138e-08,8.21384469773534e-07
1811,1.2535383842049441e-08,1.5694300259383454e-06
1812,2.1337665856435706e-08,5.137043018521581e-06
1813,2.8757416448144113e-09,2.3954928352054594e-06
1814,9.440031423224582e-09,4.131587026279249e-06
1815,5.394447111228828e-09,5.753177980238888e-06
1816,2.3176038865813098e-09,3.6247325425620147e-06
1817,4.981994905506326e-08,2.545488058558476e-06
1818,3.5763532135746345e-09,4.484747108790543e-06
1819,5.175524897538253e-09,3.846450169930904e-06
1820,0.0,3.797274075623136e-06
1821,2.9584463767662328e-09,5.741358435784605e-06
1822,7.017931125119503e-09,3.857856881950283e-06
1823,9.882686891060644e-10,3.675371374356473e-06
1824,0.0,4.19876676005515e-06
1825,0.0,3.730866254159082e-06
1826,2.6423952803611428e-08,3.930122502993072e-06
1827,1.1982455028203276e-08,3.96158404214475e-06
1828,3.6689205562545624e-09,5.938148021300549e-06
1829,1.8860987438529264e-08,5.422533774890326e-06
1830,1.0436835395921662e-08,5.186063759765602e-06
1831,4.677361609140007e-09,4.608760647784038e-06
1832,2.705993873419743e-09,5.2496282307856745e-06
1833,0.0,6.25979279789135e-06
1834,2.8003592777992026e-09,5.2964128087751305e-06
1835,5.294161553592858e-09,5.4499611792380165e-06
1836,3.36037508930076e-09,5.3423240728989185e-06
1837,1.3915781860163179e-09,9.189982733914803e-06
1838,2.5248647617104325e-09,5.699881995724354e-06
1839,6.991475065554198e-09,9.775480918960966e-06
1840,1.9109066329292546e-08,7.095833325365675e-06
1841,8.346713542550788e-09,7.643020921932475e-06
1842,4.695785538189057e-09,7.102710839035353e-06
1843,4.725528912619126e-09,7.520088388446311e-06
1844,6.586273748609983e-09,7.634588655491825e-06
1845,5.022205318283568e-09,9.107490058113399e-06
1846,2.9272506640865004e-09,8.802828006082564e-06
1847,9.168480197274675e-09,6.178477121920878e-06
1848,6.43617736884039e-09,7.626870228705229e-06
1849,6.703531951757213e-09,7.37723689780978e-06
1850,4.752297222410107e-09,7.336868037555178e-06
1851,2.0638204034639784e-08,9.138854352386261e-06
1852,3.2552727180501506e-09,8.286622573905333e-06
1853,1.1346670270029335e-08,1.088324859210843e-05
1854,2.5978321716024766e-09,7.055192952520883e-06
1855,3.714855978387277e-09,9.326411259280576e-06
1856,7.765783571755946e-09,8.088322715593677e-06
1857,7.322263739784063e-09,7.596116489594351e-06
1858,6.8511463169329545e-09,8.056948217927129e-06
1859,3.055304009791371e-09,9.747437900387013e-06
1860,3.661747127736703e-09,8.592747178681748e-06
1861,6.130753071875716e-09,9.472013175582106e-06
1862,9.035972858839614e-09,6.63466261130452e-06
1863,1.548332484446746e-08,6.349161850494056e-06
1864,1.4384183844029508e-09,7.661495743604974e-06
1865,1.882737743486018e-09,7.908439783932408e-06
1866,3.4059290943133647e-09,8.851036795931577e-06
1867,3.396968040192405e-09,1.0365119806010625e-05
1868,1.2349685274415378e-08,1.106630594449598e-05
1869,2.4417595723136287e-09,1.0140627637156285e-05
1870,3.4404292748035914e-09,1.0630926624344283e-05
1871,2.1242354542039266e-09,1.124888927961365e-05
1872,1.1489944995446422e-08,9.973877098445882e-06
1873,1.496501056408306e-08,1.2432333051037858e-05
1874,1.4936523129449597e-08,1.1915162588138628e-05
1875,2.8607636259891933e-09,1.0397731557532097e-05
1876,5.441413541973361e-09,1.1032767872620752e-05
1877,1.2988113695655557e-08,1.1402945347072091e-05
1878,2.4156354694326865e-09,1.0532170392707485e-05
1879,3.6655952717623563e-09,8.940386635458708e-06
1880,4.492492600149944e-09,9.756410065620003e-06
1881,2.7890030285249168e-09,1.0614248708407104e-05
1882,5.989846618703609e-09,1.1565062436602602e-05
1883,1.579834751908038e-08,1.0644926419445255e-05
1884,1.4523733327109767e-08,9.750046444878535e-06
1885,3.222817901438191e-09,1.0938888294731441e-05
1886,1.936039106809062e-09,1.0637889658937638e-05
1887,3.9173548849191775e-09,1.0131585042927327e-05
1888,1.4583414253976912e-08,9.748060961101146e-06
1889,6.265136853755848e-09,9.459729710670217e-06
1890,1.2453334363726754e-08,9.732608475587767e-06
1891,1.9760081571007504e-08,1.1746412269530992e-05
1892,3.761107425503951e-09,1.0760528539321967e-05
1893,1.0469308087124318e-08,1.0802478811910987e-05
1894,1.2603078136663726e-08,9.815907446864003e-06
1895,6.6204759452404005e-09,9.889787293104746e-06
1896,1.474257199651774e-08,1.122676400200362e-05
1897,1.5732126712464378e-08,1.08079709661979e-05
1898,1.0185038701315818e-08,1.0039619155577384e-05
1899,1.0502398950507086e-08,1.0020394540788402e-05
1900,8.824790342920608e-09,1.1401110214137589e-05
1901,1.90017126477926e-08,1.1215480981263681e-05
1902,1.8659078726557254e-08,1.04260055877603e-05
1903,7.560308157295026e-09,1.1012669347110204e-05
1904,4.299700151477737e-09,1.1372169637979823e-05
1905,7.225062881310862e-09,1.1020800684491405e-05
1906,1.1831624291414045e-08,1.1502910695071478e-05
1907,6.325697476938785e-08,9.753402252954402e-06
1908,7.367083609821634e-09,8.912206681088719e-06
1909,1.8153246350571806e-08,9.868764834664034e-06
1910,1.2291546336307135e-08,9.538774406792072e-06
1911,1.0640748615564632e-08,9.123909762820404e-06
1912,1.458637982620914e-08,8.946138734700071e-06
1913,1.6969566696278804e-08,1.0226285780845501e-05
1914,1.607218563792756e-08,9.96743290215818e-06
1915,4.712304657594757e-09,9.643732113318038e-06
1916,2.527116227390991e-08,1.0234820649657195e-05
1917,1.864292187292449e-08,1.1417144719416683e-05
1918,8.040463406189247e-09,1.0446859619150928e-05
1919,1.6574126959767455e-08,8.429785566477221e-06
1920,9.843901693784574e-09,9.134383276432345e-06
1921,0.0,1.0657127802460309e-05
1922,1.2542490601674672e-08,1.0405102216282103e-05
1923,1.0615948120573648e-09,7.520337561572887e-06
1924,2.578324886925998e-09,9.292283095874154e-06
1925,1.0998177923937646e-09,8.921722098875762e-06
1926,2.229227691330493e-09,9.460841909003648e-06
1927,4.459690061686672e-09,9.426669350887096e-06
1928,6.8556245125250825e-09,9.373924171995895e-06
1929,2.2280812750352652e-09,8.876675565261394e-06
1930,9.453243188239924e-09,9.418581328191067e-06
1931,5.7026783295555106e-09,9.085506746941974e-06
1932,4.383814644626227e-09,8.225132660300005e-06
1933,4.588264879146209e-09,9.405942762441555e-06
1934,2.3963160344919743e-09,9.072452655800589e-06
1935,1.196828414151696e-09,1.0187403177042142e-05
1936,4.849885826274658e-09,1.1149887484407373e-05
1937,2.5182236296217297e-09,1.0127036603080342e-05
1938,1.1668692678767911e-08,1.1137119315662858e-05
1939,7.647025235257843e-09,9.742309771354485e-06
1940,2.5357829169792012e-09,8.783951898294617e-06
1941,8.854508237732261e-09,8.898780322397215e-06
1942,0.0,9.251311951175012e-06
1943,2.9032352077962287e-09,7.774863831855328e-06
1944,3.2131861615880553e-09,8.183985187315557e-06
1945,4.357008087652048e-09,6.833966978092576e-06
1946,0.0,8.280272652427811e-06
1947,2.3841741914054637e-09,7.178748433034343e-06
1948,4.348755133776194e-09,9.37374130671742e-06
1949,7.853606653895895e-09,7.726967396592954e-06
1950,4.2541445921528975e-09,7.087405037964345e-06
1951,2.1322803522849654e-09,7.954471755056147e-06
1952,1.1599283977759e-08,8.189094444333023e-06
1953,1.0773827385790469e-09,7.665578209525847e-06
1954,1.9545072227344917e-09,7.757439050237736e-06
1955,3.754243138587299e-09,7.769406124680245e-06
1956,1.0465369904011368e-08,7.643208590479844e-06
1957,1.7670075402875796e-09,7.413480119566884e-06
1958,5.790570245522986e-09,7.0297523961926345e-06
1959,6.200598257066758e-09,8.279349003714742e-06
1960,6.920833239831836e-09,6.702134839997598e-06
1961,2.779263708063695e-09,6.56878978588793e-06
1962,3.805173787174709e-09,5.3874919103691354e-06
1963,4.526237384894216e-09,6.620592102990486e-06
1964,7.909158661334459e-09,5.7152798547122075e-06
1965,6.5664522708175355e-09,5.21321587143575e-06
1966,2.769537488234164e-09,5.479806446828661e-06
1967,5.916402479044791e-09,4.891878830903806e-06
1968,3.143991095244658e-09,5.127400470428256e-06
1969,3.179230406713529e-09,4.379617053018592e-06
1970,3.2191074805787423e-09,5.288533827751962e-06
1971,4.624557736754298e-09,4.116370234896749e-06
1972,4.104117490300041e-09,4.065128479169289e-06
1973,4.961883459664307e-09,4.1519935507494665e-06
1974,3.375343060607605e-09,3.4872919627559895e-06
1975,6.282628195464213e-09,3.621649682372663e-06
1976,1.142705374768127e-09,3.4469707657081017e-06
1977,1.7630346071939584e-09,3.5813109491300565e-06
1978,8.316828115084718e-09,3.1502956261419968e-06
1979,8.777959914496591e-09,3.482509271179879e-06
1980,8.527726191864815e-09,3.1353607141682005e-06
1981,6.958104370458074e-09,3.1969326244052354e-06
1982,7.449002858983533e-09,3.0944398474730406e-06
1983,8.841442245000053e-09,3.275754352216609e-06
1984,4.059306057957457e-09,2.7754054627848745e-06
1985,4.210890747202711e-09,2.9121317055569307e-06
1986,5.994485463567401e-10,3.3659036091648886e-06
1987,3.6664902225425067e-09,3.0994062001354905e-06
1988,5.996553809062277e-10,3.17937278282443e-06
1989,1.6464366536794728e-09,2.586552085404037e-06
1990,2.724325431913144e-09,2.8725288956366057e-06
1991,5.275318681885466e-09,2.746682696397329e-06
1992,7.162927584403178e-09,2.7703998881634107e-06
1993,5.539207315052863e-09,2.7806820810383215e-06
1994,3.164955852952289e-09,2.565196737691622e-06
1995,5.964695792837205e-09,2.5452984857565752e-06
1996,4.804282749404365e-09,2.5131738823347405e-06
1997,8.630809844589749e-09,2.3849804904330085e-06
1998,8.582632382569955e-09,2.2424512025054355e-06
1999,5.484241283326696e-09,2.2339143441740816e-06
2000,3.976228346580513e-09,2.371599407524627e-06
2001,7.0099388516098315e-09,2.390827361864467e-06
2002,6.133709873346049e-09,2.270787007319086e-06
2003,7.083769237858917e-09,2.374312728647965e-06
2004,1.1452457482352685e-08,2.8005662926489094e-06
2005,4.053374635937246e-09,2.676128104894815e-06
2006,8.647569049724524e-09,2.6078596420120448e-06
2007,3.5950314392074745e-09,2.76857365122396e-06
2008,2.1287198670449925e-09,3.0172474083656198e-06
2009,2.384096253749135e-09,3.2242518841485435e-06
2010,2.8342759250676863e-09,3.0610179635459644e-06
2011,5.353560705856353e-09,3.8748308384128904e-06
2012,2.0425516833455504e-09,3.854975858530452e-06
2013,4.462600178278819e-09,2.8256625341782637e-06
2014,4.330890229775619e-09,2.5723322778503643e-06
2015,4.654808538617772e-09,2.936740798986648e-06
2016,4.142679976837371e-09,2.61630961517767e-06
2017,4.779661555431858e-09,2.8454080336359766e-06
2018,3.0977600484760615e-09,2.862846571360933e-06
2019,3.06118530524202e-09,2.6639965824415412e-06
