year,fus_VERB en_ADP,fus_VERB tant_ADV
1908,1.1639992436585089e-07,3.437972351250096e-09
1909,1.2817291406008735e-07,2.2003934230241384e-09
1910,9.459146355084158e-08,1.6032452032632705e-09
1911,1.0800359717677566e-07,8.51259862599818e-09
1912,1.0470936473438996e-07,5.730363294986773e-09
1913,8.909022852776616e-08,3.71209285532359e-09
1914,1.1920203490944914e-07,1.3393487430235496e-09
1915,5.419150639340842e-08,1.295883844676382e-08
1916,8.570220444426013e-08,1.0987462051303964e-09
1917,9.321460936462245e-08,0.0
1918,8.385054428572403e-08,2.2972752589112133e-09
1919,1.243059557509696e-07,2.762354567309444e-09
1920,9.692456615084666e-08,7.572231730534895e-10
1921,1.0829028695980014e-07,7.572747429129834e-10
1922,1.0845565157069359e-07,5.164555005876537e-09
1923,1.3057616854439402e-07,1.0615948120573648e-09
1924,1.3149457345207338e-07,1.289162443462999e-09
1925,1.418764981053755e-07,6.598906754362588e-09
1926,1.370975013514908e-07,4.458455382660986e-09
1927,1.6277869008263224e-07,2.2298449753321847e-09
1928,1.199734356305271e-07,4.570416489713125e-09
1929,1.1920234754825287e-07,5.570202965543558e-09
1930,1.0293531715888093e-07,1.0503603542488804e-09
1931,1.585344620025353e-07,2.2810713318222042e-09
1932,1.0849941389778905e-07,0.0
1933,1.1355955820135932e-07,0.0
1934,1.0543790551764687e-07,5.990790086229936e-09
1935,8.138432860960165e-08,5.98414207075848e-09
1936,1.0184760412812466e-07,8.487299751891442e-09
1937,1.3598408088455471e-07,7.554670666820584e-09
1938,1.0890779833516717e-07,3.8895642262559704e-09
1939,7.188203454688846e-08,0.0
1940,8.368083825871508e-08,1.2678914806940611e-08
1941,1.1806010036252701e-07,8.854508237732261e-09
1942,1.3047110769548453e-07,0.0
1943,1.4225852851268428e-07,0.0
1944,7.390327994016843e-08,0.0
1945,1.285317381416462e-07,0.0
1946,1.4617160104535287e-07,1.3921104269343232e-09
1947,1.2278496797080152e-07,0.0
1948,1.239395146512834e-07,1.0871888278529696e-08
1949,1.4234662160106382e-07,5.890204768377316e-09
1950,1.3932323383869516e-07,6.381216888229346e-09
1951,1.247384062708079e-07,5.330700769690111e-09
1952,1.2653764258629963e-07,7.381362632230548e-09
1953,1.3682760879873967e-07,1.0773827385790469e-09
1954,1.3974727153254207e-07,9.772536113672459e-10
1955,9.667176215089057e-08,1.8771215692936494e-09
1956,9.418833002428073e-08,7.849027205963921e-09
1957,1.0160293584249303e-07,1.236905244894615e-08
1958,1.1581141023953023e-07,5.790570245522986e-09
1959,1.0463509880764832e-07,4.650448914844674e-09
1960,9.273916390384329e-08,8.997083078554624e-09
1961,1.0144312767579322e-07,6.25334317660986e-09
1962,1.0210549561406879e-07,5.7077609305622445e-09
1963,1.0151703833116699e-07,1.2932106496776896e-09
1964,1.1437860791829735e-07,1.8251904432275978e-09
1965,1.3297065493134141e-07,2.188817349590977e-09
1966,1.1742838523787213e-07,2.215629901769489e-09
1967,1.2325838838478376e-07,3.451234853457663e-09
1968,1.1273453992544091e-07,5.3896989093971115e-09
1969,7.403065183098079e-08,3.6334062425424918e-09
1970,9.79528422817566e-08,3.219107425067591e-09
1971,1.0533715055771609e-07,3.083038491169532e-09
1972,9.593374983296599e-08,2.565073486948677e-09
1973,8.159541664554126e-08,4.410563025913916e-09
1974,6.975708544132431e-08,3.3753431161187564e-09
1975,7.424924319821002e-08,6.8537762132336866e-09
1976,9.255913369088375e-08,4.570821499072508e-09
1977,9.285315627494128e-08,1.1753563677885381e-09
1978,8.435639387016636e-08,4.158414057542359e-09
1979,1.1235788832664184e-07,5.266775904289034e-09
1980,8.186616895500265e-08,8.527726080842513e-09
1981,1.0437156561238226e-07,6.325549528618524e-10
1982,8.193902800712749e-08,3.7245013739806154e-09
1983,8.33621740525814e-08,6.946847541655643e-09
1984,1.0612185263880747e-07,3.479405208395292e-09
1985,8.000692020004863e-08,2.4062232206745193e-09
1986,7.49310657965907e-08,2.3977941854269602e-09
1987,8.49403534175508e-08,1.588812459374367e-08
1988,9.114761923001424e-08,4.197587610832443e-09
1989,8.012658270217798e-08,2.7440609784434855e-09
1990,8.663354833515768e-08,5.448650863826288e-09
1991,7.795748757644105e-08,1.0550637696837839e-08
1992,8.650612670635383e-08,6.060938417817852e-09
1993,8.419595332043173e-08,7.200969598386564e-09
1994,8.59813056308667e-08,7.912389854425328e-09
1995,9.218166496793856e-08,5.964695848348356e-09
1996,8.540947504798169e-08,3.736664311304594e-09
1997,1.4240836776480137e-07,9.58978896292706e-10
1998,6.961468557165063e-08,3.814503379828693e-09
1999,8.546275864773634e-08,3.656160929565999e-09
2000,1.1000898325619346e-07,3.5344251969604557e-09
2001,7.623308562187958e-08,2.6287270138425356e-09
2002,9.24437770777331e-08,5.257465574004527e-09
2003,9.958945668131491e-08,2.5001538617175356e-09
2004,9.866732142427281e-08,2.642874807889939e-09
2005,9.007499102153815e-08,4.053374524914943e-09
2006,1.0624155777350097e-07,2.4707338397433887e-09
2007,1.0665259964071083e-07,3.595031605740928e-09
2008,9.281218638079736e-08,5.5346713878634546e-09
2009,1.0680751216796125e-07,2.384096253749135e-09
2010,1.1478817185661683e-07,1.4171379625338432e-09
2011,1.22367097787901e-07,3.82397197240536e-10
2012,1.4365946299221832e-07,2.382976926895708e-09
2013,1.8408225344046514e-07,5.857162754807632e-09
2014,1.6608964870101772e-07,4.547434873103384e-09
2015,1.5870679703766655e-07,3.32486305154589e-09
2016,1.9947005114318017e-07,4.142679976837371e-09
2017,1.240196354501677e-07,3.018733707449428e-09
2018,1.7218383163708495e-07,2.8396134332808742e-09
2019,1.4719199725732324e-07,2.2958890344426663e-09
