year,soyons_VERB en_ADP,soyons_VERB tant_ADV
1889,2.1802675548299177e-07,2.5060546970934183e-09
1890,2.4054597957956503e-07,6.554386478008212e-10
1891,1.7210394709366028e-07,9.561330394092238e-09
1892,2.4071087811883274e-07,1.6924984080901595e-08
1893,2.426416054746028e-07,9.853466487186324e-09
1894,2.14882483362544e-07,1.8904617871129403e-09
1895,2.708376514171107e-07,4.935263930860856e-08
1896,2.2467680382831645e-07,2.948514543632541e-09
1897,1.800454427769438e-07,4.661370844871726e-09
1898,2.0030575820229046e-07,0.0
1899,1.6914390421618464e-07,0.0
1900,2.0712301895819962e-07,0.0
1901,1.9840022980055494e-07,3.912117296778206e-09
1902,1.8609975871441975e-07,3.437198747846537e-09
1903,1.8954772507129292e-07,2.1600881083827517e-09
1904,1.9241158000227188e-07,5.374625189347171e-10
1905,1.919802361527445e-07,0.0
1906,1.903348261222959e-07,0.0
1907,2.170279973512379e-07,0.0
1908,2.337821234377202e-07,0.0
1909,2.013359949870619e-07,5.500983557560346e-10
1910,2.1857575571715415e-07,1.068830135508847e-09
1911,1.9472569801060047e-07,5.320374141248863e-10
1912,2.1619097534397724e-07,2.6047106693738442e-09
1913,1.9992271305113718e-07,0.0
1914,2.477795089106394e-07,0.0
1915,2.2147832678953705e-07,0.0
1916,2.1425550444931218e-07,0.0
1917,2.544210451205231e-07,2.1932848870420685e-09
1918,2.2513296915604997e-07,4.594550517822427e-09
1919,2.430871926528688e-07,0.0
1920,2.407969752482586e-07,0.0
1921,1.8326048156769303e-07,0.0
1922,2.0141763190650863e-07,0.0
1923,1.8047112426700096e-07,0.0
1924,2.5009750692639443e-07,1.289162443462999e-09
1925,1.9796719907816396e-07,4.399271169575059e-09
1926,2.0954740787004766e-07,0.0
1927,1.9845620746750114e-07,0.0
1928,1.965279059490399e-07,1.1426041224282812e-09
1929,2.161238823461531e-07,3.342121912552898e-09
1930,1.9221594327323288e-07,2.100720708497761e-09
1931,1.6423713855573396e-07,0.0
1932,2.2247858855184433e-07,5.4797681947604815e-09
1933,1.9156006514364776e-07,0.0
1934,2.0967764768897723e-07,1.1981580172459871e-09
1935,1.8909889298868165e-07,3.590485242455088e-09
1936,2.0612014317578087e-07,4.849885826274658e-09
1937,1.91384992742627e-07,3.777335333410292e-09
1938,1.9577473642229393e-07,2.5930428915188486e-09
1939,2.2176373182247744e-07,1.5294050470515685e-09
1940,2.0032684999726769e-07,2.5357829169792012e-09
1941,2.1841119668408737e-07,2.9515025978810172e-09
1942,2.2756587725325517e-07,0.0
1943,2.758073383013482e-07,2.9032352077962287e-09
1944,2.0243072285097696e-07,0.0
1945,2.2438591962270493e-07,0.0
1946,2.2691399870211626e-07,1.3921104269343232e-09
1947,2.396095104550966e-07,0.0
1948,2.522277862126998e-07,1.0871887834440486e-09
1949,2.503337002135453e-07,0.0
1950,2.1377077108475362e-07,1.0635361480382244e-09
1951,2.388154022314737e-07,0.0
1952,2.1195055133205187e-07,2.1089607837865287e-09
1953,2.2086345552452258e-07,0.0
1954,1.925189643259273e-07,0.0
1955,2.4027156664274685e-07,0.0
1956,2.075631635456432e-07,0.0
1957,2.1292441010345442e-07,0.0
1958,2.0266996925144554e-07,1.6544486891589827e-09
1959,2.123704962997408e-07,3.100299128533379e-09
1960,2.415370841113429e-07,5.536666680683311e-09
1961,3.05719015436523e-07,6.94815938118154e-08
1962,2.3084721822996812e-07,0.0
1963,2.4829644207358115e-07,0.0
1964,2.652610215925222e-07,4.015419108327478e-08
1965,2.303730237684931e-07,1.6416130677043839e-09
1966,2.3097942225547285e-07,5.539074754423723e-10
1967,2.2334419846892217e-07,2.9582012395223956e-09
1968,2.173845329300761e-07,2.245707841908029e-09
1969,2.130084340024041e-07,1.3625273131978588e-09
1970,2.44652159198111e-07,4.1388523719376735e-09
1971,2.230064506392182e-07,6.679916619845017e-09
1972,2.2008329664258142e-07,0.0
1973,2.0398854561065605e-07,1.6539611902288698e-09
1974,1.8283108049743646e-07,1.1251143350321513e-09
1975,2.12467068383404e-07,1.1422960355389478e-09
1976,1.9197450162877772e-07,0.0
1977,1.9804755302388344e-07,2.938390863960194e-09
1978,2.269305920954423e-07,5.940591352171509e-10
1979,2.0013748391889408e-07,5.851973350345929e-10
1980,2.3138563254310185e-07,2.2740602734216964e-09
1981,1.9166415343718768e-07,6.325549528618524e-10
1982,2.0422681967779965e-07,1.2415004579935385e-09
1983,2.084054306905614e-07,3.157658134966823e-09
1984,2.1514321102422684e-07,1.739702604197646e-09
1985,1.8347451824496375e-07,0.0
1986,2.0561085456449746e-07,0.0
1987,1.7721368417156214e-07,6.110816852533674e-10
1988,1.7449971689842414e-07,0.0
1989,2.0470695716312548e-07,1.6464366536794728e-09
1990,1.6836330996028437e-07,0.0
1991,2.0163440961340484e-07,1.7584396161396398e-09
1992,1.67502298031863e-07,1.1019888335184191e-09
1993,1.833477645263315e-07,0.0
1994,2.1363452118450255e-07,6.857404422078162e-09
1995,1.7189168577402825e-07,0.0
1996,1.9163750297757076e-07,1.067618438099771e-09
1997,2.0522148336254986e-07,0.0
1998,1.754671603571012e-07,2.3840645013706308e-09
1999,1.581289645891104e-07,1.8280804647829996e-09
2000,1.4888765820231242e-07,1.7230322058026104e-08
2001,1.752484672934429e-07,8.762423564512289e-10
2002,2.0065994377205243e-07,1.3143663935011318e-09
2003,1.820945296771015e-07,0.0
2004,1.5989392432302907e-07,3.0833537945085254e-09
2005,1.576312351758702e-07,1.8014998381943315e-09
2006,1.6883348230578576e-07,1.2353670086895363e-08
2007,1.6617035147881154e-07,1.5977917877663117e-09
2008,1.8732733941817514e-07,8.514879357157668e-10
2009,1.6736355523683244e-07,2.860915504498962e-09
2010,2.1351543999514888e-07,0.0
2011,1.8087387565479673e-07,3.82397197240536e-10
2012,1.9948921581303125e-07,3.404252713057332e-10
2013,2.1002111116885658e-07,8.367375126105969e-10
2014,2.351673398237608e-07,8.661780737106994e-10
2015,2.229874880299576e-07,6.649726325136385e-10
2016,2.2577606539897488e-07,8.285360175719347e-10
2017,2.4652991648110856e-07,2.515611330355938e-10
2018,2.5840482154038114e-07,7.744400121190154e-10
2019,2.4821110522488254e-07,7.65296326310505e-10
