year,mêmes_ADJ airs_NOUN,mêmes_ADJ terres_NOUN
1973,2.0950174928202614e-08,9.041654180919068e-08
1974,5.06301445213353e-09,7.482010033754705e-08
1975,1.770558810676448e-08,7.025120396519924e-08
1976,1.2569759455516305e-08,6.056338719417909e-08
1977,1.3516598507123945e-08,7.698584170157119e-08
1978,1.9603952239322098e-08,5.940591307762588e-08
1979,1.404473604083023e-08,6.612729919197591e-08
1980,1.6486936260662333e-08,1.0062716881975575e-07
1981,1.9609203150139365e-08,7.211126273887203e-08
1982,1.4277254933858785e-08,8.069753221207066e-08
1983,9.47297440490047e-09,1.0357118185311265e-07
1984,1.275781880138993e-08,7.422730874395711e-08
1985,1.2632671797518924e-08,6.31633625403083e-08
1986,2.038125046510686e-08,7.253327538592202e-08
1987,2.199894133525504e-08,7.210763897091965e-08
1988,5.396898483667201e-09,1.0973693775895299e-07
1989,1.4269117443177493e-08,9.384688581803857e-08
1990,1.4166492867673242e-08,6.374921923679722e-08
1991,1.4067516929117119e-08,8.616353852630709e-08
1992,1.4876849085965205e-08,7.658822198663984e-08
1993,2.1048988330107932e-08,1.0469101852095264e-07
1994,1.635227242502424e-08,7.437646587504787e-08
1995,1.843633334885908e-08,7.86255398566027e-08
1996,1.2277611816102763e-08,7.153043668495229e-08
1997,1.8700088588730068e-08,9.062350869726288e-08
1998,1.144351013948608e-08,7.867413387430133e-08
1999,1.3253583119876566e-08,7.266619661550067e-08
2000,1.7230322058026104e-08,6.936309659977269e-08
2001,1.9277331730904734e-08,6.922314810253738e-08
2002,1.1829298429688606e-08,6.133710428457562e-08
2003,1.583430631058036e-08,8.667199580258966e-08
2004,1.3214373595360485e-08,8.016719732495403e-08
2005,1.6663873836364473e-08,6.890736869991088e-08
2006,1.4412615101377924e-08,6.01211951334335e-08
2007,1.5179022483380322e-08,8.668020257118769e-08
2008,1.4901038625225738e-08,7.365370890966005e-08
2009,1.8119131084404216e-08,6.29401384344419e-08
2010,1.369900015646408e-08,6.566072130453904e-08
2011,1.3766299211681599e-08,6.080115610984649e-08
2012,1.3617010630184723e-08,4.663826302930829e-08
2013,1.7292574483462886e-08,4.713621493124265e-08
2014,2.7284610126798725e-08,3.789529046116513e-08
2015,1.9727520950141297e-08,3.989835661855068e-08
2016,2.6720286427917017e-08,4.391240793211182e-08
2017,1.282961736848165e-08,4.6790372465466135e-08
2018,1.884470712809616e-08,2.8912428007288327e-08
2019,1.811201322254874e-08,4.719327506563786e-08
