year,mêmes_ADJ airs_NOUN,mêmes_ADJ terres_NOUN
1800,6.917161954334006e-08,4.024530539936677e-07
1801,1.4287095950749062e-08,4.3575641939241905e-07
1802,4.4756802708434407e-08,3.938598638342228e-07
1803,1.3652374342143503e-08,2.9060055339868995e-07
1804,4.2021465418429216e-08,2.1505103120489366e-07
1805,1.7057265822018053e-08,2.2174445746259153e-07
1806,2.5935023018064385e-08,2.9104859322615084e-07
1807,3.131650672116848e-08,3.7295112065294234e-07
1808,5.211970233176544e-08,5.234630862105405e-07
1809,2.0331274441787173e-08,3.4789070468832506e-07
1810,6.084329839950442e-08,1.9891076874500868e-07
1811,7.270522672797597e-08,4.211889006455749e-07
1812,5.067695596494559e-08,2.5871921138787e-07
1813,6.614205716459765e-08,1.8117172828624462e-07
1814,4.72001566720337e-08,1.4160046646338742e-07
1815,1.8880564667256294e-08,2.454473531088297e-07
1816,1.8540831092650478e-08,1.3905622608945123e-07
1817,6.85024303948012e-08,2.1951915130102861e-07
1818,2.8610825708597076e-08,2.5034472628249205e-07
1819,5.072014630513877e-08,1.7182742340082768e-07
1820,6.051905643289501e-08,2.1478331291291397e-07
1821,7.59334568556369e-08,2.2780038477776543e-07
1822,3.909990198280866e-08,3.027735999694414e-07
1823,4.15072847204101e-08,1.3440454438296e-07
1824,4.8000341479337294e-08,2.4000172516025486e-07
1825,8.277116592125822e-08,2.4831348355291993e-07
1826,4.315912249808207e-08,3.267762167524779e-07
1827,3.871254605769536e-08,2.553184685893939e-07
1828,7.06267186956211e-08,2.1646630443683534e-07
1829,2.4004892296147773e-08,2.6919772722067137e-07
1830,4.905312778191728e-08,1.273294003567571e-07
1831,4.053713453799901e-08,1.9956743813054345e-07
1832,1.1500473817704915e-07,1.0282776941039629e-07
1833,4.9809603552830595e-08,1.9460496503143077e-07
1834,1.4001796166951408e-08,1.764226311706807e-07
1835,4.689114518896531e-08,1.8907719834260206e-07
1836,4.301280043250699e-08,1.834764731256655e-07
1837,2.5048407792382932e-08,1.3985361135837593e-07
1838,2.3354999711955315e-08,1.3508027052466787e-07
1839,3.5656523067473245e-08,1.6010477565941983e-07
1840,2.229391071750797e-08,1.8089916409280704e-07
1841,4.494383887276854e-08,1.4061001252230199e-07
1842,3.4882980060046975e-08,1.6301083860525978e-07
1843,4.4892523476391943e-08,1.27589274256934e-07
1844,3.0735943568060975e-08,1.3776288199096598e-07
1845,3.013322924516615e-08,1.1941688171646092e-07
1846,4.039605983052752e-08,2.1134749772500072e-07
1847,2.480882876909618e-08,1.4292042749275424e-07
1848,3.378993085334514e-08,1.8906270327079255e-07
1849,4.1059134758825167e-08,1.3993623326769011e-07
1850,2.2403686017469226e-08,1.8601849660626613e-07
1851,9.029214709244116e-09,1.631707959859341e-07
1852,2.278690836021724e-08,1.40627776090696e-07
1853,2.9262466227919504e-08,1.6781127953890973e-07
1854,2.3900057044556888e-08,1.418416388787591e-07
1855,1.963566731433275e-08,1.0773082692594471e-07
1856,2.8992259260007813e-08,1.113095677851561e-07
1857,5.4672902649599564e-08,8.884346414106403e-08
1858,1.8106600663259087e-08,1.3163987944153632e-07
1859,3.971895168319861e-08,1.1661077081726035e-07
1860,2.746310379109218e-08,1.0069804545764782e-07
1861,1.744906619194353e-08,1.4572327700079768e-07
1862,1.9879140111811466e-08,1.1430505253429146e-07
1863,3.346395871517416e-08,1.398493765236708e-07
1864,2.3973639073915365e-08,1.1603241745206105e-07
1865,4.047886292823932e-08,1.2755548084442125e-07
1866,2.4814625021463144e-08,1.2212687749979523e-07
1867,1.747012134956094e-08,1.2762893675244413e-07
1868,3.359114231216154e-08,1.2497881130002497e-07
1869,1.8069020057964735e-08,1.0646071757491882e-07
1870,2.752343419842873e-08,1.0607990219568819e-07
1871,4.991953161948004e-08,1.5825554555704002e-07
1872,3.084143074261192e-08,1.457408700389351e-07
1873,2.8134220286801792e-08,1.1912148778492337e-07
1874,2.8080663128093875e-08,1.4518300872623513e-07
1875,1.716458086775674e-08,9.955456903298909e-08
1876,2.5997863417615008e-08,1.2817551464650023e-07
1877,2.8450154232473324e-08,1.2122239922973677e-07
1878,1.8117265909722846e-08,9.36058768274961e-08
1879,2.6270098985037293e-08,1.0508039594014917e-07
1880,1.9895322722618403e-08,1.3862548087217874e-07
1881,2.1614773970668466e-08,8.436734333372442e-08
1882,3.5939081044489285e-08,1.3443877833196893e-07
1883,2.0853818227806187e-08,1.2006744043446815e-07
1884,2.442627788923346e-08,1.1354919138284458e-07
1885,2.7716232864349877e-08,1.9594732236782875e-07
1886,4.130216879616455e-08,1.652086751846582e-07
1887,1.566941953967671e-08,8.74875922818319e-08
1888,1.9655905347804037e-08,1.8070751650611783e-07
1889,2.8193115397812107e-08,1.5412236109568767e-07
1890,2.1629475099871343e-08,1.0945825579256052e-07
1891,1.9122660788184476e-08,1.4214511168120225e-07
1892,5.014809900671935e-09,1.454294817904156e-07
1893,1.3548516086814288e-08,1.4410694859634532e-07
1894,1.5753848003896564e-08,1.3548309141242498e-07
1895,1.5046536461227333e-08,1.4023372330029815e-07
1896,2.240870955461105e-08,1.1440236136195381e-07
1897,2.3889525024856084e-08,1.042981736532056e-07
1898,1.6975064909274806e-08,1.3127383624578215e-07
1899,1.9899282222013426e-08,1.8130457135612232e-07
1900,1.5054054003371675e-08,9.759180130686218e-08
1901,1.2295225282343836e-08,1.212756330914999e-07
1902,1.5712908307818907e-08,8.691202424415678e-08
1903,2.052083658554693e-08,1.1124453891397934e-07
1904,3.439760121182189e-08,1.2845353580814844e-07
1905,2.4255568220610257e-08,1.0218303003739493e-07
1906,1.2346042410626978e-08,1.3117670505380374e-07
1907,1.697138252154673e-08,1.5119960039555735e-07
1908,1.4734167663732478e-08,1.109973908341999e-07
1909,1.5402754627302784e-08,1.0671907801906855e-07
1910,1.60324518105881e-08,1.031421064112692e-07
1911,6.916486494645824e-09,9.789488331080065e-08
1912,1.927485904218429e-08,1.0002088401961373e-07
1913,6.363587878865928e-09,1.1878697137035488e-07
1914,2.0090231700464756e-08,9.777245679742919e-08
1915,2.0027295377644805e-08,1.260541466763243e-07
1916,1.538244731591476e-08,1.0108465176017489e-07
1917,3.289927441585405e-09,7.457168749169796e-08
1918,1.722956355365568e-08,1.320933336046437e-07
1919,3.222746869369075e-08,1.0681104356535798e-07
1920,2.1959472462640406e-08,9.541012246927494e-08
1921,2.0446417892117097e-08,9.087296604093353e-08
1922,4.131644004701229e-08,1.0329110011753073e-07
1923,2.441668023323018e-08,5.732611896291928e-08
1924,1.4180787211159895e-08,9.281969681751434e-08
1925,2.0896537833436923e-08,8.028669640225417e-08
1926,2.8979959765251806e-08,7.133528612257578e-08
1927,1.1149224654616319e-08,7.358488574027433e-08
1928,2.170947865920425e-08,8.341010016010841e-08
1929,1.2254447234738564e-08,8.021092412491271e-08
1930,3.2561171536826805e-08,7.142450186847782e-08
1931,2.737285598186645e-08,1.2888052935977612e-07
1932,3.1782654730250215e-08,6.356530946050043e-08
1933,2.523545639121494e-08,9.635355979753513e-08
1934,3.2350264689284813e-08,7.06913212411564e-08
1935,3.111753699158726e-08,7.659701850570855e-08
1936,2.182448710641438e-08,8.851041854995856e-08
1937,1.3850230295986421e-08,7.428759829508635e-08
1938,2.9819993585533666e-08,6.482607517455108e-08
1939,1.070583532936098e-08,1.391758530644438e-07
1940,1.0143131667916805e-08,7.60734906180005e-08
1941,1.4757512545315876e-08,6.198155233505531e-08
1942,2.1239483061208375e-08,1.0923162108156248e-07
1943,8.709705845433291e-09,1.335488235554294e-07
1944,1.927911696952833e-08,8.996921252446555e-08
1945,1.5249527862692958e-08,8.06046500656521e-08
1946,1.5313215584455975e-08,6.821341003160342e-08
1947,1.3112957830685446e-08,6.318061451793255e-08
1948,1.6307831529616124e-08,7.501602539150554e-08
1949,2.5524220959027843e-08,1.1584069881109826e-07
1950,1.701657836861159e-08,9.146410917537651e-08
1951,3.4116485636559446e-08,6.503454841322309e-08
1952,1.0544804140977249e-08,8.435843312781799e-08
1953,2.3702419582605216e-08,9.480967833042087e-08
1954,1.7590565448699635e-08,9.186184257714558e-08
1955,4.129667274810345e-08,7.039206195713632e-08
1956,2.3547082506070183e-08,6.54085638984725e-08
1957,1.0602045463770082e-08,8.835037590415595e-08
1958,2.9780077070995503e-08,6.86596237642334e-08
1959,1.6276571201956358e-08,7.363210130506559e-08
1960,1.591791587429725e-08,7.33608302994071e-08
1961,1.876002997391879e-08,7.712456806530099e-08
1962,1.77574772664002e-08,7.610347552144958e-08
1963,2.133797494252576e-08,7.694603709751391e-08
1964,2.981144575642247e-08,1.125534154766683e-07
1965,2.5718604135249734e-08,9.466634764976334e-08
1966,1.5509408868297214e-08,8.031658182972023e-08
1967,2.3172576746333107e-08,6.803863072946115e-08
1968,2.380450325745187e-08,7.680321090219877e-08
1969,2.4071315607443466e-08,7.902658438752042e-08
1970,1.4256047897731605e-08,5.150571880108146e-08
1971,2.8775026805760717e-08,6.577148781161668e-08
1972,1.846852804021637e-08,6.10487447261221e-08
