year,tes_DET airs_NOUN,tes_DET terres_NOUN
1850,1.9009189777818847e-08,1.3577992064028876e-08
1851,1.2253933867611977e-08,2.5152811389261842e-08
1852,2.0833745395520964e-08,2.4089017225392695e-08
1853,1.911018188138769e-08,1.791579462562254e-08
1854,5.195664343204953e-09,2.5458755548157797e-08
1855,1.8043586180738203e-08,2.4942604426314574e-08
1856,8.28350277259915e-09,3.1580852932755477e-08
1857,1.2203773158692144e-08,2.636014878598658e-08
1858,1.0276719919488642e-08,3.768130507619816e-08
1859,1.833182472488204e-08,3.81912985680799e-08
1860,3.066713105681629e-08,1.9224171809995028e-08
1861,2.2165029811560544e-08,3.6784517321031274e-08
1862,2.5300723294208183e-08,1.7620147146901743e-08
1863,1.3984937929922836e-08,2.5472567166673343e-08
1864,1.9658385475018747e-08,3.30836242845578e-08
1865,1.1767110619231858e-08,1.3649848362717876e-08
1866,8.75810357570117e-09,2.0922136301226857e-08
1867,9.220341823379385e-09,3.0572714138088486e-08
1868,1.0867722721741302e-08,1.92655089659155e-08
1869,1.3673853160867111e-08,2.24641888424415e-08
1870,1.9495765002375265e-08,2.5229815125982213e-08
1871,3.292564798584863e-08,2.230447138096281e-08
1872,1.5118348239973045e-08,2.963196266136947e-08
1873,1.616221290134945e-08,1.5563610844537834e-08
1874,5.377148060148329e-09,2.5690820137924675e-08
1875,1.6020276105699338e-08,2.0597497651930752e-08
1876,6.04601479992084e-09,1.4510435297765412e-08
1877,2.040989244278535e-08,2.535774612510977e-08
1878,1.5701630218245555e-08,2.1136809524868738e-08
1879,7.331190210457805e-09,1.1607718231054776e-08
1880,1.5402831010646878e-08,1.7969969734465963e-08
1881,1.1156012114099667e-08,1.743126937236994e-08
1882,1.7969540300200038e-08,2.7287078374627072e-08
1883,1.2006744321002571e-08,2.211768546089843e-08
1884,1.9144920315739e-08,3.1027976632458376e-08
1885,1.9336907408629145e-08,3.287274097374393e-08
1886,1.0325542199041138e-08,1.8069698626277386e-08
1887,1.3057849523878673e-08,2.2198344495905076e-08
1888,1.268122939990235e-08,2.5996519825710607e-08
1889,2.5060547415023393e-08,2.004843729919159e-08
1890,1.0487018642368895e-08,1.4419650362640368e-08
1891,1.0198752065093686e-08,1.211101796627645e-08
1892,8.775917548220491e-09,1.3163876211308434e-08
1893,1.0469308087124318e-08,2.6481190629201734e-08
1894,5.041231432301174e-09,8.192001077489408e-09
1895,1.3842813118003505e-08,1.805584282088546e-08
1896,1.592197795829975e-08,2.240870994318911e-08
1897,8.740070001067579e-09,2.971623980219107e-08
1898,1.1882545059016536e-08,1.1316709458419894e-08
1899,1.713549302451156e-08,1.5477219506010442e-08
1900,2.0245107479333058e-08,1.4015843263770478e-08
1901,1.2854099118442264e-08,1.2295225282343836e-08
1902,1.276673788908056e-08,1.2275709893039277e-08
1903,1.836074847716418e-08,1.7280704867062013e-08
1904,1.4511488011237361e-08,1.1824175416563776e-08
1905,1.6514428768932277e-08,1.5482276793932215e-08
1906,1.8519063615940468e-08,1.1317205839134203e-08
1907,1.1314255643490867e-08,1.748566746950786e-08
1908,1.964555629285769e-08,6.3848057951787496e-09
1909,8.801573692096554e-09,1.6502950117569526e-08
1910,2.4048677604859847e-08,1.0153886620400954e-08
1911,6.916486494645824e-09,9.044636040123066e-09
1912,1.250261111307438e-08,1.2502610502451716e-08
1913,1.5378670781274195e-08,2.1211958411981868e-08
1914,2.142958016593255e-08,2.4108276541756624e-08
1915,5.890381071793627e-09,1.0602685729388384e-08
1916,1.8678685265172135e-08,5.493731025651982e-09
1917,1.3159709100207806e-08,1.2063066989753679e-08
1918,3.790504266021344e-08,1.4932290071101306e-08
1919,2.4861190051073123e-08,2.3940405213807026e-08
1920,1.514446346106979e-08,1.741613209205184e-08
1921,2.1960968377143786e-08,1.9689142760626055e-08
1922,2.360939327372691e-08,3.0249535931670124e-08
1923,1.5923921736771263e-08,1.3800733000834953e-08
1924,7.734974660777993e-09,2.5783249313349188e-08
1925,3.7393804941388e-08,1.9796720707176974e-08
1926,3.4553027994377317e-08,2.563611833927837e-08
1927,4.2367055641534535e-08,1.6723837870102898e-08
1928,2.742249805010033e-08,1.2568645457733396e-08
1929,2.33948540540041e-08,1.4482528287729224e-08
1930,1.2604324695075775e-08,2.2057568216382606e-08
1931,1.1405356659111021e-08,2.8513391647777553e-08
1932,1.753525868952721e-08,1.6439305028370654e-08
1933,1.7205992852709073e-08,1.835305929454023e-08
1934,1.9170528275935794e-08,2.516131836216573e-08
1935,2.5133396697185617e-08,1.6755596909945325e-08
1936,1.33371855781661e-08,1.8187070960351548e-08
1937,2.1404900962807005e-08,3.021868266728234e-08
1938,1.2965214124527336e-08,2.3337385357535823e-08
1939,2.141167065872196e-08,2.7529291735106654e-08
1940,2.5357829613881222e-08,1.2678914806940611e-08
1941,2.6563523380929155e-08,1.1806010391524069e-08
1942,6.068423519245414e-08,3.034211815133858e-08
1943,2.9032351633873077e-08,1.1612940831184915e-08
1944,1.927911696952833e-08,1.927911696952833e-08
1945,4.1391576388605245e-08,1.5249528306782167e-08
1946,3.480275978517966e-08,2.0881657292193267e-08
1947,4.053096236411591e-08,1.311295849681926e-08
1948,2.3918154123947488e-08,2.2830963786191205e-08
1949,2.0615717910565934e-08,1.9634016856784342e-08
1950,2.9779013033248702e-08,3.084254918128693e-08
1951,2.452122438434401e-08,2.9851925376078725e-08
1952,3.0579932142060784e-08,2.1089608281954497e-08
1953,3.5553629373907825e-08,1.7238123040108633e-08
1954,2.443134050622575e-08,1.2704296947774196e-08
1955,1.3139851429144755e-08,1.3139851429144755e-08
1956,2.3547082950159393e-08,1.9186511268642903e-08
1957,2.3854601516326568e-08,1.767007518083119e-08
1958,3.391619785020339e-08,2.2335056470978998e-08
1959,2.4802393583378546e-08,2.1702094343822864e-08
1960,2.9759583741739704e-08,1.4533750203327145e-08
1961,2.0844478476611528e-08,3.335116360858592e-08
1962,2.1562651220108364e-08,2.6636217509423687e-08
1963,2.9097239950814924e-08,1.7458344103715717e-08
1964,2.2510682873289056e-08,1.2776333768727e-08
1965,1.9699356812452606e-08,2.2982582947861374e-08
1966,2.4371929474575893e-08,2.2710207048248776e-08
1967,2.120044340081506e-08,3.106111368111897e-08
1968,2.5601070541281246e-08,2.0660513522230417e-08
1969,2.452549263676218e-08,1.9075382107214267e-08
1970,1.7475155905666284e-08,1.3796175230007535e-08
1971,1.8498230724972586e-08,1.644287195290417e-08
1972,2.000757282072385e-08,1.7442499333775174e-08
1973,1.2129048099218664e-08,2.2604135674342274e-08
1974,1.9689500752040345e-08,1.6876715136504572e-08
1975,5.711480177694739e-09,1.3136404852787109e-08
1976,1.7711933197883667e-08,1.5997875024709174e-08
1977,1.5279632892273298e-08,1.1753564010952289e-08
1978,2.495048279094192e-08,2.0792068955444165e-08
1979,1.872631405497316e-08,3.3356248985150216e-08
1980,2.1035058139773355e-08,1.8192482298395873e-08
1981,1.3916208629893845e-08,1.5813874654213578e-08
1982,1.489800538490016e-08,3.1037512115972277e-08
1983,1.894594880980094e-08,1.38936957494451e-08
1984,1.9136728035551442e-08,3.189454744756404e-08
1985,1.804667348892508e-08,3.1280900758545727e-08
1986,1.798345583559069e-08,1.2588419251446936e-08
1987,1.5277042575423394e-08,1.8943532964499354e-08
1988,1.9188972133488136e-08,2.278690475199241e-08
1989,1.5915554207879268e-08,1.7013179531844003e-08
1990,9.262707045820662e-09,2.8332985513301878e-08
1991,2.1101273894874595e-08,2.2273567878983158e-08
1992,1.3774860363469088e-08,2.2590771697750256e-08
1993,1.8279383895425383e-08,2.4372512008596914e-08
1994,1.318731612798274e-08,1.8462243289718572e-08
1995,1.4640617329586547e-08,2.8196744217279246e-08
1996,1.7615704006601618e-08,2.028474987980644e-08
1997,1.6302641236976e-08,2.4453961855464e-08
1998,1.764207879784152e-08,1.8595704198709484e-08
1999,1.8280805230697084e-08,2.513610636301067e-08
2000,2.474097726690161e-08,1.5463109903635086e-08
2001,1.708672597855454e-08,2.1467938537966802e-08
2002,1.0953053575235572e-08,2.1029863517263436e-08
2003,2.083461492219385e-08,2.5001537728996936e-08
2004,1.8059643919210444e-08,2.378587282692024e-08
2005,1.6213498099659773e-08,3.3327748116818157e-08
2006,2.388376207917986e-08,2.9237017695749046e-08
2007,2.995859560428471e-08,4.393927499624084e-08
2008,3.916844448781376e-08,3.4059516262896494e-08
2009,3.862235842255757e-08,4.005281817320849e-08
2010,3.967986084152386e-08,5.148934367760205e-08
2011,4.091650127047153e-08,4.588766411295353e-08
2012,5.991484919309897e-08,5.174464018375957e-08
2013,6.833356436253268e-08,6.833356369639887e-08
2014,8.055455813504864e-08,6.84280676566118e-08
2015,8.13483167494411e-08,7.093040910177706e-08
2016,7.808952240395683e-08,6.504007699081882e-08
2017,7.446209449035734e-08,7.370740928713815e-08
2018,8.286508235144652e-08,6.3762227442421e-08
2019,8.520298888647915e-08,6.938686369917235e-08
