year,nos_DET eaux_NOUN,nos_DET taux_NOUN
1883,3.791603362945928e-07,6.319338941018771e-10
1884,3.307450313627669e-07,6.601696966868076e-10
1885,5.143617218816843e-07,0.0
1886,4.175391046246091e-07,0.0
1887,4.119751542130956e-07,4.570247291724172e-09
1888,4.6793736685479814e-07,4.4384300679212174e-09
1889,3.6024536420597997e-07,1.8795409673089125e-09
1890,4.155481057033228e-07,0.0
1891,3.129742042196071e-07,8.923908167979278e-09
1892,3.91782009945274e-07,6.268512375839919e-10
1893,4.27394099777878e-07,0.0
1894,3.1444679748915405e-07,1.8904617871129403e-09
1895,3.141716815591167e-07,1.8055843487019274e-09
1896,3.408482802669255e-07,1.7691086373616827e-09
1897,3.589255677116654e-07,1.1653427112179315e-09
1898,3.3271127719558535e-07,2.8291773368493978e-09
1899,3.742170449072546e-07,4.9748205555033564e-09
1900,3.389757836647078e-07,5.191053142894475e-10
1901,3.576792846349264e-07,2.235495566438317e-09
1902,3.3439032454118944e-07,4.910283735171106e-09
1903,4.741393360152557e-07,1.6200660812870638e-09
1904,4.3158239471097204e-07,1.6123875568041512e-09
1905,4.051195880983016e-07,2.0643036169332163e-09
1906,3.8375617172903276e-07,4.115347618238729e-09
1907,3.455990824074995e-07,1.5428529565042481e-09
1908,2.93209934998373e-07,3.437972351250096e-09
1909,3.11905774097454e-07,7.701377313651392e-09
1910,3.04082187874144e-07,4.275320542035388e-09
1911,2.9262058276469105e-07,2.128149656499545e-09
1912,2.938113508044182e-07,4.688479104952847e-09
1913,5.531018267834753e-07,6.3635876568213234e-09
1914,2.765755140465842e-07,2.678697486047099e-09
1915,2.81560214587806e-07,2.591767689352764e-08
1916,3.812649200796159e-07,3.2962386153911893e-09
1917,5.549011046213081e-07,5.483212106582869e-09
1918,4.812791596364718e-07,1.033773866510046e-08
1919,2.771562306325137e-07,1.8415696745321952e-09
1920,2.3549641259279497e-07,7.572231730534895e-10
1921,2.983662596989234e-07,6.815472630705699e-09
1922,1.741192794391111e-07,5.164555005876537e-09
1923,1.85779090333682e-07,7.431163684401554e-09
1924,2.2560342816113632e-07,0.0
1925,2.694553526971788e-07,1.2097995494286806e-08
1926,2.7642423017226747e-07,4.458455493683289e-09
1927,1.6612345454802835e-07,7.804457302640344e-09
1928,1.553941626486477e-07,1.5996457491951332e-08
1929,2.1723792831274125e-07,4.4561625500705304e-09
1930,2.405325290055771e-07,4.201441416995522e-09
1931,2.2354499051857601e-07,7.983749661377715e-09
1932,2.2795836351896526e-07,1.0959536611565568e-09
1933,1.3535381349072395e-07,2.1794258842078307e-08
1934,2.671892360694983e-07,1.7972370258689807e-08
1935,2.6330223867887526e-07,1.196828414151696e-08
1936,2.303695834093844e-07,3.6374143697059935e-09
1937,2.669316977454983e-07,5.0364472592434595e-09
1938,1.7243734884431206e-07,6.4826072287971215e-09
1939,2.707046968808413e-07,3.058810094103137e-09
1940,2.738645619171365e-07,7.607348528892999e-09
1941,2.597322330544216e-07,8.854508237732261e-09
1942,1.8508691357332907e-07,6.068423541449874e-09
1943,2.4967822320753896e-07,2.032264689866281e-08
1944,2.6348126702657737e-07,1.927911696952833e-08
1945,2.2438591429363441e-07,2.3963544926175473e-08
1946,3.020879564274992e-07,1.5313214696277555e-08
1947,2.4914621166161055e-07,5.960435700558264e-09
1948,1.9895554714821628e-07,2.174377566888097e-09
1949,3.54393992818558e-07,8.835307596655184e-09
1950,3.2437852026667713e-07,2.1270722516675278e-08
1951,1.9936821149535433e-07,1.4925962688039363e-08
1952,2.2882223937870094e-07,5.272402070488624e-09
1953,3.092088525225023e-07,4.3095309543161875e-09
1954,1.6320135864944518e-07,1.9545072227344917e-08
1955,1.3796843267854797e-07,1.2201290200408721e-08
1956,2.206448850294862e-07,8.72114114258693e-09
1957,3.0834280984048945e-07,1.5903067307476704e-08
1958,1.6958099247066372e-07,8.272243334772611e-09
1959,2.6740080061316007e-07,1.240119618106661e-08
1960,1.930912449932265e-07,2.4914999396941084e-08
1961,1.7022990411730277e-07,1.1117054998788234e-08
1962,1.636224816192744e-07,8.244543381330516e-09
1963,1.4483959220878972e-07,1.4225317590543796e-08
1964,1.782602789823784e-07,1.4601523989909992e-08
1965,1.1764892937637939e-07,1.094408652591028e-08
1966,1.2241355173969737e-07,1.3293779854706145e-08
1967,1.6220804321953608e-07,1.0846737952263652e-08
1968,1.7741092078749077e-07,7.1862654271726e-08
1969,2.011998722628583e-07,3.633406109315729e-08
1970,2.1338084646438382e-07,2.8512095462396303e-08
1971,1.7265015805900674e-07,2.6205826841874114e-08
1972,1.6929484125682848e-07,1.5903455219401508e-08
1973,1.5822894761097217e-07,2.7014698478211585e-08
1974,1.3838906975927046e-07,5.6818275417924724e-08
1975,1.3936011811210847e-07,1.599214449754527e-08
1976,1.3941006160589353e-07,2.285410782842945e-08
1977,1.1283420953134282e-07,2.703319657015868e-08
1978,1.44356371079013e-07,4.039602163885547e-08
1979,1.293286091552659e-07,6.437170618767141e-08
1980,2.0693947977434846e-07,6.765328963709294e-08
1981,1.3916208974062982e-07,5.123695023812047e-08
1982,1.4711780194076596e-07,7.883528230223646e-08
1983,1.3514776053824562e-07,5.3680186073989944e-08
1984,1.7628986359596865e-07,4.6392067076794774e-08
1985,1.906931972328607e-07,4.1507350001523946e-08
1986,1.1809136313267743e-07,5.6947611071223037e-08
1987,1.1732768312455732e-07,3.910922696803709e-08
1988,1.007421059906477e-07,4.077656601264579e-08
1989,1.5202097858324493e-07,1.2897087220409276e-07
1990,1.1496653717912864e-07,8.336435808331544e-08
1991,1.1840159991338695e-07,8.733583012343615e-08
1992,9.917899335132319e-08,3.967159711848467e-08
1993,1.1521551146476128e-07,4.874502579355067e-08
1994,1.2079581757085123e-07,8.703629017503545e-08
1995,6.235818150734929e-08,5.2055528776406845e-08
1996,8.434185394534666e-08,5.765139654556606e-08
1997,9.445941828722937e-08,4.363354122460805e-08
1998,6.389293227826442e-08,3.5760970851228535e-08
1999,9.231806299969669e-08,3.1991407301035224e-08
2000,7.819915959217383e-08,2.474097637872319e-08
2001,7.754744640875444e-08,2.541102750441837e-08
2002,7.448076444482865e-08,2.3658595749154188e-08
2003,7.042099459120266e-08,1.83344603943425e-08
2004,8.325055622648847e-08,2.202395671391244e-08
2005,7.070886676174837e-08,2.477062288619436e-08
2006,6.382729184073455e-08,1.3589036784722452e-08
2007,9.347081686428282e-08,1.7176261746243426e-08
2008,1.0132706734777841e-07,7.663391338175174e-09
2009,7.10460670294566e-08,1.4304577744539415e-08
2010,7.038451477203722e-08,8.502827775203059e-09
2011,7.265547086188207e-08,1.1854312864656436e-08
2012,7.285101005782835e-08,1.872338939445939e-08
2013,6.666008856015537e-08,1.8687137393058606e-08
2014,9.09486965322559e-08,1.1043770342666903e-08
2015,7.846676788880735e-08,1.1969507496267795e-08
2016,1.0128852867552496e-07,1.139237038039198e-08
2017,7.270116775259794e-08,9.05620051172562e-09
2018,7.641141158698517e-08,1.2649186809099433e-08
2019,7.372354449142193e-08,1.6581419848282763e-08
