year,ces_DET août_NOUN,ces_DET toutes_ADJ
1800,3.144164484325529e-09,3.144164484325529e-09
1801,0.0,1.4287095506659853e-08
1802,1.1189200677108602e-08,4.475680270843441e-09
1803,0.0,7.801356671777171e-09
1804,0.0,0.0
1805,0.0,5.685755422035754e-09
1806,0.0,1.152667650217154e-08
1807,0.0,5.693910232196231e-09
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,4.680253518074551e-09
1811,0.0,1.7549537822958428e-08
1812,2.6672082320544632e-09,8.00162425207418e-09
1813,0.0,5.751483289628823e-09
1814,0.0,6.293354282149721e-09
1815,0.0,1.3486117556027466e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,7.784367150875937e-09
1818,0.0,1.1921177378582115e-08
1819,0.0,3.1053151161586356e-09
1820,0.0,1.1866481131050932e-09
1821,0.0,3.94459531705138e-09
1822,0.0,1.0025615893027862e-08
1823,0.0,4.941343556552624e-09
1824,8.421112696055388e-10,8.421112696055388e-09
1825,0.0,5.283265824829186e-09
1826,0.0,3.5231936257318353e-09
1827,9.217273055917019e-10,5.53036377803906e-09
1828,0.0,2.7516903755575584e-09
1829,0.0,2.4004893628415402e-08
1830,0.0,4.174734336004349e-09
1831,3.1182412207897414e-09,4.677361609140007e-09
1832,0.0,1.3529969367098715e-09
1833,1.1583628500844156e-09,1.1583628278799551e-08
1834,0.0,1.5868702796240086e-08
1835,7.563087933704082e-10,1.1344631900556124e-08
1836,1.3441500135158435e-09,1.2097349733064533e-08
1837,3.478945576063097e-09,2.7831562610103333e-09
1838,0.0,1.0099458824797125e-08
1839,0.0,1.6779539757649786e-08
1840,1.910906599622564e-09,1.0191502197720581e-08
1841,0.0,1.6693426196923156e-08
1842,6.708265054555795e-10,6.708265054555795e-09
1843,0.0,7.678984392800459e-09
1844,0.0,1.7014539777093773e-08
1845,3.3481367123222583e-09,1.6182660211860878e-08
1846,0.0,1.9319855049104717e-08
1847,5.393223645455691e-10,1.0786447290911383e-08
1848,0.0,8.045221600028185e-09
1849,0.0,2.011059629936085e-08
1850,0.0,1.4935791270431764e-08
1851,0.0,1.7413484654227318e-08
1852,0.0,1.2370035884501362e-08
1853,2.388772735173461e-09,1.970737528722566e-08
1854,0.0,7.273930180407007e-09
1855,0.0,5.837630823180007e-09
1856,0.0,1.5531567754134556e-08
1857,1.4644527812635033e-09,8.786716465536415e-09
1858,9.787352039936081e-10,9.787352261980686e-09
1859,0.0,2.2405561850291633e-08
1860,0.0,1.190067794309968e-08
1861,1.4147891747029462e-09,5.187560270236702e-09
1862,0.0,4.517986429419807e-09
1863,0.0,1.5982786927271064e-08
1864,4.794727948009836e-10,1.2466292664825573e-08
1865,4.706844358715045e-10,1.0355057755706554e-08
1866,0.0,1.702964486094416e-08
1867,9.7056229719783e-10,1.5043715606566366e-08
1868,4.93987406535723e-10,1.1361710683388537e-08
1869,9.767038289254515e-10,2.8324410816793488e-08
1870,0.0,1.3188311775991224e-08
1871,0.0,1.3807530452325523e-08
1872,6.047339295989218e-10,1.4513614532418728e-08
1873,0.0,7.183205197325293e-09
1874,1.1949218281515073e-09,2.3898435674851726e-08
1875,1.1443054281912168e-09,1.5448123169559125e-08
1876,0.0,2.3579458385825092e-08
1877,0.0,2.2883818506791442e-08
1878,0.0,1.9325083755461492e-08
1879,0.0,1.649517855639715e-08
1880,0.0,2.1178892639639457e-08
1881,0.0,1.115601222512197e-08
1882,0.0,4.126338803978058e-08
1883,0.0,2.6541224329434954e-08
1884,0.0,2.178559910248623e-08
1885,0.0,3.158361439048463e-08
1886,0.0,2.0005738787798322e-08
1887,3.2644623670918804e-09,2.4157020495074732e-08
1888,0.0,2.4094335859814464e-08
1889,6.265136742733546e-10,2.8193114509633688e-08
1890,0.0,3.604912540700056e-08
1891,0.0,3.888274358043731e-08
1892,0.0,4.2625884599800656e-08
1893,0.0,3.448713326026365e-08
1894,0.0,4.2850465620247746e-08
1895,1.2037228991346183e-09,3.8519132328218575e-08
1896,0.0,4.1279202667166004e-08
1897,0.0,4.719638091454925e-08
1898,0.0,6.280773778843951e-08
1899,0.0,6.190887980039861e-08
1900,0.0,6.74836919678512e-08
1901,0.0,8.215446500869916e-08
1902,0.0,5.6959294281178074e-08
1903,1.0800440541913758e-09,6.804277807859194e-08
1904,0.0,8.330669398759483e-08
1905,5.160759042333041e-10,1.0476341022469526e-07
1906,5.144184522798412e-10,8.899439496445893e-08
1907,5.142843373384665e-10,1.1571397534604344e-07
1908,9.822778146428846e-10,1.0903283609309256e-07
1909,0.0,1.7438118060653096e-07
1910,5.344150677544235e-10,1.501706341500153e-07
1911,0.0,1.6599567542741056e-07
1912,0.0,1.489894516093493e-07
1913,0.0,1.8507434390580002e-07
1914,0.0,1.5201608949411138e-07
1915,1.1780761921542648e-09,1.649306682338647e-07
1916,0.0,1.2635580848296968e-07
1917,1.0966424435210342e-09,1.3708030699444151e-07
1918,0.0,9.993147109810252e-08
1919,0.0,7.734592938346552e-08
1920,0.0,1.2494182399791498e-07
1921,7.572747429129834e-10,1.711440922869123e-07
1922,0.0,1.3722959424367076e-07
1923,1.0615948120573648e-09,1.1783702369427829e-07
1924,0.0,1.5212116322160796e-07
1925,0.0,1.2317958919538796e-07
1926,3.343841648018042e-09,1.9951587870714604e-07
1927,0.0,1.538593052963222e-07
1928,0.0,1.5082374960062594e-07
1929,1.1140406375176326e-09,1.3034275214707236e-07
1930,0.0,1.9746775259399385e-07
1931,0.0,2.0301535297306827e-07
1932,0.0,2.1042310349717042e-07
1933,0.0,2.317073739543929e-07
1934,0.0,2.3364080981025381e-07
1935,0.0,2.309878777140284e-07
1936,0.0,2.2551968736905792e-07
1937,0.0,2.5056323904593114e-07
1938,0.0,2.3596690468252746e-07
1939,1.5294050470515685e-09,2.951751678637038e-07
1940,0.0,1.9779106508188704e-07
1941,0.0,1.741386572717829e-07
1942,0.0,1.9115534644065235e-07
1943,0.0,1.7419411380004135e-07
1944,0.0,3.502373040475959e-07
1945,0.0,1.8299434145774285e-07
1946,0.0,1.8932702250396005e-07
1947,0.0,1.6331593677421097e-07
1948,0.0,1.8699646542330584e-07
1949,0.0,2.3855330499866767e-07
1950,0.0,1.925000381319819e-07
1951,0.0,2.1429416907636778e-07
1952,0.0,1.940243902209815e-07
1953,0.0,2.3702419993387736e-07
1954,0.0,2.4529065423273266e-07
1955,0.0,2.590427756743452e-07
1956,0.0,2.014583693199512e-07
1957,0.0,2.0585637150460911e-07
1958,0.0,2.2996837351074717e-07
