year,trois_DET humeurs_NOUN,trois_DET tumeurs_NOUN
1800,5.345079756580162e-08,0.0
1801,3.095537337571841e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,3.900678446910888e-09,1.1702035562777269e-08
1804,0.0,2.4718509461507665e-09
1805,8.528632911009026e-09,8.528632911009026e-09
1806,1.152667650217154e-08,2.305335300434308e-08
1807,2.8469551160981155e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,2.259030518203531e-09
1810,9.360507036149102e-09,0.0
1811,1.0028307073639553e-08,7.521229861140455e-09
1812,0.0,1.8670457180292033e-08
1813,0.0,3.163315653864629e-08
1814,0.0,6.293354282149721e-09
1815,5.394447111228828e-09,8.091670444798638e-09
1816,0.0,2.0858434979231788e-08
1817,1.0898113522728181e-08,3.113746815941454e-09
1818,1.5497530370112145e-08,9.536941902865692e-09
1819,1.2421260464634543e-08,2.3807414706311647e-08
1820,4.746592452420373e-09,1.779972080839798e-08
1821,1.97229765852569e-09,5.9168927535324656e-09
1822,0.0,9.023054303725075e-09
1823,4.941343334508019e-09,9.882686891060644e-10
1824,1.2631669044083083e-08,1.2631669044083083e-08
1825,8.805443041381977e-10,1.3208164340028361e-08
1826,0.0,1.4092774947016551e-08
1827,1.8434546111834038e-09,1.2904182611350734e-08
1828,2.7516904310687096e-09,1.6510141698233838e-08
1829,4.286588084490006e-09,4.286587973467704e-09
1830,3.1310507520032616e-09,3.026682482420995e-08
1831,9.354723218280014e-09,2.6505050598757407e-08
1832,1.7588959622116818e-08,1.2176972319366541e-08
1833,1.1583628278799551e-08,4.2859424453922657e-08
1834,0.0,1.4001796611040618e-08
1835,6.806779140333674e-09,2.7227116561334697e-08
1836,2.016224964762614e-09,3.09154501998421e-08
1837,3.478945576063097e-09,2.852735248026761e-08
1838,4.418513555037862e-09,1.7042836475411605e-08
1839,6.9914751765765e-10,9.088917396482543e-09
1840,3.821813088222825e-09,2.293087986160458e-08
1841,0.0,2.8250413119934592e-08
1842,6.708265054555795e-10,2.951636579595629e-08
1843,2.953455480181333e-09,1.4767277400906664e-08
1844,1.097712254427563e-09,3.293136618953696e-08
1845,7.812318791877715e-09,4.185170965342877e-08
1846,4.0981511517657054e-09,2.86870562860031e-08
1847,2.6966118227278457e-09,2.9123407685460734e-08
1848,1.6090443422100975e-09,1.287235473768078e-08
1849,0.0,4.692472543865733e-08
1850,7.467895635215882e-09,1.6972490080036096e-08
1851,6.449438760824933e-10,2.7087641907286297e-08
1852,6.510545436100301e-10,2.99485096721952e-08
1853,4.777545470346922e-09,2.030456869306363e-08
1854,5.195664454227256e-10,1.558699347370407e-08
1855,4.2455496895854594e-09,5.413075854221461e-08
1856,3.6240324075009767e-09,3.9346637947801355e-08
1857,1.4644527812635033e-09,4.002837528105374e-08
1858,1.9574704079872163e-09,3.6213200882428964e-08
1859,4.582956236731661e-09,3.055304009791371e-08
1860,1.8308735638683515e-09,3.753290922503538e-08
1861,7.073945429425521e-09,2.5466203368296192e-08
1862,1.8071945051545413e-09,2.3945327498609004e-08
1863,9.989241656072068e-10,1.6482248454963155e-08
1864,2.3973640850272204e-09,1.342523825442754e-08
1865,1.882737743486018e-09,1.2708479713019472e-08
1866,1.4596838737723772e-09,3.113992308456659e-08
1867,9.7056229719783e-10,1.067618526917613e-08
1868,4.93987406535723e-10,2.4699369660652337e-08
1869,4.883519144627257e-10,3.3207931293688375e-08
1870,1.7202146374017957e-09,3.03904590381876e-08
1871,0.0,3.080141297573391e-08
1872,0.0,1.5723081503438152e-08
1873,0.0,2.7535620006347017e-08
1874,4.182226565063729e-09,3.3457810744152994e-08
1875,1.1443054281912168e-09,2.0025344937835143e-08
1876,0.0,2.2974855795609983e-08
1877,4.329371083855449e-09,1.1751150719163661e-08
1878,6.039088673581716e-10,1.7513356764808918e-08
1879,1.832797580370027e-09,2.3826367989698838e-08
1880,2.5671385017744797e-09,2.2462461446437487e-08
1881,6.972507571312292e-10,2.8587280598291187e-08
1882,0.0,1.5972924316542958e-08
1883,5.0554711528150165e-09,3.2228627988573066e-08
1884,4.621187876807653e-09,3.828984240783484e-08
1885,6.445635691854079e-10,1.0957580620640783e-08
1886,1.2906927748801422e-09,2.839524149145234e-08
1887,0.0,1.6322312001992856e-08
1888,0.0,1.648559844191766e-08
1889,0.0,2.4434033907283492e-08
1890,1.3108772956016423e-09,1.9663159100957728e-08
1891,0.0,3.4420788885825004e-08
1892,6.268512375839919e-10,2.6327751978527658e-08
1893,4.310891643655168e-09,1.847524977449666e-08
1894,1.2603078580752936e-09,2.457600256633441e-08
1895,3.0093072478365457e-09,3.129679559954468e-08
1896,0.0,2.1229304536518612e-08
1897,1.7480140668268973e-09,2.3889525024856084e-08
1898,1.2448380992680086e-08,1.923840653450526e-08
1899,5.527578395003729e-10,2.3768587098516036e-08
1900,4.15284251431558e-09,1.0901211489056095e-08
1901,5.58873880507349e-09,2.459045056468767e-08
1902,4.910283846193408e-10,1.7185993794743837e-08
1903,5.940242076007962e-09,2.5381035051452727e-08
1904,1.0749250378694342e-09,2.9022976022474722e-08
1905,3.096455536422127e-09,2.477164412484356e-08
1906,5.144184522798412e-10,1.2346042743693886e-08
1907,5.142843373384665e-10,1.8514236144184792e-08
1908,0.0,2.0136695866312948e-08
1909,0.0,3.410609838994105e-08
1910,0.0,2.3514263425283843e-08
1911,0.0,2.3941682969486067e-08
1912,1.0418842455450772e-09,1.250261111307438e-08
1913,1.060597942803554e-09,1.8030165804816534e-08
1914,0.0,1.8750882013751635e-08
1915,9.424609537234119e-09,4.712304768617059e-09
1916,0.0,1.2086207812345151e-08
1917,0.0,9.869781880667006e-09
1918,0.0,2.2972752589112133e-08
1919,0.0,7.366278809151083e-09
1920,0.0,1.590168663412328e-08
1921,3.786373714564917e-09,9.087297137000405e-09
1922,0.0,1.6969252114584776e-08
1923,0.0,8.492758496458919e-09
1924,0.0,2.836157442231979e-08
1925,1.0998177923937646e-09,1.4297631079074336e-08
1926,0.0,2.5636119005412183e-08
1927,1.1149224876660924e-09,7.804457302640344e-09
1928,0.0,1.0283437101854531e-08
1929,0.0,1.2254446790649354e-08
1930,0.0,1.7856126022230967e-08
1931,0.0,2.3951248095954725e-08
1932,0.0,1.6439305028370654e-08
1933,0.0,1.3764794637438627e-08
1934,0.0,1.4377896206951846e-08
1935,0.0,2.6330225111337313e-08
1936,1.2124714565686645e-09,1.576212893539264e-08
1937,1.2591118148108649e-09,2.0145788925951535e-08
1938,2.5930428915188486e-09,2.2040865133021725e-08
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,0.0,2.789361186472661e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,1.517105907566929e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,2.5705489292704442e-08
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,1.1136883415474585e-08
1947,0.0,3.5762612871081956e-09
1948,2.174377566888097e-09,8.697510267552389e-09
1949,0.0,1.1780409536754632e-08
1950,0.0,1.3825969924496917e-08
1951,0.0,8.529121409139861e-09
1952,1.0544803918932644e-09,6.326882129314981e-09
1953,2.1547654771580937e-09,6.464296320451979e-09
1954,0.0,7.818028890937967e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,8.72114158667614e-10,1.657016879264006e-08
1957,0.0,9.718541527092839e-09
1958,2.4816730892496253e-09,8.272243612328367e-09
1959,0.0,1.1626122287111684e-08
1960,1.3841666701708277e-09,1.4533749759237935e-08
1961,2.08444772553662e-09,1.3896318207251568e-08
1962,1.9025869768540815e-09,1.0147130247162295e-08
1963,6.466053248388448e-10,1.422531736849919e-08
1964,2.433587276140514e-09,1.3384730213061857e-08
1965,5.472043373977442e-10,6.5664522708175355e-09
1966,3.3234448526542337e-09,6.0929824519107e-09
1967,1.9721342336964653e-09,1.0353704449350687e-08
1968,2.245707841908029e-09,8.982831367632116e-09
1969,9.083515606356229e-10,4.995933389206897e-09
1970,3.219107563845469e-09,2.759235007143701e-09
1971,3.083038491169532e-09,9.762955222036851e-09
1972,1.5390440033513642e-09,8.721249666887587e-09
1973,0.0,4.9618833486420044e-09
1974,2.8127858375803783e-09,3.937900283634832e-09
1975,5.711480177694739e-09,2.8557400888473694e-09
1976,2.856763492431469e-09,8.57029019973865e-09
1977,0.0,8.227494463497464e-09
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,2.3407893401383717e-09,4.0963813452421505e-09
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,5.060439622894819e-09,3.162774764309262e-09
1982,4.966001831974154e-09,1.8622506869903077e-09
1983,3.78918940668882e-09,6.315316047889041e-10
1984,2.8995041922996734e-09,1.1598016991243298e-09
1985,4.210890747202711e-09,3.6093347199894765e-09
1986,3.5966913891627428e-09,2.3977941854269602e-09
1987,1.8332451112712533e-09,2.4443267410134695e-09
1988,2.3986214681137596e-09,1.1993107618124554e-09
1989,3.841685525252103e-09,0.0
1990,2.179460389939436e-09,1.089730194969718e-09
1991,4.103025585955322e-09,4.103025752488776e-09
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,1.661762283333701e-09,0.0
1994,1.0549853213248639e-09,1.0549853213248639e-09
1995,2.1689803286761844e-09,5.422450821690461e-10
1996,4.270473752399084e-09,5.338092190498855e-10
1997,9.58978896292706e-10,1.917957792585412e-09
1998,1.9072516899143466e-09,1.9072516899143466e-09
1999,1.3710603763428253e-09,0.0
2000,2.2090157481002848e-09,8.836062992401139e-10
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,4.81934359086722e-09,2.190610748353805e-09
2003,2.9168460979889232e-09,4.1669229178253886e-10
2004,1.3214374039449694e-09,2.642874807889939e-09
2005,6.305249211635555e-09,3.1526248278623825e-09
2006,1.6471559671771274e-09,2.0589450144825605e-09
2007,2.7961355453243186e-09,1.5977917877663117e-09
2008,1.2772318758180745e-09,1.2772319035736501e-09
2009,2.384096253749135e-09,9.53638501499654e-10
2010,3.3066551718974324e-09,4.723793023408973e-09
2011,4.9711634531046656e-09,3.441574775164824e-09
2012,1.0212758416727752e-09,1.0212758416727752e-09
2013,1.1156500168141292e-09,3.068037490727704e-09
2014,3.2481677347817595e-09,2.5985342211320983e-09
2015,1.7732603163622684e-09,8.866301581811342e-10
2016,2.899876117012923e-09,1.4499380585064614e-09
2017,2.5156112748447867e-09,1.5093667982135628e-09
2018,3.872200005083926e-09,5.162933414126769e-10
2019,3.826481798085979e-09,3.06118530524202e-09
