year,plusieurs_DET erreurs_NOUN,plusieurs_DET terreurs_NOUN
1800,2.6096565797217863e-07,0.0
1801,3.1431610114651676e-07,0.0
1802,4.744221087094047e-07,0.0
1803,4.485780340512946e-07,0.0
1804,3.6830579253077644e-07,0.0
1805,3.496739680031169e-07,0.0
1806,3.429186392622796e-07,0.0
1807,3.672572006507835e-07,0.0
1808,6.050417593606028e-07,0.0
1809,4.111435680798081e-07,0.0
1810,4.1420244034640064e-07,0.0
1811,3.359482896314603e-07,0.0
1812,4.4008934629857777e-07,0.0
1813,4.5724291908300074e-07,0.0
1814,4.0277467006077927e-07,0.0
1815,5.367474669171202e-07,0.0
1816,4.032630815942184e-07,0.0
1817,2.849078271083272e-07,0.0
1818,4.541968718907441e-07,0.0
1819,4.2542814604473733e-07,0.0
1820,4.936456399207145e-07,0.0
1821,3.796672864986306e-07,0.0
1822,3.418735019522501e-07,0.0
1823,3.64671144170714e-07,0.0
1824,4.3116097270257114e-07,0.0
1825,3.865589626173005e-07,0.0
1826,4.227832475223181e-07,0.0
1827,3.668474615192707e-07,0.0
1828,3.549680561154567e-07,0.0
1829,3.506428924993088e-07,0.0
1830,3.9451239941534766e-07,0.0
1831,4.755317968285766e-07,0.0
1832,2.74658367160896e-07,0.0
1833,3.370835877092304e-07,0.0
1834,2.6696757959854267e-07,0.0
1835,3.282380163227572e-07,0.0
1836,4.066053911344625e-07,0.0
1837,3.019724577058014e-07,0.0
1838,3.067710618864794e-07,0.0
1839,2.3001953675105824e-07,0.0
1840,3.4268923609914737e-07,0.0
1841,3.730338686835921e-07,0.0
1842,2.9918862587408057e-07,0.0
1843,3.301963351631798e-07,0.0
1844,3.3864423087948126e-07,0.0
1845,3.4374204460618785e-07,5.580227946389016e-10
1846,3.9986244604328647e-07,0.0
1847,3.764470131173425e-07,0.0
1848,2.9525964606591515e-07,0.0
1849,3.041727509867087e-07,0.0
1850,2.749543517310826e-07,0.0
1851,4.0051013883157793e-07,6.449438760824933e-10
1852,3.31386775798137e-07,0.0
1853,3.290534360544939e-07,0.0
1854,3.210920684892926e-07,0.0
1855,3.300915025761242e-07,1.5920811335945473e-09
1856,2.101938822995919e-07,0.0
1857,2.948431534477436e-07,4.881509085841174e-10
1858,2.7600331597987804e-07,0.0
1859,3.0858570898573134e-07,0.0
1860,2.3023235229402417e-07,4.577183909670879e-10
1861,2.1693432517011502e-07,0.0
1862,2.3764607748333333e-07,0.0
1863,2.5672350556504853e-07,0.0
1864,2.3542114302443906e-07,0.0
1865,1.868617269806805e-07,0.0
1866,1.9559764519172518e-07,0.0
1867,2.130384242349237e-07,0.0
1868,2.2970414592649036e-07,0.0
1869,2.3196716014695085e-07,0.0
1870,3.0562479746976123e-07,0.0
1871,1.9330543299389547e-07,0.0
1872,2.213326141253802e-07,0.0
1873,2.3584856911895713e-07,0.0
1874,2.407767496492852e-07,0.0
1875,2.3744338406572751e-07,5.721527140956084e-10
1876,2.569556185605393e-07,1.813804439976252e-09
1877,2.3069363663807962e-07,0.0
1878,2.7477854835922244e-07,0.0
1879,2.437620736372992e-07,5.498392852132383e-09
1880,2.124307156847749e-07,0.0
1881,1.7989069500679022e-07,0.0
1882,2.7619848053106466e-07,0.0
1883,2.3697521633891938e-07,0.0
1884,2.046526033083751e-07,0.0
1885,1.7983324029913206e-07,0.0
1886,1.9812133889018924e-07,0.0
1887,2.115371511290931e-07,0.0
1888,2.149468372181218e-07,0.0
1889,1.8795409761906967e-07,0.0
1890,2.0974036729626278e-07,0.0
1891,1.695542568569408e-07,0.0
1892,2.093683189041684e-07,0.0
1893,1.8105744481466957e-07,0.0
1894,1.6825109305784736e-07,2.520615716150587e-09
1895,1.8778076871228677e-07,0.0
1896,1.7926968265413734e-07,0.0
1897,1.7829743459429892e-07,0.0
1898,1.7597483858988738e-07,0.0
1899,1.3874221416187993e-07,0.0
1900,1.7441938027218384e-07,0.0
1901,1.6654441559182942e-07,0.0
1902,1.3257766084961986e-07,0.0
1903,1.7550716346903528e-07,0.0
1904,1.650009915366013e-07,0.0
1905,1.5224239557909414e-07,0.0
1906,1.8056087114359798e-07,0.0
1907,1.5737100866886067e-07,3.0857059130084963e-09
1908,1.7140748198585243e-07,0.0
1909,1.5127704844353218e-07,0.0
1910,1.1329599125531331e-07,0.0
1911,1.5109862339102165e-07,0.0
1912,1.1981668590621553e-07,0.0
1913,1.3893832884193102e-07,0.0
1914,1.0580854814534746e-07,0.0
1915,9.89583979205122e-08,0.0
1916,1.461332397312276e-07,0.0
1917,8.773139281714748e-08,0.0
1918,7.581008354407004e-08,0.0
1919,9.760319091833836e-08,0.0
1920,9.843901294104285e-08,0.0
1921,8.708659438028121e-08,0.0
1922,1.0476668421688373e-07,0.0
1923,1.4331529563094136e-07,0.0
1924,1.5341032932880694e-07,0.0
1925,1.4297630723802968e-07,0.0
1926,1.8056743877892245e-07,0.0
1927,9.588333327315013e-08,0.0
1928,1.1197520377592696e-07,0.0
1929,1.1920234932460971e-07,0.0
1930,1.491511736340101e-07,0.0
1931,1.2659945625159708e-07,0.0
1932,1.1288322854241528e-07,0.0
1933,1.296184823917912e-07,0.0
1934,1.4737343256854274e-07,0.0
1935,1.6276866876552276e-07,0.0
1936,1.0912243020300139e-07,1.2124714565686645e-09
1937,1.1583828785077799e-07,0.0
1938,1.51693003047626e-07,0.0
1939,1.269406144643881e-07,0.0
1940,1.0903866209943658e-07,0.0
1941,1.3872061588315887e-07,0.0
1942,1.365395263519531e-07,0.0
1943,1.1612940697958152e-07,2.9032352077962287e-09
1944,1.4780656698576422e-07,0.0
1945,1.0238969272435838e-07,0.0
1946,1.0162406294256243e-07,0.0
1947,1.0967201635736501e-07,0.0
1948,9.56726142753439e-08,1.0871887834440486e-09
1949,8.638967274876563e-08,0.0
1950,9.890886243368868e-08,0.0
1951,9.70187548077206e-08,0.0
1952,1.0544804052159407e-07,0.0
1953,8.726800526659417e-08,0.0
1954,1.4756529242987426e-07,0.0
1955,1.0793448890211721e-07,0.0
1956,1.2994500764307304e-07,1.744228317335228e-09
1957,1.2634103807585007e-07,0.0
1958,9.76124736595807e-08,0.0
1959,1.2323689224658096e-07,0.0
1960,1.2595916332180934e-07,0.0
1961,1.3062539316877064e-07,0.0
1962,1.5601213032567784e-07,0.0
1963,1.280278514315114e-07,0.0
1964,1.3202211013307874e-07,0.0
1965,1.9371033843640362e-07,5.472043373977442e-10
1966,1.501089263999944e-07,0.0
1967,1.6368713939840518e-07,9.860671168482327e-10
1968,1.2935278093095803e-07,0.0
1969,1.4488208055496443e-07,0.0
1970,1.439400927338852e-07,0.0
1971,1.26404577471817e-07,0.0
1972,1.231235273735365e-07,0.0
1973,1.2239312585649031e-07,0.0
1974,1.4063929665297792e-07,5.625571675160757e-10
1975,1.233679736145632e-07,0.0
1976,1.388387085299314e-07,1.7140580066410394e-09
1977,1.4809489901068673e-07,0.0
1978,1.3722765412893523e-07,0.0
1979,1.106022979868726e-07,0.0
1980,1.2279925343250397e-07,0.0
1981,1.3030632395327757e-07,1.2651099057237047e-09
1982,1.4028955730438497e-07,0.0
1983,1.332531658349012e-07,0.0
1984,1.1945957734127433e-07,5.799008495621649e-10
1985,1.1429560409226269e-07,6.015558051686298e-10
1986,9.471286865903039e-08,0.0
1987,1.5827015520386567e-07,0.0
1988,1.1693280210778312e-07,0.0
1989,9.384689025893067e-08,0.0
1990,1.1169734248639429e-07,0.0
1991,1.0667866412461535e-07,0.0
1992,1.0744390976924478e-07,0.0
1993,1.063527790279295e-07,0.0
1994,1.2185080233706458e-07,5.274926606624319e-10
1995,1.1332922245088639e-07,5.422450821690461e-10
1996,1.0409279482814782e-07,0.0
1997,1.3809295484890072e-07,0.0
1998,1.1681916234351775e-07,0.0
1999,1.0831376773268175e-07,0.0
2000,1.1310160363819932e-07,0.0
2001,9.770102415984638e-08,0.0
2002,1.1128302324081574e-07,0.0
2003,1.1334030514120741e-07,0.0
2004,1.1981032077557074e-07,0.0
2005,1.1124261822814674e-07,0.0
2006,1.1406555033843802e-07,0.0
2007,1.1344321748651964e-07,0.0
2008,1.0388153004470269e-07,0.0
2009,9.297975456235008e-08,0.0
2010,8.550065322410205e-08,0.0
2011,8.833375275685285e-08,0.0
