year,mêmes_ADJ erreurs_NOUN,mêmes_ADJ terreurs_NOUN
1920,2.1883749923290452e-07,1.0601124422748853e-08
1921,1.703868122149288e-07,3.0290989716519334e-09
1922,2.0215543372614775e-07,9.591316185719734e-09
1923,1.995798299958551e-07,7.431163684401554e-09
1924,2.1013347861753573e-07,0.0
1925,2.0016683777157596e-07,4.399271169575059e-09
1926,2.0508895204329747e-07,7.802296586589819e-09
1927,1.7504282823210815e-07,8.919379901328739e-09
1928,1.5653677110094577e-07,5.713020723163709e-09
1929,1.7156226306269673e-07,7.798284684668033e-09
1930,1.964173890200982e-07,1.05036033204442e-08
1931,2.1670177829946624e-07,4.5621426636444085e-09
1932,2.2576645619665214e-07,5.4797681947604815e-09
1933,1.9958952179877087e-07,5.735331320977366e-09
1934,1.9050712296575512e-07,1.5576054224197833e-08
1935,1.8670523616037826e-07,1.795242710045386e-08
1936,1.9035802267808322e-07,3.6374143697059935e-09
1937,1.7879388281016872e-07,3.777335333410292e-09
1938,2.0744343487422157e-07,1.2965214457594243e-09
1939,1.575287171817763e-07,3.058810094103137e-09
1940,1.8004058688347868e-07,2.5357829169792012e-09
1941,1.5642963546724786e-07,5.9030051957620344e-09
1942,2.1542903994031803e-07,2.1239483061208375e-08
1943,2.0032322822771675e-07,5.806470415592457e-09
1944,1.8957798886276578e-07,9.639558484764166e-09
1945,2.439924458030873e-07,0.0
1946,2.2830610646451532e-07,6.960552134671616e-09
1947,2.169598474210943e-07,3.5762612871081956e-09
1948,2.5222780664080346e-07,1.0871887834440486e-09
1949,1.9535846718099492e-07,9.817008317369869e-10
1950,2.3610502353221818e-07,4.2541445921528975e-09
1951,1.8017769320977095e-07,1.2793682557799002e-08
1952,1.4446381157995347e-07,9.490323193972472e-09
1953,1.669943259230422e-07,1.0773827385790469e-09
1954,1.573378369812417e-07,7.818028890937967e-09
1955,1.4172267981393816e-07,6.569925492527773e-09
1956,1.848882078547831e-07,6.104799332717903e-09
1957,1.7581724875981308e-07,8.835037701437898e-10
1958,1.869527039843888e-07,8.272243334772611e-09
1959,1.5423988486418239e-07,4.650448914844674e-09
1960,1.4810584048063902e-07,6.2287499602575735e-09
1961,1.625869288091053e-07,2.779263708063695e-09
1962,1.6742764330501814e-07,6.341956293454132e-09
1963,1.8169609461438085e-07,5.1728425987107585e-09
1964,1.8616943009419629e-07,7.300761772910391e-09
1965,1.619724798729294e-07,4.377634699181954e-09
1966,1.6063316365944047e-07,2.769537488234164e-09
1967,1.7897117743359559e-07,5.916402479044791e-09
1968,1.7875835567338072e-07,7.635406973349745e-09
1969,1.9347888269294344e-07,9.537691525451919e-09
1970,1.6003562564037566e-07,5.058597540852361e-09
1971,1.79330072569428e-07,9.24911525146399e-09
1972,1.7237293548078014e-07,6.156176013405457e-09
1973,2.0453985882795678e-07,7.1671650836435674e-09
1974,1.7776805805169715e-07,3.937900228123681e-09
1975,1.8676540491924243e-07,5.711480177694739e-09
1976,1.8740368545877573e-07,6.2848797277581525e-09
1977,2.1156414220513398e-07,8.22749424145286e-09
1978,1.7346526703931886e-07,5.346532105932056e-09
1979,1.6795164015093178e-07,8.777959692451986e-09
1980,1.6316381845626893e-07,6.253665585376211e-09
1981,1.315714257543732e-07,8.223214109648325e-09
1982,2.0608906936558924e-07,2.483000915987077e-09
1983,1.863018184167231e-07,1.89459470334441e-09
1984,1.9542657980764488e-07,4.059305780401701e-09
1985,1.7445118771775014e-07,5.414002135495366e-09
1986,2.0261360589302058e-07,1.7983456945813714e-09
1987,2.1937832173080096e-07,1.8332451112712533e-09
1988,1.9248938087912393e-07,3.597932174415064e-09
1989,1.9702358144968457e-07,5.488121956886971e-09
1990,1.912476506049643e-07,3.814055737905164e-09
1991,2.0984045079330826e-07,4.68917216167597e-09
1992,1.928480486412809e-07,3.30596661157756e-09
1993,2.0273499501399783e-07,9.416652346772025e-09
1994,1.9464479805719748e-07,8.439882570598911e-09
1995,2.6190437552031653e-07,4.880205572987961e-09
1996,2.2900415785898076e-07,3.2028553142993132e-09
1997,2.258395284115977e-07,3.835915585170824e-09
1998,2.3411514860072202e-07,6.198567881199324e-09
1999,2.1251435100566596e-07,5.941261704833778e-09
2000,2.456425534091977e-07,5.743440834038438e-09
2001,2.2738488780760235e-07,7.0099388516098315e-09
2002,2.3746220279008412e-07,5.6955880012310445e-09
2003,2.591825989384233e-07,7.91715315529018e-09
2004,2.387396875747072e-07,4.845270407116686e-09
2005,2.517596158213564e-07,4.503749373441224e-09
2006,2.6354496185376775e-07,5.7650457740976435e-09
2007,2.8840142363151244e-07,4.7933754743212376e-09
2008,2.809910313317232e-07,5.108927503272298e-09
2009,3.304357392153179e-07,6.675469510497578e-09
2010,3.7790343299093365e-07,6.613310343794865e-09
2011,3.984578711424547e-07,5.7359579308524644e-09
2012,3.908082248926803e-07,9.872333173177594e-09
2013,4.1195377775693487e-07,1.1156499724052082e-08
2014,4.2182873016827216e-07,8.228691505962615e-09
2015,4.211493376260478e-07,1.219116452233493e-08
2016,4.2151771140197525e-07,1.2428039930512114e-08
2017,4.882801363237377e-07,6.5405894034142875e-09
2018,4.915112867820426e-07,3.3559066636712487e-09
2019,5.076465754427772e-07,4.846876677788714e-09
