year,telles_ADJ erreurs_NOUN,telles_ADJ terreurs_NOUN
1847,1.024712474873013e-07,5.393223645455691e-10
1848,1.1906928421012708e-07,0.0
1849,4.1897074254393374e-08,8.379414939696517e-10
1850,6.11009625117731e-08,3.394498016007219e-09
1851,9.674158008010636e-08,1.2898877521649865e-09
1852,7.617337871579366e-08,1.3672145193766028e-08
1853,1.1525828114145042e-07,4.777545470346922e-09
1854,8.676759932768618e-08,1.0391328908454511e-09
1855,9.97704177052583e-08,4.2455496895854594e-09
1856,9.267169076565551e-08,0.0
1857,9.958278468502613e-08,3.4170564155999728e-09
1858,7.53626139271546e-08,6.8511463169329545e-09
1859,9.82789458703337e-08,3.055304009791371e-09
1860,9.337455253444205e-08,1.0985241161165504e-08
1861,8.583054267319312e-08,5.659156698811785e-09
1862,1.0707627495776251e-07,9.035972525772706e-10
1863,8.940371287735616e-08,6.99246927027275e-09
1864,1.0931979943507031e-07,7.671564716815737e-09
1865,1.2708480312539905e-07,1.882737743486018e-09
1866,7.103794530394225e-08,4.865612912574591e-10
1867,8.73506067478047e-08,9.7056229719783e-10
1868,9.780950449567172e-08,1.975949626142892e-09
1869,1.650629428695538e-07,2.9301114867763545e-09
1870,8.887775493349181e-08,2.8670243956696595e-09
1871,1.1470871186247678e-07,1.0621177271019633e-09
1872,8.708168763860158e-08,4.8378714367913744e-09
1873,9.158586777857636e-08,1.1972008939764578e-09
1874,1.0814042639140098e-07,1.1949218281515073e-09
1875,1.0012672646553256e-07,5.721527140956084e-10
1876,6.892457093954363e-08,3.627608879952504e-09
1877,7.236234722540758e-08,1.8554447978047506e-09
1878,9.239805365268694e-08,4.831270938865373e-09
1879,5.742765907257308e-08,5.498392852132383e-09
1880,7.637237331437063e-08,0.0
1881,6.83305714233029e-08,0.0
1882,7.587139094766826e-08,0.0
1883,9.352621788139004e-08,0.0
1884,1.0100596625761682e-07,6.601696966868076e-10
1885,7.992588280103519e-08,6.445635691854079e-10
1886,8.195899425800235e-08,6.453463874400711e-10
1887,9.075205298358924e-08,6.528924623161458e-10
1888,6.213802095089704e-08,0.0
1889,5.889228660294066e-08,5.012109394186837e-09
1890,6.816561892719619e-08,0.0
1891,9.05139216911266e-08,1.2748440081367107e-09
1892,6.143142172732041e-08,6.268512375839919e-10
1893,8.313862309705655e-08,3.695050043717174e-09
1894,7.246769939683873e-08,0.0
1895,6.620476256102847e-08,5.416753268150387e-09
1896,8.314810884257895e-08,5.89702897624278e-10
1897,6.409384667449558e-08,2.330685422435863e-09
1898,7.582195848954143e-08,5.6583548957434e-10
1899,4.643165851803133e-08,5.527578395003729e-10
1900,8.824790143080463e-08,5.191053142894475e-10
1901,9.333194128657851e-08,1.1177477832191585e-09
1902,6.481574388317313e-08,4.910283846193408e-10
1903,9.180374149764248e-08,1.6200660812870638e-09
1904,1.268411580213069e-07,0.0
1905,7.276670288547393e-08,1.0321518084666081e-09
1906,8.796555306389564e-08,6.173021205313489e-09
1907,1.0079973122856245e-07,0.0
1908,9.184297766751115e-08,1.964555629285769e-09
1909,1.259725195268402e-07,5.500983557560346e-10
1910,8.550641439342144e-08,0.0
1911,7.927357614789798e-08,0.0
1912,9.585335192241473e-08,2.6047106693738442e-09
1913,9.598411310207666e-08,5.30298971401777e-10
1914,1.2790781056537526e-07,0.0
1915,8.835571208010151e-08,0.0
1916,8.570220444426013e-08,0.0
1917,1.1514745779095392e-07,0.0
1918,1.1026921242773824e-07,0.0
1919,9.852397653276057e-08,1.8415696745321952e-09
1920,1.2872793320184428e-07,0.0
1921,1.1359121288023744e-07,0.0
1922,8.189508093892073e-08,1.4755870969551665e-09
1923,1.1783702547063513e-07,5.307974060286824e-09
1924,1.0184383114619777e-07,0.0
1925,1.033828738172815e-07,1.0998177923937646e-09
1926,9.920063348545227e-08,1.1146138456652466e-09
1927,1.0368778902147824e-07,7.804457524684949e-09
1928,1.028343703524115e-07,0.0
1929,9.469345485513259e-08,0.0
1930,1.0713675635543041e-07,0.0
1931,1.3344266847070685e-07,0.0
1932,1.3480230620643852e-07,0.0
1933,1.353538152670808e-07,0.0
1934,1.3059921855074208e-07,3.5944740517379614e-09
1935,1.1010821765466972e-07,0.0
1936,1.467090413598271e-07,0.0
1937,1.1080184236789137e-07,0.0
1938,1.6465821772726486e-07,0.0
1939,1.1164657109929976e-07,1.5294050470515685e-09
1940,1.1918179865233469e-07,0.0
1941,1.5938114472646703e-07,0.0
1942,1.4867637787574495e-07,0.0
1943,1.335488235554294e-07,0.0
1944,1.9921753846574575e-07,0.0
1945,1.241747327185294e-07,0.0
1946,1.280741628306714e-07,0.0
1947,8.821444197337769e-08,0.0
1948,1.511192380121429e-07,3.2615663503321457e-09
1949,1.2369430635317258e-07,9.817008317369869e-10
1950,1.574033490214788e-07,5.317680518146517e-09
1951,1.3326751968634198e-07,1.0661401761424827e-09
1952,1.370824520563474e-07,8.435843135146115e-09
1953,1.3575022705936135e-07,1.0773827385790469e-09
1954,1.280202184261725e-07,0.0
1955,1.4453836172378942e-07,0.0
1956,1.4128249858913478e-07,2.616342476002842e-09
1957,1.5196265223949013e-07,1.7670075402875796e-09
1958,1.4476425747034227e-07,2.4816730892496253e-09
1959,1.4183868302097835e-07,1.5501495642666896e-09
1960,1.5641083450645965e-07,0.0
1961,1.327098431147533e-07,6.948159270159238e-10
1962,1.7694058840334037e-07,1.2683912808952869e-09
1963,1.5065903369304579e-07,6.466053248388448e-10
1964,1.435816585626526e-07,0.0
1965,1.296874216905053e-07,1.6416130677043839e-09
1966,1.3238388874015072e-07,1.1078149508847446e-09
1967,1.6861747553775785e-07,9.860671168482327e-10
1968,1.253105068599325e-07,3.5931326802796093e-09
1969,1.1081888828812225e-07,1.3625273131978588e-09
1970,1.2416558092809282e-07,4.5987250119061684e-10
1971,1.2434921359272266e-07,0.0
1972,1.3594889480827987e-07,0.0
1973,1.3507349194696872e-07,5.513203782392395e-10
1974,1.3557627198679256e-07,1.1251143350321513e-09
1975,1.2451026520921005e-07,0.0
1976,1.3483924021784333e-07,2.856763492431469e-09
1977,1.3163990786324575e-07,1.1753563677885381e-09
1978,1.2118806580474484e-07,0.0
1979,9.655756372239921e-08,2.3407893401383717e-09
1980,1.142715291280183e-07,1.7055452605774235e-09
1981,1.069017869781419e-07,4.427884725544118e-09
1982,4.010046552593849e-07,0.0
1983,1.6735587848870637e-07,0.0
1984,1.8614817065554234e-07,0.0
1985,9.324114813580309e-08,2.4062232206745193e-09
1986,9.950846191486562e-08,0.0
1987,8.61625153447676e-08,2.4443267410134695e-09
1988,7.075933439182336e-08,0.0
1989,1.081160050375729e-07,0.0
1990,1.0188977483949202e-07,5.44865097484859e-10
1991,9.554188551419429e-08,1.1722930404189924e-09
1992,8.981209020930692e-08,2.2039776670368383e-09
1993,8.031850740053414e-08,1.1078414852150331e-09
1994,7.701392945591579e-08,1.0549853213248639e-09
1995,1.0031534003474007e-07,0.0
1996,7.473329333151923e-08,5.338092190498855e-10
1997,9.062350869726288e-08,9.58978896292706e-10
1998,8.964082809370666e-08,9.536258449571733e-10
1999,7.358023879078246e-08,4.570201161957499e-10
2000,9.763849817545633e-08,8.836062992401139e-10
2001,8.017617858513404e-08,1.3143635069212678e-09
2002,7.973822846452094e-08,8.76244299341522e-10
2003,7.25044557725596e-08,8.333845835650777e-10
2004,8.72148646635651e-08,4.404791253964646e-10
2005,9.412836732280994e-08,2.251874686720612e-09
2006,6.835697519136374e-08,2.0589450144825605e-09
2007,7.829179793361618e-08,1.5977917877663117e-09
2008,6.769329274902702e-08,1.7029758714315335e-09
2009,7.104606680741199e-08,9.53638501499654e-10
2010,6.329882751288096e-08,1.4171379625338432e-09
2011,7.265546742019069e-08,1.1471915639660324e-09
2012,5.7531870822913334e-08,2.7234021704458655e-09
2013,6.582335032589981e-08,2.5102124823206395e-09
2014,5.630157318137208e-08,2.3819897165822113e-09
2015,5.120289259252786e-08,1.329945265027277e-09
2016,7.415397362819931e-08,3.5212781579474495e-09
2017,6.766994431472995e-08,3.2702947017071438e-09
2018,4.9822308056945985e-08,2.323319980845895e-09
2019,5.7652322027479386e-08,1.02039510174734e-09
