year,leurs_DET oies_NOUN,leurs_DET toits_NOUN
1860,1.373155145145688e-09,2.448793416931494e-07
1861,1.8863854922557266e-09,2.150479447848852e-07
1862,1.0391368654438793e-08,1.9246621763002736e-07
1863,2.9967726078439227e-09,1.9528967420967547e-07
1864,9.589456340108882e-09,1.836380842945573e-07
1865,1.2237795665726026e-08,1.8215487429529276e-07
1866,5.838735717134114e-09,1.4840119644254912e-07
1867,9.7056229719783e-10,1.7227481308168535e-07
1868,2.9639244392143382e-09,1.4572628881381888e-07
1869,4.883519366671862e-09,1.401570048908951e-07
1870,4.587239033071455e-09,1.605533652693225e-07
1871,4.248470908407853e-09,3.069520140286386e-07
1872,7.256807155187062e-09,1.8323437345202365e-07
1873,3.591602570907071e-09,1.6162211524672898e-07
1874,5.974609140757536e-10,1.2725917242217832e-07
1875,1.0298748520654044e-08,2.0654713273060565e-07
1876,1.209202959984168e-09,1.626377938990231e-07
1877,3.0924081073635534e-09,1.9544018092787496e-07
1878,7.2469061862534545e-09,1.461459450124991e-07
1879,3.665595160740054e-09,1.3440515367335593e-07
1880,6.417846254436199e-10,1.3926725905832882e-07
1881,1.6036766581351003e-08,1.3387213870785786e-07
1882,9.983077475794744e-09,1.763677088817417e-07
1883,5.687405213450347e-09,1.7378181604854603e-07
1884,9.902545450302114e-09,1.9475005963442982e-07
1885,3.86738152613475e-09,1.675865297645629e-07
1886,5.808117542471791e-09,1.7101678650988106e-07
1887,5.876032105334161e-09,1.0707436204349108e-07
1888,3.804368819970705e-09,1.680262879943939e-07
1889,6.265136853755848e-09,1.3720649749693337e-07
1890,3.9326319978272295e-09,1.4354106636638164e-07
1891,7.0116419337296065e-09,1.17923068643222e-07
1892,6.268512375839919e-09,1.1346007422474713e-07
1893,6.158416554491453e-10,1.3302180024155064e-07
1894,4.411077725308132e-09,1.720320241815898e-07
1895,3.611168697403855e-09,1.8416960001488292e-07
1896,3.5382172747233653e-09,1.4801542114195598e-07
1897,8.740070001067579e-09,1.823761345276509e-07
1898,8.487532454637403e-09,1.8502820653409913e-07
1899,8.291367592505594e-09,1.6527459045789783e-07
1900,7.26747462209687e-09,1.7286206643873925e-07
1901,1.0059729937950124e-08,1.5872018410689748e-07
1902,9.820567692386817e-10,1.4534440140323568e-07
1903,7.020286574288548e-09,2.0088818786234697e-07
1904,3.7622376325430196e-09,1.7198800961182314e-07
1905,1.5482277682110634e-09,1.8269087620481628e-07
1906,7.716276506641861e-09,1.9342134160993396e-07
1907,1.1828539925318182e-08,1.5788529683646857e-07
1908,2.4556945366072114e-09,1.9940239681659477e-07
1909,4.950885035270858e-09,1.3477409765982884e-07
1910,1.6032452032632705e-09,2.1804134187064506e-07
1911,4.788336838146279e-09,1.989819944370197e-07
1912,5.730363294986773e-09,1.8753916597447073e-07
1913,9.545381374209683e-09,1.4742311194027025e-07
1914,7.366418142140674e-09,1.479980413776616e-07
1915,8.246533234057551e-09,1.884921869699241e-07
1916,3.2962386153911893e-09,3.043527014856551e-07
1917,2.1932848870420685e-09,2.9390018241315374e-07
1918,1.1486376294556067e-09,3.1587536231114655e-07
1919,1.3811772170413406e-08,1.7218676795494048e-07
1920,3.028892692213958e-09,2.1580861053749345e-07
1921,3.0290989716519334e-09,1.3933855236292203e-07
1922,3.6889677978990676e-09,1.7264369267522284e-07
1923,1.3800733000834953e-08,1.7197835600057942e-07
1924,3.867487219366694e-09,2.0110933696138034e-07
1925,9.898360353588487e-09,2.2656246301266947e-07
1926,3.343841648018042e-09,1.9728664746310187e-07
1927,7.804457524684949e-09,1.8953682801026162e-07
1928,2.2852082448565625e-09,2.079539469512781e-07
1929,4.4561625500705304e-09,1.8158862591377556e-07
1930,7.352522590764465e-09,1.5230225014484233e-07
1931,3.4216069977333063e-09,1.7678302910439925e-07
1932,4.383814644626227e-09,1.3151443534198393e-07
1933,2.2941324395731044e-09,1.53706873451398e-07
1934,3.5944740517379614e-09,1.341936908261232e-07
1935,9.574627313213568e-09,1.352416134636769e-07
1936,0.0,1.442840993348682e-07
1937,5.0364472592434595e-09,1.624254257759361e-07
1938,2.5930428915188486e-09,1.5558257615566617e-07
1939,7.647025235257843e-09,1.3305823465259436e-07
1940,2.5357829169792012e-09,1.2932492499118098e-07
1941,8.854508237732261e-09,1.7413865593951527e-07
1942,6.068423541449874e-09,1.6991586093695332e-07
1943,8.709705845433291e-09,1.4225852873472888e-07
1944,0.0,2.409889603427473e-07
1945,2.178504043826024e-09,1.6338780417513021e-07
1946,1.2528993842408909e-08,1.503479216680148e-07
1947,7.152522574216391e-09,1.5735550151774191e-07
1948,3.2615663503321457e-09,1.3263702669519262e-07
1949,1.9634016634739737e-09,1.0995049448681016e-07
1950,5.317680518146517e-09,1.1911605213299481e-07
1951,4.264560704569931e-09,1.0768015734630154e-07
1952,1.0544804140977249e-08,1.5079069903833897e-07
1953,9.69644453618912e-09,1.314406889996178e-07
1954,9.772536113672459e-10,1.485425462632861e-07
1955,1.8771215692936494e-09,1.342141908722283e-07
1956,6.976913269340912e-09,1.2558444195676088e-07
1957,3.534015080575159e-09,1.1043797210064099e-07
1958,1.6544486891589827e-09,1.307014477203161e-07
1959,5.425523585955716e-09,1.2711226338169013e-07
1960,4.844583401109048e-09,1.2941957860945763e-07
1961,3.47407969059077e-09,1.584180351343889e-07
1962,3.805173953708163e-09,1.1542360978111788e-07
1963,4.526237162849611e-09,1.0604327282948134e-07
1964,3.6503808864551957e-09,1.3384730435106462e-07
1965,6.5664522708175355e-09,1.1162968727163047e-07
1966,4.431259803538978e-09,1.0635023528493548e-07
1967,3.451234853457663e-09,1.0994648547146824e-07
1968,7.186265360559219e-09,1.1722595405494474e-07
1969,6.358460868938209e-09,1.1990240711412525e-07
1970,7.817832603507213e-09,9.335411821354e-08
1971,1.541519245584766e-09,1.0019874885358604e-07
1972,2.565073486948677e-09,1.0157690555345766e-07
1973,1.6539611902288698e-09,1.0034030539785022e-07
1974,6.1881286761433785e-09,6.188128698347839e-08
1975,5.140332159925265e-09,8.681450225367371e-08
1976,8.570290255249802e-09,8.513154758915675e-08
1977,1.057820764316375e-08,9.167779824181821e-08
1978,2.3762365408686037e-09,1.0277223250199086e-07
1979,5.266775904289034e-09,9.597236216851712e-08
1980,7.390696055153967e-09,9.664756417393505e-08
1981,5.69299452024552e-09,1.1385988996082119e-07
1982,5.586751949948621e-09,1.2973679708316865e-07
1983,1.2630632095778083e-09,9.788739818716863e-08
1984,5.799008384599347e-09,1.0148264761866699e-07
1985,4.210890747202711e-09,9.384270915901993e-08
1986,5.395036861699509e-09,9.830956360090681e-08
1987,4.277571630240118e-09,9.5939827637892e-08
1988,2.99827696004229e-09,8.035382093041221e-08
1989,1.0976244357863152e-09,9.165163883384508e-08
1990,4.358920779878872e-09,9.26270651291361e-08
1991,2.9307325455363298e-09,8.909426973957579e-08
1992,3.30596661157756e-09,8.981209198566376e-08
1993,6.647049133334804e-09,9.749004714620924e-08
1994,1.0549853213248639e-09,8.703629084116926e-08
1995,3.795715741716776e-09,7.754104602852863e-08
1996,1.067618438099771e-09,9.395042388504748e-08
1997,1.917957792585412e-09,9.925431387891592e-08
1998,2.86087753487152e-09,9.05944526063962e-08
1999,5.0272213059088244e-09,9.643124299074657e-08
2000,3.092622158362701e-09,8.79188295499489e-08
2001,4.8193329327261836e-09,7.97380550476845e-08
2002,4.381221607729913e-09,1.064636832026622e-07
2003,3.333538334260311e-09,8.375515303526981e-08
2004,1.7619165015858584e-09,8.853630539817914e-08
2005,4.5037495954858286e-10,7.160961601471172e-08
2006,4.117890028965121e-09,1.1200660354759862e-07
2007,1.997239706952314e-09,1.0505481218281432e-07
2008,2.1287198670449925e-09,1.0601025124401531e-07
2009,1.430457752249481e-09,1.2206572908013413e-07
2010,7.558068837454357e-09,1.1620530759870462e-07
2011,2.6767803529281764e-09,1.422517534876988e-07
2012,2.382976926895708e-09,1.8519135203121095e-07
2013,5.020424964641279e-09,1.6204816066789363e-07
2014,8.445236510112863e-09,1.719363407204355e-07
2015,9.309617077235544e-09,1.9882681812077863e-07
2016,8.285359953674742e-09,2.1334802635664118e-07
2017,4.024978128569501e-09,1.3483677197001498e-07
2018,4.130346731301415e-09,1.6289054283191717e-07
2019,5.612172948588068e-09,1.6479380704481628e-07
