year,serez_VERB aux_ADP,serez_VERB tôt_ADV
1800,6.288328968651058e-09,6.288328968651058e-09
1801,0.0,4.7623651688866175e-09
1802,1.1189200677108602e-08,0.0
1803,9.751696339321825e-09,3.900678446910888e-09
1804,1.4831105232815389e-08,2.4718509461507665e-09
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,3.4163463169534225e-08
1808,0.0,2.2660739062985158e-08
1809,0.0,2.259030518203531e-09
1810,4.680253518074551e-09,2.106114038724627e-08
1811,0.0,5.0141535368197765e-09
1812,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,1.1502966579257645e-08
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-08,4.6352077731626196e-09
1817,2.490997452753163e-08,1.556873407970727e-09
1818,1.9073883805731384e-08,0.0
1819,1.035105001712111e-09,1.035105001712111e-09
1820,1.1866481131050932e-09,2.3732962262101864e-09
1821,8.875339574387908e-09,9.86148829262845e-10
1822,1.303330066093622e-08,2.90742860897808e-08
1823,3.360113609574e-08,1.9765373782121287e-09
1824,4.210556348027694e-09,1.6842225392110777e-09
1825,4.4027217427355936e-09,5.283265824829186e-09
1826,6.1655889282974385e-09,2.642395191543301e-09
1827,9.217273055917019e-10,9.217273055917019e-10
1828,1.4675682002973645e-08,2.7516904310687096e-09
1829,9.430493719264632e-09,8.57317605795771e-10
1830,1.7742621594152297e-08,3.1310507520032616e-09
1831,1.2472964883158966e-08,1.5591206103948707e-09
1832,4.058990921151917e-09,1.3529969367098715e-09
1833,5.791814139399776e-09,4.6334514003376626e-09
1834,1.120143711119681e-08,2.8003592777992026e-09
1835,3.025235173481633e-09,7.563087933704082e-10
1836,8.064899859050456e-09,2.016224964762614e-09
1837,2.0873672568200163e-08,6.262101948095733e-09
1838,2.5248647617104325e-09,7.574594285131298e-09
1839,1.0487212875887053e-08,2.0974426639952526e-09
1840,8.917564464638872e-09,1.9109065441114126e-09
1841,3.0818632978935057e-08,6.420548537278137e-10
1842,9.391571076378114e-09,2.683306021822318e-09
1843,8.269675610961258e-09,5.906911071384968e-10
1844,1.866110821424627e-08,3.841992946007622e-09
1845,5.022205318283568e-09,5.580227946389016e-10
1846,1.8734404250153602e-08,0.0
1847,5.3932236454556914e-09,5.393223645455691e-10
1848,8.04522137798358e-09,0.0
1849,9.217356655710773e-09,9.217356655710773e-09
1850,1.0862393651223101e-08,6.1100964288129944e-09
1851,7.739326512989919e-09,2.579775504329973e-09
1852,6.510545436100301e-09,6.510545436100301e-10
1853,1.4332636411040767e-08,4.777545470346922e-09
1854,9.871762074453727e-09,6.234797567117312e-09
1855,7.429711956774554e-09,1.0613874223963649e-09
1856,1.346069211649592e-08,2.5885946719483854e-09
1857,1.1715622250108026e-08,2.4407544874094356e-09
1858,2.397901255335455e-08,5.3830437884982985e-09
1859,8.656694916453489e-09,1.018434669930457e-09
1860,8.238931314963338e-09,9.15436793036406e-09
1861,9.903524222920623e-09,4.2443675241088386e-09
1862,2.5752521892741242e-08,9.035972525772706e-10
1863,1.1487627737949424e-08,1.4983863039219614e-09
1864,2.7809422320501653e-08,2.3973640850272204e-09
1865,8.943004559114343e-09,7.530950973944073e-09
1866,2.2868380966656332e-08,1.4596839292835284e-09
1867,1.1161466417775046e-08,2.426405742994575e-09
1868,8.397785578040384e-09,4.93987406535723e-10
1869,1.0255390314739543e-08,2.9301114867763545e-09
1870,9.747882501187632e-09,1.7202146374017957e-09
1871,2.1242353653860846e-08,0.0
1872,2.237515595027162e-08,6.047339295989218e-10
1873,1.2570609442263958e-08,1.1972008939764578e-09
1874,2.2106053876314036e-08,5.377148060148329e-09
1875,1.5448122780981066e-08,4.005069165202713e-09
1876,9.069021977836655e-09,1.0882827083946722e-08
1877,8.658742167710898e-09,5.566334504436554e-09
1878,4.831270938865373e-09,1.2078177347163432e-09
1879,1.0385853066452455e-08,0.0
1880,1.2835692508872398e-08,2.5671385017744797e-09
1881,1.5339516323820135e-08,1.3945015142624584e-09
1882,1.3310770263785798e-08,1.9966155395678697e-09
1883,4.423537092179686e-09,6.319338941018771e-10
1884,6.601696966868076e-09,2.6406787867472303e-09
1885,9.023890079618013e-09,5.80107206715752e-09
1886,6.4534639854230136e-09,5.162771099520569e-09
1887,1.1099172247952538e-08,6.528924623161458e-10
1888,5.706553452000662e-09,0.0
1889,8.14467782106476e-09,6.891650361495749e-09
1890,9.831579994568074e-09,1.9663159989136147e-09
1891,1.2748440525456317e-08,5.099376032546843e-09
1892,1.7551833764173352e-08,6.8953633913793055e-09
1893,8.005941687372342e-09,3.079208221734575e-09
1894,1.3863386882917439e-08,0.0
1895,8.426059849853118e-09,4.814891596538473e-09
1896,2.358811590497112e-09,1.179405795248556e-09
1897,5.2440420894583895e-09,5.826713556089658e-10
1898,1.0185038590293516e-08,5.6583548957434e-10
1899,1.2713430308508578e-08,1.6582735185011188e-09
1900,8.30568502863116e-09,4.15284251431558e-09
1901,8.38310842965484e-09,5.588738916095792e-10
1902,5.4013122863239005e-09,9.820567692386817e-10
1903,5.400220270956879e-09,2.1600881083827517e-09
1904,5.374625189347171e-10,1.0749250378694342e-09
1905,5.160758931310738e-09,4.64468330463319e-09
1906,1.2346042410626978e-08,1.0288369045596824e-09
1907,1.2857108266928208e-08,1.028568674676933e-09
1908,5.893666887857307e-09,9.822778146428846e-10
1909,7.151278680339601e-09,2.7504918342913243e-09
1910,1.1757131268552712e-08,1.6032452032632705e-09
1911,1.8621308939259507e-08,5.320374141248863e-10
1912,1.1981668990301841e-08,2.0837684910901544e-09
1913,6.893886794756554e-09,6.893886794756554e-09
1914,3.3483718020477227e-09,6.696743715117748e-10
1915,4.712304768617059e-09,0.0
1916,2.197492410260793e-09,0.0
1917,9.869782324756216e-09,3.289927441585405e-09
1918,1.033773866510046e-08,1.1486376294556067e-09
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,1.0601124422748853e-08,7.572231730534895e-10
1921,6.058197943303867e-09,9.087297137000405e-09
1922,1.4755870969551665e-09,2.951174193910333e-09
1923,2.229349149729387e-08,2.1231896241147297e-09
1924,1.2891624656674594e-08,1.289162443462999e-09
1925,4.399271169575059e-09,0.0
1926,8.916910765321973e-09,0.0
1927,1.1149224654616319e-08,0.0
1928,7.998228745975666e-09,2.2852082448565625e-09
1929,7.798284684668033e-09,6.684243825105796e-09
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,9.124285327288817e-09,1.1405356659111021e-09
1932,6.575722188983946e-09,2.1919073223131136e-09
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,0.0
1935,9.574627313213568e-09,0.0
1936,7.274828739411987e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,5.0364472592434595e-09
1938,1.0372171566075394e-08,2.5930428915188486e-09
1939,1.5294050470515685e-09,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,5.317680518146517e-09,4.2541445921528975e-09
1951,3.1984206394497505e-09,0.0
1952,6.326882129314981e-09,4.2179215675730575e-09
1953,1.8315507332999914e-08,1.0773827385790469e-09
1954,3.9090144454689835e-09,0.0
1955,5.631364707880948e-09,2.815682353940474e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,1.0602045463770082e-08,4.417518795207798e-09
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,2.325224457422337e-09,7.750747821333448e-10
1960,1.3841666701708277e-09,3.460416619915918e-09
1961,5.55852741612739e-09,6.948159270159238e-10
1962,6.976152100435229e-09,1.9025869768540815e-09
1963,7.759263453976928e-09,1.2932106496776896e-09
1964,5.475571551727398e-09,1.2167936658258327e-09
1965,2.73602163147757e-09,2.73602163147757e-09
1966,9.416426749453422e-09,0.0
1967,1.2818872185960117e-08,3.451234853457663e-09
1968,3.5931326802796093e-09,3.5931326802796093e-09
1969,9.991866889436096e-09,0.0
1970,1.2876429700270364e-08,9.197450023812337e-10
1971,4.1107179882260425e-09,5.138397485282553e-10
1972,1.5390440033513642e-09,1.5390440033513642e-09
1973,6.615844760915479e-09,0.0
1974,6.1881286761433785e-09,1.1251143350321513e-09
1975,2.2845920710778955e-09,5.711480177694739e-10
1976,5.142174241967723e-09,1.142705374768127e-09
1977,5.876781727920388e-09,2.938390863960194e-09
1978,5.346532105932056e-09,2.3762365408686037e-09
1979,8.192762912528906e-09,1.7555920051037788e-09
1980,1.7055452605774235e-09,1.7055452605774235e-09
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,2.483000915987077e-09,1.8622506869903077e-09
1983,8.209910973278056e-09,1.89459470334441e-09
1984,4.639206796497319e-09,1.739702604197646e-09
1985,7.218669662023558e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,6.721898593298192e-09,6.110816852533674e-10
1988,6.596209356501959e-09,1.798966087207532e-09
1989,4.939309850016116e-09,0.0
1990,6.538381391862913e-09,1.6345953479657283e-09
1991,9.96449056600568e-09,0.0
1992,7.162927584403178e-09,2.7549720282848966e-09
1993,1.0524494165053966e-08,1.1078414852150331e-09
1994,5.274926717646622e-09,1.0549853213248639e-09
1995,7.591431483433553e-09,2.1689803286761844e-09
1996,1.067618438099771e-09,1.067618438099771e-09
1997,2.3974471297094624e-09,0.0
1998,6.198567881199324e-09,4.291316191284977e-09
1999,1.0054442611817649e-08,2.285100553223174e-09
2000,3.5344251969604557e-09,0.0
2001,3.943090742808408e-09,4.3812117822561447e-10
2002,5.257465574004527e-09,4.38122149670761e-10
2003,7.91715315529018e-09,0.0
2004,7.047666006343434e-09,1.3214374039449694e-09
2005,9.007498746882447e-09,1.8014998381943315e-09
2006,6.58862386870851e-09,4.117890028965121e-09
2007,5.991719120856942e-09,7.988958938831558e-10
2008,1.7455501932772677e-08,2.554463751636149e-09
2009,1.1443662017995848e-08,1.430457752249481e-09
2010,1.1337103700270745e-08,2.3618964561933353e-09
2011,3.8622115283715175e-08,5.7359579308524644e-09
2012,3.9148904562580356e-08,2.7234021704458655e-09
2013,2.119734965333464e-08,3.904775169871755e-09
2014,2.793424336289263e-08,3.681256854903836e-09
2015,3.435691908748595e-08,2.438232948875907e-09
2016,3.769838841094497e-08,3.314144070287739e-09
2017,3.421231298261773e-08,2.7671724911471074e-09
2018,3.5624239558273985e-08,2.0651733656507076e-09
2019,3.3417940414892655e-08,2.2958890344426663e-09
