year,trois_DET huiles_NOUN,trois_DET tuiles_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,6.713520406265161e-09
1803,1.950339223455444e-09,0.0
1804,1.9774807569206132e-08,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,0.0
1807,1.1387820464392462e-08,0.0
1808,0.0,0.0
1809,4.518061036407062e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,4.000812481308458e-08
1813,0.0,0.0
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,1.8682481339737933e-08,2.0239355080775567e-08
1818,0.0,0.0
1819,1.035105001712111e-09,0.0
1820,0.0,3.5599443393152796e-09
1821,0.0,9.86148829262845e-10
1822,1.604098542884458e-08,9.023054303725075e-09
1823,3.95307486744656e-09,9.882686891060644e-10
1824,0.0,0.0
1825,1.7610886082763955e-09,2.641632912414593e-09
1826,0.0,0.0
1827,1.1060727445055818e-08,2.7651818612639545e-09
1828,2.2013523448549677e-08,3.668920500743411e-09
1829,2.571952872898464e-09,0.0
1830,0.0,0.0
1831,9.354723218280014e-09,7.795603274018958e-09
1832,0.0,1.6235963684607668e-08
1833,1.1583628500844156e-09,0.0
1834,0.0,7.467624740797874e-09
1835,1.5126175867408165e-09,7.563087933704082e-10
1836,3.36037508930076e-09,0.0
1837,2.7831563720326358e-09,4.174734336004349e-09
1838,3.1560809521380406e-09,1.8936485712828244e-09
1839,4.894032734625853e-09,6.9914751765765e-10
1840,6.369688498875092e-09,2.5478754661634184e-09
1841,2.5682194149112547e-09,1.926164561183441e-09
1842,8.720745015011744e-09,0.0
1843,8.269675610961258e-09,1.7720733769266417e-09
1844,7.1351298203126134e-09,1.097712254427563e-09
1845,2.7901139176833567e-09,7.812319235966925e-09
1846,1.7563503984519002e-09,2.3418005312692003e-09
1847,5.393223645455691e-10,1.1325769655456952e-08
1848,4.82713291560799e-09,9.65426583121598e-09
1849,2.513824481908955e-09,0.0
1850,0.0,1.3577992064028876e-09
1851,1.2898877521649865e-08,0.0
1852,7.161600201754936e-09,2.6042181744401205e-09
1853,5.971931837933653e-10,4.777545470346922e-09
1854,7.27393034694046e-09,2.0782657816909023e-09
1855,5.306937111981824e-10,6.368324534378189e-09
1856,4.659470143053568e-09,0.0
1857,1.5620829074691756e-08,1.9526036343364694e-09
1858,1.468102750479261e-09,9.787352261980686e-09
1859,0.0,0.0
1860,4.577183909670879e-10,4.577183909670879e-10
1861,3.3011746669586728e-09,7.073945429425521e-09
1862,2.710791813242963e-09,3.162590411776023e-09
1863,4.994620828036034e-10,7.99139360241341e-09
1864,9.589455896019672e-10,2.8768367688059016e-09
1865,4.706844358715045e-10,4.706844358715045e-10
1866,1.9462451650298362e-09,5.83873555060066e-09
1867,3.88224918879132e-09,1.067618526917613e-08
1868,9.87974813071446e-10,2.4699371437009177e-09
1869,3.906815315701806e-09,5.860222973552709e-09
1870,0.0,1.7202146374017957e-09
1871,0.0,3.18635318130589e-09
1872,0.0,9.071008832961525e-09
1873,2.3944017324417644e-09,1.1972009161809183e-08
1874,5.974609140757536e-10,1.7923826867161097e-09
1875,1.1443054281912168e-09,1.1443054281912168e-09
1876,2.418405919968336e-09,6.04601479992084e-10
1877,0.0,9.895705588292003e-09
1878,6.039088673581716e-10,2.4156354139215352e-09
1879,1.832797580370027e-09,6.10932526790009e-10
1880,4.492492600149944e-09,3.8507077526617195e-09
1881,0.0,4.183504653809678e-09
1882,0.0,7.986462158271479e-09
1883,0.0,2.5277355764075082e-09
1884,1.9805090900604227e-09,1.9805090900604227e-09
1885,2.5782542767416317e-09,2.5782542767416317e-09
1886,0.0,1.2906927748801422e-09
1887,5.876032105334161e-09,1.3057849024278312e-08
1888,0.0,0.0
1889,1.2530273485467092e-09,4.385595886446936e-09
1890,4.5880703680722945e-09,6.554386366985909e-09
1891,0.0,0.0
1892,0.0,6.268512375839919e-10
1893,0.0,6.158416665513755e-09
1894,6.301539290376468e-10,6.301539290376468e-10
1895,6.018614495673091e-10,0.0
1896,0.0,5.89702897624278e-10
1897,1.1653427112179315e-09,2.330685422435863e-09
1898,6.224190496340043e-09,1.6975064687230201e-09
1899,5.527578395003729e-10,0.0
1900,5.191053142894475e-10,1.038210628578895e-09
1901,1.676621730339889e-09,3.912117352289357e-09
1902,4.910283846193408e-10,4.910283735171106e-09
1903,5.400220270956879e-10,6.48026454719286e-09
1904,1.6123875568041512e-09,8.061937784020756e-09
1905,3.096455536422127e-09,6.192911072844254e-09
1906,1.5432553013283723e-09,3.6009292214700395e-09
1907,3.0857059130084963e-09,1.4399961223432456e-08
1908,1.964555629285769e-09,1.3751889405000384e-08
1909,6.60118049111702e-09,1.1552065748432483e-08
1910,5.344150677544235e-10,1.336037680488289e-08
1911,2.128149656499545e-09,1.0640748282497725e-09
1912,0.0,8.856015920599702e-09
1913,6.893886794756554e-09,2.121195885607108e-09
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,7.69122365795738e-09
1917,0.0,3.289927441585405e-09
1918,5.743188147278033e-09,5.743188147278033e-09
1919,1.8415696745321952e-09,0.0
1920,0.0,3.786115865267448e-09
1921,5.300923255902035e-09,7.572747429129834e-10
1922,0.0,7.30415636307491e-08
1923,1.0615948120573648e-09,1.1677542488541803e-08
1924,2.578324886925998e-09,2.578324886925998e-09
1925,0.0,2.1996355847875293e-09
1926,1.2260752413340015e-08,2.229227691330493e-09
1927,6.689535148041159e-09,8.919379901328739e-09
1928,6.8556245125250825e-09,5.713020723163709e-09
1929,2.6736975522467787e-08,2.2280812750352652e-09
1930,7.352522590764465e-09,0.0
1931,6.843213995466613e-09,6.843213995466613e-09
1932,1.205549005067752e-08,1.0959536389520963e-08
1933,2.2941324395731044e-09,9.176529980337023e-09
1934,1.9170528275935794e-08,1.1981580172459871e-09
1935,1.196828414151696e-08,7.180970484910176e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.7627565185307503e-08,0.0
1938,1.6854778683850213e-08,2.5930428915188486e-09
1939,6.117620188206274e-09,4.588215141154706e-09
1940,1.0143131667916805e-08,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,5.806470415592457e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,0.0
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,8.344609447874518e-09,3.5762612871081956e-09
1948,5.435943917220243e-09,5.435944139264848e-09
1949,4.908504269707237e-09,0.0
1950,3.190608444114673e-09,0.0
1951,1.0661401761424827e-09,3.1984206394497505e-09
1952,6.326882462381889e-09,3.1634410646574906e-09
1953,7.541679392097933e-09,3.232148326759443e-09
1954,6.840775057526116e-09,1.9545072227344917e-09
1955,9.385607846468247e-10,2.815682353940474e-09
1956,8.72114114258693e-09,2.616342476002842e-09
1957,5.301022731885041e-09,3.534015080575159e-09
1958,7.445019267748876e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,6.975672928177801e-09
1960,1.3841666701708277e-09,6.2287499602575735e-09
1961,0.0,0.0
1962,6.341956293454132e-09,0.0
1963,2.5864212993553792e-09,4.526237162849611e-09
1964,6.083968440151466e-09,3.041984220075733e-09
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,4.431259803538978e-09,3.8773522170743036e-09
1967,4.437302025817047e-09,4.930335695263466e-09
1968,1.7965663401398047e-09,1.7965663401398047e-09
1969,2.7250546263957176e-09,2.7250546263957176e-09
1970,1.839490032518043e-09,2.7592350626548523e-09
1971,5.138397596304856e-09,8.735275613958038e-09
1972,5.130146696341598e-09,5.130146696341598e-09
1973,1.102640756478479e-09,3.3079223804577396e-09
1974,3.937900283634832e-09,6.1881286761433785e-09
1975,1.2565256390928425e-08,7.4249242310031605e-09
1976,1.0284348428424295e-08,3.428116124304381e-09
1977,2.3507127355770763e-09,2.938390863960194e-09
1978,3.5643548113029055e-09,5.940591241149207e-09
1979,4.0963813452421505e-09,5.851973350345929e-09
1980,4.548120546843393e-09,3.411090521154847e-09
1981,6.958104314946922e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,1.8622506869903077e-09
1983,9.47297351672205e-09,6.315316269933646e-09
1984,5.219107646059484e-09,2.3196033982486597e-09
1985,7.820225356169885e-09,6.015558051686298e-09
1986,1.1389522214244607e-08,4.196139880008332e-09
1987,1.2221634038134255e-08,7.33298027855156e-09
1988,9.594486094499644e-09,4.797242936227519e-09
1989,2.1952488715726304e-09,6.585746614717891e-09
1990,3.2691906959314565e-09,3.814055737905164e-09
1991,7.033758464558559e-09,5.275318681885466e-09
1992,3.30596661157756e-09,4.4079553340736766e-09
1993,1.1078414852150331e-09,6.647049133334804e-09
1994,6.329912038971486e-09,3.6924485691258724e-09
1995,3.253470548525428e-09,1.0844901643380922e-09
1996,5.871901631593346e-09,5.338092190498855e-10
1997,7.671831059319345e-09,2.8769365778558154e-09
1998,6.198567992221626e-09,1.43043876743576e-09
1999,6.398281460207045e-09,5.484241505371301e-09
2000,6.627047466345459e-09,7.068850504943214e-09
2001,1.2705514140787244e-08,1.7524847129024579e-09
2002,7.448076377869484e-09,2.190610748353805e-09
2003,5.416999737661854e-09,9.167230530238157e-09
2004,5.726228824443069e-09,2.642874807889939e-09
2005,1.2160123796789435e-08,1.3511248786457486e-09
2006,8.647569049724524e-09,1.2353669198716943e-09
2007,3.994479469415779e-09,1.9972397347078896e-09
2008,6.811903485726134e-09,4.257439678578834e-10
2009,5.245011758248097e-09,1.3350939020995156e-08
2010,4.7237931344312756e-09,1.8895172093635892e-09
2011,8.795135619799055e-09,2.6767803529281764e-09
2012,2.144679278615058e-08,2.0425516833455504e-09
2013,2.2591912784974966e-08,1.6734750252211938e-09
2014,1.104377017613345e-08,1.9489005964601347e-09
2015,6.871383823048305e-09,1.7732603163622684e-09
2016,1.3877978100040878e-08,3.1070099826280284e-09
2017,9.30776167251679e-09,4.779661694209736e-09
2018,1.3939920551209184e-08,2.323319980845895e-09
2019,1.4795728642269523e-08,1.7856913725466939e-09
