year,mes_DET toutes_ADJ
1982,1.1794254684005523e-08
1983,2.2735137661378246e-08
1984,1.681712447076933e-08
1985,1.3234227602687554e-08
1986,1.4386764890517156e-08
1987,1.4054878427760542e-08
1988,1.5591040236628828e-08
1989,1.481792966107065e-08
1990,1.1987032311200352e-08
1991,1.9928982020189778e-08
1992,2.2039776004234568e-08
1993,1.2740176913439427e-08
1994,2.742961746626804e-08
1995,1.5725108049036152e-08
1996,1.494665791135219e-08
1997,4.5551496796747415e-08
1998,1.8595704198709484e-08
1999,3.062034698020355e-08
2000,1.723032228007071e-08
2001,2.497290782499384e-08
2002,2.0153619217921914e-08
2003,1.6251000212186284e-08
2004,2.2023955686956143e-08
2005,1.7564623533417034e-08
2006,2.841344004522739e-08
2007,7.190062878414949e-08
2008,2.7673358493629507e-08
2009,2.1456865839653005e-08
2010,4.3931274895658845e-08
2011,3.823971794769676e-08
2012,3.0978699716577296e-08
2013,4.685730203846106e-08
2014,3.4647124114162153e-08
2015,4.3001563643230156e-08
2016,4.1219666041536485e-08
2017,4.5532566161909926e-08
2018,4.0270879075876564e-08
2019,4.5152483085786344e-08
