year,les_DET erreurs_NOUN,les_DET terreurs_NOUN
1908,8.421559243743104e-06,4.0224277952916054e-07
1909,7.98907842636254e-06,4.131238497961931e-07
1910,8.234267340867518e-06,4.43030092611707e-07
1911,8.39342243352803e-06,4.0700863479514737e-07
1912,7.983438138126076e-06,3.818505707187114e-07
1913,7.658577715119463e-06,3.579517926510789e-07
1914,8.23364655389014e-06,4.466728142915599e-07
1915,7.873083347931242e-06,2.2030024560137917e-07
1916,8.688885316132655e-06,3.307226190685242e-07
1917,8.231398226143938e-06,2.8183711986429216e-07
1918,8.033571361920622e-06,2.9175395077629673e-07
1919,8.07344144959643e-06,2.845225006709029e-07
1920,8.48544289056008e-06,3.4377932145446266e-07
1921,7.756765057820303e-06,3.1199718453223113e-07
1922,8.047114192777371e-06,3.593054671569007e-07
1923,7.819707604994619e-06,3.821741270115808e-07
1924,8.271266381143505e-06,3.338930820717678e-07
1925,7.928586569505569e-06,3.5414133492395194e-07
1926,7.511382762004359e-06,3.5221796412798767e-07
1927,7.289363225027046e-06,4.1475116940858925e-07
1928,7.782276668422128e-06,3.4963687500777496e-07
1929,6.9493853516178206e-06,3.3087005846255124e-07
1930,8.399731825647905e-06,3.0250378557639124e-07
1931,7.800123455581343e-06,2.9767981235551133e-07
1932,7.615782067205146e-06,2.970034520544118e-07
1933,7.99390448946724e-06,3.03972559123622e-07
1934,8.14867269127717e-06,2.611984619704799e-07
1935,7.882311763296457e-06,2.501371403340613e-07
1936,7.875001927004632e-06,2.812933743712165e-07
1937,7.909740418199362e-06,2.430085785931624e-07
1938,8.480546625833085e-06,2.9042080385011104e-07
1939,7.62408438959028e-06,2.676458734640619e-07
1940,8.01814547912727e-06,2.332920274739081e-07
1941,8.12548654494094e-06,2.3907170465520267e-07
1942,8.960027003013238e-06,2.63976417613776e-07
1943,8.515188426372333e-06,3.454849792916548e-07
1944,8.15827957012516e-06,3.695164068062695e-07
1945,7.768545287945017e-06,2.657774889058828e-07
1946,7.85150257343048e-06,3.2714594055960333e-07
1947,8.370835416826594e-06,5.066370292183819e-07
1948,8.414841374815296e-06,3.500747958185002e-07
1949,7.775070457682887e-06,2.817481465910987e-07
1950,8.212626255499345e-06,3.2756913981302205e-07
1951,8.113326828151912e-06,3.5715696533600294e-07
1952,8.170114028871467e-06,2.3198569021332105e-07
1953,7.733453458058648e-06,2.9197071960140875e-07
1954,8.732738535854878e-06,3.10766647970695e-07
1955,8.33911246900243e-06,2.6655126017516295e-07
1956,8.275491097720078e-06,3.732648607979172e-07
1957,8.395936276883731e-06,2.915562529182125e-07
1958,7.786662820308266e-06,2.8952852915153926e-07
1959,8.261521884378453e-06,3.3715753389174097e-07
1960,8.241328146141313e-06,3.031325057634149e-07
1961,8.733836125429661e-06,3.8214875885955735e-07
1962,8.710676695500297e-06,3.2978172193054434e-07
1963,7.920268444649992e-06,2.9873167228799957e-07
1964,8.49139473757532e-06,3.443526015445286e-07
1965,8.272635284356511e-06,2.938487293491221e-07
1966,7.979036979577359e-06,3.5782422180830054e-07
1967,8.694647078755224e-06,3.6484484056131805e-07
1968,8.004601454558724e-06,4.024308672967436e-07
1969,8.269632417068351e-06,3.8150764147815153e-07
1970,7.654577757421066e-06,3.2191073984222385e-07
1971,7.706054702794063e-06,3.8794902401662057e-07
1972,7.946084565446654e-06,3.7552674925223073e-07
1973,7.316572691706824e-06,3.0488017088714514e-07
1974,7.205232009255269e-06,2.8071601576584726e-07
1975,6.912604590070259e-06,2.752933312422101e-07
1976,7.444154277891357e-06,2.988174649942721e-07
1977,7.505825635689689e-06,3.132324835064537e-07
1978,6.971283767143177e-06,3.5287112254422937e-07
1979,6.81696354831729e-06,3.8447464056901026e-07
1980,6.682326329610078e-06,3.001759694143402e-07
1981,6.737975184023526e-06,3.162774646625621e-07
1982,7.689233143537422e-06,2.7871685936986523e-07
1983,6.734021269494406e-06,3.239757209172467e-07
1984,7.031877714780421e-06,2.9864893136277715e-07
1985,6.502216876924649e-06,2.71903228821202e-07
1986,6.423091292617755e-06,2.505694940424519e-07
1987,7.676408301904303e-06,3.171513842659124e-07
1988,7.741551030449045e-06,2.578518225604398e-07
1989,6.736669831752806e-06,2.8044304833940714e-07
1990,6.344954215364851e-06,3.1002822886705417e-07
1991,6.438233242533897e-06,2.8017802655710966e-07
1992,7.289104928531742e-06,2.815581545689838e-07
1993,6.43655903331819e-06,3.0521033167474343e-07
1994,6.350484113681887e-06,2.832635725980026e-07
1995,6.056335337234486e-06,2.657000859329628e-07
1996,6.019232728249335e-06,2.749117538058954e-07
1997,5.962931027170271e-06,2.939270320467813e-07
1998,5.97780365296785e-06,2.9896169984056087e-07
1999,5.9732529393841105e-06,3.1991408633302854e-07
2000,5.873772693121282e-06,3.0528597250167877e-07
2001,5.693384764526854e-06,2.4096664574813076e-07
2002,6.011035850406188e-06,3.10628609057062e-07
2003,5.894112405258056e-06,3.104357517713652e-07
2004,5.917396492804983e-06,2.6472794090182106e-07
2005,6.194907768986013e-06,2.630189808172645e-07
2006,6.167775552512467e-06,2.7960472692711846e-07
2007,5.915025155900366e-06,2.5804338044110864e-07
2008,5.873563623026712e-06,2.746048526347522e-07
2009,6.167180288230156e-06,2.660651468033848e-07
2010,5.6983113836395205e-06,2.758695156757085e-07
2011,6.671683820513863e-06,3.3612714389619214e-07
2012,5.40391062031631e-06,3.554039800235387e-07
2013,4.973289037479844e-06,3.734638518437805e-07
2014,5.1351366892049555e-06,4.265926918378682e-07
2015,4.956927398325206e-06,5.042709005920187e-07
2016,5.113724341754278e-06,5.016785458167305e-07
2017,4.929591966629232e-06,4.009884477795822e-07
2018,4.893170057584939e-06,3.892851836440059e-07
2019,5.049935282386286e-06,4.173415888431009e-07
